"res_ab","mut","pop","repl","upd","nbits","geno","fit","scf","msg","reg","sense","n_null","del_msg_scf","peak"
"10k","h",500,24,100000,2284375,"wzjagcfolIbfJhctvApDyryorjuoccbylfKgwwyufAbBcovyEKkfmrncuntptxrBEEAfpuxBBovnBBwvBjvuBuBwBfuBjByEBBkwwkDwooxmnvzvvxggIcCu",1.02727,18.2,17,9,9,117,18.1,2
"1000k","h",100,26,100000,462725,"wljagcdHElHyLwnuszLrnfCyycularurFvnvbbEFGlEolxKqfeKIBpEDyudxvDBoABkfBtmtsKasyvcjrtEDrBBBBDcBBBBvpBBBnyvBBGEBKBmzvvJvxgtI",41.5593,18.08,24,12,12,119,18,2
"100k","h",200,26,100000,964303,"wujagcxJypqEaBBKmEnocpbrjrIyycuuKDruoLbGwDnkumdyByEBBtnEbwJrvujjtdmrBrBpquirdaJBBwBBeBdBKfBfaABbyvBBIaBBkBBBBBBzvvxgnFhA",94.0509,18.18,27,11,11,118,17.76,2
"8k","h",200,18,100000,964704,"wzcagcfubfmEDdvzkhzsnxhycyuopcucemkoEBGuAKdebmEqyEDytvtGucelycsccBdBBlpBBBKqnBqBAftdBJdtIwerLhxcBdjyvBqBBBqBABBzvvvBxgab",20.11,18,21,16,16,117,18.04,2
"100k","h",100,9,100000,417667,"wcjagcDnhIalhDwsdmkrcfioeycqDyuuorBJckLytyApAsyjdtkanuDnaGmwfclEsEarBBBBBBBnaBBByBvlLfBBdBvBBBBBbEpBnKvBBBBvBkyzvvFvxgAq",71.1976,17.95,30,10,10,117,17.87,2
"10k","h",500,3,100000,1885716,"wCjagctEcqHIdvxqpeJvErIuycucyuoBxrrmsEqrBvbDfGIKGmdmBKpeeEJlBBmmJDBBJBDwtoBnxBdBlIDcsBkxIGamEcBFBKruxbexvDpcwukzvvaxvgBF",21.4624,17.9,21,11,11,120,17.56,2
"10k","h",200,22,100000,929935,"wzcagcKtbzAyEnvJjAxyIGAtswIeGoahrfdcfndtIryBuquIaEdcILHBrGIBpesBEurBoBbAEBBBejBvKBBydDtwbxkJnsfBJqBBBJattouBqdIzvvfgxgab",25.8214,18.03,18,15,15,116,17.56,2
"1000k","h",200,18,100000,939435,"qwjagcKeEEKvdjdanmKBBvsyJmbwyncAouGrbDyBoaJabcuurvGmaqKfpILdnEDufrBGuBEBBBvpdBwlBFBfBJeCBBBBBsEBBBBusaBduposBByzvvfvxghj",59.512,18.04,27,16,16,119,18.09,2
"100k","h",200,14,100000,895601,"tylkcqtmnEswjabGttiqcyAyycufgcurbEqfBBplvDbxBKtALqoonxBrdjfBBKByAIfkBDBBLLGBDdBIlBEBuBKBBbbDBBBjlvvaBBBBBnoDxtEzvvvxDgkc",32.8955,18.15,31,12,12,117,17.72,2
"8k","h",500,12,100000,2057799,"wzcagcntIjmDLhjJGmbEdzHrlkIqKvdnarnsnGwdqqiEfmGiczuGqhIJywsBGwrkntdbqcEEwJfuayIafuucdefBpBuBBBKADBkuBaGxrBBmKBBzvxvgrpab",9.28576,18.13,14,14,14,119,17.74,2
"100k","h",100,13,100000,419775,"wzcagcHCAoegcjmBBdqzvzryycuwrBuEIBFEIKxbijrvjvBGboByBBAopEvpumluuAvpfqEBbcDqlnbucBByBBsxBBxevBBbyBmyDBrkEvjHxozvvfcaxgab",20.0973,18.05,22,6,6,117,18.06,2
"1000k","h",200,26,100000,965706,"wkjagchxxFECqJosrGyHGJCyycucucJccxABeBdowBBJBGDBBfquvpeoGEaBEBtniEbemvrBbBJBBtJyBkjBpLywBsDBtBmBBBxBypEBvBkkpACzvvvqxgmn",0,18.08,29,6,6,118,17.63,2
"100k","h",100,0,100000,490986,"owjagcbLuEwahciHLemcanpEycyuomJyajsIucynyBEjuIJbuceeBnLDllIBEApoojjGFEoDaedfDqurbfyvsmBBBBBvxvBBABBBBBpBBsDBBBxzvvvaxghk",101.369,18.26,24,10,10,118,18.05,2
"10k","h",500,3,100000,1885716,"wJjagciAtGHIACJyBvDwvJGbGBrybunEajwmsboAxHyjyEkCuBcvLJpmfrjftywsvrBpBBsvurALCIEnBylIjlbvBBBxBBGLlBKBlBqBBdsBzqEzvvvixgii",2.29041,18.12,22,7,7,116,17.92,2
"8k","h",200,18,100000,964704,"wzcagcobGJEwcuvDdeucLLyycGuopcurjbBBpaxGAJDsmEuqyqDytvtrEuadyfscplqEJxLLkqlGnewiABtBaeBaqBorByBpLBqyvBKIBuBBKBDavzvvxgab",0,18.19,18,13,13,118,18.02,2
"10k","h",500,12,100000,1967737,"wyjagcekIvsbEbobCkLHIrpwycurAEucvbBssteGsfmIfiAaADdrjAwfJyoLtlJduyrtccesfLBGfBGBDBBBBEKHaBpKpBmBBxBJmEBBABvvmlLAvzvxvgnx",32.06,18.16,19,16,16,114,18.01,2
"8k","h",100,21,100000,419923,"wLjagchqIoqxneycGEAvkbDFvGmmbDpyuufmcsflecyeHpsEucEtppquyskaysrALKtayEBymBBpuBeBtvrvvktBBBsBBEBFElBIBBqvyABbBoJzvvkvxgaB",0.358896,18.14,19,9,9,117,18.11,2
"100k","h",200,32,100000,905252,"JwjagcrovECkCkIpycbsHAwyrquIuccBpGEnIBrbwcAuArBwqBmaBBvBBBIBBmkBEBfKqoBBttvBBdbdBBBBwnEwwuBeBBnxbajnJBuBdiuopKKzvvvmxgtD",0,17.83,29,8,8,117,17.63,2
"8k","h",200,17,100000,887955,"wzcagcsnucJyjKHwufGrqvvnyouExBujfoebajzBJFiBECBDwyvzkjvDuasLacprsBoEKhBeDucbLBoydyEBBBBIcypJBfDBBnvBBvEBBsBbBlBzvJvvxgab",46.4676,18.26,26,10,10,120,18.32,2
"10k","h",500,48,100000,2017057,"wzcagcujbioGvtElIJApmaryyfuEvroAeEaAjlKcyuBLJxuedLoryEbmjyjBLjJevKmpAucwBvBBqBBBtBxBKBdBAaBaJBBJnBGtEupKKbnBfBBkozvvxgab",16.0435,18.05,19,15,15,115,17.98,2
"8k","h",500,12,100000,2057799,"wzcagcBqzcAxAlIKAwwtalcIjjIDtvddGwKbodjzJcoELhjoAqHeoDucBiDbdmrfptAawjEExJrBnydqBuucBxpBwBnBEeBLBBBunaxwrBBBBBBzvxvgKAab",0,17.86,21,13,13,114,17.68,2
"10k","h",500,12,100000,1967737,"wyjagcekIvsxEbohCkrCIApwycurbEucvbjsstewsfmifckaADArjAjuJyeHxAJLlyrtccJnGBBxxBGBBBBBBEKilBpKjBxBBBBJmEbBBBvvBpIrvzvxvgnx",46.2068,18.21,22,8,8,115,18.01,2
"100k","h",500,29,100000,2164880,"wmjagcqpzyoJdynyrdAxBFqDaxtHaqaznDFysrpbwDjcxwdsuqFresKJlklBldyuqABAFmfcoqsjBrjBAAtBCaEByajBBBvBBBbBBBBvFBBBBBjzvxvpvgzy",51.0611,18.1,26,7,7,115,17.63,2
"8k","h",500,12,100000,2057799,"wzcaxJmqimCgcHxLtuawnwIttcxnivwpDHoJLzrdkuGEnxzbEtejLbeJywaILErnntBxwfEEoJrAayIfquucBlpBGBnBBbBBDkBufBBfrBqBBBBzvxvghDab",12.8247,17.98,20,11,11,119,17.67,2
"1000k","h",100,28,100000,471509,"wDjagcaEvycnirowoyuxrJoyuEuopcurlBkvxFEpBqBBBnBBbqBEIBluoBJBBnLxoBbGBBnaGLBABuBIuBABByBjGBvExJLseoBpBbGFtiyElikzvAvvxgek",71.3839,17.74,26,5,5,117,17.71,2
"100k","h",500,40,100000,2626864,"wzcagcJKBltJfcmcLJqfFyrLFLxIddyGGswkIuwpwAKsxDaFpIlntcIbfJdFLGxrayLuBuowmaiuuewKlHKaHcLtBEcnBrfBpBIBDfBBBBBFBBBzvvxvxgab",0,17.73,17,19,19,119,17.56,2
"100k","h",100,11,100000,490759,"zwjagcsvHuyqefrdeolfaDedyfxopcuFrKDEuvJwByoaxjxdBEesdcEswyfIEBIbotjrBwBBfpBBBqBBmjcaBABAKBBDBEIwBGCBGvBBlidCoBBzvxvgtbgJ",1.34524,17.79,27,16,16,118,17.65,2
"8k","h",500,44,100000,2351660,"hwjagcfkHnezovEIycdbLpjdByuKqwuJIoBJyfnJyktcJCtcdGaauEtLlpqrmBpoGBubGEbmpBBbEjesfvnBpyuyasBBGBqmrBBBpBBBBBBdGuIBfzvvxgya",13.1322,17.75,21,13,13,120,17.68,2
"10k","h",200,42,100000,954104,"wijagcuiKJnxfHJrveLEkibtvEvBlIIGabfywHxzLbidcbecKiokELymBysaofjrptufvuEdIexjwxrvsqoyuuxrBpvwBuBrBrBBBBBeBdyoBBBzvnvvxgBH",0,18.1,16,16,16,120,18.17,2
"10k","h",500,24,100000,2284375,"wijagccICooJkkzEvqIyycGcyouwbrdyeLBLJayuIoJmJbtyejsEmtscaaEptBrBEBBBBDuvodwBeubGbdLBBDajKCBByGKaoxBtBGBBwaBJaDzvvxgnrjjK",22.9654,17.89,22,12,12,120,17.65,2
"100k","h",200,12,100000,809936,"wrzaCEuqaAEctEaHsIgcGkzytcuopcyqEuudorGpqarFcouwBrBBmwlBvntBsBBfmjkJvsBJAsvDjxqqyvkBJEvJnvBBmBJyBByBBpeLBBydarDzvvLvxgob",0,17.84,21,6,6,118,17.91,2
"10k","h",500,21,100000,2164189,"wjabgczrrJivmtqqyfodEEavycuopaoJEmxEKDLaKevsonrpxIGLAryEBBLGBfeaDlmraybaBsnarjJpquroqtwBBBFyBlBlBJBBBqnxsfjBjIBzvvvwxgaq",13.5077,18.16,17,11,11,119,18,2
"8k","h",200,5,100000,748673,"wzjagchKeIEtzjAIuDosxytycuuopcBkJEykbLlGpxsCoJytnwKkoeeIyGvKprepurKBBByBwBxjEJehBBBBEBlaBexJvvBmqBbDBAKqBBbtaBlzvvvBxgGb",0,18.26,22,12,12,118,18.04,2
"10k","h",500,21,100000,2164189,"wjabgczrrJivmtqiyfodEEavycuopaoJEmxEKDLaKevsonrpxIGLAryEBBLGBfeaDlmraybaBsnarjJpquroqtwBBBFyBlBlBJBBBqnxsfjBjIBzvvvwxgaq",13.239,18.16,17,11,11,119,18,2
"8k","h",200,18,100000,964704,"wzcagcoblyEwcuvaceubLLyycGuopcursbBBpaxGsJDwmEuqyqmyJvtrEumdyfscplqEcjLLkqlAnxGBABtBBeBaJBorBfBpLBeyvBBIBuBBKBCavzvvxgab",37.148,18.05,19,12,12,118,17.96,2
"10k","h",500,6,100000,2209816,"wpjagcjqlxcjEpjzBxEcIjujwxnxIdmycIGuKBrEKyufuemJarEBxpsucLflBBJBpadBBBBBqJBddfsjBBsBBuvpBJdABdcImmtqBBuBAbxmDcelvzvvxgGE",18.9883,17.81,22,14,14,118,17.66,2
"8k","h",500,12,100000,2057799,"wzcagcnlLwApqlipaffHpjkboJzjbvKlinBwylbAyLkEJwftHjrcJAffywothErkntqbbAEEAJrlsysuyuucjEdBpBnBoBbAIBkuIFKDrBBBBBBzvxvgwwab",10.8174,17.94,13,10,10,114,17.59,2
"8k","h",500,41,100000,2269809,"wzcagcrIBLCGilLDfKGosykspfpunelFeFFysauHlrivadKzxiycftinycwucrfucLrfmBdJFpDBImktjBvAbJAlrwGtukBBJBuBIyaBBDBlBBBzvvxgxmab",0,18.05,18,14,14,118,17.77,2
"8k","h",500,41,100000,2269809,"wfzagcJKctexuwkFuapDutnjtzAcjohDnmvFeuaLLDfikHzBkxycatDnycJucBBucBxqdsGJndBpBBDtBDvJBBBnBLrBLBBBBnFHqBFBkGBxJBjzvvxggyeb",0,18.22,27,12,12,119,17.63,2
"10k","h",100,40,100000,446841,"wzcagcjCBeutEwiJmrpqyDaycvuJscoqyBkyGacjEvsmjcELqpcourBBBLBBoGBBLpBxAtEfAuvBBBcGuBJdBpouJBmpfGybqLBdfxyBBBBexBBzvxvgxIab",59.8962,18.11,25,11,11,118,17.9,2
"10k","h",500,12,100000,1967737,"wzcagcALrlEnoapHymcHbpyJycuGKpucGcIaDcjKJwdadwKLlLJrGCaafyauJIbJtyrtrnBBxuBpBkBBxBbnacfeEjqEBBwBLBEcotkvBpBEBLBzvDvxvgab",0,17.89,18,13,13,119,17.65,2
"1000k","h",200,16,100000,784583,"wbjagcaaEAqvycbnucEyudaqvJuJEKywfbtrEvHAbepBnoJGIuLhoBKrjBBylpqyqEBpIeoGDGqjEBBtBpKcBqdksaffdBDBoBFBwyFBBlBBbBHzvvfvxgIb",0.339286,17.74,20,13,13,118,17.64,2
"100k","h",100,24,100000,485885,"wsjagccovEExuFfdBDyhdEcAycbuojlyBEsdsvpJBDooBuIBryqDGeCufBBuArdbByBpEcsjjKKBBBqpEFmeqyjjBpjmscBGJcbBnJucBBBBBBzvvfcaxgab",10.6676,18,25,11,11,118,17.63,2
"10k","h",200,49,100000,958609,"wCjagcDGLBCBEndKDjEkxzfuyctrqDoBvflykyDLaKIubaLfBbsmIIErBwfoevtBxjlBfBBBjknJLbGBsolbsGBEBunwvBekwfqvjBBlBoBduyczvxvgioqp",0,17.94,24,16,16,120,17.84,2
"100k","h",200,16,100000,915374,"wnjagcaqwAvbvLsdxbcHxtjcxinJmqbDcezrtHEenqrGqIasnGaFdyucEEyLkEEwxLAjjyuucqcpBAqutBrBBByBBBBBxBxGoBBbBBBByBBiBBvzvvhvxgwq",51.1493,17.77,22,7,7,117,17.82,2
"100k","h",200,32,100000,905252,"twjagcrovECkCfIpycblEAsyrquIuccBpGEnIBrbwcAuArBwqBmaBBvBBBIBBmkBdBfKqoqBttvBBdbdBBBBwnEwwuBDBBnxbajnJBuBpixopKKzvvvmxgtD",34.6024,17.96,29,8,8,117,17.63,2
"8k","h",500,12,100000,2057799,"wzcagcnlLwApqlipaffHmjkboJzjbvKlinBwylbAyLoEJwftHjrcJAffywothErkntqbbAEEAJrlsysuyuucjEdBpBnBoBbAIBkuIFKDrBBBBBBzvxvgwwab",11.0488,17.94,13,10,10,114,17.59,2
"1000k","h",500,15,100000,2120527,"wnjagcDkeIFCktyrpaeqfxndsyuFGlucAJkcBjoqyjyyqntIrfLulupJFuuucvBIBBBBoGyBIpkyFBBkpaBxBBBtqptAuBABDkkqLEKBBvBmpfxzvvxgkFol",0.337278,17.91,21,9,9,117,17.91,2
"1000k","h",500,40,100000,2060994,"wzcagcruebazutlEudotAopJycpopcyduIEwrfewruruwBLEBldvJcuInpuJBcrEBrasBBJdegbBdBBEBBKhtGBpKBBwBvvBBmLBABxBvGyBKCpzvvxgpxab",0.331307,18.1,22,14,14,118,18.03,2
"100k","h",100,33,100000,459092,"wajagcJxrqvDElqoiaJJypaiycuqucxBypBpvIxElutwrxbByBBBdqEyoBpknvABnApBDBBBBdyBJBubBBLBBkBAkBmBkIBBEdBaeaDqrAJtvizvvfcaxgab",33.7297,17.87,28,6,6,116,17.94,2
"100k","h",200,46,100000,813258,"wtjagcqoarDenuHcisBvolmFGBnlHruKHEycAcIvoeAIokfEuLnExAJrywxuLAvufBrtBDGnpucBfEvBFyfvxBABBuBEBBBBJKKxBBvBBvBEBrrzvvovxgdK",46.1646,18.22,22,13,13,115,18.15,2
"100k","h",200,1,100000,960273,"wLjagcLmvakepCkivoeamKiyycuIuioynvJInJLyLJJrDptdeEoKdJerBJjbcBBfwEbBBBBJBEsBBnxBEoBBBBLBLoBsBqIvmvGJfylBqBBvBLBzvvvfxgkn",0,18.08,25,18,18,120,18.21,2
"8k","h",200,18,100000,964704,"wzcagcjDbpjEwdvzbhzGpxmycyuopcuceqlBEBGDAKHfnaEJyElytvtGIceuycsckBuBBepBBBKqnwqkABtrBBrBrwerLKjdBwakvBBBBBJBABBzvvvcxgab",58.5165,18.1,23,11,11,117,18.1,2
"8k","h",100,32,100000,461028,"wyjagcbFJajymjutdBdLkBLbycEcrjubabqDrEcyDekuwEJIebaEvucAeykvjEBjDBBpvsyBbEFpKutbrBBvyLLjllByBnDBsvBBBkBBBkvwbIpzvvvcxgfy",38.7168,17.92,21,11,11,119,18.24,2
"10k","h",200,40,100000,800161,"wzcagcBkCzcufDoJulbAyJjBycuopcoyayAGjuBoyokpfxmdscAEkvEGALDpEotArnBqGBlmDtBDAkIEIfpBBsBvBvBBbnBBusDBByoBxjeoBBDzvvyvxgab",56.5372,18.19,26,6,6,114,17.82,2
"8k","h",200,24,100000,919650,"wzcagcvxladyeqFvxofooaqJycucucsmynxoGvAdeGpatIlFpbxoaerwswauAfeArIBBBBFkJyjmpDFlBDBBBxtBDyBJwsBvoABBBIByBrerGBzvvfcaxgab",25.4555,18.26,20,10,10,116,18.22,2
"100k","h",500,29,100000,2164880,"wmjagcmjcqpobyFyfdfzJhdbhBuwCiazuDFystebwDKGxIJsuqwremnJkkpBDdyudAoAFmfcKbsjeruBBAtBxboBKkjBBBvBLBIoBBBvFBBuBBIzvxvBvgxn",5.7006,17.95,23,14,14,117,17.83,2
"8k","h",500,44,100000,2351660,"hwjagcfkHGezovEIycdbLpjdByuKqwuJIoBJyfnJyktcJCabaGaauEtLlpqrmBpoGBubGEbmpBBbEjesfvnBpyuyLsBBGBqmrBBBpBBBBBBdGuIBfzvvxgya",5.39838,17.86,21,13,13,120,17.58,2
"100k","h",200,32,100000,905252,"nwjagcrjvELBDjhaycBmEaIybKuGucyBpJEnDoIJqjAuGrBBDsJloBvBGBodlBBBbmBblfBuojvkBpkIBBwBGBEyJexGbBDdBujfoJBBjCBbCwAzvvvoxgKI",29.25,17.87,29,8,8,118,17.66,2
"10k","h",200,0,100000,8,"wzcaduogcHJcHEieJajyHcBfycuqucvocoycsmDrljpuvukGaInycfdeEatjdGjskpebctrLuBdwBvBEaEIBBBBBDBubpsBvEvBBHjHcxcBvyFzvvfcaxgab",28.6167,18.08,16,11,11,120,18.34,2
"8k","h",200,18,100000,964704,"wzcagcfubfAEDdvzkhzsnxhycyuopcucemkoEBGuAKdebmEqyEDytvtGucelycsccBdBBlpBBBKqnBqBAftdBJddIderLhxcBdjyvBqBBBJBABBzvvvBxgab",0,18.06,21,18,18,116,18.19,2
"8k","h",200,0,100000,928608,"wkjagcovofsiEwfbydzCqJjpDpEcycbBpnAtIrKkGmkoqFyIGjEvuEucBpxBdnBBGFxEpnBoBteoBDBBrsBcEBBBBwmLBeylnBdjnBxmfvrJnBDzvvvLxgqq",0,18.21,23,11,11,119,17.63,2
"1000k","h",100,37,100000,423824,"wljagcnnbFoJAcsIybBEEhKjdGqdscuycGvxeeqLGLDLAAIBJqcGceucLuqBBaqjqruBfwBuocBBtDEBkGKDKwBBEpGBuclBBEvBbBBBsBBABBzvvfcaxgab",40.6254,18.23,25,14,14,116,17.89,2
"1000k","h",100,16,100000,498322,"wzcagcwajHefdufCyBwycruyJouwGjucptdnearIxDcjupkBsdAoBExuBryBKwEjBJBIstqEjBKvIjtBmBBBkaBBskxumaBBDBfBKBBBBCwjBtEBvzvvxgab",61.4336,18.22,28,11,11,119,17.62,2
"100k","h",100,11,100000,490759,"zwjagcsvHuyqefrdeolfaDedyfxopcuFrKDEuvJwByoaxjxdBEnsdcEswyfIEBIbotjrBwBBfpBBBqBBmjcaBABAKBBDBEIwBGCBGvBBlidCoBBzvxvgtbgJ",0,17.75,27,15,15,118,17.6,2
"8k","h",200,24,100000,919650,"wzcagcvxladyeqFvxofooaqJycucucsmynxoGvAdeGpatIlFpbxoaerwswauAfeArIBBBBFkJyjmpDFlBDwBBxtBDyBJwsBvoABBBIByBrerGBzvvfcaxgab",0,18.26,19,10,10,116,18.22,2
"1000k","h",200,11,100000,831853,"IwjagcIvrlicwpDAeiHzuhuoycucyEuGurxEpJfdtrBBBBBKnevBjLvBmBBvIwyDehdyBBuKBsBBIpBIBxGwEalBpFGBdLLmEBjBBmkAEBlDrIyzvvnvxglC",0,17.82,26,12,12,118,17.85,2
"100k","h",200,46,100000,813258,"wGjagcAjshCdmpGbfoBtmBkuwHHLnzuycEJJKnovxreKfKGEuKAGbDbryeduwxvuKornBypIjbcuBBvBIBkJvLfGBuBEBBBBBLIGBsvBBvBEoBBzvvnvxgvp",24.4831,18.11,22,15,15,118,18.14,2
"10k","h",200,20,100000,966483,"wjaxEcGecqDrDgciBicrcLDcycFyewuuckyeBBvfbucajeeBvEJEjBEybjuoyLJJBnKKtrLltixpjoBBEArxtaocooIbucDmBfJBBBBBbBBBBBqzvvxgaBbi",0,18.27,24,12,12,119,18.1,2
"8k","h",500,48,100000,2292573,"wzcaIFEbkepKwcgckyrpdywIbouopuEpctreixLBsvuBstBErBvqfBxKyBpBBfBLplFDtEBBEBBBEpdqybKBmIBeloqfbcHjBeBEyexsszeDzFzvvxgzwbab",11.2147,17.82,20,16,16,120,17.99,2
"1000k","h",100,11,100000,475707,"awjagcxxIdazBIaHuzDlGsjyycuourqyFfsltaxGcEJdmFyjBDvtGnwecfvworksxlFBqvlkmpwurBBxBfBnxBGABdBvBFGBKwBBlBwBBBpvBvFzvxvgtjve",89.7665,18.19,21,9,9,119,17.83,2
"10k","h",200,40,100000,800161,"wzcagcBBJulAuprAwnaCyxiiycuopcsynyjfGuBoyodpbxmcscmEGvjjIekpEotArIBqIsbBftBknqkElolBDwBvBvBBpBAKDLgBtyxlEsJoBBDzvvavxgab",51.7334,18.2,19,6,6,116,18.03,2
"100k","h",200,29,100000,837847,"wajagcCbaDdxwHsegyEDGDgcyuuFucmkwyqfvnGuEfdBFsKyBBBbvBvvDbvsEBEBarEaqGlqvbIEIJqaIcJtdjoixrBBBIBBBBBBmLrBqBBstDBzvvvyxgvL",0,18.2,26,9,9,120,17.92,2
"10k","h",200,3,100000,10,"wzjagcpHzCElsnwEzClrxHoLycfIyuxemAsqrKJjBBBJBpuaBftnraEdAfqBBweEouAyBkBtnBGuBBaBBqBABmnBdcmBEEBfJtBpCFrrjeCopiFzvDvvxgab",14.6044,17.93,25,11,11,116,17.49,2
"8k","h",100,30,100000,458843,"wrjagcmktkfvnmadmKrHwGByycurFBuBrybIfEjqmBIEBeokpmmJpEbAdtxEyvJrfoavtrBdtvpBoBBkBylbJEBBBwKsIBsjByBopBBGlJBCJeJzvvfgxgob",28.8333,17.73,20,11,11,119,17.76,2
"8k","h",200,17,100000,887955,"wDjagcclhcurIuyjueIrBvvEyfuFfGuiboyDujyDIEfKGJrjAJvGfyvumrIEewprsrJdBoBBAucyBlBBqBspBBwoBqBBBmBeJBvBAvEDBqyCEmdzvhvvxgJs",0,18.28,23,10,10,117,18,2
"8k","h",500,47,100000,2196000,"wJjagcKrdaHFrsFICqsqjJyJycuKFIlryDuxwKyscpAuLLlAnDyImsKjEmLyIfBGccFrBvJBtplGBkuBBBGFadBKGtuarpuBBBBFBjzaBHuolljzvxvgqjLg",0,17.98,17,12,12,118,17.55,2
"10k","h",500,3,100000,1885716,"wCjagctEcqHIdvDqpeJvEJIuycucyuoBxrrmsEorBvbpfoaKsmaoBKpeeEJyBBmjaDBBJBDBLoBnJBdBlIzDsBkxIIwmEcBFBKrexbexvdBcwLkzvvaxvgBF",23.2815,17.84,22,14,14,120,17.59,2
"1000k","h",200,26,100000,965706,"wkjagchIxFECGGosbGyeGJCyycufucJccxABjBdowBBJBGDBBmqnvpeoGEaBEBtniEbemvrBbBBBBtByBkjBpLyGBwDBtBmBBBxBBpEBvBkkpACzvvvqxgmn",31.8601,18.14,32,6,6,118,17.63,2
"8k","h",500,47,100000,2196000,"wzcagcainjLrGmyeJvyxKbIKycuALwlryKmJsAyscBDLpApwIbyrmsvcqmIIFaGwGaqrJvyBBpnKKoBurqBDFBoBDFBBybLkBioFtBJBzepywlyzvxvgnyab",0,18.21,15,11,11,117,17.9,2
"100k","h",200,29,100000,837847,"wsjagcdKExDnaiissyLDEDxBycuFuclmIyIuvtKmEBxaaudyxcBBvBvvwbvsABEeorEIGJljvcwJLDDcoeGtLcJocrBBBLsBBLBBbBABBLBBDBBzvvvkxgKn",43.2984,18.02,26,13,13,118,18.01,2
"10k","h",500,48,100000,2017057,"wzcagcujbioGvtEKcsApiarLyJuEvruAeELAtlkyyuBLfeueKcoryEwmjuIBajJdvKApAucwBvsByBxBnBxBnBDBdaBoBBBkbBGtEbplmlpBfeLyczvvxgab",0,18.18,17,15,15,115,18.1,2
"10k","h",100,33,100000,502482,"wBjagcyqxkbfyEEJbaGafBjyycubdJucyBoBJlxBvqyFrwEADtcBfBBEvffxBBpsEABdsByKmnswsaLvBoBBuBIpeqBBDbBbfubKBuuByBrJrijzvvlvxgHj",0,17.96,24,12,12,118,18.11,2
"8k","h",200,17,100000,887955,"wzjagccshcurIuyjueIrBvvEyfuFfquDboyDujyxIEfKKJHtAJvGwyvumrIEewprsrJJBoBBAuJBBlBBqDsGBBwoBqBBBtBeJBvBAvEABqyCEnBzvhvvxgws",2.8024,17.95,23,8,8,116,17.87,2
