genome,scf,scf_no_int_bio
wGjagcbwBAEbzGGHCkumsjzBycuJucFBcpBcBDBvKnBcBvsFxuaBBBucyBBBEgymjFkedqAJbikxDgeoAJJuejjccIuAADAooJsjolreqynFConcEcgotBoh,3.520000,0.000000
wrjagcCjLqikIHFqwjDzBIjvjlzLzBGycrAebkycKABxwFvuucxKnsaBymfDBFynvEtKcBadrbByBBBBBBxBeKJFBqvBdAFxJBBBEdbBepnuDfvBKrvGBgvb,4.000000,0.000000
wzjagcAnHAxuHIAlzbsEBEyJyhHopcGucyAuaBKBvmwosucBcyBDvlByBBJuLvBBKivBvkBBFpvJBfdqjELBBBBeBwjBmGEKCLqBKensKGqrcDEtvvzaxgEs,4.000000,0.000000
wzcagcjAEaKldptmatGzEdcybuuopcucBocBLxvBBxyBybdeqJqpDBBBEBwBByvBnsBBBBBKlBvBvBnxBIBvlpLCBtBBKBFfKspovBwGBEwIBndAvfcspgab,3.930000,0.000000
wojagcEriFLisqExtqfDfHqyyukjkHylrczywdEpAvosmFnEmBubDyjJsEmBreyGJlCJaBjEDxbdzpzyifrjbaDxkBlDAdArzkfwwfcGzsbmyuervKzBxgIg,4.000000,0.000000
wzcagcJiurjiEsjocbAntFEonIvHsHqHqHHHubkCtALslBDjaGKkroKJvzIcicwKbGvAvjEolrGlCkazpcDAkdjzrpanuoBBycEBcbvyvuuBcHcLyfcwxgab,4.020000,0.000000
wcjagcipxfHEjEyLKzktGiDctnpeecoCxtEBklcLmJjlbycnqipFxoIKbnlAirvrbbrlDvfcBGzzBrKKvfycLcubmfxFsbpcrBsByBpBqvBBBnubvBBdFgap,3.840000,0.000000
wajagcbBJElzzuHHEllzIzxyycuLCruLCBrDdBbfatFpBBnBaBavoBayBBvkpBaBaBavytoBDavngapnivioglKqpwrpmCKbzqDygysoEeGzBEjkvFKCDgDz,4.000000,0.000000
wzcagcKkzKBuaxyzBBDvItvBvoFoByByculmIsrxyFEqGKyxmsAorBBABlBKupBrBBucpBBtBbBfFBJezvBKgpxyAFAxKbcLBvBlBFkBIyBvBDwDfLvBmgab,3.770000,0.000000
lwjagcqJyiDkbtsvLfzdppcyBdcBucEyEuLtcKJoxvBarbvmBsBxBBBnBIyvdbEBBpAoBBEyDKptvroJKEydKBJLosJBobIoyvHayebKrbKpcBuBvvwpxgkr,4.020000,0.000000
wzcafkgcmlJiccavHlEzJtzyycuburuwoxItsEqDBxejyyGqbEvEvtvBAEnebcenrlsBpuerevBkBBFBBDBBBByvBBsBBBpABqBkaIBIBfBsvBnavBDvbgab,3.930000,0.000000
wzcagcIlktEeeGuzJqpvuBByycuAuvKrxvbvErpBbJBBnBIeBJxlBBpBfypEnurByBBBBuBbtBdcBmBBDInpcCgoaqsuDKLyEuIadFKKqyHpqlqHxhhjhjab,3.570000,0.000000
wzcagcBycJsbcLzBBsBpBByyycuopcubdrvyeaEmtBbyttBrbqysBarysBtBBBfkBBBBBBBoBBeguaIxJzzCcqIqpuqEJEHfaFciIeGaJAakzppavvxgDoab,3.620000,0.000000
wujagcaFjIffsoolqnucDJqyycaBEJucdfdEEuoeEEBlvqnJvdcnBdontoDrfedioJLioJookaflCEuGwtzsljCqGCizakEIqIKprpubrBaBBBbBvfcaxgab,3.750000,0.000000
wzcagclJzKcfCoaJzyEdaqBvycuecDoyEeesKtsLDLamBJByGrAtLEErpBJeatdaBdfBoDvtrBeuLtcBBBBBBBBBfJDBBBJAGsavppvnoIvBHarovvvcxgab,4.000000,0.000000
wwjagcbGHzHqCCzbErfFbBoyyjtJAjyIEJpymjGuapKcoccjCaLwfyJJEDrzhBydmhHHafpeGJuAJpfyrHqGzCALEqsIBDcJEmnafkavzsbmyuervKnBxgEz,4.000000,0.000000
wzcagcrGuzEvGzxxtyvKJcwDycuvuckayBwKjBmvlGouEeatvmvDaIJfbKeobEybbrtcpBBqBFnBBBEfBBxBBBBbDwBEBJBBfnpfBBbJBBBBsdovvgmuknab,4.050000,0.000000
FwjagcmpbtpuALBIizzyBBryucuopcoyBAxspdBucIyqBevLmAvBsBrfbIqLzbBByBBtBfgxAtKbupvjqHxIixunlbcDuCwxejcDDmFAarAvpatzvfcaxgab,3.910000,0.000000
wxjagcfdavotAGipEIHozwJyIcuoucBpBuEBcxymbbBqKEBctButBLxBvffpmaBGvJdntraByBpJbJspfufyfvursBvIkblpBBBBbBBscKvBIABwvtBBBgHJ,4.000000,0.000000
wGjagchchDDyqcEooDHwHuuADLdKIdmEbxwHrtyLoyeIeIfdfduHmmjCxEJwjwBtAGwbipGLJrdAoakBpDfrcmymoyuEjluBbpKktzBBcBpBrcBuuavwxgzw,3.660000,0.000000
wcjapcromKFcrgcEqyebauJcpzmjwfHswoEaduciyAanbGlbjwcqwcrDitGbtDvckbrubvGkmHbzeryBvfycsyuBmcxFsbAorlpByBpABvBmnnuBvBBBFggJ,3.530000,0.000000
wzcagcJrymmtDzuBlezBxfyAycufKeywucBIBvfEFBnxxvpbntcvBvbxdapBBBpeJsJaykLCaBsyDkmlayBBBfDramwBvBfBBggmhJFjwdlmkAElmwjjsdab,3.740000,0.000000
wzcafkgcmlJiccavHlEzJtzyycuburuGoxItsEqDBxejyyGcbEvEvtvBAEnebcenrlsBpuerevBkBBFBBDLwBByvBBsBBBpABqBkaIBIwfBsvBnavBDvbgab,3.960000,0.000000
wzcagcqCKxGzdrmlzsKzvxuyycuJvEfsmDIvvvecKfcxLdrteoBrryyEsqrbqeBulBbBIpoBLpfxprBEqBBbtcukaBbyDoBBEBwBBBBeAtGkBLeBvvBeKgab,4.030000,0.000000
wzcagcxKqrtpyIitLobCDcByycueucJybeiByKoKmwdcJaufsmGuoBBDvtarkyaBBpBBEjEwBafBBBvBBBBwjiuBAenwvvBBBBlEmobeHkBrBazvvjzaxgab,3.620000,0.000000
wujagcziFvwcytvGyroyttpmmkkLyIuGntmmvxtyczxcqDppmadwJzflBfrAolFxmFmztylzycucBrucBBBBBBBbvBBfbsBBBaeyvBBKLBBBEyuBvDcexgro,3.860000,0.000000
wzcagcBvzuByrILcubvuqrqAuBbklraBBDcBBkIBDvfdBDuBkBEuvAoBnEByflBqmBFBBbAFwomlfBbBExbvIwclavvBnBBBBkoByeeGfgDDcluovcHcmgab,4.000000,0.000000
wtzagcuqdqEKBywKuqFDcrxxBaGkyumxJGEnIKGKvuotmxEzssJcfwahtsLEKFHlxJCHDnEHfdICrBmjxIBItydtfxBrAHzBrwxvBBypogLoucvfxetwCwJb,4.000000,0.000000
wbjagcxdfBjvpqHIvrJqnrzyBuuofBByLeprvJDBBmepbvpEuucvJpBudDsBbBLBFBuxBBEDFBvwqKIBFBoyJqwGmqtBwGBlbIfvEbkbltsxBpegvgnhmkih,3.510000,0.000000
wzcagcbBbaLLuqsqtGHCozpycaFlEsyfEnuvnnuqCxBoJqniAEyHrfuJrAGEwflkdIFBBDEtcmtBKpxzvyfDfBdcueEucyBBByBBBuBBrfgubvfzvfglxgab,3.870000,0.000000
wAjagcGxJoEJqyaioDzuDlzBycubucFBcpBBBcBvKmBcBvsFxuaBBBucyBBBEgFmBjBGytGLGDGHxgenfJcgrsCGvtevmjGeadEcIhsvaLvILnDKEzrBtBrb,3.530000,0.000000
wyjagcBltcvICkkmzkyEnxryycALEauAaLktaLoeduEEAIIkatJsixpotBFDsBwIDKoGowuaCuAJJcjCifGtDrLqdwazaAEaqGEprpuBrxbBBBBBvBraxgaC,4.000000,0.000000
wzcagclxzxcfCcHJCyEdafBvycuucDoyElGBKtsLkIfmBJbyGrAtGEirpBJfaEJaBdBBBqvtrBeuBtcBBABBBBBIBpDBBEJGGmxvKpvsKCvBudfovvvIDgab,3.930000,0.000000
wzcagclJzxcwCiHzzyEdafBvycuucDoyElGsKtsLkIaLBJByGrAtLEirpBJfaIKaBdBBBavtrBeuBtcBBBybiIBBBpDBBEJuGmxvIpvyKCvBpdfovvvsxgab,4.000000,0.000000
wzcagcAwunqjamcEumsvknqcxJsnicfieClbdoCKDnEcclywitaykniLusqAyKbEfllJavAiHAczBryBvfycLtubtbxFsuKorBpBybpBBvBIsKucvBBBBgab,3.610000,0.000000
wzjagcBtisjqlCfEjEdlkEApjIvGfjLaxxADqxucqyGbucywBBuuaulqiiExwjdmnqIrwytmHfkJBkbyvazBBDBoaBcqJBBucKmyymbqlpDvBucyvsBbxgzo,3.850000,0.000000
wJjagcvErquhDnfsIzBBnslCBpBInJKevvuxysncEBeLrtrGJKnEqdaeqqyIELdLInmyuuclpuurlbDBBvvJBBfgdLpHErCIzqaobvFJqntDznkzvJwsxgxi,3.650000,0.000000
wzcagchahDsajvvbHnoyieFDycujxBuevobrItDIaBkafuKnJbplxmbttFKBIprbkBodjaaBBaDcrttBBEuBBvafgEfByIBvAKLKmKmauBaelDnvvvavxgab,3.820000,0.000000
wHjagcwjAkDwjaAHKjyKBbdnKCIyxmzycpGxGJucuErbvBbBBByBuBJrBeDByyBmaDIBuuBDvLBBoroGyBBDvByqBBLbEBvqgeHtIBqeBIhbFgLxhjmywBrs,3.890000,0.000000
wqjagcGnauyzDpErDpbbkazkbyEtncurydoLtxKxfsdpumABDbsBoAapIxuuxurBBmlkuDrvrpGdoaubJbtavHpuHKnqysHEJzEtEIzBcxBcKBcBcdavggzk,3.960000,0.000000
wzcagcnnmAAetczaIyizBBByycueoAdurfxFvEejclyBGapvdLyxoDnefFenydntcDeGpKABdKaoflBBGBpmxvsFFucBypBBBvBblrnFAvGBtsBvvnvBxgab,4.000000,0.000000
wqjagccoEpCItzGyBLlHEdcwEKEsykbGrtxqdKEvGFbIaDtvoJsxvrCnmIIDqKFGolcznbGstEhzyBscucIpyuvuvooBarpuBBBBrByLLBBBBBBBvfcoxgJu,3.980000,0.000000
wzcagcrrxyuDcjIioLbseCcyycuAucoyaJBcyweEqcoEfpuwsmsaBBaevBirABqBBDBBupEBIqtBaBvrBnjwnukfbmABvvBsEBnsaCeLDntEoyzvvfzaxgab,3.550000,0.000000
wsjagcvEDvnHCiEdeBzLBEBbcprotqJewvoAypncEaDyrtrBDEpBAaKDBbblInwdcfuyuucBpuurdBKJBvvJBbfgvEmqHyGIzDBBfKBHomrkLaczvBvvxgvm,4.010000,0.000000
wojagcBqEErkqCukixxovqwixCvzBxqLvBfyDveeqccbxrauucyEuEupcrBtnBywpoBLLvxuDwdBkurBBBaBKByDvBBBBBgnroeLmzkqbrFBwboyLeuxFjxD,4.000000,0.000000
wzcagcvLwbEnktnLqdvjvGweqDwBqyqLIudvxcBrxyurtfpELnKwdcpLjJvlBwksjanyundnqyEDauuBaexxunaBrBByBBBBunlEBufBwBjvzaBvvsbCxgab,3.850000,0.000000
wbjagcvdbohJbCfBbLrLxzlyycubAEuJrBuwEvlGpvAEocnBBqqABBvBDEFdBLDtclatBBEBBBGBBLIBBbsbsABLHbdBpDBBspnBBBnBBBLqnlLfvvvvxgHr,3.970000,0.000000
wHjagcBfDrijCFHvDDLzqBByycuLuruxoxlBBEnbxLDbyyKyEEvEvtvEBEnKtedFrbBcpuBryGnBfBGaBfGpBmpvBJsBBtpbBBBBBmBeFBGnvBwDvBJvqgIE,3.750000,0.000000
wojagcHIFyHHurGEmczvyLjBycuopcuyecpxEtGnIGyJDavqwmsxvHaBBBvyIqEsBGGrbpAbBokaBkaBBsbBdHEELDBucdBvBBfBxBvBvdnBIKBBmvaqxgBH,4.000000,0.000000
wyjagcFlyJrDiwzGEuqJswpcKJALCGqdumyycfvqqxuIcubJivfjrpBEsuBBxEBBBBBvBBBBFgasJmlGahHxiCqbAElxrmliieBqgCvuxgmmkLtqddFsBvDq,3.560000,0.000000
wzcagcFpGHrcEBDsFFyDcdyrKfyoeAIxioidAaiGrwKAomADdypvbyuanIbbBoCjCbHBCLsfufiwzoAJvtJeojtiJfjfzlmtufxyfqsnvcbpzBcrvBcHxgab,3.880000,0.000000
wIjagckIuxCDIfzqfKcLCqyyfioCkfmKzzkdhvaKdFtvbaJvlCqdwazdrvByBDmeBvrBananeaFmybdBbfbabdpfcKBbvIxoAtBJrBBKjBByBIBdbumosgae,3.690000,0.000000
wzcagcKzuCKGkIiuLsbHDcByycueuDJybkkByeoKmodEeaufsmGLdBwDvBarGyLBBDBBEoEsByoByBvLBIBwjnIBssnbvvBBBBnEmnBeawBrBazvvfzaxgab,3.720000,0.000000
wzcagcenoAIJKrazLBxyiaxxycloscvyeAsnJqobwvymwDvoBscBmtbsuIDdnGlBtLipfLnvdcFcqlBbAbvpmIsrBBuBGoxsarkKDbkvwdBBDpBwcKiaGgab,4.000000,0.000000
wcjagcDazHzbIcBnHkczBLtyycuboeJurBelvmGnvqybBsqvtBbxocDdnFanyBntcttbpJsfyBxFeBJBaBpmDvsIFucByepkpvBkBtnFBvJByBBBvBvGxgal,4.000000,0.000000
wrjagcvlAkoAcmpCHJxfjzByycuKvEuimIBmEvBypvuEKpuBBALmuavaIoacBdbtcqKutBEeBBtBJeJBBBbAByBBBLkBBBBBtBBBKBoDIBbApbkavvvvxgBt,4.000000,2.700000
wzcagcfrrpAzncoDzwxzvxuyycuIvEasmDcvvveDbfcAIcrtJoBrAyyEsqrbqeBukBeBILtuLsccprqEABBbtcAkaBwyDoBBEBBBBBBLalAkBKeBvvBLKgab,3.990000,0.000000
wijagchlaHDibheKiCyaycHDycuvBAtcFEcBJxEDBmBqsafDcsayboEBKeyBbBEIBJvuwBsmBjDqrtaoBGBdbBBwjBBBwBBBwBBBnIBCzaveaJEJvvvvJgnD,3.810000,0.000000
wzcagchahzsaxvvJInoyeLxbycujxBuevobrdtDoDBkajDbnnbpwxtuttFIBIpfbuBodjaABBaDcrdfBBExBBvbfgEwByIBvAuwdyKmauebklDnvvvavxgab,3.960000,0.000000
wzcagcyAknEJtxqmxpueqsmzycEyucEBBBbBfKGvKtBmcvsFxncBBarBBBuBEBBgBbgEocJuBrjwtjcgjiGxKoCBKAiFiBlHzvHunjkfolpbetmdBEBBptab,3.700000,0.000000
wzcagcmrBIkvdtBvbBlqHrzyryKnuyuurbxHauJefvAAaBtymfvBsEosrIqvBidbywcEsavovyrtrBDyBcBBpBsEBBvBbmBBBpBlBBDBgyJrdzfgjdDboeab,3.900000,0.000000
wfjagcayjEDquIzDEnfuazxyycuLzruLABrudBbBlbFpBBnBaBavoBaytbvqpBaBaBavytoBaavngadKjqFwgyDgrsBwetiunpfgKAaynowKdaDkxzdIedIB,4.000000,0.000000
wqjagcymejiqFprkzebrpBKDycntcmyJvuJLBarpLuBurBJbLBqsBBuBwbDBytqmaBfgAtxKCLJAaHlFmejrmfBHrypFpBawyJqvvrLyfdCbrofzvvFvxgay,4.020000,0.000000
wzcagccLLkznCdoIiqbGzGHyycxGafktoejuyofDpBoEepuosmpaBBoBvdJrBuuByBjBbpEBDydBdGvqBLqwnmoBBtjBvvEuEjrqzCHaDcjEBrzvvizaxgab,3.680000,0.000000
wzjagcHIpxuCeABubdmzBLdyycuAoqIurBkFvnGlvAybBdqvlbAtocmeuFcnyBnacbBBpJsBtBxDuBBBBBpmLvsAFucByBBnpvBDBtnFCvxByBpBvBvoxgaK,4.000000,0.000000
wzcagccoLGocapxxAzxyLcBxycuoscvyeLkDJqsnwvymxLvfBscBblsbBIDfnBwDklepJtdbclFcqLyauAvpmbsrBbuBGoxBBrBunbpvBqBBDfBBvIJBxgab,3.890000,0.000000
wzcagcbGbllbveJlJcLLHAvizwwoJHiACdDKwiviaejkrECrqEtGwrAJxAczbxsyioozeKuBLyctcBAyfByBBbvFBBBBBBuDfbuFBBvBBBBoovfcvfcaxgab,3.550000,0.000000
wzcagcFHpAFCHAaullFflAusnLdzxtxuyJCGJzAojisyJcdnywFJyuwbuIoHDlCzpdbBfKrKffnBdaBeBxfurmIBBvBrrocJvneKysBpBbBsbBBKkBbBvgab,4.000000,0.000000
wsjagcbFcvuLfevpBqoxiAyzqlcsHGockdmdvmobfxdHfciAqJCpFJnqLGmlAbFwwFJwzBpaycucBxurBBtsBBBbvBBbBbBBBBByvBBkBbBBByuBvfcdLghd,3.780000,0.000000
wpjagcwfawzvoHsAEyHfzltyIcuoucppBaEocxynJbfqqElILtAmBKBBvfmpqqBGvcxaGJawyBplbIsxfufyfvurGBvqBbmKmKBByBBocKvklxBKvaBBGgtg,3.570000,0.000000
wnjagchbvJdxknAppyCibjwpGqvJbFvbkAoDtDiHubGkqianHJrGxnwHdwuALLFiDrGBHtBfrztBBcLpnoBuyBrpKBBtrGyuvxfcByvBBBBxBvBBvfcaHgaf,3.900000,0.000000
wzcagcsLLsqpnpmqJusLAzxivwwidfityjIKnpvkisAjCEbbqEbGobAcBxAzJDLhrzbzeKuqByctcBBysByBBbvFBBBBBBuGfboFBBBBBBLAvvfcvfcaxgab,3.550000,0.000000
wzcafkgcmlJiccavHlEzJtzyycuburuwoxItsEqDBxejyyGqbEvEvtvBAEnebyenrlsBpuerevBkBBFBBDBBBByvBBsBBBpABqBkaIBIBfrsvBnavBDvbgab,3.950000,0.000000
wzcagcdiyvyDnJzGBitGLpqLycuKfducAnKyysvsLnnBumyuEucxDEbneahpBubBBAeouBryKBvBvvKdBIEvtLmBvBBnnpBmEpBwvBrffcwropxvBqBBBgab,3.910000,0.000000
wCjagcrElqirzuvrBDdBBBDyBBIBBduBGBBIBfyuBrKyJnaauvuaBcBcegpwjqywfnuspiprzixLIEzcLkIEmtGprpmBEGdinavqLrkrGttxlHoIzvKBxogD,3.590000,0.000000
wzcagcvzIbEDCKtuLovvonKBxBbkayxjJuBveBBrJyurkqaEwLswKALLddvlKoBIcBAydGfwtyEwDuuBawIuuIIKrBuDBBBGBBBEtBGKfBevzalvvBdixgab,3.520000,0.000000
wajagcoskhfoAyhEEIrBevuBtKwvAopwFuuytrvBqBrwruIdivGjrpBEsucBxEBBBBBvBBBBFgaEGpoLzFIJjxykpHewFyqljarfzvnfDvjpkLGjhGrdnlHe,3.730000,0.000000
wqjagcjvzntioHjEzurxBIdByLmKLmuidLIoAyytcpcuBuoDwrAvprmnBuwrBBBoBBBwBKBkBBBwGLsBvBBBxsfgqldtEmEBcJqjCEaGjtyblkozvealxggi,3.510000,1.150000
wzcaInckDGdgcFzzqyknkipjycuKwxucyKIKtbdJyuEooGpDmsertfBvyBsaJEBBwuvBEBexGdesHBBBaBBvtBaaryBGBpvvaAkBvBqmKvyupBpuxxvvxgab,4.000000,0.000000
wBjagcBeIAyBBsBqByuBBpyBycubdcoyABxvIJjsKvEBFyuBwjuBbErxwDneBmaEGxpBGfurBfgBKvBjmBdDllHpEkfKsGJmkKhiawDnuwmcAzvrvfcaxgab,3.970000,0.250000
wBjagccHCpbdqnCaGbfBBxzyycurvvuscBacdrfnBqtraKBpeAbuuDdBqrBymEamvBnesBklaDBBBBBBtxwJBBxxBuBsBwBvBBDvyGJwlnufGvxBbcxBBgFG,3.580000,0.000000
wzcagcfAlhqfizDyBAzvByBycouDucLlBlxBpADvDonaDcrtcanebcBfJBBBvEEpqJfaBBmecBvBBtEpvBnqDEBBABBABvbvwBdvBlwIbBABnfBbBkBlxgab,4.040000,0.000000
wzcagcKkrKBuaxAzBBbvItvBvoFoByByculmIsrxyFEqGKyxmsAorBBABlBKupBrBBucpBBtBbBfFBJezvBKgpxymFBxKvcLBvBlBFkBIylvBDwDfLvBmgab,3.760000,0.000000
