"res_ab","mut","pop","repl","upd","nbits","geno","fit","scf","msg","reg","sense","n_null","del_msg_scf","peak"
"100k","h",200,49,100000,708668,"wzcagchahDsajvvbHnoyieFDycujxBuevobrItDIaBkafuKnJbplxmbttFKBIprbkBodjaaBBaDcrttBBEuBBvafgEfByIBvAKLKmKmauBaelDnvvvavxgab",0,3.82,18,13,13,119,4,0
"8k","h",500,10,100000,653983,"wHjagcwjAkDwjaAHKjyKBbdnKCIyxmzycpGxGJucuErbvBbBBByBuBJrBeDByyBmaDIBuuBDvLBBoroGyBBDvByqBBLbEBvqgeHtIBqeBIhbFgLxhjmywBrs",10.225,3.89,29,10,10,118,4,0
"8k","h",500,6,100000,1072677,"wqjagcGnauyzDpErDpbbkazkbyEtncurydoLtxKxfsdpumABDbsBoAapIxuuxurBBmlkuDrvrpGdoaubJbtavHpuHKnqysHEJzEtEIzBcxBcKBcBcdavggzk",17.885,3.96,12,9,9,118,2.34,0
"8k","h",500,42,100000,813319,"wzcagcnnmAAetczaIyizBBByycueoAdurfxFvEejclyBGapvdLyxoDnefFenydntcDeGpKABdKaoflBBGBpmxvsFFucBypBBBvBblrnFAvGBtsBvvnvBxgab",0,4,18,16,16,115,4,0
"8k","h",500,13,100000,648308,"wqjagccoEpCItzGyBLlHEdcwEKEsykbGrtxqdKEvGFbIaDtvoJsxvrCnmIIDqKFGolcznbGstEhzyBscucIpyuvuvooBarpuBBBBrByLLBBBBBBBvfcoxgJu",17.0677,3.98,19,9,9,120,3.4,0
"10k","h",200,8,100000,459816,"wzcagcrrxyuDcjIioLbseCcyycuAucoyaJBcyweEqcoEfpuwsmsaBBaevBirABqBBDBBupEBIqtBaBvrBnjwnukfbmABvvBsEBnsaCeLDntEoyzvvfzaxgab",61.1453,3.55,21,9,9,117,4,0
"1000k","h",500,16,100000,1092744,"wsjagcvEDvnHCiEdeBzLBEBbcprotqJewvoAypncEaDyrtrBDEpBAaKDBbblInwdcfuyuucBpuurdBKJBvvJBbfgvEmqHyGIzDBBfKBHomrkLaczvBvvxgvm",0,4.01,20,13,13,118,4.01,0
"100k","h",200,15,100000,725105,"wojagcBqEErkqCukixxovqwixCvzBxqLvBfyDveeqccbxrauucyEuEupcrBtnBywpoBLLvxuDwdBkurBBBaBKByDvBBBBBgnroeLmzkqbrFBwboyLeuxFjxD",0,4,24,12,12,120,4,0
"100k","h",200,10,100000,278450,"wzcagcvLwbEnktnLqdvjvGweqDwBqyqLIudvxcBrxyurtfpELnKwdcpLjJvlBwksjanyundnqyEDauuBaexxunaBrBByBBBBunlEBufBwBjvzaBvvsbCxgab",0,3.85,18,14,14,120,4,0
"1000k","h",500,28,100000,1844078,"wbjagcvdbohJbCfBbLrLxzlyycubAEuJrBuwEvlGpvAEocnBBqqABBvBDEFdBLDtclatBBEBBBGBBLIBBbsbsABLHbdBpDBBspnBBBnBBBLqnlLfvvvvxgHr",123.024,3.97,31,12,12,116,3.58,0
"100k","h",500,1,100000,1059852,"wHjagcBfDrijCFHvDDLzqBByycuLuruxoxlBBEnbxLDbyyKyEEvEvtvEBEnKtedFrbBcpuBryGnBfBGaBfGpBmpvBJsBBtpbBBBBBmBeFBGnvBwDvBJvqgIE",212.328,3.75,30,11,11,120,3.62,0
"8k","h",500,0,100000,1018550,"wojagcHIFyHHurGEmczvyLjBycuopcuyecpxEtGnIGyJDavqwmsxvHaBBBvyIqEsBGGrbpAbBokaBkaBBsbBdHEELDBucdBvBBfBxBvBvdnBIKBBmvaqxgBH",0,4,23,8,8,119,4,0
"8k","h",500,43,100000,1105907,"wyjagcFlyJrDiwzGEuqJswpcKJALCGqdumyycfvqqxuIcubJivfjrpBEsuBBxEBBBBBvBBBBFgasJmlGahHxiCqbAElxrmliieBqgCvuxgmmkLtqddFsBvDq",10.052,3.56,19,9,9,118,3.98,0
"10k","h",100,34,100000,30,"wzcagcFpGHrcEBDsFFyDcdyrKfyoeAIxioidAaiGrwKAomADdypvbyuanIbbBoCjCbHBCLsfufiwzoAJvtJeojtiJfjfzlmtufxyfqsnvcbpzBcrvBcHxgab",17.9658,3.88,11,15,15,115,3.82,0
"100k","h",200,36,100000,238127,"wIjagckIuxCDIfzqfKcLCqyyfioCkfmKzzkdhvaKdFtvbaJvlCqdwazdrvByBDmeBvrBananeaFmybdBbfbabdpfcKBbvIxoAtBJrBBKjBByBIBdbumosgae",143.309,3.69,19,22,22,119,3.97,0
"10k","h",200,8,100000,459816,"wzcagcKzuCKGkIiuLsbHDcByycueuDJybkkByeoKmodEeaufsmGLdBwDvBarGyLBBDBBEoEsByoByBvLBIBwjnIBssnbvvBBBBnEmnBeawBrBazvvfzaxgab",65.4049,3.72,26,15,15,120,4,0
"8k","h",200,12,100000,345602,"wzcagcenoAIJKrazLBxyiaxxycloscvyeAsnJqobwvymwDvoBscBmtbsuIDdnGlBtLipfLnvdcFcqlBbAbvpmIsrBBuBGoxsarkKDbkvwdBBDpBwcKiaGgab",0.064994,4,15,12,12,117,4,0
"8k","h",500,42,100000,813319,"wcjagcDazHzbIcBnHkczBLtyycuboeJurBelvmGnvqybBsqvtBbxocDdnFanyBntcttbpJsfyBxFeBJBaBpmDvsIFucByepkpvBkBtnFBvJByBBBvBvGxgal",34.2432,4,22,7,7,120,4,0
"1000k","h",500,28,100000,1844078,"wrjagcvlAkoAcmpCHJxfjzByycuKvEuimIBmEvBypvuEKpuBBALmuavaIoacBdbtcqKutBEeBBtBJeJBBBbAByBBBLkBBBBBtBBBKBoDIBbApbkavvvvxgBt",0,4,30,10,10,115,4,0
"8k","h",500,39,100000,1123938,"wzcagcfrrpAzncoDzwxzvxuyycuIvEasmDcvvveDbfcAIcrtJoBrAyyEsqrbqeBukBeBILtuLsccprqEABBbtcAkaBwyDoBBEBBBBBBLalAkBKeBvvBLKgab",5.93347,3.99,22,12,12,114,3.39,0
"8k","h",500,7,100000,976024,"wijagchlaHDibheKiCyaycHDycuvBAtcFEcBJxEDBmBqsafDcsayboEBKeyBbBEIBJvuwBsmBjDqrtaoBGBdbBBwjBBBwBBBwBBBnIBCzaveaJEJvvvvJgnD",19.8994,3.81,32,7,7,119,3.19,0
"100k","h",200,49,100000,708668,"wzcagchahzsaxvvJInoyeLxbycujxBuevobrdtDoDBkajDbnnbpwxtuttFIBIpfbuBodjaABBaDcrdfBBExBBvbfgEwByIBvAuwdyKmauebklDnvvvavxgab",85.7101,3.96,17,12,12,118,4,0
"1000k","h",500,4,100000,485749,"wzcagcyAknEJtxqmxpueqsmzycEyucEBBBbBfKGvKtBmcvsFxncBBarBBBuBEBBgBbgEocJuBrjwtjcgjiGxKoCBKAiFiBlHzvHunjkfolpbetmdBEBBptab",0,3.7,21,9,9,118,2.06,0
"100k","h",500,17,100000,1746905,"wzcagcmrBIkvdtBvbBlqHrzyryKnuyuurbxHauJefvAAaBtymfvBsEosrIqvBidbywcEsavovyrtrBDyBcBBpBsEBBvBbmBBBpBlBBDBgyJrdzfgjdDboeab",0,3.9,24,10,10,118,4.16,0
"100k","h",500,35,100000,817964,"wfjagcayjEDquIzDEnfuazxyycuLzruLABrudBbBlbFpBBnBaBavoBaytbvqpBaBaBavytoBaavngadKjqFwgyDgrsBwetiunpfgKAaynowKdaDkxzdIedIB",68.0071,4,18,15,15,118,3.3,0
"8k","h",500,4,100000,1590175,"wqjagcymejiqFprkzebrpBKDycntcmyJvuJLBarpLuBurBJbLBqsBBuBwbDBytqmaBfgAtxKCLJAaHlFmejrmfBHrypFpBawyJqvvrLyfdCbrofzvvFvxgay",0,4.02,16,15,15,118,2.53,0
"10k","h",200,8,100000,459816,"wzcagccLLkznCdoIiqbGzGHyycxGafktoejuyofDpBoEepuosmpaBBoBvdJrBuuByBjBbpEBDydBdGvqBLqwnmoBBtjBvvEuEjrqzCHaDcjEBrzvvizaxgab",37.6634,3.68,20,11,11,120,4,0
"8k","h",500,42,100000,813319,"wzjagcHIpxuCeABubdmzBLdyycuAoqIurBkFvnGlvAybBdqvlbAtocmeuFcnyBnacbBBpJsBtBxDuBBBBBpmLvsAFucByBBnpvBDBtnFCvxByBpBvBvoxgaK",6.00419,4,27,8,8,115,4,0
"8k","h",200,12,100000,345602,"wzcagccoLGocapxxAzxyLcBxycuoscvyeLkDJqsnwvymxLvfBscBblsbBIDfnBwDklepJtdbclFcqLyauAvpmbsrBbuBGoxBBrBunbpvBqBBDfBBvIJBxgab",92.2167,3.89,20,11,11,118,4,0
"100k","h",200,47,100000,582505,"wzcagcbGbllbveJlJcLLHAvizwwoJHiACdDKwiviaejkrECrqEtGwrAJxAczbxsyioozeKuBLyctcBAyfByBBbvFBBBBBBuDfbuFBBvBBBBoovfcvfcaxgab",288.982,3.55,21,13,13,115,4,0
"8k","h",500,35,100000,1527167,"wzcagcFHpAFCHAaullFflAusnLdzxtxuyJCGJzAojisyJcdnywFJyuwbuIoHDlCzpdbBfKrKffnBdaBeBxfurmIBBvBrrocJvneKysBpBbBsbBBKkBbBvgab",0.064784,4,18,16,16,116,4,0
"1000k","h",200,34,100000,236313,"wsjagcbFcvuLfevpBqoxiAyzqlcsHGockdmdvmobfxdHfciAqJCpFJnqLGmlAbFwwFJwzBpaycucBxurBBtsBBBbvBBbBbBBBBByvBBkBbBBByuBvfcdLghd",0,3.78,24,13,13,117,3.54,0
"10k","h",500,44,100000,538760,"wpjagcwfawzvoHsAEyHfzltyIcuoucppBaEocxynJbfqqElILtAmBKBBvfmpqqBGvcxaGJawyBplbIsxfufyfvurGBvqBbmKmKBByBBocKvklxBKvaBBGgtg",14.7373,3.57,15,13,13,118,4,0
"1000k","h",100,4,100000,178789,"wnjagchbvJdxknAppyCibjwpGqvJbFvbkAoDtDiHubGkqianHJrGxnwHdwuALLFiDrGBHtBfrztBBcLpnoBuyBrpKBBtrGyuvxfcByvBBBBxBvBBvfcaHgaf",34.8797,3.9,20,10,10,117,3.88,0
"100k","h",200,47,100000,582505,"wzcagcsLLsqpnpmqJusLAzxivwwidfityjIKnpvkisAjCEbbqEbGobAcBxAzJDLhrzbzeKuqByctcBBysByBBbvFBBBBBBuGfboFBBBBBBLAvvfcvfcaxgab",320.106,3.55,21,13,13,115,4,0
"100k","h",500,1,100000,1059852,"wzcafkgcmlJiccavHlEzJtzyycuburuwoxItsEqDBxejyyGqbEvEvtvBAEnebyenrlsBpuerevBkBBFBBDBBBByvBBsBBBpABqBkaIBIBfrsvBnavBDvbgab",225.826,3.95,26,7,7,118,3.74,0
"100k","h",500,19,100000,453016,"wzcagcdiyvyDnJzGBitGLpqLycuKfducAnKyysvsLnnBumyuEucxDEbneahpBubBBAeouBryKBvBvvKdBIEvtLmBvBBnnpBmEpBwvBrffcwropxvBqBBBgab",0,3.91,21,16,16,118,4,0
"1000k","h",500,19,100000,1314455,"wCjagcrElqirzuvrBDdBBBDyBBIBBduBGBBIBfyuBrKyJnaauvuaBcBcegpwjqywfnuspiprzixLIEzcLkIEmtGprpmBEGdinavqLrkrGttxlHoIzvKBxogD",0,3.59,21,11,11,120,3.49,0
"100k","h",200,10,100000,278450,"wzcagcvzIbEDCKtuLovvonKBxBbkayxjJuBveBBrJyurkqaEwLswKALLddvlKoBIcBAydGfwtyEwDuuBawIuuIIKrBuDBBBGBBBEtBGKfBevzalvvBdixgab",68.2499,3.52,22,18,18,118,4,0
"8k","h",500,43,100000,1105907,"wajagcoskhfoAyhEEIrBevuBtKwvAopwFuuytrvBqBrwruIdivGjrpBEsucBxEBBBBBvBBBBFgaEGpoLzFIJjxykpHewFyqljarfzvnfDvjpkLGjhGrdnlHe",0,3.73,16,11,11,118,3.73,0
"1000k","h",200,9,100000,470186,"wqjagcjvzntioHjEzurxBIdByLmKLmuidLIoAyytcpcuBuoDwrAvprmnBuwrBBBoBBBwBKBkBBBwGLsBvBBBxsfgqldtEmEBcJqjCEaGjtyblkozvealxggi",0,3.51,22,11,11,118,4,0
"8k","h",200,14,100000,823674,"wzcaInckDGdgcFzzqyknkipjycuKwxucyKIKtbdJyuEooGpDmsertfBvyBsaJEBBwuvBEBexGdesHBBBaBBvtBaaryBGBpvvaAkBvBqmKvyupBpuxxvvxgab",14.9595,4,19,11,11,119,4,0
