genome,merit,task.0,task.1,task.2,task.3,task.4,task.5,task.6,task.7,task.8
"wzcagcHpyEyzAiFHjAnEiDywGoycEuubjIIIDbrKxpuBbqfEKuoGlIwFuEfwjIbpaAoECpjHDymkqGHrsGsJbwHxzLpDxJIDDDcBbcqlcokukpnzvBcxgrab",116.000000,0,0,0,1,120,0,0,0,0
"wzjagcuFlFuFtabsIHiEGCepuywopcourytbmoaweBKIkpbFwLsoawwBvqFDmJsdDxlAavGmEwocaxfEGkwGaBfFlweFDoasDwjBlmGGyuuaezszvBcxghsq",114.000000,3,0,0,0,118,0,0,0,0
"wEjagcLIKjBqikGEDrmfljlbGyycFuuBbGjEibrKJxuEckqEjusFBooGdBaBGyipaGzfnjzoElwytlsGDEIfrqtbcqcsluKAcABAvCFaAybwyCuzvBcxgsIo",117.000000,0,0,0,2,0,0,0,0,0
"wajagczhKhHdatczdvAforLJycuopcubBBBfgBacLJqEGdEkBzbqsEwdpteFsIbElkznmnllasBEopCAJCzLoHvaqlkjtjjmakvAvxkKbICpaImzvxBcgfls",115.000000,3,0,0,4,0,1,0,0,0
"wzjagcdqqvtAycpkzvxfDmGyycurEEucDBBsEABqsKmBforlKfKIKEsKKyfwxpeBtyrtcBbBBlqBfDoBJsBBfeKmkIuwpyBkIuBsBBBBBBvvpkKzvAvxvgJt",110.000000,0,0,0,4,0,0,0,0,0
"wujagczhBoGfJzkijxdmtyvBycuufoyBcEfrCAEkjycEptdGraezjxJcqokGrsHHuAAyctBbIqubjeAIfGCHqrEIayCizaEmDjyiDFkbsotszCoozvBcxgme",118.000000,0,0,0,1,0,0,119,0,0
"wpjagcrrdueoBlqutvybtodbycuAorumAjEqrJjpxtokqEdGEnkzvzrhAresqIjAKHzFrDuccirEEoKuwsfkfKiDtlzGvpHrsBcKpaucbCbwHAezvBcxgiDq",114.000000,0,0,0,0,0,2,0,0,0
"wzcagcwEIyyIrBbscqxGwkKtcyuuGuuBBBraHbtqyCqJzcjwAGDkBfEBClecvenxJuizhvyctEniEBszJvDzbsqilCAwafgsAanuHjbtLIGrxxvzvBcxgaab",116.000000,3,0,0,0,116,0,0,0,0
"BkJatnrfyelwHCHjacmsbmsyycuqcBeGmLegcsetxEsrBetdjEsaEjmjpfJGDyqbFbjlLyfEaceeqEIsrwBpfpsfrbuBqmavravIaafqonjifsqzvBcxgajH",116.000000,0,0,0,0,2,1,118,0,0
"wfjagcFxrAJFyJjftKfhwlByycuFyaFBsmEAboipfrotukyJBsaiweLHLeKktefJuLpqtnyAfDlebywLvLmwcbxidjFJGGfozAfDarlCCIIpqzKzvBcxgqpB",113.000000,0,0,0,0,119,1,0,0,0
"AzcagctzwIBFEGueadxtzyuyscuyccrbujsIEdmxACcrpmBsypwdwDBuBBBBfEBtxBBBBwBJescIJBnujpsbeicuBxLuBypJgbBBDxBoBByrysezivvvxgab",115.000000,0,0,0,0,0,0,63,0,0
"wnjagcoEKfhDodxfEnGzjGfqyctxpyucmkIBBpkonBupuArDLrdLCrJtazsLlElscltruFLrDdJymwffItxyGsqjsqwJcpAdqLGmfEEBdBnAeIyDzBcvxgJj",114.000000,0,3,120,0,0,0,0,0,0
"wzcagcoFzkmntxFGLymhrtcyquuopctxqjcmfjKJradGBjxKHpIjawvGlkpolwBuBFpKEqFuuaadGszKyyHvJBFLHFtruxaJBmwaEjKdzxBmyCzzvBcxgBab",113.000000,0,0,0,0,3,0,118,0,0
"wajaoJnDDwhEEBshrpoinkcFwrqwEpbgcyubwIrmqvqqyuLrudrAtktmwcJLpBontaLeaDcLGEJmsBkDxuBspsGluwiweIvjbBCIvfcbxikbEkIzvBcxgemE",114.000000,0,0,0,0,3,0,117,0,0
"wzcagcHvbzFvshLhlLmnwchcBcdsiucAkrlLjeGeByrruqwaryuBBrdBBDbjmEBpBdxdwonEBftaEBrsJDEHiLAEyfqDIItdEpqybDnFcuBGlCmzvocxglab",115.000000,6,0,0,0,0,0,0,0,0
"wJjagcsLdphLmFBIfBLkqcsyycuGKFaBsfDvmGFwrafnfrEAHDKCyDwwzcdisdfBkjqbdIDCFxeiasKmbbBkwesbecwccnufKdJIqebknkrAFrqzvBcxgawL",116.000000,0,0,0,0,0,119,0,0,0
"wzcagctFwzlAidybnqlBnpIBycGcufGcAeknqaqbfKbBpbDwtdjBKkujkjavFsqJFyDcEIeeosydausavmaqqGAdkmqFlkyCLlnFuEfqnIFzbGfzvBcxgsab",114.000000,0,0,0,0,0,118,0,0,0
"wEjagcKaGralEnuyfdfyyswzycuuakutFuxdoDvFnnDfIywKEeHEGsfaFJEnIkAyIGBvEuKBaduarjlnfmxblvAyKsflymGdpHqduvHvrnHCjGkzvBcxgplD",114.000000,0,1,0,115,0,0,0,0,0
"wAjagcwwGLLsrHaczytGJLryubukaoucoAyJdDxBffKCfpfoyyscpebynBomayBjsFklmppKhrAKlctcnBIABBkmBqKBBxoBqjoBeuGBIFBBBDDzvvvAxgkJ",115.000000,0,1,0,3,0,0,0,12,0
"wzcagcamzxBpfLJnlEjqEkDGyGttycdeDDuKvKvoeicBKHeIpBAidceoBaqrpLAIFBkuslfjayKktjjpxtEBooBvxBsejsaEBfbunrbGHtuIsEpzvBcxghab",110.000000,0,125,0,0,0,0,0,0,0
"wIjagcvrlDjnbJsaEivjLJjyycucEBtdLBLyIpIDABEEnmlnKDpJGGIukywanqmeBAmBBsjGjoHcwxrAFAmGkdctvDsEyvAsaqqGwsAypBuxujvzvBcxgrag",116.000000,0,5,0,0,116,1,0,0,0
"wujagcHxwJcqdImimKuJcjmyycuExaucvByBDJBdektptbBnBxkdLnppBswuceEyrwEJsJwLoIGrpFuqranBIpwdqsJEKrucClDjCDmcjLnExvtzvBcxgatG",116.000000,0,1,0,7,1,0,118,0,0
"wEjagcrIFhefdyBEmGjtpGfBpyycfuuvKxBEibrKxDuEAkdjrujFbofEyBsBGrapauBKnmbjHIKkccbKvqwGBAEvscfjimdGcqDiGawDGpKGkvczvBcxghaD",115.000000,0,0,0,0,0,117,0,0,0
"wzcagcvKuKLBeczawcCyKFlaycuopcuBavKqAboxrvBvwvaFswtplBBxrywcAjGDdBkywtLixrfybBFGwIwGvFsrAlBBBnBsBDjBdBkpnDurBBBzvyvvxgab",114.000000,0,0,5,0,0,0,0,7,3
"wajagcnrDAjsrtchbnJlkopEycGjLteEuxoasyyLvrJKjuLxvrnyrkavmscGsrfirarqqlzsbmyzIAaAojbvEsqhucoxEmzsctyCvpIuwbsmxkyzzBcvxgrJ",117.000000,0,0,0,0,0,115,0,0,0
"wzcagcIzBqEKeexqfrqDurErycubbrdExBpnjomjKmxjyKIFuBjcsbKcdBEGdfnaJmdrapbznkBIJElrlsjvudvzsyIfyjeemmjdplGiGrGtzhbzvBcxgCab",114.000000,3,0,0,0,0,0,118,0,0
"wpjagcAecBocxIjvuDyfHvAoGlowwEHkjyEpDeznyEzAnjAEycucdoyAueBDajwuorsnnBApbAuaulsKBGrwKolcfHbBKDjqAIfmfvoxilDcoeGzvBcxgwFD",115.000000,1,0,0,0,2,0,117,0,0
"wzcagcJEcoIucvlcACvvDqcqDkJwzBmbDEecuqnkatskflFdycucmakdyouuoEBlLruaBAJpxBuayyyeEduIatCzBcnHbqDqKbaBEsupJvnofyuDzBcvxgab",116.000000,1,0,0,0,1,0,0,0,0
"wBjagcGFxpnfBmvjysAqeynDxryxLtvmBAwDvibfyokzIlCsFrrjHDkfCsayjdqnLaarDawrkeBqciFGuszkdcjAwncaasnFnyJucsyusavmaaGzvBcxgKyo",113.000000,0,0,0,0,0,0,116,0,0
"wyjagciiaiEDGjCHaxrqxtHnyctrysByBuxBDJvLucLqBplDBEknJBqDuLfxraxpIDDEIplwBcAfsDrJBLooBuamAsodJjybcBoEeGluujBuxcCzvBcxgvqe",117.000000,0,0,0,0,0,0,0,0,0
"pwjagcyFohckEiJsoFitoptDDobpuwpfymBEfuonHpjuEfkGfoHnDrIBpakatdkAKmKnyEucnlqDBoywExumsaqerevzEqmipfpuDkzxjBadekpzvBcxgacE",115.000000,0,0,0,0,0,0,120,0,0
"wDjagckpwmpFwmEuyccektcmnyuqscJrcucfAntEczHdwoaBcLpbnyjGqiHflFebyKEoiKvEyEiDmckIloDpGdvmatxmvEBykKdCpkdlbGrEfCqzvBcxgraG",114.000000,0,0,0,0,0,0,118,0,0
"wIjagceszxjnHsDzhGxJrbyfycuwucfyxFDEvlsKDfBBldodEtpqkEoBdmLBLwjyGBryaDtclaucmpnGmIBtfkyyxBIoDEnBnBGrcrLHIabEebrzvBcxglji",113.000000,0,1,0,5,123,0,0,0,0
"ywjamxDKupfAEliikqfJubkbdrbJEkagcyueowrJAkbmyuDEuqrbawLuImnpKkdntaxecbBBcEkzcneHyJIbayLztjaydHnrslnoLjcBHwAxoKJzvBcxgKrn",113.000000,0,0,0,0,1,0,121,0,0
"wDjagckpBmpFwmEuyccektcmnyuqscJrcuczAnGEczHdwodBxLpbqyjGtiHflFebyKEoiKkEyEiDmskIlobpGdvmatxmHEBykKxKrkolbGrEfCKzvBcxgLaG",113.000000,0,0,0,0,0,0,119,0,0
"wojagcoHEeLpEkbHDypFzKCvjzyopcubrADomyujuoyfriGHCrrrDEJCKuEDkFDIrEcpaEnnuHqacjpIAeqpwCLIByicHpDjdblnbdjtxduqjBczvBcxgHvu",113.000000,0,0,0,0,121,0,0,0,0
"wGjagcJlivJffnycBbkJekuvfyuwfFucjoEoEcjDyayyfntdrsFpDDemLGsurABvBlatxBdbnFBBwwlBjnoxBBBoBBnpqJylyaBfLBBxBBFBzapzvvCvxgAk",118.000000,1,1,0,0,0,0,0,0,17
"wzcagcElepIuefnqAxeFzrHoyJryoIuBucwEFDGtbGADuBlprjvEtrIbatEAocaLerLAfxtsKiukaacEElvxaoavEpGJbraimAslCpainJtdFdfGzvBcxgab",114.000000,0,0,0,1,0,0,117,0,0
"wzcagcElepIuednqAieFzrHoyJryoIuBucwEFDGtbGADuBlprjvEtrIbatEAocaLtrLAfxtsKiutaacEElvxaoavEpGJvrarmAslCpainJtdFddGzvBcxgab",115.000000,0,0,0,1,0,0,116,0,0
"uwjagcekyvcdJqweIEnzDkmCvnfltDfzGIpiEujdBvDGcqirzEsuBrfctbcBDovDwjKKyDucAstGEBybBoumsadIJzxojkyhdBByvllueGDhbIzzvBcxgykH",115.000000,2,0,0,0,0,0,115,0,0
"wbjagcnHkCdetwwaotfEqyEDycufowvwmnxIojuEeuxvBjpIkIyGyDvjewswrGLxpxooEcJLAIqbrsEmucamqsFadyKvIzDqrczsiootBpDKqmlzvBcxgatp",117.000000,0,0,1,0,0,0,0,0,0
"wzcagcfeInfEmakaxsdyllycyDucpBusbqImuworovBIqmpsBGItymfpffarLanExmAqJaalbbrcurpibJCrxbrIojaCutBmfmvfqxvEdwbslEDkzBcvxgab",115.000000,0,1,119,0,0,0,0,0,0
"IwjagcEoyGparnJtcaJkslxbyuuopcABvxsAfkuoAwIoyErrEKFujciyEppadDbFmeiyIuIkEsvqqCvDdbxtElpyBAdvtcjajIGBcwCfHAkfeIuzvBcxgqbJ",115.000000,0,0,0,0,1,0,118,0,0
"wzjagcwewbHxejiGEqtccEufycujtdkAuIpmvmjBBmyLyoLzuEqBeBtacDDfBaqKvAsaDcjmalBndxfwedsmdwDIbqbEofJByKCKIfearfqAttizvBcxgiLe",111.000000,0,1,0,0,0,118,0,0,0
"wzcagcyjqJJrjzFuFfdLHjycxayeAuAuoBFFiqqGrlDGuaceavprDLualmyfImpsofrynijLKqGqpbmqlbHDqtCfJLzrpyeiJndDiuvJmAtjzvcqvBcoxgab",115.000000,0,0,0,1,0,59,0,0,0
"wajagcDsDJrjkbELEDniyybLycuopcuqIiscrEstobyKxywIdoEftcuKfydcAosckvwyDFqGJKCDFclADxpsKmAoBuaCAalcDDaEDmLkpkBvEiupzBcvxgLw",116.000000,0,0,0,1,1,0,118,0,0
"wzcagcAzclFAiutxbGpnizrDyceuDwuFoKhirljyFvuJLIeeucktDBnptqEBKyJmrrBFjAbGIfweoqFlByIusaruJDGLbacKAGDDtndznGbqrbnzvBcxgdab",113.000000,0,0,0,0,4,0,0,0,0
"wEjagclBqbvpeLACapxEaGGkAInyovnacHHcvuseuGAtduGAjfqIHAqkaDEwAilywosrxFJfBtnrsBkyBcxxEubuBorbEBpurAABBBmvBsorckmzvBcxgFBu",116.000000,2,0,0,0,1,0,120,0,0
"awjaxfgccAELtobharryshDcucurDqLqkajlnBdAGaBsvLrrApEjyudBvaooruIavBwqoHHlmHHpcalnEucBmwxxJvBclLDlBBEBqGfLBsadBruCzvBcxgLL",117.000000,3,0,0,1,0,0,0,0,0
"wCjagcyCawbddEEpteiczyodtcjqnjAyAuEuasmraaisBdcEmxAIyvwnInixCfcDvBJliGJicBwlpxzJfrxJzhBvnkywFudyodjaiydLLqEDokfzvBcxgwFA",115.000000,0,0,0,0,0,117,0,0,0
"wljagcxcqbxzAlfnpJzfpHoaycIBsaAuoDctccnEslExtywLcAfIAmpukoyuwLhsaBomcKysvGAodrBJbsBIBdBoFBmBEGpIBBCFJABBoqBfgvkzvxvgiFkr",114.000000,2,0,0,25,0,0,0,0,0
"BwjagcEwyJqcrnLtcGpnBqsLyuuopcAoxElfAkuoIyiytFmBJBHuqcCvAGpaicEqBBdIJamcEEDuqaKCsiCIoIyfsczadqssDKIBxiunzwvusuizvBcxgjfv",116.000000,1,0,0,0,0,0,1,0,0
"wHjagcewEEbwKprtjbJssInyyccoKfudurvlktfKDBBcrrBpntaEJvnqnABcwyrHIAEqBsncodnzJEfpIxrCAIJjpimDbGuwiAmCtFKgzxiLGBkrzvBcxgtK",115.000000,0,0,0,2,119,0,0,0,0
"wzcagcJEzaIuKoEhKlbzDjzkmDJeakJbvEJnukuwFvhauGxbycucbfDGyDFuoEeyarktdcApIBuanjaIKKurKJolGtlwjpnGmtEBEtfxecDoqIobzBcvxgab",115.000000,0,0,0,1,0,118,0,0,0
"qwjabxgcnCaqploFmeeybexqucursdfwabdEEajIFqKJmbGakdtoyurFDcEhburbfErcDzIjtfijcpbmEbcaJBuJpjdElpfucHEtfKxdaBceKxmkzvBcxgvq",114.000000,0,0,0,0,121,0,0,0,0
"FwjaqfnFugckmkxltAfsxcCJfGyFycfyaBucuBrubBfoxyyjFeFAIKuDDyaytxGyrbjItorBmIjDItutxbJBwsrravecoJtcyDIqIxCBzHBpiJozvBcxgrie",116.000000,1,1,0,1,0,0,121,0,0
"wzcagcHvbzFvshLhlLmnwchcBcdJiucAkrlLjeGeByrruqwIryuBBrdBBDbjmEBpBdxdwonEBftaEBrsJDEHiLAEyfqDIImdEpqybDnFcuBGlCmzvBcxglab",115.000000,6,0,0,0,0,0,0,0,0
"wjafgcpcGaxwAxIyJiiJIFBzKwhHjCizqJyCtyGlafComakzlmpsyFjptyyAFhJccDsGknllBbAAGpbqjtunwvpCncdbkbklfyFucAyusajmauyzvBcxgrvH",117.000000,0,0,0,0,1,0,119,0,0
"wojagcGjLqfqwKpmmJtzqftxDEjkwkqycfuDabEaJGEtchbeFGpayubGfEEujooduCEDjtxjwExzFjFpoFiopsarpAucDBDaDIyrctCwJowbmvxzxvBcgFHe",115.000000,0,0,0,0,1,0,120,0,0
"wBjagciLjrfqulpoxrrzItJyycqoLBuyauElcvafoyctrAlDmbnDmHaayEwlppvbodLbafwruBuclvcrEefraCnpwyxDnmrvyLLsHLxEbDkcCozvxBcgLueF",116.000000,115,0,0,0,0,0,0,0,0
"rwjagcAjIFofECJDurtLlmosjlboDsjGqdtDIzoCbycBEadbfAHnerFbIDnJodkkbmtnyEucnxovaoyjEJumsabdrbGAGcrlpypwofElABaovEpzvBcxgrAw",117.000000,0,0,0,0,0,0,118,0,0
"wGjagcAhttiGpwHlCEIKEuBaDzGnvacycdxwvDjDAKctcouGskLJyuoqcopuJobrbuLGlaaBpEoJeovjAJGbcbfEBLucKpGBBFarcHwkirmEdLszxvBcgyqB",114.000000,0,0,0,0,2,0,119,0,0
"wGjagcqhGtuGCpClsEIyEBBtwzGnvsqycdqwvDqDfKwtcoGJsnlqyuoqaopuJobrblLGlmlupEsJeevpDJBbcLfEBLuckpGBnFarcHBqurwEjLszxvBcgyqp",117.000000,0,0,0,0,2,0,118,0,0
"wzcagcwiAEyJAzcujadbcDywGoycEuujwILCiwrbxpuBJAfEouoyevwFuEfdjHbpaABbsIjuwrIkauGnDssubjHfmutBvsJDuDCmrpqdcrHurnEzvBcxgBab",114.000000,0,0,0,2,1,0,0,0,0
"wmjagcuwknwbuDswfyctJosyrBuupcurGAjBBywrmbfBwDjdkGIuwbJbEtBLfjIiwxfjmfBdatlomaEIjqBbKLqfxvEaeGkneAEBDsaKDtnoFpvzvvBcxgAf",115.000000,1,0,0,0,2,0,0,0,0
"wsjagcmFvBtlAydryJuIwwIyoaoubaxmcKBsaxBoJHJlqIEElGEwJHdKcaauLuiELGiuAmrJkvKdbppcnImiIEjicnADjbHyeHcDwjrwdnvLKAlmzBcvxgej",114.000000,0,1,0,0,0,117,0,0,0
"wjaugcInEHJrfuerojnFyFuBycucuBfmGoosrEcAftoBqCasLusAraLHEnotqmFsExEbJKiJLtbJHoGKfaekLItratptjvwJDCtEpakcdyktEyozvBcxgiEH",114.000000,0,0,0,1,0,0,0,0,0
"wHjagcenEEbwKprtjbHssInyyccoKfudurvlktfKDBBcrrBpntaEGvnqnfkcjyDHIAEqBsncodnzJEfpIxhLmIJjpimDbduwiAmCtFKgzxiLGBKrzvBcxgtK",113.000000,0,0,0,2,118,0,0,0,0
"BwjagcEobexnAvvjtkuyFDcEycubJEujrpEBxtIqeeaInbKpnufozIrcaopfJnoybInGeyeijnzJiupLraydHEbJycEcdnLzzAzvFnALovmuGkkzvBcxgLFa",113.000000,0,0,0,1,0,0,0,0,0
"wnjagcozGklonjEIhxxdoqowcBjaoaCuJlJjDKdtjBBwycxyuurdKfqxBBJByooxfGrcaAxKoreDbFtEvobryijAcEKirELmEpCjodyeBovyjLczvBcxgnbm",112.000000,0,0,0,121,0,0,0,0,0
"wjjagcucqBLxeekiebdfiywBycuuqoyEbjbaHaHAlyrEptviraqdtiymAIslGHyBrzqcqpdcJlywBcAkHpeqIdxEpxeceoourxxGEAfnvACxpjduzvBcxgdt",114.000000,0,0,0,1,0,0,119,0,0
"wwjagcsfCJLlnsyazHwKoEaqdrBmBcqAtvsHyEyctIKvGyudByuucvsoyDaBbBxpKAwAywckvjEqpxecEdnttacoGrIJxIJEjqraHbiFKjmpyfquJwzxBcvg",116.000000,0,1,0,118,0,0,0,0,0
"swjagcpohrDEqxJqAofHvfrrbcIpGELxkrlIhLjacAuvuDAJycucdoyIurudoEAycrfdyBwpGBuabGqCcmAzGlpyJqhjIobbDaEldBJjqeBubHwuzBcvxgay",116.000000,0,0,0,1,2,0,118,0,0
"wcjagcljABuzhomkakcfAfByycubDqurlpjBDuafovkAuGrEIwELCrGtacoxKuEyIbBnyJczeBcbCBbiFmCsuzDnnbCoEzDKgfdCcvKLpBfIEHiBzBcvxgFe",112.000000,0,0,0,2,0,119,0,0,0
"wAjagcAhhqIKvccDmGozsyyEycuopcufbmBqrKKcwKypkyDwxaBGtcBEIyJxeEsrDIGmqAGkayuBlvsvBBpsJBaaEuaBcxyEvyosHdqKtpfKrwqjzBcvxgHy",114.000000,0,2,1,0,3,1,0,0,0
"wEjawDgchyEycswpkltnroGGyDcuucftJbjmGdLwEKjentAwqEsmLGKhkamxnaEBnHaqjFaAIGkafkLvdqBtumytvGqEDeuyLKDjKBaeFljrcomzvBcxgBwF",113.000000,0,0,0,0,121,0,0,0,0
"wzcagcyxLrdziEBprDcGdiCGdkdavwCycyBEuuEueFJssmsEttatyFbCpvucdIrzBbpJADmCxIEescpGArxJmjdLDbGkwwjzoLmuCGvtnvvjEBtLzBcvxgab",117.000000,0,0,0,0,0,116,0,0,0
"usABwJqwdHorcjoFsLslJsLyycuopcEypyJmLfsAsmEgcJvKIrEIysncrkxEBwDdpIsubtsayzjGDlmDjovyDCJqbbDsxJyjIsCzoeLEjpGzvkAzzBcvxgvg",116.000000,0,2,0,0,0,0,0,1,0
"wajagceLHzlEblIEHGAqdCAHycuKveurGppIbsualxBoycnAlbwHKEjicCCwKBGbiaxtupkHwrfAjvocmrFtIlmwEmJiEcKbuuoCnGzhKCuxBvmszvBcxgae",115.000000,2,0,0,0,0,0,0,0,0
"wnzaLmpLuEhftgcvnkHvEcmyycuEuceoDcBJypwyIspAnoeeEJfBtazDtqlpIIhaLClljosrnrwkfICqemyutHlCorFKHuAiDcwpqAJAEnAourAwzvBcxgsb",113.000000,0,1,0,2,0,118,0,0,0
"wEjagcICfiEjptJvdbkqAlHnyctrospyBurBDjwLucpbLaIvBEenGbjxueferapAvDKEBDjBncfsDDJlGwfkBrdmJsAlJjsxccoqwGLkIsuuzCCzvBcxgfqe",116.000000,0,0,0,0,3,0,117,0,0
"wjaigcnCbfiHorcJCzviALtyycuGrGFDsAdjmBForaFJvxsxGvLzkwnFmtEwpixtLlzxovbBHumLzsIxzibDqIxoHeiiyzhcnsccabCAKfCHvAFzvBcxgaks",118.000000,0,1,0,0,0,115,0,0,0
"wEjagcpCajApLtkkkdHpcnyBycuArbuBcpaBbqonAsdwysdaIuEkxGtnmrwfffytErBBtspJqBeeekJBnwuaIBdCssprdsotoJkBcrmlCdfGEwBzvBcxgxhj",116.000000,0,2,0,0,0,0,0,0,0
"whjagcszCzhvwfhpFuuIywDsycdxKouuctFFtdtFyFqnqnBwuyEDtnwJLrdKAjBteqJAcmapesalaGutabuGBvdkDHCIkkLBdJCCkelifFepzxEzvBcxgmyC",115.000000,0,0,0,1,2,0,118,0,0
"wzcagcwEjkyIrbbscqxGwkKtcyuuGuaBjjralbbkyCxazGjwHGDkGcEjClecaenxfnAwvvyHtEliEBDzJvDvbmwilqAwAfgiGanpHjbAAIjrxHvzvBcxgfab",114.000000,1,0,0,1,115,0,0,0,0
"wsjagcIHcqHEIHxAkCJBnBcyycuBJourubBmjyJvcuGkuyretcEsIyllBwDGlBLAekGunuAEFploxmsABttcBvLvakbtawcubvbEDrEHuGxIjlmzvBcxgapE",116.000000,0,0,0,1,0,0,3,0,117
"DanDwtjaIdxkJgckoGconcdwyctcsvDyqfEvuLbIEmsIIwJGeijborxcwBIBJdBcFAstLnlEnlIJkokEElBrcqoHfrozDhhGHuiJikJLpdvdlDGmzvBcxgap",117.000000,0,0,0,0,0,0,120,0,0
"wjjagcuvqBKtsHbpwEdpHywbycuuxoyEHebearHijyrEptfvtaDdIvumbbznGlycrzqcipBcJlBzBIohHoeaqDGEsuvqfiGdHzaCoAcDKrykujJjzvBcxgdA",114.000000,0,0,0,1,0,0,0,0,0
"swjagcwohrJGbaGijClHnujbxzqaLoqmkulrJrnqtEnBuDejycucAoybuBudoExAbrpvyBwpfBuabsDDrELtiurmjLcqzonjcfEadapjHHJudfwnzBcvxgab",119.000000,1,0,0,0,3,0,119,0,0
"wpjagcjIhcLztleeycjdBKcyDBuIscfrcfeucEteIeuzJjdcnjELcCLpEcpswIJitkAEJwiuyfxArjiasAcHmjlmaByrvIkpqDDiIGnodccuutfzvBcxgAbu",115.000000,0,0,0,0,0,119,0,0,0
"wFjagczFJyaHLcDJoHsDzjkFxLtiawxvaatayIukcsKlbzArpblucEItDJyjsuFsrFbkocIAKwJawyIIudubHcrsfFdzccxuawmqBjztLCtcalEzvBcxgIec",115.000000,0,0,0,0,0,0,0,0,0
