genome,merit,task.0,task.1,task.2,task.3,task.4,task.5,task.6,task.7,task.8
"qwjagcKeEEKvdjdanmKBBvsyJmbwyncAouGrbDyBoaJabcuurvGmaqKfpILdnEDufrBGuBEBBBvpdBwlBFBfBJeCBBBBBsEBBBBusaBduposBByzvvfvxghj",111.000000,1,0,0,0,0,0,22,0,0
"tylkcqtmnEswjabGttiqcyAyycufgcurbEqfBBplvDbxBKtALqoonxBrdjfBBKByAIfkBDBBLLGBDdBIlBEBuBKBBbbDBBBjlvvaBBBBBnoDxtEzvvvxDgkc",115.000000,0,0,0,5,0,0,0,0,0
"wzcagcntIjmDLhjJGmbEdzHrlkIqKvdnarnsnGwdqqiEfmGiczuGqhIJywsBGwrkntdbqcEEwJfuayIafuucdefBpBuBBBKADBkuBaGxrBBmKBBzvxvgrpab",112.000000,1,0,0,6,0,5,0,0,0
"wzcagcHCAoegcjmBBdqzvzryycuwrBuEIBFEIKxbijrvjvBGboByBBAopEvpumluuAvpfqEBbcDqlnbucBByBBsxBBxevBBbyBmyDBrkEvjHxozvvfcaxgab",115.000000,0,2,0,5,1,10,0,0,0
"wkjagchxxFECqJosrGyHGJCyycucucJccxABeBdowBBJBGDBBfquvpeoGEaBEBtniEbemvrBbBJBBtJyBkjBpLywBsDBtBmBBBxBypEBvBkkpACzvvvqxgmn",115.000000,0,0,0,8,0,15,0,0,0
"owjagcbLuEwahciHLemcanpEycyuomJyajsIucynyBEjuIJbuceeBnLDllIBEApoojjGFEoDaedfDqurbfyvsmBBBBBvxvBBABBBBBpBBsDBBBxzvvvaxghk",118.000000,0,0,0,1,3,1,0,0,17
"wJjagciAtGHIACJyBvDwvJGbGBrybunEajwmsboAxHyjyEkCuBcvLJpmfrjftywsvrBpBBsvurALCIEnBylIjlbvBBBxBBGLlBKBlBqBBdsBzqEzvvvixgii",117.000000,0,0,1,0,3,0,12,0,0
"wzcagcobGJEwcuvDdeucLLyycGuopcurjbBBpaxGAJDsmEuqyqDytvtrEuadyfscplqEJxLLkqlGnewiABtBaeBaqBorByBpLBqyvBKIBuBBKBDavzvvxgab",116.000000,0,0,3,0,0,0,0,0,0
"wyjagcekIvsbEbobCkLHIrpwycurAEucvbBssteGsfmIfiAaADdrjAwfJyoLtlJduyrtccesfLBGfBGBDBBBBEKHaBpKpBmBBxBJmEBBABvvmlLAvzvxvgnx",112.000000,0,0,0,1,0,0,0,0,15
"wLjagchqIoqxneycGEAvkbDFvGmmbDpyuufmcsflecyeHpsEucEtppquyskaysrALKtayEBymBBpuBeBtvrvvktBBBsBBEBFElBIBBqvyABbBoJzvvkvxgaB",116.000000,0,0,0,0,0,0,0,0,0
"JwjagcrovECkCkIpycbsHAwyrquIuccBpGEnIBrbwcAuArBwqBmaBBvBBBIBBmkBEBfKqoBBttvBBdbdBBBBwnEwwuBeBBnxbajnJBuBdiuopKKzvvvmxgtD",117.000000,0,0,0,2,0,24,0,0,0
"wzcagcsnucJyjKHwufGrqvvnyouExBujfoebajzBJFiBECBDwyvzkjvDuasLacprsBoEKhBeDucbLBoydyEBBBBIcypJBfDBBnvBBvEBBsBbBlBzvJvvxgab",113.000000,1,0,0,0,3,0,15,0,0
"wzcagcujbioGvtElIJApmaryyfuEvroAeEaAjlKcyuBLJxuedLoryEbmjyjBLjJevKmpAucwBvBBqBBBtBxBKBdBAaBaJBBJnBGtEupKKbnBfBBkozvvxgab",111.000000,2,0,0,0,1,0,14,0,0
"wzcagcBqzcAxAlIKAwwtalcIjjIDtvddGwKbodjzJcoELhjoAqHeoDucBiDbdmrfptAawjEExJrBnydqBuucBxpBwBnBEeBLBBBunaxwrBBBBBBzvxvgKAab",114.000000,6,0,0,0,0,0,0,0,0
"wyjagcekIvsxEbohCkrCIApwycurbEucvbjsstewsfmifckaADArjAjuJyeHxAJLlyrtccJnGBBxxBGBBBBBBEKilBpKjBxBBBBJmEbBBBvvBpIrvzvxvgnx",112.000000,0,0,0,0,0,0,0,0,19
"wmjagcqpzyoJdynyrdAxBFqDaxtHaqaznDFysrpbwDjcxwdsuqFresKJlklBldyuqABAFmfcoqsjBrjBAAtBCaEByajBBBvBBBbBBBBvFBBBBBjzvxvpvgzy",114.000000,3,0,0,0,0,0,18,0,0
"wzcaxJmqimCgcHxLtuawnwIttcxnivwpDHoJLzrdkuGEnxzbEtejLbeJywaILErnntBxwfEEoJrAayIfquucBlpBGBnBBbBBDkBufBBfrBqBBBBzvxvghDab",113.000000,0,0,0,0,10,0,5,0,0
"wDjagcaEvycnirowoyuxrJoyuEuopcurlBkvxFEpBqBBBnBBbqBEIBluoBJBBnLxoBbGBBnaGLBABuBIuBABByBjGBvExJLseoBpBbGFtiyElikzvAvvxgek",117.000000,0,0,0,0,1,0,25,0,0
"wzcagcJKBltJfcmcLJqfFyrLFLxIddyGGswkIuwpwAKsxDaFpIlntcIbfJdFLGxrayLuBuowmaiuuewKlHKaHcLtBEcnBrfBpBIBDfBBBBBFBBBzvvxvxgab",114.000000,1,0,0,0,0,0,0,0,0
"zwjagcsvHuyqefrdeolfaDedyfxopcuFrKDEuvJwByoaxjxdBEesdcEswyfIEBIbotjrBwBBfpBBBqBBmjcaBABAKBBDBEIwBGCBGvBBlidCoBBzvxvgtbgJ",112.000000,3,0,0,0,0,0,0,0,0
"hwjagcfkHnezovEIycdbLpjdByuKqwuJIoBJyfnJyktcJCtcdGaauEtLlpqrmBpoGBubGEbmpBBbEjesfvnBpyuyasBBGBqmrBBBpBBBBBBdGuIBfzvvxgya",116.000000,0,0,0,9,0,0,10,0,0
"wijagcuiKJnxfHJrveLEkibtvEvBlIIGabfywHxzLbidcbecKiokELymBysaofjrptufvuEdIexjwxrvsqoyuuxrBpvwBuBrBrBBBBBeBdyoBBBzvnvvxgBH",114.000000,0,0,0,0,12,0,2,0,0
"wijagccICooJkkzEvqIyycGcyouwbrdyeLBLJayuIoJmJbtyejsEmtscaaEptBrBEBBBBDuvodwBeubGbdLBBDajKCBByGKaoxBtBGBBwaBJaDzvvxgnrjjK",109.000000,0,1,0,0,0,1,0,0,15
"wrzaCEuqaAEctEaHsIgcGkzytcuopcyqEuudorGpqarFcouwBrBBmwlBvntBsBBfmjkJvsBJAsvDjxqqyvkBJEvJnvBBmBJyBByBBpeLBBydarDzvvLvxgob",117.000000,1,0,0,0,2,0,18,0,0
"wjabgczrrJivmtqqyfodEEavycuopaoJEmxEKDLaKevsonrpxIGLAryEBBLGBfeaDlmraybaBsnarjJpquroqtwBBBFyBlBlBJBBBqnxsfjBjIBzvvvwxgaq",113.000000,0,1,0,0,0,4,0,0,11
"wzjagchKeIEtzjAIuDosxytycuuopcBkJEykbLlGpxsCoJytnwKkoeeIyGvKprepurKBBByBwBxjEJehBBBBEBlaBexJvvBmqBbDBAKqBBbtaBlzvvvBxgGb",112.000000,0,0,0,1,2,0,0,0,0
"wjabgczrrJivmtqiyfodEEavycuopaoJEmxEKDLaKevsonrpxIGLAryEBBLGBfeaDlmraybaBsnarjJpquroqtwBBBFyBlBlBJBBBqnxsfjBjIBzvvvwxgaq",113.000000,0,1,0,0,0,4,0,0,11
"wzcagcoblyEwcuvaceubLLyycGuopcursbBBpaxGsJDwmEuqyqmyJvtrEumdyfscplqEcjLLkqlAnxGBABtBBeBaJBorBfBpLBeyvBBIBuBBKBCavzvvxgab",117.000000,0,1,2,0,5,0,10,0,0
"wpjagcjqlxcjEpjzBxEcIjujwxnxIdmycIGuKBrEKyufuemJarEBxpsucLflBBJBpadBBBBBqJBddfsjBBsBBuvpBJdABdcImmtqBBuBAbxmDcelvzvvxgGE",116.000000,0,0,0,0,1,0,18,0,0
"wzcagcnlLwApqlipaffHpjkboJzjbvKlinBwylbAyLkEJwftHjrcJAffywothErkntqbbAEEAJrlsysuyuucjEdBpBnBoBbAIBkuIFKDrBBBBBBzvxvgwwab",114.000000,0,0,0,0,5,0,6,0,0
"wzcagcrIBLCGilLDfKGosykspfpunelFeFFysauHlrivadKzxiycftinycwucrfucLrfmBdJFpDBImktjBvAbJAlrwGtukBBJBuBIyaBBDBlBBBzvvxgxmab",112.000000,0,0,0,0,3,0,0,0,0
"wfzagcJKctexuwkFuapDutnjtzAcjohDnmvFeuaLLDfikHzBkxycatDnycJucBBucBxqdsGJndBpBBDtBDvJBBBnBLrBLBBBBnFHqBFBkGBxJBjzvvxggyeb",113.000000,0,0,0,2,9,0,9,0,0
"wzcagcjCBeutEwiJmrpqyDaycvuJscoqyBkyGacjEvsmjcELqpcourBBBLBBoGBBLpBxAtEfAuvBBBcGuBJdBpouJBmpfGybqLBdfxyBBBBexBBzvxvgxIab",111.000000,0,1,0,0,1,0,0,0,20
"wzcagcALrlEnoapHymcHbpyJycuGKpucGcIaDcjKJwdadwKLlLJrGCaafyauJIbJtyrtrnBBxuBpBkBBxBbnacfeEjqEBBwBLBEcotkvBpBEBLBzvDvxvgab",115.000000,0,0,0,0,0,0,0,0,0
"wbjagcaaEAqvycbnucEyudaqvJuJEKywfbtrEvHAbepBnoJGIuLhoBKrjBBylpqyqEBpIeoGDGqjEBBtBpKcBqdksaffdBDBoBFBwyFBBlBBbBHzvvfvxgIb",114.000000,0,0,0,0,3,0,17,0,0
"wsjagccovEExuFfdBDyhdEcAycbuojlyBEsdsvpJBDooBuIBryqDGeCufBBuArdbByBpEcsjjKKBBBqpEFmeqyjjBpjmscBGJcbBnJucBBBBBBzvvfcaxgab",117.000000,0,0,0,3,6,0,0,0,0
"wCjagcDGLBCBEndKDjEkxzfuyctrqDoBvflykyDLaKIubaLfBbsmIIErBwfoevtBxjlBfBBBjknJLbGBsolbsGBEBunwvBekwfqvjBBlBoBduyczvxvgioqp",112.000000,2,0,0,0,0,0,15,0,0
"wnjagcaqwAvbvLsdxbcHxtjcxinJmqbDcezrtHEenqrGqIasnGaFdyucEEyLkEEwxLAjjyuucqcpBAqutBrBBByBBBBBxBxGoBBbBBBByBBiBBvzvvhvxgwq",115.000000,17,0,0,0,0,0,0,0,0
"twjagcrovECkCfIpycblEAsyrquIuccBpGEnIBrbwcAuArBwqBmaBBvBBBIBBmkBdBfKqoqBttvBBdbdBBBBwnEwwuBDBBnxbajnJBuBpixopKKzvvvmxgtD",117.000000,0,0,0,2,0,23,0,0,0
"wzcagcnlLwApqlipaffHmjkboJzjbvKlinBwylbAyLoEJwftHjrcJAffywothErkntqbbAEEAJrlsysuyuucjEdBpBnBoBbAIBkuIFKDrBBBBBBzvxvgwwab",114.000000,0,0,0,0,5,0,6,0,0
"wnjagcDkeIFCktyrpaeqfxndsyuFGlucAJkcBjoqyjyyqntIrfLulupJFuuucvBIBBBBoGyBIpkyFBBkpaBxBBBtqptAuBABDkkqLEKBBvBmpfxzvvxgkFol",114.000000,0,1,0,0,0,0,0,0,0
"wzcagcruebazutlEudotAopJycpopcyduIEwrfewruruwBLEBldvJcuInpuJBcrEBrasBBJdegbBdBBEBBKhtGBpKBBwBvvBBmLBABxBvGyBKCpzvvxgpxab",109.000000,0,0,0,0,0,0,0,0,0
"wajagcJxrqvDElqoiaJJypaiycuqucxBypBpvIxElutwrxbByBBBdqEyoBpknvABnApBDBBBBdyBJBubBBLBBkBAkBmBkIBBEdBaeaDqrAJtvizvvfcaxgab",117.000000,0,1,0,3,0,22,0,0,0
"wtjagcqoarDenuHcisBvolmFGBnlHruKHEycAcIvoeAIokfEuLnExAJrywxuLAvufBrtBDGnpucBfEvBFyfvxBABBuBEBBBBJKKxBBvBBvBEBrrzvvovxgdK",113.000000,0,0,0,0,1,0,0,0,0
"wLjagcLmvakepCkivoeamKiyycuIuioynvJInJLyLJJrDptdeEoKdJerBJjbcBBfwEbBBBBJBEsBBnxBEoBBBBLBLoBsBqIvmvGJfylBqBBvBLBzvvvfxgkn",114.000000,0,0,0,1,0,0,23,0,0
"wzcagcjDbpjEwdvzbhzGpxmycyuopcuceqlBEBGDAKHfnaEJyElytvtGIceuycsckBuBBepBBBKqnwqkABtrBBrBrwerLKjdBwakvBBBBBJBABBzvvvcxgab",113.000000,0,0,3,0,0,0,0,8,11
"wyjagcbFJajymjutdBdLkBLbycEcrjubabqDrEcyDekuwEJIebaEvucAeykvjEBjDBBpvsyBbEFpKutbrBBvyLLjllByBnDBsvBBBkBBBkvwbIpzvvvcxgfy",115.000000,0,0,0,1,6,0,11,0,0
"wzcagcBkCzcufDoJulbAyJjBycuopcoyayAGjuBoyokpfxmdscAEkvEGALDpEotArnBqGBlmDtBDAkIEIfpBBsBvBvBBbnBBusDBByoBxjeoBBDzvvyvxgab",117.000000,0,2,0,1,0,0,0,0,16
"wzcagcvxladyeqFvxofooaqJycucucsmynxoGvAdeGpatIlFpbxoaerwswauAfeArIBBBBFkJyjmpDFlBDBBBxtBDyBJwsBvoABBBIByBrerGBzvvfcaxgab",113.000000,0,0,1,0,1,17,0,0,0
"wmjagcmjcqpobyFyfdfzJhdbhBuwCiazuDFystebwDKGxIJsuqwremnJkkpBDdyudAoAFmfcKbsjeruBBAtBxboBKkjBBBvBLBIoBBBvFBBuBBIzvxvBvgxn",112.000000,16,0,0,0,0,0,0,0,0
"hwjagcfkHGezovEIycdbLpjdByuKqwuJIoBJyfnJyktcJCabaGaauEtLlpqrmBpoGBubGEbmpBBbEjesfvnBpyuyLsBBGBqmrBBBpBBBBBBdGuIBfzvvxgya",115.000000,1,0,0,9,0,0,0,0,0
"nwjagcrjvELBDjhaycBmEaIybKuGucyBpJEnDoIJqjAuGrBBDsJloBvBGBodlBBBbmBblfBuojvkBpkIBBwBGBEyJexGbBDdBujfoJBBjCBbCwAzvvvoxgKI",117.000000,0,1,0,1,0,20,0,0,0
"wzcaduogcHJcHEieJajyHcBfycuqucvocoycsmDrljpuvukGaInycfdeEatjdGjskpebctrLuBdwBvBEaEIBBBBBDBubpsBvEvBBHjHcxcBvyFzvvfcaxgab",116.000000,0,0,0,1,0,0,14,0,0
"wzcagcfubfAEDdvzkhzsnxhycyuopcucemkoEBGuAKdebmEqyEDytvtGucelycsccBdBBlpBBBKqnBqBAftdBJddIderLhxcBdjyvBqBBBJBABBzvvvBxgab",114.000000,0,0,1,0,0,0,0,10,8
"wkjagcovofsiEwfbydzCqJjpDpEcycbBpnAtIrKkGmkoqFyIGjEvuEucBpxBdnBBGFxEpnBoBteoBDBBrsBcEBBBBwmLBeylnBdjnBxmfvrJnBDzvvvLxgqq",115.000000,0,0,0,0,9,0,6,0,0
"wljagcnnbFoJAcsIybBEEhKjdGqdscuycGvxeeqLGLDLAAIBJqcGceucLuqBBaqjqruBfwBuocBBtDEBkGKDKwBBEpGBuclBBEvBbBBBsBBABBzvvfcaxgab",113.000000,0,0,0,1,9,0,10,0,0
"wzcagcwajHefdufCyBwycruyJouwGjucptdnearIxDcjupkBsdAoBExuBryBKwEjBJBIstqEjBKvIjtBmBBBkaBBskxumaBBDBfBKBBBBCwjBtEBvzvvxgab",116.000000,0,1,0,0,4,0,20,0,0
"zwjagcsvHuyqefrdeolfaDedyfxopcuFrKDEuvJwByoaxjxdBEnsdcEswyfIEBIbotjrBwBBfpBBBqBBmjcaBABAKBBDBEIwBGCBGvBBlidCoBBzvxvgtbgJ",113.000000,3,0,0,0,0,0,0,0,0
"wzcagcvxladyeqFvxofooaqJycucucsmynxoGvAdeGpatIlFpbxoaerwswauAfeArIBBBBFkJyjmpDFlBDwBBxtBDyBJwsBvoABBBIByBrerGBzvvfcaxgab",113.000000,0,0,1,0,1,16,0,0,0
"IwjagcIvrlicwpDAeiHzuhuoycucyEuGurxEpJfdtrBBBBBKnevBjLvBmBBvIwyDehdyBBuKBsBBIpBIBxGwEalBpFGBdLLmEBjBBmkAEBlDrIyzvvnvxglC",114.000000,0,0,0,0,0,0,23,0,0
"wGjagcAjshCdmpGbfoBtmBkuwHHLnzuycEJJKnovxreKfKGEuKAGbDbryeduwxvuKornBypIjbcuBBvBIBkJvLfGBuBEBBBBBLIGBsvBBvBEoBBzvvnvxgvp",110.000000,0,0,0,0,18,0,0,0,0
"wjaxEcGecqDrDgciBicrcLDcycFyewuuckyeBBvfbucajeeBvEJEjBEybjuoyLJJBnKKtrLltixpjoBBEArxtaocooIbucDmBfJBBBBBbBBBBBqzvvxgaBbi",112.000000,0,1,0,4,0,0,0,0,0
"wzcaIFEbkepKwcgckyrpdywIbouopuEpctreixLBsvuBstBErBvqfBxKyBpBBfBLplFDtEBBEBBBEpdqybKBmIBeloqfbcHjBeBEyexsszeDzFzvvxgzwbab",107.000000,0,0,0,0,15,0,3,0,0
"awjagcxxIdazBIaHuzDlGsjyycuourqyFfsltaxGcEJdmFyjBDvtGnwecfvworksxlFBqvlkmpwurBBxBfBnxBGABdBvBFGBKwBBlBwBBBpvBvFzvxvgtjve",114.000000,0,0,0,1,1,0,0,0,16
"wzcagcBBJulAuprAwnaCyxiiycuopcsynyjfGuBoyodpbxmcscmEGvjjIekpEotArIBqIsbBftBknqkElolBDwBvBvBBpBAKDLgBtyxlEsJoBBDzvvavxgab",116.000000,0,1,0,1,0,0,0,0,12
"wajagcCbaDdxwHsegyEDGDgcyuuFucmkwyqfvnGuEfdBFsKyBBBbvBvvDbvsEBEBarEaqGlqvbIEIJqaIcJtdjoixrBBBIBBBBBBmLrBqBBstDBzvvvyxgvL",114.000000,0,0,0,0,0,0,0,0,0
"wzjagcpHzCElsnwEzClrxHoLycfIyuxemAsqrKJjBBBJBpuaBftnraEdAfqBBweEouAyBkBtnBGuBBaBBqBABmnBdcmBEEBfJtBpCFrrjeCopiFzvDvvxgab",119.000000,0,0,0,1,0,19,0,0,0
"wrjagcmktkfvnmadmKrHwGByycurFBuBrybIfEjqmBIEBeokpmmJpEbAdtxEyvJrfoavtrBdtvpBoBBkBylbJEBBBwKsIBsjByBopBBGlJBCJeJzvvfgxgob",115.000000,0,3,0,2,0,0,14,0,0
"wDjagcclhcurIuyjueIrBvvEyfuFfGuiboyDujyDIEfKGJrjAJvGfyvumrIEewprsrJdBoBBAucyBlBBqBspBBwoBqBBBmBeJBvBAvEDBqyCEmdzvhvvxgJs",116.000000,1,0,0,0,2,0,0,3,14
"wJjagcKrdaHFrsFICqsqjJyJycuKFIlryDuxwKyscpAuLLlAnDyImsKjEmLyIfBGccFrBvJBtplGBkuBBBGFadBKGtuarpuBBBBFBjzaBHuolljzvxvgqjLg",111.000000,0,0,0,0,0,0,0,7,5
"wCjagctEcqHIdvDqpeJvEJIuycucyuoBxrrmsEorBvbpfoaKsmaoBKpeeEJyBBmjaDBBJBDBLoBnJBdBlIzDsBkxIIwmEcBFBKrexbexvdBcwLkzvvaxvgBF",120.000000,0,0,0,0,0,0,0,0,0
"wkjagchIxFECGGosbGyeGJCyycufucJccxABjBdowBBJBGDBBmqnvpeoGEaBEBtniEbemvrBbBBBBtByBkjBpLyGBwDBtBmBBBxBBpEBvBkkpACzvvvqxgmn",115.000000,0,0,0,9,0,18,0,0,0
"wzcagcainjLrGmyeJvyxKbIKycuALwlryKmJsAyscBDLpApwIbyrmsvcqmIIFaGwGaqrJvyBBpnKKoBurqBDFBoBDFBBybLkBioFtBJBzepywlyzvxvgnyab",110.000000,0,0,0,0,0,0,0,4,6
"wsjagcdKExDnaiissyLDEDxBycuFuclmIyIuvtKmEBxaaudyxcBBvBvvwbvsABEeorEIGJljvcwJLDDcoeGtLcJocrBBBLsBBLBBbBABBLBBDBBzvvvkxgKn",116.000000,0,0,0,5,0,0,14,0,0
"wzcagcujbioGvtEKcsApiarLyJuEvruAeELAtlkyyuBLfeueKcoryEwmjuIBajJdvKApAucwBvsByBxBnBxBnBDBdaBoBBBkbBGtEbplmlpBfeLyczvvxgab",113.000000,2,0,0,0,0,0,15,0,0
"wBjagcyqxkbfyEEJbaGafBjyycubdJucyBoBJlxBvqyFrwEADtcBfBBEvffxBBpsEABdsByKmnswsaLvBoBBuBIpeqBBDbBbfubKBuuByBrJrijzvvlvxgHj",115.000000,0,1,0,3,1,0,18,0,0
"wzjagccshcurIuyjueIrBvvEyfuFfquDboyDujyxIEfKKJHtAJvGwyvumrIEewprsrJJBoBBAuJBBlBBqDsGBBwoBqBBBtBeJBvBAvEABqyCEnBzvhvvxgws",117.000000,1,0,0,1,1,0,0,0,0
"wzcagcblumsEGJvzstzIEBmycyuopcucuAkBwBGuGedtbJEJyEbytvtLDcefycscbBeBwepBeBDqnxqBBbtdBvJBAierIKEdBBBBflBBfvFBwBBzvvvxxgab",115.000000,0,0,3,0,0,0,0,8,9
"wIjagcoJzKfoEDblIncElBofsneydBucyuuoyikqComjLHlGppulvxcAsIEGvaIvqufjDBfmbzDiybycwupcucBptvyBLFBBBBBBBEwBBBBBBBzvvfcaxgab",115.000000,0,0,0,0,1,0,0,0,16
"wwjagcfmvGieppjivoeaqydyycuIuioylvJcDJcyLJJrmptAeEjaAJerBJAbctBjBEbBBxBuBEsBBnxBEoBBBBLBLBBuBdbvmvqJljlBnBBvBLBzvvvfxgkF",117.000000,0,0,0,1,0,0,23,0,0
"jwjagcxFwtrByLxquciwakaIycuourqyLooDujfJrrKAcFyJDbFtInbfDwvIjrykyboIqvsDkpBurKBBqIBBxFBExBBqBIGAdBsKBBDBnBAFKvizvxvgIzys",114.000000,0,0,0,1,1,0,0,0,13
"twjagcruvECkBfIpycblEAwyrquIuccBpdEneBrbdcAuArBwqBmaBBvBBBIpBmkBdBwKqaBBttvBBdbdBBDBwnEwwuBwBBnxbaxnbBtBjixouKKzvvvmxgtD",117.000000,0,0,0,1,0,22,0,0,0
"xwjagcschHEeyrsxkuHaEDAyucuIoIEAeJKbfEkALtKLIwBmyfyscBspBonotculBjBsKFEBIBIBlxpBrBBBwBBfuBBpwDJKsJwBIBiJxfxtdLlzvvvxxgCC",114.000000,0,0,0,0,0,0,0,0,0
