genome,merit,task.0,task.1,task.2,task.3,task.4,task.5,task.6,task.7,task.8
"wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdzvvvvxghJ",111.000000,0,0,0,0,0,0,0,0,19
"wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECzvvvvxgex",115.000000,0,0,0,0,3,7,8,0,0
"wAjagcIscnDezbuIJqfyFFryuAufdbucJoywBeHcIbDFtAdIyyscfIeqerwwDDsykmFafpJwGnqGeetcBmfBBBBsBlpBBoiklBwBBnBlCqlkkAmzvvvvxgBA",115.000000,0,1,0,1,0,0,0,0,8
"wzcaIpuKLpcCBIGyknmsppxyycufJrugcABsKxfBvbdtCcvEdrspnEtuGwkmmvLvJcnExIImKsKfiAjcjAyyEqJtcGBFsBBBBBGByBBBxEBAmBczvvvvxgab",115.000000,0,2,0,0,0,0,0,0,0
"wzcagcycpLAecqEpDnqGfyKFycuDEGuLIorkGAypIucaBBylaBwjBBbGLjsrbABprwsujAaGbrbByBJBnBsbtBEwrrGBAAmBLBlBoEdnfsBBzbezvvvvxgab",115.000000,0,0,0,1,1,5,0,0,0
"wzcaGeGecsooHiKlJBkHtGmyycuxerugceLbGAJBvdBtqjvEfrwxBEoLBjfsnvevKrEEqAfsGqnwDaalEAyyDxGtcBuFBBBBlsjBBBJpwBBuBDBzvvvvxgab",114.000000,0,2,0,0,0,0,0,12,0
"wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbbFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab",112.000000,0,0,0,4,0,12,0,0,0
"wkjagcdxAnBaEFaeyrpnuAdAycucawuEemuabLGfIEIErnfBBaBbcocxdfsxsnydwEpeAqJnEcGBLwFAbwDtoBtrJBBFBBBBGBoEdBysJBBBkJrzvvvvxgpo",115.000000,0,0,0,0,5,0,11,0,0
"wzcagcfAcJsyJbjDczEwfkhfEybrnLaItcByEyuIquwJmqfBbsfxJBdrEnBBBtBoDuABBpBjBBLLBGBKrBbaolInDDeeLCpyfBqBsbKKBfBynzhzvvvvxgab",116.000000,3,0,0,0,1,16,0,0,0
"rwjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIasfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI",116.000000,0,1,0,0,0,0,0,1,13
"qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBzvvvvxgrG",112.000000,0,1,0,0,0,0,0,2,16
"wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEzvvvvxgab",115.000000,0,0,2,0,0,0,0,13,0
"wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvzvvvvxgwp",116.000000,1,0,0,1,15,0,0,0,0
"wljagcHlrHpCiydGBqjwlcuyycudrudyarJeKBABBcLDxojEoezyuEfsIBEmGuBrItDyAqBBsBlkDqGpmHmDepvuyBrGjBnBpGBBBBEpuBBnamBzvvvxvgAr",116.000000,0,1,0,4,4,0,0,0,1
"wFjagcFmHKblImBrdkhAiAyDLcurAcJmcBtcwlDEBmBKqGGfBFeamEtdEnJpDmoEypfmukuoxIEqyrEIDcBtofrBBloBEBBBBBBpBqnBneBBBBBzvvvvxgFG",110.000000,0,0,0,0,0,0,0,0,0
"wzjagcItGGEfoadHLlKAKqdHycekyuGKmdsorEdlBBBpkBtpBlBGBBEDcBBpkBpJLDbfbplFBlByBcqkIBGnBtItBAbsEEwKpmfCGaswcDeGeewzvvvvxgab",113.000000,0,0,0,0,0,16,0,0,0
"rwjagcHGsJBbknmawipexzbwffGiCEGLBzLyrseLxbbDqbyuKwLabmAnaFqsAwDErxBEDGLBbBjBecmqaLjBBEGbsBEBwtkBbbAqBBlBujeBBBfzvvvvxgsB",115.000000,0,0,0,0,0,15,0,0,0
"wujagcamBwrycqqauuceHjvjyuuopcIqAwFaDonbnEDtbkvaEGBBotqBxrwGBvywbEBcBBBqwxGpdaBBBwBJEBnBtkydBmBAvBBDGfBBxKtEkBqzvvvvxgwn",115.000000,0,0,0,0,4,0,16,0,0
"kwjagcdqFGhhLCFybfwfJLryuJuGbBucoAyKDxDBGnxFfleoyysceAmfwtopAkjwDFtxmppejrDEBBtcApBqBJBFBoDqJdbaBsIBjeaBbjBBxywzvvvvxget",115.000000,0,1,0,3,0,0,0,10,0
"wwjagcCwnBEnuxcnKiakfBByycuopcucbtxJjjnqyKDyttbdrpvEyGJLsdFrBmpjEbwBuBtanktrEBBBovoBBtmBnJBbBBBBcBEBoBIBJFBEvBvzvvvvxgia",116.000000,0,0,0,0,0,0,0,3,17
"wzcagcGaduuIloIsfvHxEpLLoHeyDdccosujcCfIpDGyrxyumlsdIarbldeIbkbqyvKwawfctoEyEpjqBisBarvBLraABuBBBBmBmBBoEIBBwBAzvxvvvgab",114.000000,0,0,0,0,0,0,0,0,0
"wJjagcnxqrqexizzwHpzCKwyycuEqfalunaErmsbsLIqwErGJDDxJByoxegoEoLFyrtDryBKBbBBBEmBloBfBJBBbBtBwpsnojBlBpByBJBBBBBzvvvvxgfG",113.000000,0,0,0,1,0,0,0,0,20
"whjagcvIBlIIbakCayKJDsohycuoucJcxywaDlnyGxntrjEbDcBvymtpnxjjjoKoBemJucfEsBEaxtBBBoBBBBvDBIBvCwBqBnBBBKyEBBBbBKBzvvvvxguA",117.000000,0,1,0,1,2,0,0,0,20
"wyjagcecptKHqlcaHbkycDyIouuopcEmpBAbEJuBABxuDrBKccJypJBnsLxBLuBrEbByawBBBjBoGeHBDBBEmLGGkJAwoBcupqeJuBpGCqdGJBdzvvvvxgGK",114.000000,0,0,0,4,4,0,0,0,0
"JwjagcaGBKGLADFFsceEhEyjLscjaeournIenLLqxdupyEauucBEJIxApejnBJEuDrekBBoLLByEtBuwByIBqAByBBBBBBfcBmBBwBBBxsnscBEzvvvvxgFb",111.000000,0,0,0,0,3,0,18,0,0
"wfjagccAlEAiDEDekbmDLwJyycurucsbvcEoDeavqEjmyawasqJvedKrtonyvLrbmtxLnrBBdqjDJBpLbJBxBBBDBBsylbBBBBtBIBloBkBBosJzvvvvxggc",116.000000,0,0,0,0,0,0,19,0,0
"wFjagcwwGLLsrHFczytGJLryubukaoucoAyJBDbBffKCApfoyyscaebynBopayBjsFklmppKhreKcctcuBIABBkGzquBBxABqspBeuGBIFBBBDDzvvvvxgrJ",113.000000,0,2,0,2,0,0,0,3,0
"wJjagcAJGoDAFKpIyAJqKjryubuGqoucexydBntwmjmAAKGbyyscjyAwsomDLcDFuamkjpDbLrfGDqtrDAFcpDwsyoFBBBdBBfuyBLnqeBBHqzbavvvvxgId",113.000000,0,1,0,1,0,0,0,0,0
"jwjagcKdzxBjJscoaulbxnHyycuoGrujqfGEstxGFtrCapwBsozEmlyEGLeloEwyqdGtiwworpDBwuiDArBIBBmBBjBbecBBBEdIJBdBdBBBBsszvvvvxgmI",116.000000,15,0,0,0,0,0,0,0,0
"wCjagczyhEwcHELAteobzbiyycurucsdvxEdJacvqEcmbaBxswBvntqrsAtyvArwmtejnrBBqJsoLJBBunqjaqBewBsmBLBDBBjBwBxABBaBBtmzvvvvxgmq",117.000000,0,0,0,3,0,0,0,0,0
"wBjagcvrlFrAbcBxBzvjlFyxycuopcuclabsEvobKkkpFBBIovkoypBaoDkbdboyGBtrBDBBIdqBByJBuEAjBoBAlxBFBDIDDBqivFFGDBjrfArzvvvxvgID",117.000000,0,0,4,0,0,11,0,0,0
"pwjaJtcseCmlyiGeiEDcwoiEycuDrbugcKiGIftJdGgcofDndJEbftcArBnfteAjJacuEKgmpmsaxedockyywretcwBBybBkBBBwBBBduBBiBBxzvvvvxgHg",112.000000,0,0,0,0,0,0,0,0,11
"wnjagcldhzqkcGoEfwjJyhqtycuJoBurdfExcEwFyLnyoJwjvatuBdwraBpEJtnolueKHHbDHdiDlpccBEsAuveynssAwpuvwrBBGbxBBBBBBBBzvxvvvgsu",117.000000,0,0,0,2,1,0,0,0,10
"wBjagcJcjcdcBdKKyAkbbybsccuopcbBByuwFjFqoourKtjBbJBBBAuBowBnmFrIyELwBkDxBFFllsJJbEIpBaBDFBLJtmBBKjbcxjtJBGBnBLszvvvvxght",113.000000,3,0,0,10,7,0,0,0,0
"wujagcaDosssxHrEfnyDfscByuuGpcuqGrDqauBKoDKlyBBKKKKwFJlvvBBqajubkmytyjirsyFlBBEEBvoBveBnFBcpDGBEEEBnsEBByBKBBmrzvvvvxgic",113.000000,0,0,0,0,0,0,0,0,0
"wyjaiblfcIexnAugcuEkBAxouBElaAcGrBlGLJffjmfyElAoFeuyuJrkEKnybuDJjucyGApBwpxBLBJcBBqGwurByABBtEotnkDGuBBkBnCwurlzvvvvxgdh",114.000000,0,0,0,1,6,0,6,0,0
"wLjagcfbrxvpvcCsDwHkAqnltzolrlrAlxfBtHEJnwrAuGaJneljfyucEEIcrpByGvEskyuuceypBfBrtBrBBByBBdBoyJBBtwBjBBBBBDyBwuvzvvvvxgHo",116.000000,0,0,0,17,0,0,0,0,0
"wzcagcbwlGtupuiJJrssJyopIKuLpreFkJyousjIwEmvGeeerbBBnpBpBBqdBGsBABBfnmmjBDawBfpkKaBAjBBBBnuEAGExEBkodvveyBivqyazvvvvxgab",115.000000,0,0,0,0,0,0,18,0,0
"wnjaxauysfpgcECBDDIDupbyycuJoIurfLHbkjBcydbyovsaAAjdnmDJIKpjBtnoboGdBzHzpGniCpcBDHaatvaBEexnEpuvjrsBBBBBBBBBBBEzvxvvvgEv",117.000000,0,0,0,2,2,0,0,0,11
"AkfiwpbuhkzqKeqJjaEgcyGyAojApcuqrEGnEsxyAueucaAqbvsaptBnBArBxkEDBokBBnbpyxpBJfBsyoBBDaraDBBIBBBBBIqjBBwBxBqkuyfzvvvxvgjI",114.000000,0,0,0,0,2,0,20,0,0
"wGjagcvIwlIIIskCayKJDsoLycuouoJcxyGaDlnyGxntrjEbdcBvymtpnxBjjoKLIemJucfEsaEextBBBlBBBBvxBIBvAwBxBkBBBKyEBBBbBKBzvvvvxguA",117.000000,0,0,0,1,0,0,0,0,0
"wsjagcqtsanAmjDhaaykatyxwxyvBAlHHAaEGrxrHJGdxtaIEHpcDsbKurboIBAndyuducIyBBKcBBqsBArABBqBuBABbEaBAGfBBEvBdBHpvsvzvvvvxgfg",117.000000,0,0,0,0,0,0,0,0,0
"wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbnFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab",115.000000,0,0,0,0,0,0,0,0,0
"wtjagcnvudDvrtkouIyuoeqrdpzGElGEElffdnFyoEphqpcuurEBlaBpqqvvDBbfmauuKbmdDABIBBqBBxbBBxDBIBbBylpBBBbwfuBBBBnIBBIzvvvvxgmL",115.000000,0,0,0,0,22,0,0,0,0
"wijagcGwIICsmkaCrxIapHCyycurEEuoBomffdkxJcfskayyJJedAGAFILqAuebEcBryEkJpBucBlBqlBBBlEqBxBBBBBpABBJDBBBBmBtbBnBBzvvvvxgdD",116.000000,0,3,0,1,0,0,0,21,0
"wBjagcvrlFrAbcBxBzfrlFyxLcuopcucravxEvobbkkDFBBIovkoypBloDkbcboyGBtrBDBBodBBByJBuEAjBoBAlmBFBDIBDBwBvFFGDBjrfjrzvvvxvgID",118.000000,0,0,0,0,0,0,0,0,0
"wGjagcuALfftkaHdiuliCayGHAucyKfvusKuorfoByuuctyuBvEeknwyJpBBuFvrJjmeDftGBBEsDrBGcBBBBBtBBBBBsBEBDbGEABJIEBHBynxzvxvvvgIs",115.000000,0,0,0,0,0,0,0,0,0
"wIjagcetastxAlkaHbkycDyAouuopcEmpBAbEJuBABGuDrBKAcBypeBBsKxBLuBDEBjynyqBBjnojKHBBBBEmBkGkDJtbdinmqKJdBaGHymBjBlzvvvvxgGK",113.000000,0,0,0,4,14,0,1,0,0
"owjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIzsfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI",116.000000,0,0,0,0,0,0,0,0,0
"wzcagcasujhBDJbHuvepcHBAycnwwAtcpiBpydjeoIqEIbyumqslaErJKBBtBBBwBvxBGBBBfxBxpIklmpABBEvkExEsxnBBFLeBlLdtGKBaCJBzvxvvvgab",112.000000,0,0,0,0,0,0,0,0,0
"wxjarGetkrAdqyldmwkxdmyqycusomDwdfxbcaEorxGAacEBuecoxoIyxEAJaBLhcBxpoycLFptcgcBbBIBBBBBBwcsEBBBBBBjkBjAxsKLbEBBzvvvvxgDm",114.000000,0,0,0,1,0,4,17,0,0
"wljaccAdjpapthrreexCFwbuHdapnwdirwFoKHyucyuIgcfbiaBqJurIpqbGcFBkuurBJjIDyntuaFBBBfpBuBdLIeBBynfBBuBBGBdBwqBJqczzvvvvxgyu",112.000000,1,0,0,0,2,0,14,0,0
"wpjagcEbLHHbEIyHKlapuxyDycujoJucmGlfqsvbGkysqvBEmenLAxmvytLnGBrmpEcFbbuEAaABavbLBIroBBBBJJBBGwwBBxlBlBBnLBBBBuBzvvvvxgxj",117.000000,0,0,0,2,1,0,0,0,17
"wajalAnfrbdeCmbpBtDyLLGgcwBwypnyuirwcnyEwudKsmKgcerJBpByLDEBBBBelctBBIlneDjGmbwBlbBBBEnpBBmdEcBBqBlqBnBBBBBAxtBzvvvvxgmd",112.000000,24,0,0,0,0,0,0,0,0
"wmjagcqFuanefCknvFvzHGFnycbAoruIBcrqDmGIAqoGLjGouGGApyFKueIxiuxrraBvBGDBDtrjBfIoAdlbvBrryBjBIpBBBbekBjoJmBsBBnmzvvvvxgnc",116.000000,0,0,0,0,0,0,0,0,0
"wzjagcplnEzfBjbybLyEeIdroHmIKucznBkluaheucydeddEcFfwwurpyLyuEduncbrtxjBBEpKBBFBeaLIkourBykEBpoBBBAnBmJJBfBtBtqAzvvvvxgab",115.000000,0,0,0,0,6,0,0,0,0
"wujagcojhznGxrArInyyEscfyuubpcuIdrfKKeolxwEByBjlmsjABJBvvGfeBBsGLByAysErjBBpBBtrmvyBvDLpajqJctLBEluBBnBBGisnClizvvvvxgHG",117.000000,0,0,0,0,4,6,6,0,0
"wtjapLhLqBeywwagcnExbbfojBEkaGacreuwlGlfjLBjItyokKuyuKrbEAJyburDKuDnLbpBBpfBoBJeBcqGwurBjbkBIwdpCaBLjBBqBBmBBExzvvvvxgqg",113.000000,0,0,0,4,0,9,0,0,0
"xwBjsLjFteBmjadyqpuItclyycuobDuHcgcbEIDrsEuwIBLLrjekLdxbxxBBBIBIIGBJBBswJuqBBBxjBuwBbBBDsDzBBEBIBBEELnnJjmIcqBkzvvvvxgLp",114.000000,0,0,0,1,0,0,0,0,0
"wpjagcGoALccBqbJrGucCjayrnpsDFFBIuKyJuuFLDrJsmmAIBvBAdetqspqBFKtnddIafjBaBiEjvarLccBBcBDepqBsmBFpvBBDDBfBsvtytBzvvvvxgeq",116.000000,1,0,0,4,0,10,0,0,0
"JLuzyDEwcCnmjbyGDbwyjfLAycuEjaucbJAuoEpbcIHaKqAyBKJtmDLcJqelgcydqqvjBvFtrpynBwpnuBrBBBAaBBoBxxbIEsBIBBBBBBvratEzvxvvvguk",117.000000,0,0,0,2,0,0,0,0,0
"wtjagcxfzLkszbsIyhehDBucycuopcmyIuoayoLIEbuDtrwnmkpDIcIIEqKDBquEuGIJJajLEEtkmytrKmBoFBBtBBsBIBFIBBDEpBfwnABBeBBzvvvvxgLG",114.000000,0,0,0,0,0,0,0,14,0
"LyBDHbwFocIxjadDqfuIowlyycubbbuHcgcjEIDrnEuwIoLirjykLLBkxAboBGBwInBABLswJndBBlbdBDwAbBBLwBnBBEBBBBEEBnqJBmBIqBkzvvvvxgLH",115.000000,0,21,0,1,0,0,0,0,0
"wpjagcEqLHHbEIyHKlaAuxyDycujoJucmBlfqsvbGkysqvBEmeuLAxmvytLnGBrmpEcFBLuEAaABavbLBwroBBBBJoBBGswBBxlBlBBqBBBBBuBzvvvvxglh",117.000000,0,0,0,3,2,0,0,0,18
"wjjagcvJFcEnAsLaKhabyxioycubAcoloyGbaEnyeKntrFALnayvxpGksfpaKAmxqBdxucBLIdByBvuBtsEnEGvBnEJJBbEJBBBGBBBwBBKwDBkzvvvvxgrm",114.000000,0,0,0,0,0,0,0,0,0
"wzcagclIHcahhmczleEGzycywuuopcuLCobrlydtJBCaDFAknAFmIfFjyyABGGwwIscIqtIGyfldKJBBfiBFDJkbpBqquurBsBBAIBJBlBBBqBBzvvvvxgab",114.000000,0,0,0,0,2,2,0,0,0
"wzcagcaExrGjflvEAAvlHycAblJbIBuEjwucyGKdadIKdvuuBrBeKqBKydmJquBjBpIBenoBpBetErfryBEptwosvBBnIpyJBBBKwBFBBLsIonozvvvvxgab",116.000000,0,0,0,0,8,0,9,0,0
"wpjagcuzGKBfkBHrsIliCayKwoucyKGvAyKubrfoByuuctyDBvEnknBuapBBuFvfLjBeBBtGBBEBrrBGjBBBBBtBoBBBwBEBDbnEJBJIEBpDiaxzvxvvvgIw",116.000000,0,0,0,0,24,0,0,0,0
"wzjagcmJnnnEdLFfqreLIyopIKuwarehkDyIusjEIEmvKfocxBqBbKqKByamBGsKssBBsaxBBlEBBBBwlBGwtBukBEoBqlJBwojBovvpqBnvJeBzvvvvxgak",117.000000,0,0,0,0,0,0,0,0,0
"wujagctycurByuArmsarFsqcDHwcDFqrBuuGtBIByjAffJloBysBBftGKBvpBwqxcvDBBjterKjjvGjxFBFyvBxBBBBcIdBkBAemGybpBGwJxyBzvvvvxgeb",114.000000,1,0,0,0,1,0,19,0,0
"wjaagclzIJjJnxzhmGixkACyyckopcuIKEErDJtbBjunadkfAlEysBdqBtKiJGyuaatJLEDAcKIbycdwsjrcKfmbFsIKJqucBBuBLBaEBBsBByczvvvvxgel",115.000000,0,0,0,0,0,0,0,0,0
"wujagcqoDrueBrjyucDucLldpaDcBGsEcxhbpJxKBsyJunsBorBwbtqJBdqEyJtBKhmEsBBGeaGeIEeeBJJlqpmmBpewdBsBDrBByBIBLDBpxmJzvvvvxgnJ",111.000000,0,0,0,0,0,0,0,0,0
"wcjagcAslskAhjFrxCKzybLGycuouIFoIdHBlCJIyrkLxJGtfbvHskHexiKsLnGIkpdvrvyvakauLrfBxBurpquGBrBBqBkFBBBkBxBeJBHFGkrzvxvvvgDj",112.000000,0,0,0,2,1,0,0,0,9
"wCjagcsibDfBixHckkcHDdlyycuLIuwyarFBKEJmjpptaqDEBdJyuEcsdeEmobBrIBABbquuCaGlBqKdxnpBBBvBBBylKBpmBljBIfEjGIBspitzvvvxvgAb",118.000000,0,0,0,3,0,0,14,0,0
"wwjagcEwtorhIBhpHbnCsHpyycurjBumcftcomxlnnldexfreeLxxdwfeoIBErqmytqECaebsKAayrGejAEtAertABBBIjBBBBBAxBBBBBBABBBzvvvvxgda",116.000000,0,1,0,0,0,0,0,0,17
"wzjagcyenFHGkjkDDipnLoLAycuouiioFdujAEdFwJefKkGFFHmskDHFfIzhhnusspBvrvyvBELuLnfLmxurpduBGrBBmBBwJuBBBBBBnBkafbqzvxvvvgje",112.000000,1,0,0,0,11,0,0,0,0
"AmfjLLdzuownjaaHncLooclyycuDLAuHcgcdEIfrsEuwoBGGrjfxesBkxlmBBfcEIjBBbBdBeBeBBKdABqwIIBpwdBkBqBdBBBEEprqbBydKDBuzvvvvxgkC",117.000000,0,0,0,1,0,0,0,0,0
"wqjagcekCJLlJCcwyfyycqyoEuuopcEnpdeoEjuIrKxuwrABaGqtpwBBsuDwdqBroBBwBBBBLIBGJykBBwmEkjdfJBJIBBLqGInzwdaJdpIfhJyzvvvvxgrv",113.000000,1,0,0,0,4,0,12,0,0
"sLLceiEappHwJABuAityKxbiycuEgbucoLtJGuAbLBjaueiykwJfdtspBaBfgcyKwnvaJvwtrpBdBBBuuBrBBBKfpBujybGBEfBBByBBkBvBxDEzvxvvvgda",113.000000,0,2,0,2,5,0,12,0,0
"zwjagcbbyDHDEfLaJbEAxyrAfuybKmAuAjIIojeDfqwsdaGeomyaruIyEysrxAcEJGmaDcsubuqjBJyAFsJBprEbemuoarBuBBnBBBABIoByIByzvvvvxgse",116.000000,0,0,0,1,2,0,0,0,9
"wDjagcbtbyoyjGHxyBczEEtytcurKchbDddoyEuGjLfsmBFrBpBBEcenBBjwanBBIBBBdBtyqKutABBBkmbwEBcbBwxegnBykImfBkBBfldxIBzzvvvvxglD",115.000000,1,0,0,0,0,0,20,0,0
"whjagckuEKibBrJGyqaLBufjbobkprkyIGDxBuJsmrbocBDlCeeBEKefwBksBbBbaJBBkqJLtoJBdkxGBBExBsjBauxqpxaBBBBBaBLEibyIxmizvvvvxgsx",115.000000,1,0,0,0,0,0,18,0,0
