genome,scf,scf_no_int_bio
qwJaCsDGenHEaLGBJHBiKfByycuEeruGqqxEjaxBFtrkLdDKjBIEGwyBdbmpgcjyDDDtxDeFrpJsGuBbfrBBBbBBBeHoByBBEklBBBIJBBBBdKBzvvvvxgrG,21.450000,21.450000
wzcagcEorlArAoAcklConybDycuopcurDqBKDALqJwDoGBuuxmranjlcqcKAfuEmonLaKleJyEmblkuyBcbItqrnDkqyswrBBBAdBBBBBBBBBBEzvvvvxgab,21.410000,21.410000
wfjagcqtsanAmzwhadykatyxoxyveAlHHAaEGnxrHlGdxtaIEHpcDsbKurboIBwndyuducIyBBKqBBqsBIBABBqBuBABbEaeIpfBBEvBdBHpvsvzvvvvxgwp,21.880000,0.000000
wljagcHlrHpCiydGBqjwlcuyycudrudyarJeKBABBcLDxojEoezyuEfsIBEmGuBrItDyAqBBsBlkDqGpmHmDepvuyBrGjBnBpGBBBBEpuBBnamBzvvvxvgAr,21.370000,0.000000
wFjagcFmHKblImBrdkhAiAyDLcurAcJmcBtcwlDEBmBKqGGfBFeamEtdEnJpDmoEypfmukuoxIEqyrEIDcBtofrBBloBEBBBBBBpBqnBneBBBBBzvvvvxgFG,21.640000,21.640000
wzjagcItGGEfoadHLlKAKqdHycekyuGKmdsorEdlBBBpkBtpBlBGBBEDcBBpkBpJLDbfbplFBlByBcqkIBGnBtItBAbsEEwKpmfCGaswcDeGeewzvvvvxgab,21.770000,21.770000
rwjagcHGsJBbknmawipexzbwffGiCEGLBzLyrseLxbbDqbyuKwLabmAnaFqsAwDErxBEDGLBbBjBecmqaLjBBEGbsBEBwtkBbbAqBBlBujeBBBfzvvvvxgsB,21.390000,21.310000
wujagcamBwrycqqauuceHjvjyuuopcIqAwFaDonbnEDtbkvaEGBBotqBxrwGBvywbEBcBBBqwxGpdaBBBwBJEBnBtkydBmBAvBBDGfBBxKtEkBqzvvvvxgwn,21.830000,21.000000
kwjagcdqFGhhLCFybfwfJLryuJuGbBucoAyKDxDBGnxFfleoyysceAmfwtopAkjwDFtxmppejrDEBBtcApBqBJBFBoDqJdbaBsIBjeaBbjBBxywzvvvvxget,21.580000,21.580000
wwjagcCwnBEnuxcnKiakfBByycuopcucbtxJjjnqyKDyttbdrpvEyGJLsdFrBmpjEbwBuBtanktrEBBBovoBBtmBnJBbBBBBcBEBoBIBJFBEvBvzvvvvxgia,21.800000,0.000000
wzcagcGaduuIloIsfvHxEpLLoHeyDdccosujcCfIpDGyrxyumlsdIarbldeIbkbqyvKwawfctoEyEpjqBisBarvBLraABuBBBBmBmBBoEIBBwBAzvxvvvgab,21.680000,0.000000
wJjagcnxqrqexizzwHpzCKwyycuEqfalunaErmsbsLIqwErGJDDxJByoxegoEoLFyrtDryBKBbBBBEmBloBfBJBBbBtBwpsnojBlBpByBJBBBBBzvvvvxgfG,21.650000,21.650000
whjagcvIBlIIbakCayKJDsohycuoucJcxywaDlnyGxntrjEbDcBvymtpnxjjjoKoBemJucfEsBEaxtBBBoBBBBvDBIBvCwBqBnBBBKyEBBBbBKBzvvvvxguA,21.940000,20.970000
wyjagcecptKHqlcaHbkycDyIouuopcEmpBAbEJuBABxuDrBKccJypJBnsLxBLuBrEbByawBBBjBoGeHBDBBEmLGGkJAwoBcupqeJuBpGCqdGJBdzvvvvxgGK,21.540000,21.540000
JwjagcaGBKGLADFFsceEhEyjLscjaeournIenLLqxdupyEauucBEJIxApejnBJEuDrekBBoLLByEtBuwByIBqAByBBBBBBfcBmBBwBBBxsnscBEzvvvvxgFb,21.440000,21.440000
wfjagccAlEAiDEDekbmDLwJyycurucsbvcEoDeavqEjmyawasqJvedKrtonyvLrbmtxLnrBBdqjDJBpLbJBxBBBDBBsylbBBBBtBIBloBkBBosJzvvvvxggc,21.940000,21.020000
wFjagcwwGLLsrHFczytGJLryubukaoucoAyJBDbBffKCApfoyyscaebynBopayBjsFklmppKhreKcctcuBIABBkGzquBBxABqspBeuGBIFBBBDDzvvvvxgrJ,21.790000,21.650000
wJjagcAJGoDAFKpIyAJqKjryubuGqoucexydBntwmjmAAKGbyyscjyAwsomDLcDFuamkjpDbLrfGDqtrDAFcpDwsyoFBBBdBBfuyBLnqeBBHqzbavvvvxgId,21.560000,21.560000
jwjagcKdzxBjJscoaulbxnHyycuoGrujqfGEstxGFtrCapwBsozEmlyEGLeloEwyqdGtiwworpDBwuiDArBIBBmBBjBbecBBBEdIJBdBdBBBBsszvvvvxgmI,21.910000,21.490000
wCjagczyhEwcHELAteobzbiyycurucsdvxEdJacvqEcmbaBxswBvntqrsAtyvArwmtejnrBBqJsoLJBBunqjaqBewBsmBLBDBBjBwBxABBaBBtmzvvvvxgmq,21.740000,16.480000
wBjagcvrlFrAbcBxBzvjlFyxycuopcuclabsEvobKkkpFBBIovkoypBaoDkbdboyGBtrBDBBIdqBByJBuEAjBoBAlxBFBDIDDBqivFFGDBjrfArzvvvxvgID,21.930000,0.000000
pwjaJtcseCmlyiGeiEDcwoiEycuDrbugcKiGIftJdGgcofDndJEbftcArBnfteAjJacuEKgmpmsaxedockyywretcwBBybBkBBBwBBBduBBiBBxzvvvvxgHg,21.800000,21.800000
wnjagcldhzqkcGoEfwjJyhqtycuJoBurdfExcEwFyLnyoJwjvatuBdwraBpEJtnolueKHHbDHdiDlpccBEsAuveynssAwpuvwrBBGbxBBBBBBBBzvxvvvgsu,21.420000,0.000000
wBjagcJcjcdcBdKKyAkbbybsccuopcbBByuwFjFqoourKtjBbJBBBAuBowBnmFrIyELwBkDxBFFllsJJbEIpBaBDFBLJtmBBKjbcxjtJBGBnBLszvvvvxght,21.650000,21.650000
wujagcaDosssxHrEfnyDfscByuuGpcuqGrDqauBKoDKlyBBKKKKwFJlvvBBqajubkmytyjirsyFlBBEEBvoBveBnFBcpDGBEEEBnsEBByBKBBmrzvvvvxgic,21.830000,21.440000
wyjaiblfcIexnAugcuEkBAxouBElaAcGrBlGLJffjmfyElAoFeuyuJrkEKnybuDJjucyGApBwpxBLBJcBBqGwurByABBtEotnkDGuBBkBnCwurlzvvvvxgdh,21.410000,21.410000
wLjagcfbrxvpvcCsDwHkAqnltzolrlrAlxfBtHEJnwrAuGaJneljfyucEEIcrpByGvEskyuuceypBfBrtBrBBByBBdBoyJBBtwBjBBBBBDyBwuvzvvvvxgHo,21.840000,0.000000
wzcagcbwlGtupuiJJrssJyopIKuLpreFkJyousjIwEmvGeeerbBBnpBpBBqdBGsBABBfnmmjBDawBfpkKaBAjBBBBnuEAGExEBkodvveyBivqyazvvvvxgab,21.780000,21.400000
wnjaxauysfpgcECBDDIDupbyycuJoIurfLHbkjBcydbyovsaAAjdnmDJIKpjBtnoboGdBzHzpGniCpcBDHaatvaBEexnEpuvjrsBBBBBBBBBBBEzvxvvvgEv,21.700000,0.000000
AkfiwpbuhkzqKeqJjaEgcyGyAojApcuqrEGnEsxyAueucaAqbvsaptBnBArBxkEDBokBBnbpyxpBJfBsyoBBDaraDBBIBBBBBIqjBBwBxBqkuyfzvvvxvgjI,21.710000,0.000000
wGjagcvIwlIIIskCayKJDsoLycuouoJcxyGaDlnyGxntrjEbdcBvymtpnxBjjoKLIemJucfEsaEextBBBlBBBBvxBIBvAwBxBkBBBKyEBBBbBKBzvvvvxguA,21.690000,21.260000
wsjagcqtsanAmjDhaaykatyxwxyvBAlHHAaEGrxrHJGdxtaIEHpcDsbKurboIBAndyuducIyBBKcBBqsBArABBqBuBABbEaBAGfBBEvBdBHpvsvzvvvvxgfg,21.850000,0.000000
wzcagcqkaFlywozmLsayuAbAbFFbkkydycptmjJlKxEpaDpjlbBsbnFIoKerfdddIyAuJuoyeserLmGJazwtpcBtBqBnArBBBBpBBBbqBFBBBBszvvvvxgab,21.810000,21.670000
wtjagcnvudDvrtkouIyuoeqrdpzGElGEElffdnFyoEphqpcuurEBlaBpqqvvDBbfmauuKbmdDABIBBqBBxbBBxDBIBbBylpBBBbwfuBBBBnIBBIzvvvvxgmL,21.820000,0.000000
wijagcGwIICsmkaCrxIapHCyycurEEuoBomffdkxJcfskayyJJedAGAFILqAuebEcBryEkJpBucBlBqlBBBlEqBxBBBBBpABBJDBBBBmBtbBnBBzvvvvxgdD,21.520000,21.520000
wBjagcvrlFrAbcBxBzfrlFyxLcuopcucravxEvobbkkDFBBIovkoypBloDkbcboyGBtrBDBBodBBByJBuEAjBoBAlmBFBDIBDBwBvFFGDBjrfjrzvvvxvgID,21.600000,0.000000
wGjagcuALfftkaHdiuliCayGHAucyKfvusKuorfoByuuctyuBvEeknwyJpBBuFvrJjmeDftGBBEsDrBGcBBBBBtBBBBBsBEBDbGEABJIEBHBynxzvxvvvgIs,21.480000,0.000000
wIjagcetastxAlkaHbkycDyAouuopcEmpBAbEJuBABGuDrBKAcBypeBBsKxBLuBDEBjynyqBBjnojKHBBBBEmBkGkDJtbdinmqKJdBaGHymBjBlzvvvvxgGK,21.760000,21.760000
owjagcrcmHEeyrGxuAHaEDnyucuIoIEAGdffuEaIzsfuIKBfyuyscbspfonotcllBtBdJFEBIBmBLFpBlxBBpBBpuBBdwKJLtybwqBItcHrdzLdzvvvvxguI,21.700000,21.480000
wzcagcasujhBDJbHuvepcHBAycnwwAtcpiBpydjeoIqEIbyumqslaErJKBBtBBBwBvxBGBBBfxBxpIklmpABBEvkExEsxnBBFLeBlLdtGKBaCJBzvxvvvgab,21.760000,0.000000
wxjarGetkrAdqyldmwkxdmyqycusomDwdfxbcaEorxGAacEBuecoxoIyxEAJaBLhcBxpoycLFptcgcBbBIBBBBBBwcsEBBBBBBjkBjAxsKLbEBBzvvvvxgDm,21.810000,21.810000
wljaccAdjpapthrreexCFwbuHdapnwdirwFoKHyucyuIgcfbiaBqJurIpqbGcFBkuurBJjIDyntuaFBBBfpBuBdLIeBBynfBBuBBGBdBwqBJqczzvvvvxgyu,21.560000,21.560000
wpjagcEbLHHbEIyHKlapuxyDycujoJucmGlfqsvbGkysqvBEmenLAxmvytLnGBrmpEcFbbuEAaABavbLBIroBBBBJJBBGwwBBxlBlBBnLBBBBuBzvvvvxgxj,21.640000,20.930000
wajalAnfrbdeCmbpBtDyLLGgcwBwypnyuirwcnyEwudKsmKgcerJBpByLDEBBBBelctBBIlneDjGmbwBlbBBBEnpBBmdEcBBqBlqBnBBBBBAxtBzvvvvxgmd,21.770000,21.770000
wmjagcqFuanefCknvFvzHGFnycbAoruIBcrqDmGIAqoGLjGouGGApyFKueIxiuxrraBvBGDBDtrjBfIoAdlbvBrryBjBIpBBBbekBjoJmBsBBnmzvvvvxgnc,21.630000,21.700000
wzjagcplnEzfBjbybLyEeIdroHmIKucznBkluaheucydeddEcFfwwurpyLyuEduncbrtxjBBEpKBBFBeaLIkourBykEBpoBBBAnBmJJBfBtBtqAzvvvvxgab,21.510000,0.000000
wujagcojhznGxrArInyyEscfyuubpcuIdrfKKeolxwEByBjlmsjABJBvvGfeBBsGLByAysErjBBpBBtrmvyBvDLpajqJctLBEluBBnBBGisnClizvvvvxgHG,21.710000,20.780000
wtjapLhLqBeywwagcnExbbfojBEkaGacreuwlGlfjLBjItyokKuyuKrbEAJyburDKuDnLbpBBpfBoBJeBcqGwurBjbkBIwdpCaBLjBBqBBmBBExzvvvvxgqg,21.560000,21.560000
xwBjsLjFteBmjadyqpuItclyycuobDuHcgcbEIDrsEuwIBLLrjekLdxbxxBBBIBIIGBJBBswJuqBBBxjBuwBbBBDsDzBBEBIBBEELnnJjmIcqBkzvvvvxgLp,21.500000,22.060000
wpjagcGoALccBqbJrGucCjayrnpsDFFBIuKyJuuFLDrJsmmAIBvBAdetqspqBFKtnddIafjBaBiEjvarLccBBcBDepqBsmBFpvBBDDBfBsvtytBzvvvvxgeq,21.560000,21.230000
JLuzyDEwcCnmjbyGDbwyjfLAycuEjaucbJAuoEpbcIHaKqAyBKJtmDLcJqelgcydqqvjBvFtrpynBwpnuBrBBBAaBBoBxxbIEsBIBBBBBBvratEzvxvvvguk,21.590000,0.000000
wtjagcxfzLkszbsIyhehDBucycuopcmyIuoayoLIEbuDtrwnmkpDIcIIEqKDBquEuGIJJajLEEtkmytrKmBoFBBtBBsBIBFIBBDEpBfwnABBeBBzvvvvxgLG,21.460000,21.040000
LyBDHbwFocIxjadDqfuIowlyycubbbuHcgcjEIDrnEuwIoLirjykLLBkxAboBGBwInBABLswJndBBlbdBDwAbBBLwBnBBEBBBBEEBnqJBmBIqBkzvvvvxgLH,21.850000,21.850000
wpjagcEqLHHbEIyHKlaAuxyDycujoJucmBlfqsvbGkysqvBEmeuLAxmvytLnGBrmpEcFBLuEAaABavbLBwroBBBBJoBBGswBBxlBlBBqBBBBBuBzvvvvxglh,21.780000,20.910000
wjjagcvJFcEnAsLaKhabyxioycubAcoloyGbaEnyeKntrFALnayvxpGksfpaKAmxqBdxucBLIdByBvuBtsEnEGvBnEJJBbEJBBBGBBBwBBKwDBkzvvvvxgrm,21.810000,21.650000
wzcagclIHcahhmczleEGzycywuuopcuLCobrlydtJBCaDFAknAFmIfFjyyABGGwwIscIqtIGyfldKJBBfiBFDJkbpBqquurBsBBAIBJBlBBBqBBzvvvvxgab,21.650000,21.650000
wzcagcaExrGjflvEAAvlHycAblJbIBuEjwucyGKdadIKdvuuBrBeKqBKydmJquBjBpIBenoBpBetErfryBEptwosvBBnIpyJBBBKwBFBBLsIonozvvvvxgab,21.790000,20.930000
wpjagcuzGKBfkBHrsIliCayKwoucyKGvAyKubrfoByuuctyDBvEnknBuapBBuFvfLjBeBBtGBBEBrrBGjBBBBBtBoBBBwBEBDbnEJBJIEBpDiaxzvxvvvgIw,21.850000,0.000000
wzjagcmJnnnEdLFfqreLIyopIKuwarehkDyIusjEIEmvKfocxBqBbKqKByamBGsKssBBsaxBBlEBBBBwlBGwtBukBEoBqlJBwojBovvpqBnvJeBzvvvvxgak,21.610000,21.190000
wujagctycurByuArmsarFsqcDHwcDFqrBuuGtBIByjAffJloBysBBftGKBvpBwqxcvDBBjterKjjvGjxFBFyvBxBBBBcIdBkBAemGybpBGwJxyBzvvvvxgeb,21.790000,21.230000
wjaagclzIJjJnxzhmGixkACyyckopcuIKEErDJtbBjunadkfAlEysBdqBtKiJGyuaatJLEDAcKIbycdwsjrcKfmbFsIKJqucBBuBLBaEBBsBByczvvvvxgel,21.630000,21.630000
wujagcqoDrueBrjyucDucLldpaDcBGsEcxhbpJxKBsyJunsBorBwbtqJBdqEyJtBKhmEsBBGeaGeIEeeBJJlqpmmBpewdBsBDrBByBIBLDBpxmJzvvvvxgnJ,21.590000,21.590000
wcjagcAslskAhjFrxCKzybLGycuouIFoIdHBlCJIyrkLxJGtfbvHskHexiKsLnGIkpdvrvyvakauLrfBxBurpquGBrBBqBkFBBBkBxBeJBHFGkrzvxvvvgDj,21.750000,0.000000
wCjagcsibDfBixHckkcHDdlyycuLIuwyarFBKEJmjpptaqDEBdJyuEcsdeEmobBrIBABbquuCaGlBqKdxnpBBBvBBBylKBpmBljBIfEjGIBspitzvvvxvgAb,21.380000,0.000000
wwjagcEwtorhIBhpHbnCsHpyycurjBumcftcomxlnnldexfreeLxxdwfeoIBErqmytqECaebsKAayrGejAEtAertABBBIjBBBBBAxBBBBBBABBBzvvvvxgda,21.850000,21.850000
wzjagcyenFHGkjkDDipnLoLAycuouiioFdujAEdFwJefKkGFFHmskDHFfIzhhnusspBvrvyvBELuLnfLmxurpduBGrBBmBBwJuBBBBBBnBkafbqzvxvvvgje,21.830000,0.020000
AmfjLLdzuownjaaHncLooclyycuDLAuHcgcdEIfrsEuwoBGGrjfxesBkxlmBBfcEIjBBbBdBeBeBBKdABqwIIBpwdBkBqBdBBBEEprqbBydKDBuzvvvvxgkC,21.380000,21.380000
wqjagcekCJLlJCcwyfyycqyoEuuopcEnpdeoEjuIrKxuwrABaGqtpwBBsuDwdqBroBBwBBBBLIBGJykBBwmEkjdfJBJIBBLqGInzwdaJdpIfhJyzvvvvxgrv,21.610000,0.000000
sLLceiEappHwJABuAityKxbiycuEgbucoLtJGuAbLBjaueiykwJfdtspBaBfgcyKwnvaJvwtrpBdBBBuuBrBBBKfpBujybGBEfBBByBBkBvBxDEzvxvvvgda,21.670000,0.000000
zwjagcbbyDHDEfLaJbEAxyrAfuybKmAuAjIIojeDfqwsdaGeomyaruIyEysrxAcEJGmaDcsubuqjBJyAFsJBprEbemuoarBuBBnBBBABIoByIByzvvvvxgse,21.570000,21.570000
wDjagcbtbyoyjGHxyBczEEtytcurKchbDddoyEuGjLfsmBFrBpBBEcenBBjwanBBIBBBdBtyqKutABBBkmbwEBcbBwxegnBykImfBkBBfldxIBzzvvvvxglD,21.450000,21.280000
whjagckuEKibBrJGyqaLBufjbobkprkyIGDxBuJsmrbocBDlCeeBEKefwBksBbBbaJBBkqJLtoJBdkxGBBExBsjBauxqpxaBBBBBaBLEibyIxmizvvvvxgsx,21.800000,21.800000
