"res_ab","mut","pop","repl","upd","nbits","geno","fit","scf","msg","reg","sense","n_null","del_msg_scf","peak"
"10k","h",200,47,100000,668763,"wzcagcHvbzFvshLhlLmnwchcBcdsiucAkrlLjeGeByrruqwaryuBBrdBBDbjmEBpBdxdwonEBftaEBrsJDEHiLAEyfqDIItdEpqybDnFcuBGlCmzvocxglab",0,10.31,16,13,13,118,10.01,1
"1000k","h",500,43,100000,1397508,"wJjagcsLdphLmFBIfBLkqcsyycuGKFaBsfDvmGFwrafnfrEAHDKCyDwwzcdisdfBkjqbdIDCFxeiasKmbbBkwesbecwccnufKdJIqebknkrAFrqzvBcxgawL",95.5037,10.32,12,23,23,118,8.02,1
"100k","h",100,15,100000,316999,"wzcagctFwzlAidybnqlBnpIBycGcufGcAeknqaqbfKbBpbDwtdjBKkujkjavFsqJFyDcEIeeosydausavmaqqGAdkmqFlkyCLlnFuEfqnIFzbGfzvBcxgsab",94.7663,10.42,8,14,14,117,8.06,1
"10k","h",200,2,100000,590268,"wEjagcKaGralEnuyfdfyyswzycuuakutFuxdoDvFnnDfIywKEeHEGsfaFJEnIkAyIGBvEuKBaduarjlnfmxblvAyKsflymGdpHqduvHvrnHCjGkzvBcxgplD",0,10.54,7,16,16,118,8.42,1
"8k","h",500,15,100000,2267769,"wAjagcwwGLLsrHaczytGJLryubukaoucoAyJdDxBffKCfpfoyyscpebynBomayBjsFklmppKhrAKlctcnBIABBkmBqKBBxoBqjoBeuGBIFBBBDDzvvvAxgkJ",0,10.62,19,14,14,115,10.55,1
"10k","h",500,35,100000,1528544,"wzcagcamzxBpfLJnlEjqEkDGyGttycdeDDuKvKvoeicBKHeIpBAidceoBaqrpLAIFBkuslfjayKktjjpxtEBooBvxBsejsaEBfbunrbGHtuIsEpzvBcxghab",19.9913,10.14,13,16,16,118,8.15,1
"10k","h",500,7,100000,1282570,"wIjagcvrlDjnbJsaEivjLJjyycucEBtdLBLyIpIDABEEnmlnKDpJGGIukywanqmeBAmBBsjGjoHcwxrAFAmGkdctvDsEyvAsaqqGwsAypBuxujvzvBcxgrag",25.7507,10.57,12,7,7,114,8.82,1
"100k","h",500,23,100000,1466718,"wujagcHxwJcqdImimKuJcjmyycuExaucvByBDJBdektptbBnBxkdLnppBswuceEyrwEJsJwLoIGrpFuqranBIpwdqsJEKrucClDjCDmcjLnExvtzvBcxgatG",106.369,10.4,13,11,11,120,8.39,1
"100k","h",500,36,100000,1562078,"wEjagcrIFhefdyBEmGjtpGfBpyycfuuvKxBEibrKxDuEAkdjrujFbofEyBsBGrapauBKnmbjHIKkccbKvqwGBAEvscfjimdGcqDiGawDGpKGkvczvBcxghaD",0,10.47,12,15,15,118,8.71,1
"10k","h",500,28,100000,136,"wzcagcvKuKLBeczawcCyKFlaycuopcuBavKqAboxrvBvwvaFswtplBBxrywcAjGDdBkywtLixrfybBFGwIwGvFsrAlBBBnBsBDjBdBkpnDurBBBzvyvvxgab",37.0026,10.17,21,10,10,117,10.08,1
"10k","h",500,0,100000,900292,"wajagcnrDAjsrtchbnJlkopEycGjLteEuxoasyyLvrJKjuLxvrnyrkavmscGsrfirarqqlzsbmyzIAaAojbvEsqhucoxEmzsctyCvpIuwbsmxkyzzBcvxgrJ",33.851,10.58,3,6,6,117,8.72,1
"10k","h",500,22,100000,1350031,"wzcagcIzBqEKeexqfrqDurErycubbrdExBpnjomjKmxjyKIFuBjcsbKcdBEGdfnaJmdrapbznkBIJElrlsjvudvzsyIfyjeemmjdplGiGrGtzhbzvBcxgCab",19.7357,10.38,8,17,17,120,8.06,1
"100k","h",500,34,100000,1414140,"wpjagcAecBocxIjvuDyfHvAoGlowwEHkjyEpDeznyEzAnjAEycucdoyAueBDajwuorsnnBApbAuaulsKBGrwKolcfHbBKDjqAIfmfvoxilDcoeGzvBcxgwFD",100.133,10.44,12,12,12,112,8.09,1
"100k","h",500,34,100000,1414140,"wzcagcJEcoIucvlcACvvDqcqDkJwzBmbDEecuqnkatskflFdycucmakdyouuoEBlLruaBAJpxBuayyyeEduIatCzBcnHbqDqKbaBEsupJvnofyuDzBcvxgab",0,10.63,14,9,9,118,8.83,1
"1000k","h",500,0,100000,1377345,"wBjagcGFxpnfBmvjysAqeynDxryxLtvmBAwDvibfyokzIlCsFrrjHDkfCsayjdqnLaarDawrkeBqciFGuszkdcjAwncaasnFnyJucsyusavmaaGzvBcxgKyo",0,10.61,11,10,10,117,8.29,1
"8k","h",500,3,100000,1442177,"wyjagciiaiEDGjCHaxrqxtHnyctrysByBuxBDJvLucLqBplDBEknJBqDuLfxraxpIDDEIplwBcAfsDrJBLooBuamAsodJjybcBoEeGluujBuxcCzvBcxgvqe",16.4962,10.46,21,9,9,118,8,1
"1000k","h",500,6,100000,1318313,"pwjagcyFohckEiJsoFitoptDDobpuwpfymBEfuonHpjuEfkGfoHnDrIBpakatdkAKmKnyEucnlqDBoywExumsaqerevzEqmipfpuDkzxjBadekpzvBcxgacE",191.071,10.11,10,12,12,119,8,1
"1000k","h",500,1,100000,1354658,"wDjagckpwmpFwmEuyccektcmnyuqscJrcucfAntEczHdwoaBcLpbnyjGqiHflFebyKEoiKvEyEiDmckIloDpGdvmatxmvEBykKdCpkdlbGrEfCqzvBcxgraG",191.667,10.52,8,13,13,119,8.1,1
"10k","h",500,46,100000,1448686,"wIjagceszxjnHsDzhGxJrbyfycuwucfyxFDEvlsKDfBBldodEtpqkEoBdmLBLwjyGBryaDtclaucmpnGmIBtfkyyxBIoDEnBnBGrcrLHIabEebrzvBcxglji",17.6879,10.62,15,13,13,120,8.2,1
"100k","h",500,18,100000,1388175,"ywjamxDKupfAEliikqfJubkbdrbJEkagcyueowrJAkbmyuDEuqrbawLuImnpKkdntaxecbBBcEkzcneHyJIbayLztjaydHnrslnoLjcBHwAxoKJzvBcxgKrn",0,10.15,6,15,15,117,8.01,1
"1000k","h",500,1,100000,1354658,"wDjagckpBmpFwmEuyccektcmnyuqscJrcuczAnGEczHdwodBxLpbqyjGtiHflFebyKEoiKkEyEiDmskIlobpGdvmatxmHEBykKxKrkolbGrEfCKzvBcxgLaG",191.265,10.39,7,14,14,119,8.03,1
"10k","h",500,29,100000,1289329,"wojagcoHEeLpEkbHDypFzKCvjzyopcubrADomyujuoyfriGHCrrrDEJCKuEDkFDIrEcpaEnnuHqacjpIAeqpwCLIByicHpDjdblnbdjtxduqjBczvBcxgHvu",20.124,10.21,13,10,10,118,8.26,1
"1000k","h",500,15,100000,2120527,"wGjagcJlivJffnycBbkJekuvfyuwfFucjoEoEcjDyayyfntdrsFpDDemLGsurABvBlatxBdbnFBBwwlBjnoxBBBoBBnpqJylyaBfLBBxBBFBzapzvvCvxgAk",96.8657,10.42,22,12,12,118,10.68,1
"10k","h",500,20,100000,1537124,"wzcagcElepIuefnqAxeFzrHoyJryoIuBucwEFDGtbGADuBlprjvEtrIbatEAocaLerLAfxtsKiukaacEElvxaoavEpGJbraimAslCpainJtdFdfGzvBcxgab",38.8389,10.46,6,12,12,115,8.18,1
"100k","h",100,20,100000,15,"wzcagcElepIuednqAieFzrHoyJryoIuBucwEFDGtbGADuBlprjvEtrIbatEAocaLtrLAfxtsKiutaacEElvxaoavEpGJvrarmAslCpainJtdFddGzvBcxgab",37.2988,10.53,6,11,11,115,8.33,1
"1000k","h",500,6,100000,1318313,"uwjagcekyvcdJqweIEnzDkmCvnfltDfzGIpiEujdBvDGcqirzEsuBrfctbcBDovDwjKKyDucAstGEBybBoumsadIJzxojkyhdBByvllueGDhbIzzvBcxgykH",188.87,10.58,16,12,12,119,8.43,1
"100k","h",200,17,100000,621478,"wbjagcnHkCdetwwaotfEqyEDycufowvwmnxIojuEeuxvBjpIkIyGyDvjewswrGLxpxooEcJLAIqbrsEmucamqsFadyKvIzDqrczsiootBpDKqmlzvBcxgatp",0.616872,10.19,8,11,11,119,8.53,1
"10k","h",500,32,100000,1377667,"wzcagcfeInfEmakaxsdyllycyDucpBusbqImuworovBIqmpsBGItymfpffarLanExmAqJaalbbrcurpibJCrxbrIojaCutBmfmvfqxvEdwbslEDkzBcvxgab",17.6617,10.32,9,11,11,119,8.21,1
"1000k","h",500,42,100000,1288834,"IwjagcEoyGparnJtcaJkslxbyuuopcABvxsAfkuoAwIoyErrEKFujciyEppadDbFmeiyIuIkEsvqqCvDdbxtElpyBAdvtcjajIGBcwCfHAkfeIuzvBcxgqbJ",193.189,10.54,8,9,9,115,8.79,1
"10k","h",500,35,100000,1528544,"wzjagcwewbHxejiGEqtccEufycujtdkAuIpmvmjBBmyLyoLzuEqBeBtacDDfBaqKvAsaDcjmalBndxfwedsmdwDIbqbEofJByKCKIfearfqAttizvBcxgiLe",16.516,10.34,13,22,22,117,8.06,1
"10k","h",200,34,100000,6,"wzcagcyjqJJrjzFuFfdLHjycxayeAuAuoBFFiqqGrlDGuaceavprDLualmyfImpsofrynijLKqGqpbmqlbHDqtCfJLzrpyeiJndDiuvJmAtjzvcqvBcoxgab",9.01399,10.26,7,14,14,117,10.13,1
"10k","h",500,42,100000,2155416,"wajagcDsDJrjkbELEDniyybLycuopcuqIiscrEstobyKxywIdoEftcuKfydcAosckvwyDFqGJKCDFclADxpsKmAoBuaCAalcDDaEDmLkpkBvEiupzBcvxgLw",43.445,10.36,14,12,12,116,8.49,1
"10k","h",100,32,100000,280002,"wzcagcAzclFAiutxbGpnizrDyceuDwuFoKhirljyFvuJLIeeucktDBnptqEBKyJmrrBFjAbGIfweoqFlByIusaruJDGLbacKAGDDtndznGbqrbnzvBcxgdab",0,10.19,11,12,12,116,8.01,1
"1000k","h",100,15,100000,296731,"wEjagclBqbvpeLACapxEaGGkAInyovnacHHcvuseuGAtduGAjfqIHAqkaDEwAilywosrxFJfBtnrsBkyBcxxEubuBorbEBpurAABBBmvBsorckmzvBcxgFBu",198.84,10.45,14,6,6,112,8.19,1
"100k","h",500,6,100000,1890563,"awjaxfgccAELtobharryshDcucurDqLqkajlnBdAGaBsvLrrApEjyudBvaooruIavBwqoHHlmHHpcalnEucBmwxxJvBclLDlBBEBqGfLBsadBruCzvBcxgLL",111.352,10.42,16,12,12,117,8.19,1
"10k","h",200,36,100000,675819,"wCjagcyCawbddEEpteiczyodtcjqnjAyAuEuasmraaisBdcEmxAIyvwnInixCfcDvBJliGJicBwlpxzJfrxJzhBvnkywFudyodjaiydLLqEDokfzvBcxgwFA",40.9351,10.5,10,13,13,116,8.12,1
"100k","h",500,16,100000,2053489,"wljagcxcqbxzAlfnpJzfpHoaycIBsaAuoDctccnEslExtywLcAfIAmpukoyuwLhsaBomcKysvGAodrBJbsBIBdBoFBmBEGpIBBCFJABBoqBfgvkzvxvgiFkr",2.58639,10.2,15,9,9,114,10.19,1
"1000k","h",500,42,100000,1288834,"BwjagcEwyJqcrnLtcGpnBqsLyuuopcAoxElfAkuoIyiytFmBJBHuqcCvAGpaicEqBBdIJamcEEDuqaKCsiCIoIyfsczadqssDKIBxiunzwvusuizvBcxgjfv",0,10.11,13,9,9,117,8.46,1
"100k","h",100,20,100000,15,"wHjagcewEEbwKprtjbJssInyyccoKfudurvlktfKDBBcrrBpntaEJvnqnABcwyrHIAEqBsncodnzJEfpIxrCAIJjpimDbGuwiAmCtFKgzxiLGBkrzvBcxgtK",45.4077,10.34,11,12,12,116,8.02,1
"100k","h",500,34,100000,1414140,"wzcagcJEzaIuKoEhKlbzDjzkmDJeakJbvEJnukuwFvhauGxbycucbfDGyDFuoEeyarktdcApIBuanjaIKKurKJolGtlwjpnGmtEBEtfxecDoqIobzBcvxgab",96.5106,10.41,8,11,11,119,8.15,1
"100k","h",500,6,100000,1890563,"qwjabxgcnCaqploFmeeybexqucursdfwabdEEajIFqKJmbGakdtoyurFDcEhburbfErcDzIjtfijcpbmEbcaJBuJpjdElpfucHEtfKxdaBceKxmkzvBcxgvq",96.4081,10.29,6,17,17,120,8,1
"1000k","h",200,21,100000,593299,"FwjaqfnFugckmkxltAfsxcCJfGyFycfyaBucuBrubBfoxyyjFeFAIKuDDyaytxGyrbjItorBmIjDItutxbJBwsrravecoJtcyDIqIxCBzHBpiJozvBcxgrie",196.292,10.11,14,9,9,118,8.14,1
"10k","h",200,47,100000,668763,"wzcagcHvbzFvshLhlLmnwchcBcdJiucAkrlLjeGeByrruqwIryuBBrdBBDbjmEBpBdxdwonEBftaEBrsJDEHiLAEyfqDIImdEpqybDnFcuBGlCmzvBcxglab",0,10.58,17,13,13,118,8.02,1
"1000k","h",500,0,100000,1377345,"wjafgcpcGaxwAxIyJiiJIFBzKwhHjCizqJyCtyGlafComakzlmpsyFjptyyAFhJccDsGknllBbAAGpbqjtunwvpCncdbkbklfyFucAyusajmauyzvBcxgrvH",0,10.31,8,5,5,115,8.29,1
"1000k","h",500,39,100000,1747467,"wojagcGjLqfqwKpmmJtzqftxDEjkwkqycfuDabEaJGEtchbeFGpayubGfEEujooduCEDjtxjwExzFjFpoFiopsarpAucDBDaDIyrctCwJowbmvxzxvBcgFHe",193,10.17,10,9,9,119,8.21,1
"8k","h",500,49,100000,1610461,"wBjagciLjrfqulpoxrrzItJyycqoLBuyauElcvafoyctrAlDmbnDmHaayEwlppvbodLbafwruBuclvcrEefraCnpwyxDnmrvyLLsHLxEbDkcCozvxBcgLueF",0,10.51,10,14,14,119,8.43,1
"1000k","h",500,6,100000,1318313,"rwjagcAjIFofECJDurtLlmosjlboDsjGqdtDIzoCbycBEadbfAHnerFbIDnJodkkbmtnyEucnxovaoyjEJumsabdrbGAGcrlpypwofElABaovEpzvBcxgrAw",193.295,10.43,9,9,9,115,8.03,1
"1000k","h",500,39,100000,1747467,"wGjagcAhttiGpwHlCEIKEuBaDzGnvacycdxwvDjDAKctcouGskLJyuoqcopuJobrbuLGlaaBpEoJeovjAJGbcbfEBLucKpGBBFarcHwkirmEdLszxvBcgyqB",192.877,10.37,11,11,11,117,8.08,1
"1000k","h",500,39,100000,1747467,"wGjagcqhGtuGCpClsEIyEBBtwzGnvsqycdqwvDqDfKwtcoGJsnlqyuoqaopuJobrblLGlmlupEsJeevpDJBbcLfEBLuckpGBnFarcHBqurwEjLszxvBcgyqp",194.932,10.39,12,10,10,120,8.03,1
"100k","h",500,36,100000,1562078,"wzcagcwiAEyJAzcujadbcDywGoycEuujwILCiwrbxpuBJAfEouoyevwFuEfdjHbpaABbsIjuwrIkauGnDssubjHfmutBvsJDuDCmrpqdcrHurnEzvBcxgBab",0,10.15,11,8,8,116,8.37,1
"100k","h",200,20,100000,803184,"wmjagcuwknwbuDswfyctJosyrBuupcurGAjBBywrmbfBwDjdkGIuwbJbEtBLfjIiwxfjmfBdatlomaEIjqBbKLqfxvEaeGkneAEBDsaKDtnoFpvzvvBcxgAf",2.91878,10.5,13,15,15,117,9.63,1
"8k","h",500,40,100000,1503529,"wsjagcmFvBtlAydryJuIwwIyoaoubaxmcKBsaxBoJHJlqIEElGEwJHdKcaauLuiELGiuAmrJkvKdbppcnImiIEjicnADjbHyeHcDwjrwdnvLKAlmzBcvxgej",0,10.45,6,13,13,116,8.47,1
"10k","h",200,37,100000,547074,"wjaugcInEHJrfuerojnFyFuBycucuBfmGoosrEcAftoBqCasLusAraLHEnotqmFsExEbJKiJLtbJHoGKfaekLItratptjvwJDCtEpakcdyktEyozvBcxgiEH",0,10.25,7,13,13,118,8.01,1
"10k","h",500,20,100000,1537124,"wHjagcenEEbwKprtjbHssInyyccoKfudurvlktfKDBBcrrBpntaEGvnqnfkcjyDHIAEqBsncodnzJEfpIxhLmIJjpimDbduwiAmCtFKgzxiLGBKrzvBcxgtK",40.6677,10.36,10,16,16,118,8.03,1
"100k","h",500,32,100000,1431827,"BwjagcEobexnAvvjtkuyFDcEycubJEujrpEBxtIqeeaInbKpnufozIrcaopfJnoybInGeyeijnzJiupLraydHEbJycEcdnLzzAzvFnALovmuGkkzvBcxgLFa",0,10.49,4,14,14,117,8.43,1
"10k","h",500,22,100000,1350031,"wnjagcozGklonjEIhxxdoqowcBjaoaCuJlJjDKdtjBBwycxyuurdKfqxBBJByooxfGrcaAxKoreDbFtEvobryijAcEKirELmEpCjodyeBovyjLczvBcxgnbm",22.8358,10.2,12,14,14,118,8.04,1
"100k","h",500,11,100000,1443558,"wjjagcucqBLxeekiebdfiywBycuuqoyEbjbaHaHAlyrEptviraqdtiymAIslGHyBrzqcqpdcJlywBcAkHpeqIdxEpxeceoourxxGEAfnvACxpjduzvBcxgdt",96.568,10.28,6,15,15,115,8.36,1
"10k","h",500,49,100000,1812747,"wwjagcsfCJLlnsyazHwKoEaqdrBmBcqAtvsHyEyctIKvGyudByuucvsoyDaBbBxpKAwAywckvjEqpxecEdnttacoGrIJxIJEjqraHbiFKjmpyfquJwzxBcvg",0,10.32,8,11,11,117,8.49,1
"100k","h",500,34,100000,1414140,"swjagcpohrDEqxJqAofHvfrrbcIpGELxkrlIhLjacAuvuDAJycucdoyIurudoEAycrfdyBwpGBuabGqCcmAzGlpyJqhjIobbDaEldBJjqeBubHwuzBcvxgay",0,10.62,9,10,10,115,8.32,1
"8k","h",500,21,100000,1551573,"wcjagcljABuzhomkakcfAfByycubDqurlpjBDuafovkAuGrEIwELCrGtacoxKuEyIbBnyJczeBcbCBbiFmCsuzDnnbCoEzDKgfdCcvKLpBfIEHiBzBcvxgFe",14.7464,10.35,18,13,13,117,8.54,1
"10k","h",500,42,100000,2155416,"wAjagcAhhqIKvccDmGozsyyEycuopcufbmBqrKKcwKypkyDwxaBGtcBEIyJxeEsrDIGmqAGkayuBlvsvBBpsJBaaEuaBcxyEvyosHdqKtpfKrwqjzBcvxgHy",0,10.61,12,10,10,117,8.63,1
"8k","h",100,3,100000,301518,"wEjawDgchyEycswpkltnroGGyDcuucftJbjmGdLwEKjentAwqEsmLGKhkamxnaEBnHaqjFaAIGkafkLvdqBtumytvGqEDeuyLKDjKBaeFljrcomzvBcxgBwF",51.6313,10.23,9,15,15,118,8.02,1
"100k","h",500,49,100000,1386641,"wzcagcyxLrdziEBprDcGdiCGdkdavwCycyBEuuEueFJssmsEttatyFbCpvucdIrzBbpJADmCxIEescpGArxJmjdLDbGkwwjzoLmuCGvtnvvjEBtLzBcvxgab",0,10.53,13,12,12,118,8.77,1
"10k","h",500,10,100000,1539309,"usABwJqwdHorcjoFsLslJsLyycuopcEypyJmLfsAsmEgcJvKIrEIysncrkxEBwDdpIsubtsayzjGDlmDjovyDCJqbbDsxJyjIsCzoeLEjpGzvkAzzBcvxgvg",41.0629,10.39,10,9,9,117,8.6,1
"1000k","h",500,12,100000,1633741,"wajagceLHzlEblIEHGAqdCAHycuKveurGppIbsualxBoycnAlbwHKEjicCCwKBGbiaxtupkHwrfAjvocmrFtIlmwEmJiEcKbuuoCnGzhKCuxBvmszvBcxgae",0,10.61,9,11,11,116,8.45,1
"10k","h",100,38,100000,330777,"wnzaLmpLuEhftgcvnkHvEcmyycuEuceoDcBJypwyIspAnoeeEJfBtazDtqlpIIhaLClljosrnrwkfICqemyutHlCorFKHuAiDcwpqAJAEnAourAwzvBcxgsb",0,10.32,9,11,11,114,8.21,1
"8k","h",500,3,100000,1442177,"wEjagcICfiEjptJvdbkqAlHnyctrospyBurBDjwLucpbLaIvBEenGbjxueferapAvDKEBDjBncfsDDJlGwfkBrdmJsAlJjsxccoqwGLkIsuuzCCzvBcxgfqe",0,10.53,15,15,15,117,8.08,1
"1000k","h",500,43,100000,1397508,"wjaigcnCbfiHorcJCzviALtyycuGrGFDsAdjmBForaFJvxsxGvLzkwnFmtEwpixtLlzxovbBHumLzsIxzibDqIxoHeiiyzhcnsccabCAKfCHvAFzvBcxgaks",96.9174,10.59,9,9,9,116,8.35,1
"1000k","h",500,38,100000,1526128,"wEjagcpCajApLtkkkdHpcnyBycuArbuBcpaBbqonAsdwysdaIuEkxGtnmrwfffytErBBtspJqBeeekJBnwuaIBdCssprdsotoJkBcrmlCdfGEwBzvBcxgxhj",0,10.32,14,14,14,117,8.02,1
"100k","h",500,9,100000,1441483,"whjagcszCzhvwfhpFuuIywDsycdxKouuctFFtdtFyFqnqnBwuyEDtnwJLrdKAjBteqJAcmapesalaGutabuGBvdkDHCIkkLBdJCCkelifFepzxEzvBcxgmyC",163.474,10.31,13,15,15,118,8.03,1
"10k","h",500,43,100000,1141400,"wzcagcwEjkyIrbbscqxGwkKtcyuuGuaBjjralbbkyCxazGjwHGDkGcEjClecaenxfnAwvvyHtEliEBDzJvDvbmwilqAwAfgiGanpHjbAAIjrxHvzvBcxgfab",12.736,10.62,8,6,6,115,8.88,1
"1000k","h",500,31,100000,1498152,"wsjagcIHcqHEIHxAkCJBnBcyycuBJourubBmjyJvcuGkuyretcEsIyllBwDGlBLAekGunuAEFploxmsABttcBvLvakbtawcubvbEDrEHuGxIjlmzvBcxgapE",388.304,10.57,12,4,4,116,8.15,1
