genome,scf,scf_no_int_bio
wcjagcDnhIalhDwsdmkrcfioeycqDyuuorBJckLytyApAsyjdtkanuDnaGmwfclEsEarBBBBBBBnaBBByBvlLfBBdBvBBBBBbEpBnKvBBBBvBkyzvvFvxgAq,17.950000,13.480000
wCjagctEcqHIdvxqpeJvErIuycucyuoBxrrmsEqrBvbDfGIKGmdmBKpeeEJlBBmmJDBBJBDwtoBnxBdBlIDcsBkxIGamEcBFBKruxbexvDpcwukzvvaxvgBF,17.900000,0.000000
wzcagcKtbzAyEnvJjAxyIGAtswIeGoahrfdcfndtIryBuquIaEdcILHBrGIBpesBEurBoBbAEBBBejBvKBBydDtwbxkJnsfBJqBBBJattouBqdIzvvfgxgab,18.030000,17.380000
qwjagcKeEEKvdjdanmKBBvsyJmbwyncAouGrbDyBoaJabcuurvGmaqKfpILdnEDufrBGuBEBBBvpdBwlBFBfBJeCBBBBBsEBBBBusaBduposBByzvvfvxghj,18.040000,17.780000
tylkcqtmnEswjabGttiqcyAyycufgcurbEqfBBplvDbxBKtALqoonxBrdjfBBKByAIfkBDBBLLGBDdBIlBEBuBKBBbbDBBBjlvvaBBBBBnoDxtEzvvvxDgkc,18.150000,17.380000
wzcagcntIjmDLhjJGmbEdzHrlkIqKvdnarnsnGwdqqiEfmGiczuGqhIJywsBGwrkntdbqcEEwJfuayIafuucdefBpBuBBBKADBkuBaGxrBBmKBBzvxvgrpab,18.130000,0.000000
wzcagcHCAoegcjmBBdqzvzryycuwrBuEIBFEIKxbijrvjvBGboByBBAopEvpumluuAvpfqEBbcDqlnbucBByBBsxBBxevBBbyBmyDBrkEvjHxozvvfcaxgab,18.050000,18.250000
wkjagchxxFECqJosrGyHGJCyycucucJccxABeBdowBBJBGDBBfquvpeoGEaBEBtniEbemvrBbBJBBtJyBkjBpLywBsDBtBmBBBxBypEBvBkkpACzvvvqxgmn,18.080000,17.540000
owjagcbLuEwahciHLemcanpEycyuomJyajsIucynyBEjuIJbuceeBnLDllIBEApoojjGFEoDaedfDqurbfyvsmBBBBBvxvBBABBBBBpBBsDBBBxzvvvaxghk,18.260000,17.350000
wJjagciAtGHIACJyBvDwvJGbGBrybunEajwmsboAxHyjyEkCuBcvLJpmfrjftywsvrBpBBsvurALCIEnBylIjlbvBBBxBBGLlBKBlBqBBdsBzqEzvvvixgii,18.120000,17.450000
wzcagcobGJEwcuvDdeucLLyycGuopcurjbBBpaxGAJDsmEuqyqDytvtrEuadyfscplqEJxLLkqlGnewiABtBaeBaqBorByBpLBqyvBKIBuBBKBDavzvvxgab,18.190000,0.000000
wyjagcekIvsbEbobCkLHIrpwycurAEucvbBssteGsfmIfiAaADdrjAwfJyoLtlJduyrtccesfLBGfBGBDBBBBEKHaBpKpBmBBxBJmEBBABvvmlLAvzvxvgnx,18.160000,18.060000
wLjagchqIoqxneycGEAvkbDFvGmmbDpyuufmcsflecyeHpsEucEtppquyskaysrALKtayEBymBBpuBeBtvrvvktBBBsBBEBFElBIBBqvyABbBoJzvvkvxgaB,18.140000,17.560000
JwjagcrovECkCkIpycbsHAwyrquIuccBpGEnIBrbwcAuArBwqBmaBBvBBBIBBmkBEBfKqoBBttvBBdbdBBBBwnEwwuBeBBnxbajnJBuBdiuopKKzvvvmxgtD,17.830000,17.450000
wzcagcsnucJyjKHwufGrqvvnyouExBujfoebajzBJFiBECBDwyvzkjvDuasLacprsBoEKhBeDucbLBoydyEBBBBIcypJBfDBBnvBBvEBBsBbBlBzvJvvxgab,18.260000,17.940000
wzcagcujbioGvtElIJApmaryyfuEvroAeEaAjlKcyuBLJxuedLoryEbmjyjBLjJevKmpAucwBvBBqBBBtBxBKBdBAaBaJBBJnBGtEupKKbnBfBBkozvvxgab,18.050000,17.860000
wzcagcBqzcAxAlIKAwwtalcIjjIDtvddGwKbodjzJcoELhjoAqHeoDucBiDbdmrfptAawjEExJrBnydqBuucBxpBwBnBEeBLBBBunaxwrBBBBBBzvxvgKAab,17.860000,0.000000
wyjagcekIvsxEbohCkrCIApwycurbEucvbjsstewsfmifckaADArjAjuJyeHxAJLlyrtccJnGBBxxBGBBBBBBEKilBpKjBxBBBBJmEbBBBvvBpIrvzvxvgnx,18.210000,17.460000
wmjagcqpzyoJdynyrdAxBFqDaxtHaqaznDFysrpbwDjcxwdsuqFresKJlklBldyuqABAFmfcoqsjBrjBAAtBCaEByajBBBvBBBbBBBBvFBBBBBjzvxvpvgzy,18.100000,0.000000
wzcaxJmqimCgcHxLtuawnwIttcxnivwpDHoJLzrdkuGEnxzbEtejLbeJywaILErnntBxwfEEoJrAayIfquucBlpBGBnBBbBBDkBufBBfrBqBBBBzvxvghDab,17.980000,0.000000
wDjagcaEvycnirowoyuxrJoyuEuopcurlBkvxFEpBqBBBnBBbqBEIBluoBJBBnLxoBbGBBnaGLBABuBIuBABByBjGBvExJLseoBpBbGFtiyElikzvAvvxgek,17.740000,17.700000
wzcagcJKBltJfcmcLJqfFyrLFLxIddyGGswkIuwpwAKsxDaFpIlntcIbfJdFLGxrayLuBuowmaiuuewKlHKaHcLtBEcnBrfBpBIBDfBBBBBFBBBzvvxvxgab,17.730000,17.730000
zwjagcsvHuyqefrdeolfaDedyfxopcuFrKDEuvJwByoaxjxdBEesdcEswyfIEBIbotjrBwBBfpBBBqBBmjcaBABAKBBDBEIwBGCBGvBBlidCoBBzvxvgtbgJ,17.790000,0.000000
hwjagcfkHnezovEIycdbLpjdByuKqwuJIoBJyfnJyktcJCtcdGaauEtLlpqrmBpoGBubGEbmpBBbEjesfvnBpyuyasBBGBqmrBBBpBBBBBBdGuIBfzvvxgya,17.750000,17.750000
wijagcuiKJnxfHJrveLEkibtvEvBlIIGabfywHxzLbidcbecKiokELymBysaofjrptufvuEdIexjwxrvsqoyuuxrBpvwBuBrBrBBBBBeBdyoBBBzvnvvxgBH,18.100000,17.680000
wijagccICooJkkzEvqIyycGcyouwbrdyeLBLJayuIoJmJbtyejsEmtscaaEptBrBEBBBBDuvodwBeubGbdLBBDajKCBByGKaoxBtBGBBwaBJaDzvvxgnrjjK,17.890000,17.790000
wrzaCEuqaAEctEaHsIgcGkzytcuopcyqEuudorGpqarFcouwBrBBmwlBvntBsBBfmjkJvsBJAsvDjxqqyvkBJEvJnvBBmBJyBByBBpeLBBydarDzvvLvxgob,17.840000,17.070000
wjabgczrrJivmtqqyfodEEavycuopaoJEmxEKDLaKevsonrpxIGLAryEBBLGBfeaDlmraybaBsnarjJpquroqtwBBBFyBlBlBJBBBqnxsfjBjIBzvvvwxgaq,18.160000,17.260000
wzjagchKeIEtzjAIuDosxytycuuopcBkJEykbLlGpxsCoJytnwKkoeeIyGvKprepurKBBByBwBxjEJehBBBBEBlaBexJvvBmqBbDBAKqBBbtaBlzvvvBxgGb,18.260000,17.870000
wjabgczrrJivmtqiyfodEEavycuopaoJEmxEKDLaKevsonrpxIGLAryEBBLGBfeaDlmraybaBsnarjJpquroqtwBBBFyBlBlBJBBBqnxsfjBjIBzvvvwxgaq,18.160000,17.260000
wzcagcoblyEwcuvaceubLLyycGuopcursbBBpaxGsJDwmEuqyqmyJvtrEumdyfscplqEcjLLkqlAnxGBABtBBeBaJBorBfBpLBeyvBBIBuBBKBCavzvvxgab,18.050000,0.000000
wpjagcjqlxcjEpjzBxEcIjujwxnxIdmycIGuKBrEKyufuemJarEBxpsucLflBBJBpadBBBBBqJBddfsjBBsBBuvpBJdABdcImmtqBBuBAbxmDcelvzvvxgGE,17.810000,0.000000
wzcagcnlLwApqlipaffHpjkboJzjbvKlinBwylbAyLkEJwftHjrcJAffywothErkntqbbAEEAJrlsysuyuucjEdBpBnBoBbAIBkuIFKDrBBBBBBzvxvgwwab,17.940000,0.000000
wzcagcrIBLCGilLDfKGosykspfpunelFeFFysauHlrivadKzxiycftinycwucrfucLrfmBdJFpDBImktjBvAbJAlrwGtukBBJBuBIyaBBDBlBBBzvvxgxmab,18.050000,17.960000
wfzagcJKctexuwkFuapDutnjtzAcjohDnmvFeuaLLDfikHzBkxycatDnycJucBBucBxqdsGJndBpBBDtBDvJBBBnBLrBLBBBBnFHqBFBkGBxJBjzvvxggyeb,18.220000,17.150000
wzcagcjCBeutEwiJmrpqyDaycvuJscoqyBkyGacjEvsmjcELqpcourBBBLBBoGBBLpBxAtEfAuvBBBcGuBJdBpouJBmpfGybqLBdfxyBBBBexBBzvxvgxIab,18.110000,0.000000
wzcagcALrlEnoapHymcHbpyJycuGKpucGcIaDcjKJwdadwKLlLJrGCaafyauJIbJtyrtrnBBxuBpBkBBxBbnacfeEjqEBBwBLBEcotkvBpBEBLBzvDvxvgab,17.890000,0.000000
wbjagcaaEAqvycbnucEyudaqvJuJEKywfbtrEvHAbepBnoJGIuLhoBKrjBBylpqyqEBpIeoGDGqjEBBtBpKcBqdksaffdBDBoBFBwyFBBlBBbBHzvvfvxgIb,17.740000,17.840000
wsjagccovEExuFfdBDyhdEcAycbuojlyBEsdsvpJBDooBuIBryqDGeCufBBuArdbByBpEcsjjKKBBBqpEFmeqyjjBpjmscBGJcbBnJucBBBBBBzvvfcaxgab,18.000000,17.160000
wCjagcDGLBCBEndKDjEkxzfuyctrqDoBvflykyDLaKIubaLfBbsmIIErBwfoevtBxjlBfBBBjknJLbGBsolbsGBEBunwvBekwfqvjBBlBoBduyczvxvgioqp,17.940000,0.000000
wnjagcaqwAvbvLsdxbcHxtjcxinJmqbDcezrtHEenqrGqIasnGaFdyucEEyLkEEwxLAjjyuucqcpBAqutBrBBByBBBBBxBxGoBBbBBBByBBiBBvzvvhvxgwq,17.770000,0.000000
twjagcrovECkCfIpycblEAsyrquIuccBpGEnIBrbwcAuArBwqBmaBBvBBBIBBmkBdBfKqoqBttvBBdbdBBBBwnEwwuBDBBnxbajnJBuBpixopKKzvvvmxgtD,17.960000,17.670000
wzcagcnlLwApqlipaffHmjkboJzjbvKlinBwylbAyLoEJwftHjrcJAffywothErkntqbbAEEAJrlsysuyuucjEdBpBnBoBbAIBkuIFKDrBBBBBBzvxvgwwab,17.940000,0.000000
wnjagcDkeIFCktyrpaeqfxndsyuFGlucAJkcBjoqyjyyqntIrfLulupJFuuucvBIBBBBoGyBIpkyFBBkpaBxBBBtqptAuBABDkkqLEKBBvBmpfxzvvxgkFol,17.910000,17.820000
wzcagcruebazutlEudotAopJycpopcyduIEwrfewruruwBLEBldvJcuInpuJBcrEBrasBBJdegbBdBBEBBKhtGBpKBBwBvvBBmLBABxBvGyBKCpzvvxgpxab,18.100000,17.630000
wajagcJxrqvDElqoiaJJypaiycuqucxBypBpvIxElutwrxbByBBBdqEyoBpknvABnApBDBBBBdyBJBubBBLBBkBAkBmBkIBBEdBaeaDqrAJtvizvvfcaxgab,17.870000,17.560000
wtjagcqoarDenuHcisBvolmFGBnlHruKHEycAcIvoeAIokfEuLnExAJrywxuLAvufBrtBDGnpucBfEvBFyfvxBABBuBEBBBBJKKxBBvBBvBEBrrzvvovxgdK,18.220000,17.790000
wLjagcLmvakepCkivoeamKiyycuIuioynvJInJLyLJJrDptdeEoKdJerBJjbcBBfwEbBBBBJBEsBBnxBEoBBBBLBLoBsBqIvmvGJfylBqBBvBLBzvvvfxgkn,18.080000,18.050000
wzcagcjDbpjEwdvzbhzGpxmycyuopcuceqlBEBGDAKHfnaEJyElytvtGIceuycsckBuBBepBBBKqnwqkABtrBBrBrwerLKjdBwakvBBBBBJBABBzvvvcxgab,18.100000,17.780000
wyjagcbFJajymjutdBdLkBLbycEcrjubabqDrEcyDekuwEJIebaEvucAeykvjEBjDBBpvsyBbEFpKutbrBBvyLLjllByBnDBsvBBBkBBBkvwbIpzvvvcxgfy,17.920000,17.590000
wzcagcBkCzcufDoJulbAyJjBycuopcoyayAGjuBoyokpfxmdscAEkvEGALDpEotArnBqGBlmDtBDAkIEIfpBBsBvBvBBbnBBusDBByoBxjeoBBDzvvyvxgab,18.190000,17.720000
wzcagcvxladyeqFvxofooaqJycucucsmynxoGvAdeGpatIlFpbxoaerwswauAfeArIBBBBFkJyjmpDFlBDBBBxtBDyBJwsBvoABBBIByBrerGBzvvfcaxgab,18.260000,17.670000
wmjagcmjcqpobyFyfdfzJhdbhBuwCiazuDFystebwDKGxIJsuqwremnJkkpBDdyudAoAFmfcKbsjeruBBAtBxboBKkjBBBvBLBIoBBBvFBBuBBIzvxvBvgxn,17.950000,0.000000
hwjagcfkHGezovEIycdbLpjdByuKqwuJIoBJyfnJyktcJCabaGaauEtLlpqrmBpoGBubGEbmpBBbEjesfvnBpyuyLsBBGBqmrBBBpBBBBBBdGuIBfzvvxgya,17.860000,17.930000
nwjagcrjvELBDjhaycBmEaIybKuGucyBpJEnDoIJqjAuGrBBDsJloBvBGBodlBBBbmBblfBuojvkBpkIBBwBGBEyJexGbBDdBujfoJBBjCBbCwAzvvvoxgKI,17.870000,17.340000
wzcaduogcHJcHEieJajyHcBfycuqucvocoycsmDrljpuvukGaInycfdeEatjdGjskpebctrLuBdwBvBEaEIBBBBBDBubpsBvEvBBHjHcxcBvyFzvvfcaxgab,18.080000,17.790000
wzcagcfubfAEDdvzkhzsnxhycyuopcucemkoEBGuAKdebmEqyEDytvtGucelycsccBdBBlpBBBKqnBqBAftdBJddIderLhxcBdjyvBqBBBJBABBzvvvBxgab,18.060000,17.890000
wkjagcovofsiEwfbydzCqJjpDpEcycbBpnAtIrKkGmkoqFyIGjEvuEucBpxBdnBBGFxEpnBoBteoBDBBrsBcEBBBBwmLBeylnBdjnBxmfvrJnBDzvvvLxgqq,18.210000,17.830000
wljagcnnbFoJAcsIybBEEhKjdGqdscuycGvxeeqLGLDLAAIBJqcGceucLuqBBaqjqruBfwBuocBBtDEBkGKDKwBBEpGBuclBBEvBbBBBsBBABBzvvfcaxgab,18.230000,17.730000
wzcagcwajHefdufCyBwycruyJouwGjucptdnearIxDcjupkBsdAoBExuBryBKwEjBJBIstqEjBKvIjtBmBBBkaBBskxumaBBDBfBKBBBBCwjBtEBvzvvxgab,18.220000,0.000000
zwjagcsvHuyqefrdeolfaDedyfxopcuFrKDEuvJwByoaxjxdBEnsdcEswyfIEBIbotjrBwBBfpBBBqBBmjcaBABAKBBDBEIwBGCBGvBBlidCoBBzvxvgtbgJ,17.750000,0.000000
wzcagcvxladyeqFvxofooaqJycucucsmynxoGvAdeGpatIlFpbxoaerwswauAfeArIBBBBFkJyjmpDFlBDwBBxtBDyBJwsBvoABBBIByBrerGBzvvfcaxgab,18.260000,17.380000
IwjagcIvrlicwpDAeiHzuhuoycucyEuGurxEpJfdtrBBBBBKnevBjLvBmBBvIwyDehdyBBuKBsBBIpBIBxGwEalBpFGBdLLmEBjBBmkAEBlDrIyzvvnvxglC,17.820000,3.360000
wGjagcAjshCdmpGbfoBtmBkuwHHLnzuycEJJKnovxreKfKGEuKAGbDbryeduwxvuKornBypIjbcuBBvBIBkJvLfGBuBEBBBBBLIGBsvBBvBEoBBzvvnvxgvp,18.110000,18.160000
wjaxEcGecqDrDgciBicrcLDcycFyewuuckyeBBvfbucajeeBvEJEjBEybjuoyLJJBnKKtrLltixpjoBBEArxtaocooIbucDmBfJBBBBBbBBBBBqzvvxgaBbi,18.270000,17.930000
wzcaIFEbkepKwcgckyrpdywIbouopuEpctreixLBsvuBstBErBvqfBxKyBpBBfBLplFDtEBBEBBBEpdqybKBmIBeloqfbcHjBeBEyexsszeDzFzvvxgzwbab,17.820000,17.970000
awjagcxxIdazBIaHuzDlGsjyycuourqyFfsltaxGcEJdmFyjBDvtGnwecfvworksxlFBqvlkmpwurBBxBfBnxBGABdBvBFGBKwBBlBwBBBpvBvFzvxvgtjve,18.190000,17.630000
wzcagcBBJulAuprAwnaCyxiiycuopcsynyjfGuBoyodpbxmcscmEGvjjIekpEotArIBqIsbBftBknqkElolBDwBvBvBBpBAKDLgBtyxlEsJoBBDzvvavxgab,18.200000,17.710000
wajagcCbaDdxwHsegyEDGDgcyuuFucmkwyqfvnGuEfdBFsKyBBBbvBvvDbvsEBEBarEaqGlqvbIEIJqaIcJtdjoixrBBBIBBBBBBmLrBqBBstDBzvvvyxgvL,18.200000,17.700000
wzjagcpHzCElsnwEzClrxHoLycfIyuxemAsqrKJjBBBJBpuaBftnraEdAfqBBweEouAyBkBtnBGuBBaBBqBABmnBdcmBEEBfJtBpCFrrjeCopiFzvDvvxgab,17.930000,17.930000
wrjagcmktkfvnmadmKrHwGByycurFBuBrybIfEjqmBIEBeokpmmJpEbAdtxEyvJrfoavtrBdtvpBoBBkBylbJEBBBwKsIBsjByBopBBGlJBCJeJzvvfgxgob,17.730000,17.340000
wDjagcclhcurIuyjueIrBvvEyfuFfGuiboyDujyDIEfKGJrjAJvGfyvumrIEewprsrJdBoBBAucyBlBBqBspBBwoBqBBBmBeJBvBAvEDBqyCEmdzvhvvxgJs,18.280000,17.400000
wJjagcKrdaHFrsFICqsqjJyJycuKFIlryDuxwKyscpAuLLlAnDyImsKjEmLyIfBGccFrBvJBtplGBkuBBBGFadBKGtuarpuBBBBFBjzaBHuolljzvxvgqjLg,17.980000,0.000000
wCjagctEcqHIdvDqpeJvEJIuycucyuoBxrrmsEorBvbpfoaKsmaoBKpeeEJyBBmjaDBBJBDBLoBnJBdBlIzDsBkxIIwmEcBFBKrexbexvdBcwLkzvvaxvgBF,17.840000,0.000000
wkjagchIxFECGGosbGyeGJCyycufucJccxABjBdowBBJBGDBBmqnvpeoGEaBEBtniEbemvrBbBBBBtByBkjBpLyGBwDBtBmBBBxBBpEBvBkkpACzvvvqxgmn,18.140000,17.820000
wzcagcainjLrGmyeJvyxKbIKycuALwlryKmJsAyscBDLpApwIbyrmsvcqmIIFaGwGaqrJvyBBpnKKoBurqBDFBoBDFBBybLkBioFtBJBzepywlyzvxvgnyab,18.210000,0.000000
wsjagcdKExDnaiissyLDEDxBycuFuclmIyIuvtKmEBxaaudyxcBBvBvvwbvsABEeorEIGJljvcwJLDDcoeGtLcJocrBBBLsBBLBBbBABBLBBDBBzvvvkxgKn,18.020000,17.340000
wzcagcujbioGvtEKcsApiarLyJuEvruAeELAtlkyyuBLfeueKcoryEwmjuIBajJdvKApAucwBvsByBxBnBxBnBDBdaBoBBBkbBGtEbplmlpBfeLyczvvxgab,18.180000,17.930000
wBjagcyqxkbfyEEJbaGafBjyycubdJucyBoBJlxBvqyFrwEADtcBfBBEvffxBBpsEABdsByKmnswsaLvBoBBuBIpeqBBDbBbfubKBuuByBrJrijzvvlvxgHj,17.960000,17.800000
wzjagccshcurIuyjueIrBvvEyfuFfquDboyDujyxIEfKKJHtAJvGwyvumrIEewprsrJJBoBBAuJBBlBBqDsGBBwoBqBBBtBeJBvBAvEABqyCEnBzvhvvxgws,17.950000,17.400000
wzcagcblumsEGJvzstzIEBmycyuopcucuAkBwBGuGedtbJEJyEbytvtLDcefycscbBeBwepBeBDqnxqBBbtdBvJBAierIKEdBBBBflBBfvFBwBBzvvvxxgab,18.220000,17.710000
wIjagcoJzKfoEDblIncElBofsneydBucyuuoyikqComjLHlGppulvxcAsIEGvaIvqufjDBfmbzDiybycwupcucBptvyBLFBBBBBBBEwBBBBBBBzvvfcaxgab,18.060000,17.600000
wwjagcfmvGieppjivoeaqydyycuIuioylvJcDJcyLJJrmptAeEjaAJerBJAbctBjBEbBBxBuBEsBBnxBEoBBBBLBLBBuBdbvmvqJljlBnBBvBLBzvvvfxgkF,18.090000,17.930000
jwjagcxFwtrByLxquciwakaIycuourqyLooDujfJrrKAcFyJDbFtInbfDwvIjrykyboIqvsDkpBurKBBqIBBxFBExBBqBIGAdBsKBBDBnBAFKvizvxvgIzys,18.210000,17.930000
twjagcruvECkBfIpycblEAwyrquIuccBpdEneBrbdcAuArBwqBmaBBvBBBIpBmkBdBwKqaBBttvBBdbdBBDBwnEwwuBwBBnxbaxnbBtBjixouKKzvvvmxgtD,17.820000,17.900000
xwjagcschHEeyrsxkuHaEDAyucuIoIEAeJKbfEkALtKLIwBmyfyscBspBonotculBjBsKFEBIBIBlxpBrBBBwBBfuBBpwDJKsJwBIBiJxfxtdLlzvvvxxgCC,17.790000,17.790000
