pop,repl,genome,scf
1,3,wAjagckdgCyoaoEjCArydajEycubAduycDDcxbnceqoflElcCqExnBbEpmereDbbluqunpcFsoqfjtwkaoywDFbBwAcqrtasbfjnylCBqAfvCrEzvBcxgsif,10.370000
1,3,wzjagchqwajAqjpzpsuyFucEycuBwvuycjvcwEqwDqolwllrtqkpnruEabbsftskDuqncpcsvstxdjdajuybqEqfepcErtalxfcdlAmdwmDdBaozvBcxgalc,10.570000
1,3,wzjagchqwajAqjpzpsuyFucEycuBwvuycjvcwEqwDmolwllrtqkpnruEabbsrtsrDuqncpcsvsnxdjdajuybqEqfepcErtalxfcdlAmdwmDdBaozvBcxgalc,10.030000
1,3,nbjagcsuiromCEmDbldzEbxyycudBruycoixAszhjCfrcnEecclawnBpcpABmuefxtnnjbknkbbpFBBxujyDosvpbxjbrtazsEmEprEDaBiuycozvBcxgrlC,0.000000
1,3,wbjagcvuzfzBwEmCBzzzxxEyycudEruycoiivozhpbxAacrccmFDdnrBcdAamnmoFbubdAjannBumBwkEDydosvpADjortaddEmCpBEDaBauyctzvBcxgmft,10.520000
1,3,wAjagcvmFboCqEcbcubiEmEyycudEruycAojqoziBjvmniuvvDFlismpctdsApbuFsvnEtkakkAuBBumlnydoExxAxvcrtaodEqFFfECqvEuponzvBcxgwiw,7.650000
1,3,wCjagcvuicAdnkcbskDiECEyycudEruysfoAqoziBjembnbjDDFlmmfpcwdEbububspnqtranpAuFBaplnydojxvwxBortaBdEcFwfEDxBEkpofzvBcxgwrc,10.170000
1,3,wtjagclulnEyoACBECfslyvBycuqodaycdiaojxrtqEkDmnwxqltxBbptnfjvomknwtwtjesjocwdcuvaqyFjEkaqcbErtaeypAoisyFAzjErtkzvBcxgadx,10.560000
1,3,wtjagclulnEyoACrECfslyvBycuqoduycdiaioxrtqEdDmnwxqBtmBfptnfjvocknwbftjeswocwdcuvcfyFjEbaqcbErtaendAcisyzAzjlrtkzvBcxgadx,10.350000
1,3,zwjagcCrybarbkkjqkdnqnyyaxuvBDuycecvouCFaqnEmnzarqbCarwpcjovdultlwDqjkAwmxfdkafEBcyAjqoopEeortaEkswfybbspBaADaazvBcxgogA,7.420000
1,3,zwjagcCrybErbkkjqDdnqnyyaxuvBDuycjcvooCFaqnimnztrqbCarwpcjovbulukwDqjAAumxfdkafEBcyAjqoopEaortaEkswvybbsbBaADaazvBcxgogA,7.390000
1,3,zwjagcarybErbkklqkdnqnyyaxuvBDuycjcvooCFaqnExnzarqbCarwpcjovdulukwDdjkAumxfdkafEBdyAjqoopEaortaEkswfybjspBaADaazvBcxgogA,10.480000
1,3,wmjagcdboxvbztFaoEBlzEyycbuejDuycbdeaxqkaqEEdrjABqAEtbEpaFqanajmBveBxcvtqBekoEwEcoyqjBdxoDDFrtauunzjmtzoFBBmpomzvBcxglsw,10.440000
1,3,wmjagcdboxlbztFaoEBlzEyycbuejDuycbdeaxqkaqEEdrjABqAEtbEpaFqanajmBveBxcvtqBekoEwEcoyqjBdxoDDFrtpuunzjmtzmFBBmpomzvBcxglsw,10.420000
1,3,wyjagcxzaBcDlyvDCbsCDpyycjupaquycadvbobAkqElpcawhqlCnatpcbaBkpbdAjnnxdjjxBuEuEawcbyEwAsaxfFfrtarEBaAtxcpmzDwqqozvBcxgasz,10.440000
1,3,wkjagcuehnvByasutyfmreDyrcuweAuycEmaFoozlcjfdqbqqaBlabntEdBmkEsakDsmpprfqlByBksAjwyodEBElaDqrtaqDxejssiktbxqubjzvBcxgzft,10.400000
1,3,whjagcuaonouyaBulyBwrfByrcuqjDuycEDlaooklbjxeqdqtaDBAjnxECiDejCsuDnmcprulaByDBsAxDyopEBEpaDqrtatsmdptnnoCoBqpAvzvBcxgagm,10.380000
1,3,wDjagouooncyyasukuBtBAmyrcuqdBuyaEiqFioxotstAqbqdaleajndECBDjEtruDvevpruodByqksAawyooEBEjsDqrtaskBksoxorAylBDlnzvBcxgErt,0.000000
1,3,wjjagceyfhxzBanudBbfwFsyrcurDbuycEAvxooCCkdtuqaqaadawtnCDlfCwErtuCxlBpruoloyBBEfEjyosBcEpjofrtakdvtwsrEbnkwssqszvBcxghfi,7.350000
1,3,EwjagcjsbqDDjCrjrvsyfrxyycuvrjuyadBcbEopEousjruADqvlzdDfDktehBkjxnqicpcktxlqfdkfjcywjFwklBxErtacvEpCpmxtcavzsrBzvBcxgejA,10.650000
1,3,EwjagcCskcrnnhhcBnvyfmAyycurdquyaAvccEopEoAAeCbmmqfizEtfdntrhBAuobqrspcvdksqfDDbjcywjxwtajxErtaCqsizzmmkcplocolzvBcxgukx,5.220000
1,3,EwjagcjrkrrinAccursyfuxyycurdruyaBdccEoiEovkltbfjqfCznbfudtehwphobqpfpcddkqmqjwdopywjxwqajesrtacpqDfnmdatcsEctuzvBcxgeoc,10.330000
1,3,DqjEgcbDacvfntbFDvcapmxyycurxruycAitDEovEodpeBksnqbiixEAawdoassEbtqccpcxvFtkaanbvcyBAefmaAEErtaytAknEzejmmvakEnzvBcxgEzl,0.000000
1,3,DwjagcbotczcptbcDrckucuyycuDbAuycqbccEowEojBeFDEjqbiwBemaodojzjEBvqccpcqvFDxdqnvjcyBqealaAbErtayzEktBEosqilqubwzvBcxgody,7.400000
1,3,wDjagckkpCyillEjcAuydaAEycubAduycDDrxEbcjqodlbscvqDfnubEkvectfzbljqulpcomsqsjtwvaaywDFbawjcqrtascijdqlxBayoiCrEzvBcxgsrf,10.080000
1,3,wAjagckjpCyoazEjcArydawEycuDvduycDDcAqncbqofoElcjqEfsBbEpcereDbblDqlnpcFsoqEjtwkaoywDFbawccqrtasbfanBlstfvfyCrEzvBcxgsif,7.490000
1,3,wbjagcsuiromCEmDbldzEbxyycudBruycoixAsghjCfrcnEecclawnBpcpABmuefxtnnjbknkbbpFBBxujyDosvpbxjbrtazsEmEprEDaBiuycozvBcxgrlC,0.000000
1,3,wijagcsAhaqmbEfecAxzEiEyycuBeruycoixqozhbuwAnireBctarnkpcdABnuefxDukdAkDAbjpFAwkaEydosvpAxjortazuEmyfxkBaxiuycvzvBcxgihC,10.430000
1,3,wAjagcdirbzCqEcycubrEmoyycudEruycAoaqoDsBjvmburvkDFjxnrpctxkAxDuFswnEteakpAcBnumlnydojxdAxocrtaodEyFkkECxvoupqtzvlcxgwrw,7.530000
1,3,wAjagcdurbzCqEcbcubrEmoyycudEquycAoaqoDsBjvmburvkDFjxnrpctxkAxDuFswnEteakpAcBnumlnydojxdAxocrtaodEyFkkECxvoupqtzvBcxgwrw,7.720000
1,3,wAjagczurjzCqEcbcubrEmoyycudEruycAojqoDsBjvmburvkDFDxnrpctxqAxDuFswnEteakpAcBnumlnydojxdAxocrtaodEyFkkECxvoupqtzvBcxgwrw,7.430000
1,3,wCjagcvuicAdnEcbskDiECEyycudEruycfoEqoziBjembnbjkDFlmerpcwdEbabubspnqtranpAuFBaplnydvjxFwxBortaBdEcFwfEDxBEupofzvBcxgwrc,7.440000
1,4,wDjagczeBntyxDAznkzbcybxycuxuceanvyuleDuvEyrvvEfDtrfaDBuBoBEBBbBdBFmbejBoBBDBBBEaBBBmBBsBBBybBbBBbeqEBmuvkByaeCCvBvvgiae,5.190000
1,4,kwjagcDcwAwlfAFynrzAEyBxycueucuabvybqBeuvayrvvfEdtrlBualBfBuApaBwAFBBBbBBpABxBBEBBAoBeamBBBeeBsmanmdoBcxvupsuaBBvchvgnlh,0.000000
1,4,fwjagckfoipfFrlxqDzkByBxycubucqxEvykpuuavmyrvvDfdtryBsanBBBEmelBfBoBFeftBBbBBBBEEBBlBmxlsBndaxsdaaebwccmvpBxkABbvBvvgexB,4.140000
1,4,fwjagckfsipfFrlxqDzkByBDycuAucqxEvyspBdavmyrvvDfdtryBsanBBBEoolBfBoBFeftBBEBBBBExBBlBmxlsBndamsdaaebsccmvpBxkABbvBvvgeoB,4.090000
1,4,AwjagcrnsmxoAoiwofzaByBxycuAucutEvykEleavlyrvvEfitryBsktBpBEcEFdbBFBBtDtvBbBBBBEEBocBtaBsBbmamFmasmBwsbxvpBqyBBBvsvvgyjD,5.770000
1,4,fwjagcrtsmxoAoiwofzaByBxycuAucutEvykEleavlyrvvEfitryBsktBpBEcEFubBFBBeDtvBbBBBBEEBocBtaBsBbmamnmasmBwsbxvpBqyBBBvsvvgyjB,5.690000
1,4,wojagckDskmawdtyCozBBybxycurucneBvysbdnDvayrvvEqatrdBdpBBmBEByBxbEFBBxxneyaBBFamfeABBqBefcBdFusEABbABBpovwoxBpxlvyvvFgjA,4.220000
1,4,wxjagcourwkutuyflBzzuByBycuxuccCavynafbdvEyjvvEDatccBByqcBpEbBBsafBBBcenBBbBBBBcevFBmabraBgaBxkycnvlrFwptkekhAvmFAxbmdew,0.000000
1,4,wxjagcopuwkwtsffuBzzuByBycuxuccCavynafbhvEyrvvEDatccBBBqDBpEbBBsafBBBclnBBbBBBBcewFBmaAraBgaBykynhvlnebpkkefhevFqAgkmClz,3.450000
1,4,wrjagcojunCsleAbrwzBBByxycubucmfovytbebmvEyrvvEDbtryaotBBBBEmhBBqnDkABBmEBBBBBmfsyxdamstwBfBBBBDBBwnBonlvetmBFmavsvvBlqg,0.000000
1,4,wCjagcniunlsdeAbrwzByByxycuducnfovyfqBbmvEyrvvADbtrrakpBssaltBBBuuDBsBBnEBBBBBmqsyxdalstBBoBfBuDwBwnBmnlvBtyBxmavsvvspxg,2.820000
1,4,wCjagcctrjBwcpAbswzByBixycuBuclfovynEBbBvEyrvvEqbtlrrfpBcBBEBBpBylaBoBBbsBBBBBytBkddnmsbDBoDFBDFBBwnBBtlvectBymlvtvvwDqg,2.700000
1,4,wnjagcyttqdzwwCbnweiyehxycuBucbpsvypEBbmvEyrvvEDbtrkaofBpBBEaBuBetABBuiaEBBBBBayByaBxmsBuBsBxBeABBwBubclvezBBFuavtvvDmqg,0.000000
1,4,wmjagcqzkEweciyrAwcpyebqycuqucppxvyhEabbvEyrvvbebtrAAolBskBeayABEcaBsBybEBBpByfddluBobuqbBpBBBoDqBBotxwmvacByppavcvvBldg,0.000000
1,4,wijagctsxrjaodlvvjuvztysycurucByBbnpEeFkEdouvBBBtirBEfksBdBkBBwsBxtmBBFBBvBjBBBmBxCBodBEysdBayEBDrtbryzwCafcgwvzvbvvxgFk,18.160000
1,4,wajagctdBcwnodxvvAxvmtyxycurucByBbnpEDnpddouvBBBtxrBEfkuBdBABBsqBptmDBtBBvBjBBBnBABBldBEysdpayEBDotbiyzbCalcAwvzvcvvxgFk,18.320000
1,4,wyjahcorbDccEFeklwizsjzyycubuDqruvtqyBpyvEorvvdpatccBbBBoDBbyBfnaqBmtBEfkdBerqkpkbpwnaaBBBxsgmFgwxuorrytbbAEbebbAEBaFgid,0.000000
1,4,wrjagcBpzsjzBabibbouCjzyycubucpAnvdcyyxbvEBrvvEtatcflnpBbuBsBdfauBBlxBBBBBBfcbealaBkoafuBBxBBBxgehqvEfhiDpqFbopdvoAppzka,3.600000
1,4,wrjagcBxtajCkabibwofCjzyycubucpbbvdcyyxbvEBrvvEtatcblnpBBuBsBdfaeBBlvBBBBBBfcdAaluBkoafcBBxBBBcgrobvEfhompqfwCpdkrAeezka,4.240000
1,4,wrjagcBxtajCkabibwofCjzyycubucpbbvdcyyxbvEBrvvEtatcblnpBBuBsBdfaeBBlxBBBBBBfcdAaluBkoafcBBxBBBcgrzbvEfhompqfwCtdkrAeezka,3.590000
1,4,wqjagcfxtpbCdfbzbxouCjzyycubucpbxvapyyxbvEBrvvEtatcBBxpBBbBqBffamBBlpBBBcBBfcbAaeuBkoafdBBcwBBcgmhwFdfhiAbqadjqdcmfepzkl,3.250000
1,4,wljagcrzeFlutBDsuxzFDyBFycuxucxxBvyDbDevvEyrvvEwdtrfazDBBBqxBBbmxBlAeAfBBcBsBsBEBBBBFocsBxeyBukAxBbmwBocvlsopBByvBvvgayl,2.740000
1,4,wljagcrlpFmDxBasuxzFDyBdycuxuaxmBvyDbkemvEyrvvEfdtrfazDBBBqxBBbmxBbAeAfBBcByBDBEBtBBwocsBxByBAbAxBbmDBobvaxBDBByvBvvgayl,4.000000
1,4,wqjagcphwpbsufjazizbcybxycuBmccwDvyAllDpvmyrvvEfotrfaiBuBosDBBbAABumxBfBBBBBBBBEaBBfuBBBBBqdbBfBBbenEwycvkliudCCvBvvgAbi,2.620000
1,4,wzjagcpswpbsufjazizbcybxycuBucdwDvyAllDpvlyrvvFfotrfaiBuBosDBBbAABFmxBxBBBBBBBBEaBuauBBBBBqkbBfBBbenEsycvkxiudCCvnvvgAbi,4.330000
1,4,wDjagczeChtyxFAzkhzbcybxycuxuceanvyuleDuvEyrvvEfDtrfaDBfBoBEBBbBdBFmbejBoBBBBBBEaBBBBBBsBBfybBbBBbeAEBmuvkBibdCCvBvvgiaE,4.070000
1,4,fwjagckfoipfFrlxqDzkByBxycuAucqxEvykpxuavmyrvvDfdtryBsanBBBEoeuBfBoBFeftBBbBBBBEEBBlBmxlsBndaxxdaaebwccmvpBxkABbvBvvgexc,4.170000
1,4,wkjagckDskdawdtkBhzfBybxycurucpeFvysAdDDvEyrvvEqatrsBdpocBBsBuBobBbBBxkneFaBxdaEteABBBBpbcBtnuFEpBboBBDlvwfyBpqlvyvvBgkq,2.750000
1,4,wkjagckDskmwwdtkBhzBBybxycurucBewvysAdDDvEyrvvEqatrsBdpocBBlBalobBFekxknejaBBDaEteABBBBpfcBtnFyEuBbdBBpqvwfyepqlvyvvBgkB,2.700000
1,4,wkjagcsDskmahdtrBhzBBdbxycurucBeBvysbdaDvEyrvvEDatrdBdtBBBBEBuBobBFBByxneDaBBDaEteABBBBBDcBmnusEuBboBbpovwocBpxlvyvvBgkl,4.670000
1,4,wxjagcopawkCtdqflBDzdByCycuxuccCavynafbhvEyrvvEDatclBBBlDBpEBBBqafBBBBlBBBbBBukpwcFBmlbraBgxBykynCDCyFbCvkryhlhzgFgvgnot,3.020000
1,4,wfjagcfuonlCtCqzCwzBwryxycuxucoaavylaebjvEyrvvEDbtrBBBbBBBynbcAiaBBBBBdboBbpBBADylFBqBbraggwwbyrupDepiBmvnciyvnyibvyEwjo,2.900000
1,4,wfjagccuonlCtCpxClzBxryxycuxucoaavylaebjvEyrvvEDbtrBBBbuBByEbcBbkBBBBBdbBBbpBBkDylFcFBbraAgwwbarupjrpiBBvncCjdnyBbEyEfjo,2.470000
1,4,wCjagcctrjBwcpAbswzryBixycuBuclfovynEBbBvEyrvvEqbtlrrfpBcBBEBBpBylaBoBBbsBBBBBytBkddnmsbDBoDFBDFBBwnBBtlvectBymlvtvvwDqg,2.700000
1,4,wCjagcrtrjBwcpAbswzkyBixycuBuclfovynDBbBvEyrvvEqbtrrrfpBcBBEBBpBylaBoBBbsBBBBBytBkddaFsbDBoDFBDFBBwnBBElvectBymlvtvvwDqg,3.300000
1,4,wCjagccDrjfwcpwbsAzByBixycuBucxfFvynEBDBvoyrvvEqbtrraepBcBBdBBkBylaBoBBbEBBBBBytekodamsbDBorBkDFBswnBBktvectByClvtvvwDqg,2.790000
1,4,wzjagcxddtEjiiujruzpyxoAycuxucowyvyEEFbavcyrveEebtrsBwkBfxBEaBAmnlaBEBBbBBfByBffBlBBfbxqAvnanxbDBcuqBuamvkwBoFCavtvvBgDA,2.620000
1,4,wcjagcqzAyBeczAwAwxcymcxycuqucopxvydEkmAvEyrvvEebtpxAolBBkBBkBABElaBkpBbEBBnBBfdaoqBnbuqmyAaBBbokBlotxAkvaqByFCavovvBAtg,4.000000
1,4,wqjagcqzkEteciyrAwcpyebqycuqucppxvypEabbvEyrvvqebtrAkolBskBeayABElaBqBybEBBbByfddluBDbuqmBpBBBoDqBxotxwmvacByyCavcvvBlCg,3.810000
1,4,wzcagcydsuEkypBvvfzvqytyycubucbeBkDdEmlpeqbuvBsatArBABkBmEbFyBmBxDtnbyyBuvBooBtBlwBBpboqBuaEbnbBuBBednBrretEywvzvmvvxgab,18.200000
1,4,wzcagcEaaAaDDvEidfzqAcAyycuburBElADnetfpvBduvkBBtorBpdnByEbuEBBmBwBvBwxBkvalaBBFBDBDfjoBopuBuBsBBmBBquBsdexkefvzvlvvxgab,18.740000
1,4,wzcagcEaaAaDevEidfzqeyAyycuburvElyDnetfpvBduvkBBtorBpdnByEbuEBBmBwBvBvxBjvalaBBFBDBDfjoBBpuBuBBBBmBBquBsdexkefEzvCvvxgab,18.290000
1,4,wcjagcrCfjccEFnprpmCdtzyycubuDerdvbqykpyvEBrvvcpatcbBbBBAnBBBBABaqmxtBmskwgBrvfpdbiFBqavBuBCtqbgzjykAddydfsBFFzAhzplFgxr,2.810000
1,4,wcjagcrCfjccEFnpBpmCzjzyycubuDerdvbqyBpyvEBrvvccatccBbBBAnBBBBABaqmxtBmgkgairqfpdbtFnqaBBBBCtqbgzjygAddudfsBFFzAhvwlFghr,2.730000
1,4,wrjagcBpzsjzBabibbouCjzyycubucpAnvdcyyxbvEBrvvEtatcflnCBbuBsBdfauBBlxBBBBBBfcbealaBmoafuBBxBBBxgehqvEfhiDpqFbopdvoAppzka,3.080000
1,4,wrjagcBpzsECkabibbouCjzyycubucpAnvdcyyxbvEBrvvEtatcflnpBbuBsBdfauBBlxBBBBBBfcbealxBkoafuBBxBBBcgehqvEfhiDpqfwopdkrAepzka,2.100000
1,4,wyjagcksdjcwAFbxlwoBsEzyycubucbDmvttyyxovEBrvvEtatcffqBBBouqBcyBuBBnABBeabxfcAwmBmsBoaDABBBcBtBgzsCfufcxwEjcmhpkuqvtBuym,3.980000
1,4,wpjagcfpsjcyEFbprtoksszyycubucbDxvxpyyxBvEArvvEtatcberBBBnBtBBwomBBcxBBeabBfpquBBmsBwaDyBBBBBBsgFhpFbhoqzBuDuzalDzbElunF,3.310000
1,4,wpjagcfpyjcyEFbprtocsszyycubucbDxvxpyyxBvEArvvEtatcberBBBnBtBBwomBBcxBBeabBfpquBBmsBwaDyBBBBBBsgFhpFbhoqzBuDuzalDzbElunF,3.380000
1,4,wpjagcrDwFbCjBxszxzbbyBdycuxuceBBvyxakspvEyrvvEqxtreDBDBDBdcBBembBcAebuBBBBywBBEBBBBmocsBAbpBBdyxxbAwBfBvlsboctBvBvvgryz,4.100000
1,4,wljagcrDiFbCjBxszxzbbyBdycuxuceBBvyxakspvEyrvfEqxtrewBDBDBdcBBemABcAmbfBBBBywBBEBBBBqocsBAbpBBdyxxAAwBxBClsaocABvBvvgryz,1.960000
1,4,wBjagczwwlbssbjzzizblybxycuoucdwDvyAllDpvlyrvvEfotrfaDsuBokDBBbAABFmuBfoBBBBBBBEaBBauBBBBBddbmlBBbenEwycvkxquaCCvBvvglbi,2.750000
1,4,wpjagczsfobshfjzsozbcybwycuwucdabvyhxeDpvlyrvvoaotrfaDBuBmsEEBbAyoFmueqBBBBBBBBEaBBawBBBBBqyEBbBBbesEeycvkxkupCCvxvvgfai,0.000000
1,4,wnjagczwytxsufAzzjzukywxycuwucdaxvyulepmvEyrvvEfDtrfapBoBosEBBbBBBFmDemBBBBBBBBEaBBawBDBBBqwbBqBBbeqEwycvisiaDDCvBvvgEat,4.250000
1,4,wDjagczeChtyxmAznhzbcybxycuxuceanvyuueDuvEyrvvEfDtrfaDBuBoBEBBbBdBFmbejBoBBBBBBEaBBBBBBsBBfybBbBBbeAEBmuvkBibdCCvBvvgiaE,5.050000
1,4,wDjagcxeDhtyxmAznhzbcybxycuxuceanvyullfuvEyrvvEfDtrfaDBuByBEBtbBdBFmqejBmBBBBBBEaBBBBBBsBBBybBbBBbeAEBmuvkBiglCuvBbvgwag,3.610000
1,4,kwjagcDcwAwlfAFynrzAEyBxycueucuabvybqBeuvayrvvfEdtrlBualBfBuApaBBAFBBBbBBpABxBBEBBAoBeamBBBeeBsmanmdoBcxvupsuaBBvcvvgnlh,4.170000
1,4,wkjagckDskdwwdtkBhzfBybxycurucpeFvysAdDDvEyrvvEqatrsBdpocBBsBuBobBbBBxkneFaBxdaEteABBBBpbcBtnuyEpBboBBDlvwfyBpqlvyvvBgkq,4.410000
1,4,wkjagcqDskmwwdtkBhzBBybxycurucBewvysAdDDvEyrvvEqatrsBdpocBBlBulobBFBAxknejaBBDfEteABBBBpfcBtnAyEuBbdBBpqvwfyepqlvyvvBgkB,4.060000
1,4,wxjagcopawkCtdqflBDzdByxycAxuccCavynafbhvEyrvvEDatclBBBlDBpEBBBqafBoBBlBBBbBBukpwcFBmlbraBgxBykynCDCyFbCvkryhlhzgFgvgnot,4.000000
1,4,wxjagcourwkutuyflBzzuByBycuxuccCavynafbdvEyrvvEDatccBByqcBpEbBBsafBBBcenBBbBBBBcevFBmabraBgaBxkycnvlrFwptkekhAvmFAxbmdew,3.470000
1,4,wxjagcourwkutuqflBzzuByBycuxuccCavynafbdvEyrvvEDatccBByqcBpEbBBsafBBBcfnBBbBBBBcevFDmabraBgaBxkynnvlrFwptkekhAvwFAxbmdew,3.550000
1,4,wujagczsiicfnpzwmkzzzyAxycurucansvytdfbCvAyrvvEDatrBBBBBBBpEqkBsaBBBBBdaBBcBBBEwytFBwBtraBgklqAwwxACnwpjwcDCpDBjkuqkBnos,3.240000
1,4,wujagczsiicfnpzwmkzzzyAxycurucansvytdfbCvAyrvvEDatrBBBBBBBpEkkBsaBBBBBdaBBbBgBEwytFBwBtraBgklqAwwxACnwpjwcDCpDBjkulkBnos,4.030000
1,4,wujagczspibfzpzwmkzyzyAxycuxucamsvytdfbCvAyrvvEDatrkBBBfBBpEqfBsaBBBBBdaBBdBBBEwyAFBwBtraBgklFqwwmDCnwpAsdDCpDBCmAqkgnzs,3.440000
1,4,wujagczspibfzpzwmkzyzyAxycuxucamsvytdfbCvAyrvvEDatrkBBBfBBpEqwBsaBBBBBdaBBdBBBEwyAFBwBtraBgklFqwwmDCnwpAsdDCpDBCmAqkgnzs,3.400000
1,4,wfjagclwonlDtCqxruzBAtyxycuwucoaavylyebEvEyrvvEDDtrBBBbBBFyEBBBsBBBBwBdwBBbABBBdysFBqBblaAgiabwjupjrpihBvnynysbyEuvlbnjo,2.800000
1,4,wfjagclwonlqtCqxruzBAtyxycuwucoaavylaebEvEyrvvEDDtrBBBbBBFtEBBBsBBBBwBdtBBbABBBdysFBqBbaaAgiaFajupjrpihovlyAysbyEuvlbnjo,2.260000
1,4,wfjagclwonlhtCqxruzBAtyxycuwucoaavylaebzvEyrvvEDDtrBBBbBBmyEBBBsBBBBwBdtBBbABBBdysfBqBbraAgiaFajupjrpihBvnynysbyEuvlbnjo,2.390000
1,4,wfjagclmEnlCtCqzCwzBwryxycuxucoaavylaebjvEyrvvEDbtrBBBbBBBynbcEmaBBBBBdboBbpBBADylFBqBbraggwwbyrupDepiBmvnciyvnyBbvyEwjo,1.890000
1,4,wfjagcfuonlCtCqzCwzBwryxycuxucoaavylaebjvEyrvvEDbtrBBBbBBBynbcEmaBBBBBdboBbpBBADylFBqBbraggwwbyrupDepiBmvnciyvnyibvyEwjo,3.440000
1,4,wbjagcxzuoBeqiBrAnzpywoxycuxucowqvywEDFAvwyrvvEeotrbBolBsxBEbBAuwlwBDBBoEBmBBBfqBldBfeoqBBpkBBbDBBwpBFBlvcxBDECavxvvygBy,2.670000
1,4,wljagctjuhBeifDdAszpywoxycuxucowsvysEaDAvEyrvvEebtckBolmdcBEaxABflaBkBBbEBfBBndqBldBfbkcxBnaBBbDBbBpBxdsvcxByFeevtvvBgDg,4.080000
1,4,wqjagcqzzEteciyrnwbpyewxycuuucpsxvypEsbbvEyrvvqebtrxAolBsBBedBABvlamsBybEBBbnyfddldBDuuqmBpBBBoDqBxotxxsvauBnDCavcBvBlCg,2.680000
1,4,wqjagcDzkEteciyrAwcpyebqycuqucppxvypEabbvEyrvvqebtrAAolBskBeayABElaBsBybEBBbByfddluBDbuqbBpBBBsDqBxotxwmvacByyCavcvvBlCg,3.770000
1,4,wzcagcyxAjEDbyrvvrrvADcyycubucyEBbDmEklpeyluvBsatdrBdAkffddxtBsBBpumbByBuvByBejmpsBxptoEAlDuBBeBuBBddnrekjqcylvzvmvvxgab,18.480000
1,4,wzcagcEaaAldeDEzdfzyecAyycuburvElADnetfpvBduvkBbtorBpdnByEbuEBBmBwBvBwxBjvtlfBBFBbBDfjoBBpuBukBbBmBBquBsdexkefvzvBvvxgab,17.940000
1,4,wijagctskrwaodlvvjuvztysycurucByBbnpEeFkEdobvBBBtirBEfksBdBkBBwsBxtmBBFBBvBjBBBEBxBBodBEEsdBayEBDrtbryzwCafcgovzvbvvxgFk,10.990000
1,4,wyjagctrbcccEFeplwizsjzyycubuDAruvbqyBpyvEorvvdpatccBbBBoDBbyufnaqBmbBEdEdBerqkpkbpwnaaBBBxsgmFgwxuorrytcbAhbebFhEBaFgid,2.670000
1,4,wyjagctrfDccEFepuiiisjzyycubudqruvbqyBqyvEorvvdcatccBbBBoaBbyBfnaqBltmEfkdBerqkpkbpwnaaBBBxsgmugwxycyAytcbeEbeubhEBaFgid,3.960000
1,4,wrjagcBpjsjCkDbibbouCjzyycubucpAnvdcyyxbvEBrvvEtatcflnkBbuBsBdfauBBlxCBBBBBfcbzalaBkoafuBBxBBBcgehqvEfhiDpqfwopdkrAepzka,4.100000
1,4,wrjagcBxtajCkabibwofCjzyycubucpbbvBcyyxbvEBrvvEtatcblnpBBuBsBdfaeBslxBBBBBBfcdealuBdoafcBBxBBBcgrobvEfhompqfwCpdkrAeezka,3.530000
1,4,wqjagcfxtpbCdabzbxouCjzyycubucpbxvapyyxbvEBrvvEtatcBBxpBBbBqBffamBBlpBBBcBBftbAaeuBkoafdBBcoBBcgmhvFdfhDAbqadjqdcmfepzkl,3.580000
1,4,wqjagcfxtrwCdupzbrouCuAyycubucpbxvdpyyxqvEBrvvEtatcbBxsBBbBcBpfawBfBpBBBkBBfcgAAluBpoafuBBxoBBcgrhcesfjnACqadxqdcmfeyzkf,2.480000
1,4,wqjagcfxtrwCdupzbrouCuzyycubucpbxvdpyyxqvEBrvvEtatcbBxsBBbBcBAfawBfBpBBBkBBfcgAAluBpoafuBBxoBBcgrhcesfjnACqadxqdemfeyzkf,3.470000
1,4,wqjagcfxqrbzduDzbEouCjzyycubucpbxvdpyyxqvEBrvvEtatcbBxsBBbBqBBfawBfdpBBBkBBfcgigluBkoafuBBxoBBcgrhcesBhiACqadwqdcmfevzkl,2.560000
1,4,wpjagcfpsbcyEFbprtsqsszyycubucbDxvepyyxBvEArvvEtatcberBBBnBtBBwomBBcxBBegbBfpquBBmsBwaDyBBBcBBsgkhpzDhgqdyuDuxalDbbElunF,3.630000
1,4,wpjagcfpsjcyEFbkrtoqsizyycubucbDxvepyyxBvEArvvEtatcberBBBnBtBBwomBBoxBBeabBfpquBBmsBwaDyBuBcBBsgFhpFbhaqzyupuzalDzbAlunF,3.560000
1,4,wmjagcmDwFsCjxxszxebbyBcycuxuceeBvyadkspvEyrvvwqxtrewBfBDBdcBBeCABcAeBfBBBBydBBEBBBBqocsBAbcBBdoxBpAnBxBvlsmocAyvDvvgryc,2.770000
1,4,wBjagczwwlbssbjzzizblybxycuoucdwDvyAllDpvlyrvvEfotrfaDsuBokDBBbAABFmuBfoBBBBBBBEaBBauBBBBBddbelBBbenEwycvkxquaCCvBvvglbi,2.790000
1,4,wqjagcpsvpbsufjCzizbcybxycuBucuwDvyAllDpvlyrvvEfotrfaiBuBosDBBbAABFmxBxBBBBBBBBEaBBauBBBBBqkbBfDBbenEsycvkxiudCCvnvvgAbi,0.000000
1,4,wDjagczeBnpyxDjznkzbcybxycuxuceanvyuleDuvEyrvvEfDtrfaDBuBoBEBBbBdBFmbejBoBBBBBBEaBBBBBBcBBBybBbBBbeqEBmuvkByaeCCvBvvgiae,5.310000
