"res_ab","mut","pop","repl","upd","nbits","geno","fit","scf","msg","reg","sense","n_null","del_msg_scf","peak"
"10k","l",200,4,100000,738310,"wzcagclAsIEsBrdInEdkzJiyycuoGfuvBxAKhBedAGrvBEBBDIBvBqwvBvDKBuGBvBBocBAvAByvBBjBBBBpABBqucBEqABBeBxBBtJBBBBBBBwzvvKaxgab",14.0119,15.42,38,9,9,113,15.63,2
"8k","l",500,34,100000,1828520,"wzcagcoxKdEKoDJfjHqjHDiyycuopcuybBjJABEBBABIAnwjdywmwsxoAGBvvEDoqyuDqGqABrByqjEJpBfylLBpBaAuBuaJBubrBBBBBBBBycyzvvyaxgab",0,15.26,25,7,7,114,15.06,2
"1000k","l",200,23,100000,744258,"wzcagcAdadEAEEBcssAmEDAyycuopcuBaADBaAdBaBarGBLBBBGDBBrrBBBygcBBBDpBBBBEsBfvyFBBBBBBBBBtBrBBByBBBBBBBBvBBmBBBwxzvvuaxgab",0,15.39,52,5,5,114,14.99,2
"100k","l",200,16,100000,724550,"wzjagcjzrrEvvcluaizarwtyycuopcuBbKABrBBBivBKBBBwBBBoBBBBBBBmaBBIBBBBBBBBqIBBBBABBBBBBBBByBBbwBBBBBEvEBBBdBBBBBEzvvhaxgab",0,15.4,57,3,3,118,15.45,2
"8k","l",200,21,100000,755011,"wzcagcAAncElAzbrmpCAABvyycuopcuyyuAGLKBBBovAyLrurBBEBByaBlBBEvIpsblBvxckdaAmBBAytpoKABIAoABwuArBoBDBBBBBBBBBBBEzvvmaxgab",0,15.36,31,5,5,107,15.47,2
"1000k","l",500,35,100000,1861799,"wzcagcvHjmEAkfLxkjzcmrEyycurJjuoKrBBBBBBBABBAEBBkBbBBBBBvBdBBBBBAABBBDBbBBpBBBABBBBBEDBBAucBByBBBBvBBBBBBvBBoBBzvviaxgab",12.5357,15.37,57,4,4,113,15.33,2
"10k","l",200,15,100000,760569,"wzcagcwHsBEelGGqpuuvrycyucuopcurKBvEByysBryyBBuBDwBBBkBuBsBGDAsEpBApsfqAurABLxoBynGBBBvBEBpsBBBsmvBBqAIDyBsiyjAzvvdaxgab",24.4118,15.34,30,5,5,114,15.25,2
"1000k","l",500,2,100000,1850526,"wzjagcybEjEtrCwpBkBuklbyycuopcuyzIrvBAxBBjyBKtBBaABKBarBBDBBBBBBBBBBvBBBBBBEBBBBysBBABBBBBBBBBykBBBBBBvvBBBBEBBzvvnaxgab",0,15.37,57,2,2,117,15.26,2
"100k","l",500,33,100000,1738073,"wzcagcdrJcEvrLJylnlIBCKyycuopcuycAfrBBBbvBtdbBBkBBBxJBpBBmBIjBEoBEBBBBBBvBBBBkByBBBBAtBodEytvrpsBrBBByBbBBBBBBBzvvsaxgab",0,15.27,45,6,6,118,15.12,2
"100k","l",500,43,100000,1655908,"wzcagccyoxrcAttzmAIsszBypcudvAucBBBJBBoEBBBBBmBBBBBBBBsBBfgsjBmBBqBvGBvBBBslBJBtBEBBlBBBuxdfBvsjuBbBkBBxokBqaBBzvvvaxgab",48.8874,15.34,45,4,4,117,14.98,2
"1000k","l",500,19,100000,1860586,"wLjagcsGplEtLnCvoGupbpiyycuoucBBBBvBBBBDBBsBBBBBBEBBBBBvvBBBBBBvBBBBBBBBEBEBBBBBBBBBvvBBBBBvBBBBBBByclpyztAuzvdavfcaxgab",36.3551,15.41,59,4,4,119,15.62,2
"1000k","l",200,37,100000,714887,"wzcagcatbCEmfEvmmEAyBwobycueucdBlBBBxvBBBBBdBBBBnBBsBBvBBBBBBBBBBBBvBBBBEBABBFBBvBBBeoBBBBBBvBABBEBvvBBBBBBmBulzvvehxgab",35.7045,15.26,60,6,6,117,15.7,2
"100k","l",500,49,100000,1780362,"wzjagcjoHlFuCCHpuFkoyFbGycuxucLoBFAkkDBJLybmvxGyGDBBABnBBAvtDmafrBBByDBBpwBBGwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvsaxgab",135.105,15.34,47,4,4,117,15.12,2
"8k","l",500,20,100000,1750881,"wzcagcocmaEvdDqErBmsAbqyycuoucByDadyAAumDscBBkkxuEvBBLqnaBBAebvpBEvGqecDpBBBABvtaBfBBBBBBBtBqBLorBJpBBBuBByylkBzvvBcxgab",30.0493,15.41,35,7,7,115,13.55,2
"100k","l",500,11,100000,1837998,"wzcagctaBaEuBrnqncrcljDyycuopcucdaaBBfBBEByBBBBBpvvaBBBBBBsBDJBBBBIBBjBBqABBBBBBBytAyBBBEBtcBBBBBEBBBBBBBBBBBBBzvvoaxgab",41.4967,15.32,58,2,2,118,15.23,2
"100k","l",500,42,100000,1728782,"wzcagcjzxEEvoACCArDAJeLyycuoprurdBEBdfwBByBBEBBBBBBBAmBpBBBBBBsyBBfnrfwoBBvvBDBoBBAyIAGptABDnrBBBBBBBBBBvBBBjBBzvvhaxgab",50.331,15.41,49,7,7,113,15.04,2
"8k","l",500,47,100000,1793562,"wzcagcelEwEAaGGBowGrckzyycuoLcuqryBBtfvwuDnpjeABIsABwrbucdKeIBBEcyxlEBvkBKqAJsryBpBurBBBBByGAauBKueBuBBzBBBtaBBzvvDaxgab",12.8762,15.39,27,10,10,115,13.39,2
"100k","l",500,33,100000,1738073,"wzcagcdrpoEvrxJyBmlIBCpyycuopcuyciArBoebvBtBBBBkBBBxJBBBBBBIcBEbBEBBBBBBvBBBxkByBBABAtBobEytvrpsorBBBBBABBBBBBBzvvsaxgab",45.748,15.31,46,2,2,116,15.35,2
"8k","l",100,25,100000,398634,"wzcagcaAHHEHBtxjuJGxafjyycuopcucBBvDByBxBBBBqEBAxBBBBBfBBBboBAuEllevIDBABbuytByAAAxtKqBnBjaAmrbyBlBBDjBAqyBBBEBzvvraxgab",20.9196,15.41,35,4,4,111,15.15,2
"100k","l",500,49,100000,1780362,"wzjagcjuHlFuCCHpuFkoyFbGycuxucLoBFAkkDBJLybmvxGyGDBBAznBBAvtDmafrBBByDBBpwBBGwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvsaxgab",17.5965,15.34,46,4,4,117,15.44,2
"10k","l",500,20,100000,1768332,"wzcagcEACDEacGALuedltupyycuoucqysBxAbputxjByvqADjIJuvdfADfBAKIABALudGnaAArfALfBGyBbnkslpBBBqBwABurBBBEBBEBBBBBBzvvuaxgab",24.5892,15.27,26,12,12,108,15.13,2
"100k","l",500,10,100000,1874657,"wzcagcBmnCEEJvoIiybIyqKDycuopcudbvBBdBBwABBBBrBBABBBBBBBvBwyBBBBBBAJBBABBdlBBByBBBABBBBBBBJtrBBBBvBBBEBBBBBBBBEzvvoaxgab",37.4384,15.26,59,4,4,115,15.43,2
"100k","l",500,32,100000,1858530,"wzcagcunJBEDwlCbaAGBtaLyycuoucByBjABBBmBoBABBbxsABEBBBpyqIuBvmsBBvJGBrBBBBBBBBBBpBBBBBBsIBBBBBoEBBBBycEdcyvjpvyzvvmaxgab",69.6087,15.41,46,2,2,116,15.36,2
"100k","l",500,20,100000,1875942,"wzcagcscIwEqayevACqroJfyycuopcuycLGGobrBytIfAoGdbbytcBjBByEBBBEBBbBpoBEoBsryBBFBBBBBBJBBBBBBBvBBBsEBBBBBpyBvBBBzvvycxgab",76.1045,15.35,40,5,5,118,15.21,2
"100k","l",500,42,100000,1728782,"wzcagcjzxEEvoACCArDAJeLyycuopburuBEBdBwBByBBEBBBBBBBAmBpBBBBBBsyBIfnrfwoBBvvBDBoBBAyIAGptABDnrBBBBBBBBBBvBBBnBBzvvhaxgab",0,15.32,49,5,5,113,15.1,2
"1000k","l",500,41,100000,1756402,"wzcagcpADAEcyrbjbDoxLeAyquuopcuyyBBuBvBByABBBABBABJBBBuBBBBBuBaBwABavjBBBaBEBrBBBBBBxBBEAEBBBBBBvqBBBBBBBvBBBBDzvvnaxgab",49.9694,15.44,55,2,2,112,15.18,2
"1000k","l",500,36,100000,1751571,"wzcagckGwsElCmuImuKmAlayycuoucyyBBABAcBAGBEndBnmAKItccABvBpuBaBBvBaIBrBBBBBBBBBBBBBBBBpBBBBBBBBBBBBEBEBBBsBByBBzvvlaxgab",196.249,15.32,50,3,3,114,15.1,2
"100k","l",500,34,100000,1818214,"wzcagcKsIbEamHvilvoCAvIyycuopcuycIqGEaxvjaBaookaedAAjqxdrBoyBEtrBBBBBBcytaBBBtBBBBBBBBBsBBBBBsrBjBBBBwEBByBBBBBzvvuaxgab",45.3846,15.41,39,4,4,117,15.3,2
"8k","l",500,23,100000,1887761,"whjagcskuHElsBcIbAxqjEvyycuoJLuEcBaLIejBaxBrEcfLLByjByBtnvrBpsaurIcqyKBpBBvBBBmaBsBJxBjctDBBLBAsyqtBBBAwcBBBcvlzvvtaxgaq",28.5437,15.41,27,8,8,117,15.21,2
"8k","l",200,32,100000,748148,"wzcagcvLwIEAwAsECAEAmyAAycuopvuocBaKBaxJAAyrCBBrAwAxJcAcyjoICvBAlBGuBdJBBpBtBBBABzvAGIrKAhlfbJJqsnqDAmsEhsbKztuzvvnaxgab",5.04471,15.45,18,6,6,104,15.47,2
"8k","l",500,23,100000,1887761,"wzjagcnksHEJfIcIDmxImEvyycuoJbuEcBBbIDjBaGBrEnaAuByBByBtnvrBpsaujdoqyKcpBBvBdbmjBsoJALucBLBBABABpqBBBpyrcBBBcvuzvvyaxgal",8.2126,15.36,26,6,6,116,15.3,2
"100k","l",500,34,100000,1818214,"wzcagcKsAbEqmHviAvuCAvIyycuopcuycIAGEaxvjaBaeopaedAAAexcrBoyBEtrBBBBBBBytaBBBtBABBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvhaxgab",49.0756,15.39,41,5,5,112,15.3,2
"100k","l",500,11,100000,1837998,"wzcagctalaEufrnpncrcljDyycuopcucdaaBJfBBEByBBBBBpvvLkBBBBBsBDJBBBBIbBABBBABBBBBBBytoyBBBEBtcBBBBBEBBBBBBBBBBBBBzvvoaxgab",44.3249,15.39,54,4,4,118,15.26,2
"100k","l",500,10,100000,1874657,"wzcagcBmnyEEJvqIiybIyqKDycuopcudbvBBdBBwABBBBrBBABBBBBBBvBwyBBBBBBoJBBABBdlBBByBBBABBBBBBBJtrBBBBvBBBEBBBBBBBBEzvvoaxgab",37.2058,15.26,58,4,4,116,15.43,2
"100k","l",500,43,100000,1655908,"wzcagccyoxrcAttwmAIsszBypcudvAucBBBJBBoEBBBBBmBBBBBBBBsBBfgsjBBBBqBvGBvBBBslBmBtBEBBBBBBuxdfBvojuBbBkBBxokBqaBBzvvvaxgab",51.9071,15.43,47,4,4,117,14.98,2
"100k","l",500,9,100000,1703459,"wzcagcHpukEmbbwmyvAIlCqyycuopcBypsuGdBvyuABKvybacAajqJDBAucBpbJLsBBBBBucBBBBEEdcBBBBBBBGBoBBBBBBbBBBBBEBBBBBvLBzvvhaxgab",37.3195,15.42,41,5,5,116,15.48,2
"8k","l",500,8,100000,1609981,"wzcagcioopEiyEjbyzzucIzoybnyucuuaEBvorBBpaGBxBBBAGAtaFrxcBBBEaDrAAyuamEBxBxaqlyunmBmfscsuBpdBqsaluIvxuIBBBBIBaJzvvBcxgab",13.9354,15.29,22,2,2,116,13.91,2
"1000k","l",100,43,100000,361674,"wzcagcjlcbEGKAqzxHeDCtnyycuopcucGEBBABBBypkDABvccBEBAqBBBBBBBbBttBBBBdcBybavaBBwtAfroBpBAdyBtBABBBBKBBBBBBfBBEBzvvlaxgab",35.1616,15.32,43,7,7,113,15.25,2
"1000k","l",200,46,100000,755102,"wzcagcBkblEAscdmAuGnjvysyucopcuDcyccIADbjjokaKqArdcudouGjAlcrBBBBBBBBBBBBvBBBEBBBBBABvBBBEBBBBBBBBvBBBBBBBEBBBBzvvoaxgab",52.6134,15.39,46,4,4,114,15.91,2
"10k","l",500,20,100000,1768332,"wzcagcEAzbEpeccaDaJlpCpyycuoucqypBkIbputxBByvqADIIJuvLBADGBjBjAJABuIwAaAArfAeeBByBfDIIlpKBjABAdBurBBBEBBEBBBBBBzvvDaxgab",24.6887,15.3,30,8,8,109,13.26,2
"10k","l",500,47,100000,1996145,"wzcagcduArqGyrtIjjrBABIyycuopcurjByBBBayttrBEBFwtBfjBlbefwBbGtEDbEwJmpLuaosjJoaEybBJvABIBsABEvAAcxoABrBpucBBBBBzvvlcxgab",26.4643,15.4,23,5,5,113,15.27,2
"100k","l",500,43,100000,1655908,"wzcagcIyoxrcAttzmAIsBzBypcudvAucBBBJBBoEBBBBBmBBBBBBBBsBBfgsjBBBBqBvGBvBBBslBmBtBEBBlBBBDwdeBvsjuBbBkBBxokBmaBBzvvvaxgab",51.6686,15.33,48,4,4,117,15.05,2
"100k","l",500,47,100000,1610389,"wzcagcpurAEbcKljvDAuvfByycuopcuBartBBKBEKBysBdcBBEBBKABqBmvLBLpybtrrBBByBBBIBBBBByBBBBBEBBBBsBBBBBnBBBBBBBpBBbvzvvyaxgab",0,15.28,49,8,8,117,15.41,2
"8k","l",500,24,100000,1762775,"wzcagcyqsGEEuGvIkjmayyoJycujJruBBxqrjayuDLsxyEKsBfBffdoBBABBBGLBjlBuBqdxBqbqdBpuBLvaBJBEAvaBucByBvByBBBBBBoBBIBzvvkaxgab",4.24939,15.28,31,10,10,118,15.37,2
"100k","l",500,33,100000,1738073,"wzcagcdrJoEvrLJyAnlIBqKyycuopcuycAfrBBBbvBtBbBBkBBBxJBpBBmBIeBEbBEBBBBBBvBBBBkByBBABAtBodEytvrpsBrBBByBbBBBBBBBzvvsaxgab",46.6027,15.32,44,6,6,116,15.14,2
"100k","l",200,21,100000,749462,"wnzagcfKxAECnBABAjCaAAAyycuopcucEBBIsBnaBBBBABBBBBBBqeBBBAuBfByBBEBBpBBBBIAABBBqBBsABBByBBBtBryBvBBBBBBvBBArrEBzvvkaxgab",38.7925,15.4,53,4,4,108,14.97,2
"1000k","l",100,21,100000,367004,"wzcagccyrAEvDAukvxDuKKLyycuopcuyBpBqAkBBvvIBkBBBJBBBsBAvBuLAByuEBwxjvLdBqAwvvAAuBrBBBbvIByBBBEBvBBBBEBBBBBBBBBIzvvyaxgab",39.3008,15.3,40,6,6,112,15.82,2
"10k","l",500,20,100000,1768332,"wzcagcEAzbEpeccajaJlpCpyycuoucqypBkIbputxBByvqADIIJuvLBADGBjBjAJABuIwAaAArfAefBByBfDIIlpKBjABAdBurBBBEBBEBBBBBBzvvDaxgab",26.3208,15.3,29,8,8,109,13.32,2
"100k","l",500,34,100000,1818214,"wzcagcKsAbEammviAvoCAvIyycuopcuycIqGEaxvjaBaooAaedAAAqxdrBoyBEtrBBBBBBByyaBBBtBABBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvuaxgab",49.2623,15.26,41,4,4,112,15.3,2
"8k","l",500,34,100000,1828520,"wzjagcoxuaEitaDImbkkHAdyycuopcuypnBJABEbBuGGmnAfDywmAsAojwBvvEooqyuDqIqAfrBBqjEJpBdyBBBpBaAuAuaDBuprABBBBtBaBayzvvyaxgap",23.5066,15.38,22,4,4,111,15.01,2
"8k","l",500,24,100000,1762775,"wzcagcxbIGEEujvIwjnBuyJJycujJruBBxqrjayuDLsxyEKsBfxffdoBBABBBGLBjlBuBqdkBqbkdBpuBLvaBDBEAvwJucBBBvByBBBBBBoBBwBzvvkaxgab",7.97109,15.39,32,10,10,118,15.33,2
"1000k","l",500,41,100000,1756402,"wzcagcpADAEcyrbxbDmxLaAyouuopauyyBBuBvqByABBBABBABJBBBuBBBBBuBaBwABavqBBBaBEBrBBBBBBBBBEBEBBBBBBvxBByBBGovBBBBkzvvnaxgab",0,15.32,52,1,1,113,15.27,2
"10k","l",200,46,100000,752849,"wzcagcxcAtEjAaCfHywAHmlyycuqucByALdByGuAufBBaBrBBEBAlufvAEBEwBDcpwBBButeAAvBrBBBqvBBBByBAaBBBlBsBBeBvABBDBBDobAzvvmaxgab",30.7411,15.32,37,7,7,108,15.31,2
"10k","l",500,1,100000,1753715,"wzcagcCciCEBqdvCHAGuxBoyycucaBuryyaaBksfBBBbBujvEpuGyBuAAbBuceBBdkIneBIAmDABpBApxbBoABABjfButBBrEBBBBEBBBjBBBBBzvvBaxgab",15.2297,15.36,38,6,6,112,13.25,2
"1000k","l",500,42,100000,1838674,"wzcagcAixwEroozvAAAcCwvyycuopcuycjLisaaqLfLaAfEcAfJcwGArEByBBBBBBIBBJJBBrBBBBtcyBBBBBsBBBBBBBBBBBBBBBBEyBBBBBBBzvvoaxgab",7.70854,15.33,44,6,6,113,15.21,2
"8k","l",500,47,100000,1793562,"wzcagcIlEuEAaGIBBwArckzyycuoLzuqryBBwfvwuAnpjeABIsABwrbucdKeIBBEcyxlEBvkBKqAJsryBpBurBBBBByGAauBKucBfBrBBBBsaBBzvvmaxgab",15.4549,15.29,26,9,9,113,15.2,2
"100k","l",500,44,100000,1718078,"wfjagcAnqvlIvGnvvKvlqbCyycuopcuBIBAbrBkyBBBAABwBBBBBBnyBoBBybBABBBvtBaBaErEvfBBEBBBBBBBABBBBBEByBBBBBBBBvBmBABBzvvpaxgab",40.5915,15.39,50,3,3,113,15.63,2
"100k","l",500,49,100000,1780362,"wtjagcjiHlFuCCHpuFkyyFbGycuxucLoBFGkkDBJLybmvxGyGbBBABnBBAvtDmaBrBBByDBBpwBwDwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvHaxgab",134.509,15.44,47,3,3,118,15.12,2
"1000k","l",500,39,100000,1978235,"wojagcuiIEEvvtGvfnbAvviyycuopDuyaboBacwyucABBoBjBBbuymdcBIABdBsLGytbJuBBswwBBJpswpcEJjbtcvBBBBBBBBBBBBBBBBBBBBBzvvvxggaF",77.1986,15.35,35,4,4,117,14.72,2
"1000k","l",500,35,100000,1861799,"wzcagcvrjqEAkfyxqAzcmBEyycurJjuoBrBBBBBBBABKAEBBBBABBBBBvByBBBBBAABBIBBbBBpBBBbBBBBBEwBBAucBByBBBBvBBBBBBvBBoBBzvviaxgab",43.875,15.43,57,2,2,112,15.3,2
"8k","l",500,24,100000,1762775,"wzcagcyqsGEEuGvIkjnayyoJycujJruBBxqrjayuDLsxyEKsBfBffdoBBABBBGLBjlBuBqdxBqbadBpuBLvaBDBEAvaBucByBvByBBBBBBoBBwBzvvkaxgab",8.15487,15.28,32,10,10,118,15.37,2
"8k","l",500,11,100000,1898437,"wJjagcanbaEbtzufvehDhyDxucuopcByDemJBAwKycbuDBjBaIrfEBBBuAAarfADqBBBBpBBubEJspwdIBuBuEwrBABBBBLBBBBBkBBBKBpBBvBzvvtaxgaL",12.0105,15.31,37,10,10,115,15.31,2
"1000k","l",500,19,100000,1860586,"wLjagcsGpkEtLnCvGGupbpiyycuoucBBBBvBBBBBBBABzBBBBEBBBBBvvBBBBBBvBBBBBBBBEBEBBBBBBBBBvvBBBBBvBBBBBBByclpyztAuzvdavfcaxgab",0,15.45,58,4,4,118,15.66,2
"10k","l",200,3,100000,779623,"wzcagcjlqHEzAwphbCAatBxyycuopcuyLABDbAwdAIuAIbEjxAAAAuGAAqyuAArvxADcvoFIAyAvKuqrsAqGJGEAwGAvoBmGbErBBBBBBBEBAcBzvvsaxgab",17.2633,15.28,15,3,3,99,15.17,2
"10k","l",500,47,100000,1996145,"wzcagcruABqGyrtqjbrBAakyycuopcurjByBBBJyttrBEwFBBBvuBpbewwBbGtEDbEwJwpIpaJsrJoaEybBBvfBDBsABEIAAcJoABrBpucBBBBBzvvlcxgab",25.9911,15.43,26,2,2,114,15.43,2
"100k","l",500,34,100000,1818214,"wzcagcKsAbEammviAvoCAvIyycuopcuycIqGEaxvjaBaooAaedAAAqxdrBoyBEarBBBBBBByyaBBBtBABBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvuaxgab",0,15.44,41,4,4,112,15.36,2
"1000k","l",500,43,100000,1801380,"wkjagcfczAEDjnAoEDduAtuyycuoucByBBBBBBBqBbBAdBJraBBBEABEyuABeeuBryBBvBBBBBBBBBBBBBBBvBBBBBbBBBBBBBwBBBpBBBBBBtBzvvDaxgau",57.3971,15.32,59,5,5,114,13.28,2
"8k","l",100,3,100000,406567,"wzcagcbJKnwqvECrdkCABqxyycuopcuyBAtGecjIBByGAnaBBEfBvAfBBvGBEuABbBGBrBBvBEBBytBAABBBBBBAKnBBArBBBlBBBBABBByBmtizvvlaxgab",15.2072,15.41,40,6,6,110,15.39,2
"8k","l",500,9,100000,1930488,"wzcagccknvEiCcfJezArJEyiycuoBauecjLiwKswAodceBbalakcyErpbBuEBfBBBvAowJruyBBBpfBBBpLGBDysBaBjBorpBucBBBmBtBBLBAAzvvlaxgab",1.03158,15.4,27,11,11,115,15.28,2
"1000k","l",200,46,100000,755102,"wzcagcBkbAEAsDdmDuynjvysyucopcuDcyccIADbjjbkaKqArdcudouGGAlcrBBBBBBBBBBBBvBBBEBBBBBABvBBBEBBBBBBBBvBBBBBBBEBBBBzvvoaxgab",52.6134,15.39,48,4,4,114,15.91,2
"100k","l",500,9,100000,1703459,"wzcagcDpuDEmoetBlvAIlCqyycuopcBwpsuIwBvyuABKvyLacAaAqBDBAucBpbJLsBBBBBucBBBBEEdyBBsrBBBGByBBBBBBbBBBBBEBBBBBvpBzvvBaxgab",39.5078,15.26,44,5,5,115,13.44,2
"1000k","l",500,26,100000,1708551,"wzcagcHEosEEuzlubyuEscvwywuopcBfkmvBHayDBbAvcxybJvqkaAAuBaBABucBBBBBBBpBBBBBBBqBBBBBBtBBBBBBBBBBBsBuBBryBBBBBBBzvvoaxgab",44.8946,15.26,48,1,1,116,15.44,2
"100k","l",500,42,100000,1728782,"wzcagcjzxEEvoACCArDAJeLyycuopburdBEBdBwBByBBEBBBBBBBAmBpBBBBBBsyBBfnrfwoBBvvBDBoBBAyIAGptABDnrBBBBBBBBBBvBBBnBBzvvhaxgab",50.774,15.39,50,6,6,113,15.1,2
"100k","l",500,49,100000,1780362,"wzjagcjuplFuCCHpuFkyyFbGycuxucLoBFAkkDBJLybmvxGyGDBBABnBBAvtDmafrBBByDBBpwBBGwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvtaxgab",135.105,15.34,47,4,4,117,15.12,2
"100k","l",500,34,100000,1818214,"wzcagcKsIbEamHvilvoCAvIyycuopcuycIqGEaxvjaBaookaedAAjqxdrBoyBEtrBBBBBBBytaBBBtBBBBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvuaxgab",50.2475,15.32,42,4,4,117,15.3,2
"1000k","l",200,35,100000,699231,"wzcagcCEfjEytyAarbasAsDyucuopcuycEjBaajbAibjooxvGBasAArABBBsBBAvBBBBABBEBBBBBBBBAypBByBBBBBBBBBBBBkBBBBpBBBBBByzvvyaxgab",0,15.36,47,1,1,111,15.17,2
"1000k","l",500,5,100000,1633129,"wDjagcvGvvEECCjcBDbzAmAyycuopcuyBBIvBJBByEvDBwBABJuBaovrBDABBBBBEBpBBBvulBkrBBBBBBBaBBBBBBBBBBBsBBBBBBvBBByBBByzvvkaxgab",0,15.41,57,0,0,116,15.63,2
"8k","l",100,3,100000,406567,"wzcagcbmKnwqvECrdkCABqxyycuopcuyBAfGecjIBByGAnaBBEfBvAfBBvGBEuABbBGBrBBvBEBBytBAABBBBBBAKnBBArBBBJBBBBABBByBmtizvvlaxgab",20.7265,15.3,40,7,7,110,15.34,2
"100k","l",500,33,100000,1738073,"wzcagcdrJoEvrAJyAnlIBCKyycuopcuycAfrBBBbvBtBbBBkBBBxJBpBBmBIeBEbBEBBBBBBvBBBBkByBBABAtBodEytvrpsBrBBByBbBBBBBBBzvvsaxgab",0,15.32,45,5,5,115,15.14,2
"100k","l",500,47,100000,1610389,"wzcagcpurAEbcKljvHAuvCByycuopcuBaroBBKBEKBysBdcBBEBBAABqBmvsBLpybtrBBBByBBBIBBBBByBBBBBEBBBBsBBBBBnBBBBBBBuBBbvzvviaxgab",45.7582,15.26,50,5,5,116,15.36,2
"100k","l",500,9,100000,1703459,"wzcagcDpuDEmHetBlvAIlCqyycuopcBwpsuIwBvyuABKvyLacAaAqBDBAucBpbJLsBBBBBucBBBBEEdyBBsrBBBGByBBBBBBbBBBBBEBBBBBvpBzvvBaxgab",39.2685,15.38,44,5,5,115,13.45,2
"100k","l",500,33,100000,1738073,"wzcagcdbJdEvrkoodmoBBIoyycuopcuyciKrBBBbvBxBbBBkBBBLBBpBBmBIwBEbBEBBBBBBvBBBbkByBBABAtBoJEytvrpsorBBByBbBBBBBBBzvvsaxgab",43.7506,15.28,44,5,5,118,15.25,2
