"res_ab","mut","pop","repl","upd","nbits","geno","fit","scf","msg","reg","sense","n_null","del_msg_scf","peak"
"10k","l",500,41,100000,2711582,"wzcagcjLxuEyajGInomAHwbKycuructEBtdBxymnjGmBBdawGyudwBBKABaBuwGErxByEnGaBqxBBBxwGBBeBBBBBDuBdDBABsccBBBkBBBBBlBzvvvvxgab",13.4913,21.46,34,8,8,117,21.34,4
"10k","l",500,41,100000,2711582,"wzcagckrxdEywfDynomAxbeKycurucqEBufBbyBfjBtBBdwulyuboBBAABaBuABErxByEnLDBBwBBBAcJBBAacBBBeuBdDBjBscADBBBBBBBBoBzvvvvxgab",15.1505,21.39,38,10,10,113,21.22,4
"100k","l",500,41,100000,2822245,"wzcagcjCGuEEjBkkBEddqpByycuopcuccBLBBeywfywtyBBBBbABBtBrBBqBBABsBBABBycducCjrKABaAAfyCIBBaCBBABByBJBBBDBBBBBBEBzvvvvxgab",36.4519,21.44,45,8,8,113,21.26,4
"1000k","l",200,33,100000,849326,"wzcagcGtlbEvyCBuEvdAiotyycuqocuycowAAEAAqGxarBBBBBBBBBBeqBJBApBABByBBrBBwBvBbtBaErJBBvBBBBBBByBBxBAoBycvnzvvvncvvfcaxgab",64.4766,21.42,37,3,3,112,21.32,4
"10k","l",500,23,100000,1795050,"wzcagcuedbEyqotBtvHxolqyycuopcuBBoBvbrjBuBjEEjBBpfyLlADdvJBmjBpJdIJeBBEbBBkBwmvBpBwlGBoyBtyBJdBotrBGBBBBBBBBBGBzvvvvxgab",13.7803,21.33,33,8,8,119,21.6,4
"10k","l",500,41,100000,2711582,"wzcagcjLxuEyajGInomAHwbKycuructEBtdBxydnjBmBBdauGyudwBBKABaBuwGErxnyEnGaBqIBBBxwGBBIBBBBBDuBdDBABsccBBBkBBBBDlBzvvvvxgab",12.7214,21.37,34,8,8,117,21.25,4
"10k","l",500,41,100000,2711582,"wzcagcorCxEbuHitAotbrfqyycuopcuEBLqJwyjlbBBBuLBLJyoLwBfwnLdDuoDErBByEnDfjdaIfcsIIIIxBDwKBBuBAdBJrscByBBBBBBBBBBzvvvvxgab",14.9042,21.44,29,13,13,118,21.44,4
"100k","l",500,41,100000,2822245,"wzcagcCdbAEECwDkaEGAAAByycuopcucJBABwqyLByBtyBBBBBxBBtBrBBBBBBBsBBABBycHkcCIbAoBadyyczxGoDCBBAGBBBoBByKBBBBJBEBzvvvvxgab",41.196,21.46,44,4,4,112,21.51,4
"8k","l",500,37,100000,2397459,"wyzagctaKzEhotaEDpEItDyJycuoLruyaeBGEBoBdrmAcBpAxccxBBBKvxBcrdnIqAxGroxucBBqBBBdaruuytBBnGxBaxxrBBBGtpBBurBBBBBzvvvvxgub",0,21.35,28,7,7,117,21.35,4
"10k","l",500,41,100000,2711582,"wzcagccjxdEywDDynozAxbeKycurucBEuufBbyBGjBtBBdwulyuBoBBAABaBuABErxByEnLDBBfBBBAcJBBIqcBBBeuBdDBjBsccBBBBBBBBBoBzvvvvxgab",15.7526,21.36,40,9,9,115,21.34,4
