"res_ab","mut","pop","repl","upd","nbits","geno","fit","scf","msg","reg","sense","n_null","del_msg_scf","peak"
"10k","l",500,36,100000,1894821,"wzcagcDnjvEBlzmAAKflnKfyycuopcucyByBIJtobyBBBBEtcAmwfyDBypBEBABBBEvlDLkscBDBwByxuBBBsddABqmIuBryBbamJecfwJdmBozvvfcaxgab",13.748,18.02,27,12,12,115,17.88,3
"1000k","l",500,23,100000,2011901,"wzcagcHtpDEJtavjDbzanEoyycuopcucBBEwBBBBBBBdBBABBBBvykBBBBADBBvDvBBBBvLBBBoBBBBBBvEBBByBBBBtBBayBtABrBBEFBBBBBBzvvHvxgab",46.6261,18.14,57,2,2,117,18.11,3
"1000k","l",500,8,100000,2052056,"wzcagcurqAEjyuovoDzvpcmpyuuopcuycIqfvoBaBaerpBBBBBoBBelBbBBBBBvBKyjBvBBBBBBABBBvEBBBBwBEmJBBABBBEAysdywkBDpaBBBzvvvaxgab",119.854,18.13,42,5,5,116,18.16,3
"10k","l",500,46,100000,2021724,"wzcagcqvatEvHpEfvjLeIqnyycuopcucIIxBxEBDyBBjLqpDocBwBDLixAqBbJBytrBLBBBLvBwyBIBBAAoBvEBsBBqJrBBBBBubyjBpnBxBvtyzvvvLxgab",17.6781,17.96,31,8,8,117,18.25,3
"1000k","l",500,8,100000,2052056,"wzcagcurqAEjypovoDrvLcmpyuuopcuycGqIvoBaBaerpBBBBBoBBedBbBBBBBvBKyjBvBBBBBBABBBvEBBBBdxEIJBBABBBEAAsdywkBDpBBBBzvvvGxgab",0,18.03,42,7,7,115,17.89,3
"1000k","l",500,38,100000,1751128,"wzcagcsbuHEBADxvDqxvdHtyycuoirByvnEnqBKyvBBqBBvEGBffBBBBAmAAIlBBBsBrBBBBvBByBBBBBBsEBBBBBBBBBBBBByBBBBBBBBBBBBBzvvvaxgab",0,17.97,56,4,4,116,17.88,3
"10k","l",500,36,100000,1894821,"wzcagcqkCvEbBJfBAzAlLmIyycuopcucyByBIJtodyBBBBEtcBmBBytBypBEBobBoEvlDLkscBDBwfyxuBBpbdwBBBKnLAByBqBBHecfwexbBqzvvfcaxgab",14.0054,18.04,30,12,12,117,17.91,3
"100k","l",200,33,100000,748466,"wzcagcDvEaExoDBcGHBcpvEyycucpaucABBpKLBqBBBBBBBIBBBBnurBBBBBBBBBBBBvBByBBBBBvBBBBBmEBBBBJBlBBBBnvBBBBBBeBBsyBvBzvvvCxgab",71.955,17.97,62,3,3,119,18.05,3
"100k","l",500,18,100000,1810680,"wzcagcyycLEBkBavyjsAjbdyycubucBytEABnBBxBnBBBvvDBBbBpBAqoBBBABBlAEJBKIBsBBurvByBLEvBBBvBBBBBBJBBBBBBBBsBKLBByBBzvvyvxgab",46.1624,18.12,48,6,6,115,18.22,3
"10k","l",500,31,100000,2078093,"wzcagcbIjjEKqJbrHxpaBEmyycbLucByLpBAEjtnBBBBwoBBBaehAoyIssBpKjABxABpouAbtcBeEBBBBBeBBkBBpBBBbIBbyBBAuABybBycfuzvvfcaxgab",14.2049,18.12,31,9,9,113,17.57,3
"10k","l",500,36,100000,1894821,"wzcagcDzCvEmBufKAqAnxmIyycuopcucyByBIJtodyBBdBEtcBmBfytBypBEBdBBoEvlDLkscBDBwfyxuBBfbfBABBmnLAByBqBBpecBwndbBqzvvfcaxgab",0,18.14,30,14,14,116,18,3
"100k","l",500,38,100000,2236999,"wzcagcEdCBEoDDAyeidpcIsyycuopcuycvIoryBtErbccBBBBABKkBIBBvlBBBBJBBBBBBxmpeJBbBBBBBoooyBBsBrBBBBBBBcBBBBBEBLBByzvvfcaxgab",0,18,47,7,7,118,17.67,3
"1000k","l",500,49,100000,2121829,"wzcagcAxJHEEopcIEvxbCIIyycuopcuyElllAIxByFbuqBaBBrBBbBwBIBbxBBCByvuBuryBpBBBBBpBBBBsucBBBBBBBBBBBBBBBEBBByBrAyzvvfcaxgab",0,18.05,44,1,1,117,17.66,3
"10k","l",500,36,100000,1894821,"wzcagcDnjvEBlzmDAKAnnKfyycuopcucyByBIJtobyBBBBEtcnmwfyDBypBEBABrBEvlDLkscBDBwByxuBBBsddABBmIeBryBbamJeffwJdbBozvvfcaxgab",13.5687,18.04,28,13,13,116,17.99,3
"100k","l",500,26,100000,1693496,"wzcagcCryLEyjzbCBvvHostyycuopcuyyocBbvawdJvLJvuJBrBBBBBxyBjABBAGaEBBxBvcArBtcBjBBBEBBBBBBBBnBjBBBBBBxBABBEAwkBBzvvcvxgab",0,17.98,41,3,3,115,18.05,3
"1000k","l",500,48,100000,1916426,"wzcagcwyxjEAirqjIJLAJyuuyuuopcuycEGovjIxeKucBEBBrABfvyBBBwBBBBBGBvBpcBvBIBBBBBBBvBBvBBBBBBBpEByBBBBBsBByBBBBBBBzvvvcxgab",0,18.07,47,4,4,117,18.08,3
"1000k","l",500,34,100000,1738796,"wzjagcsczIEfnkvvbBwCyBbcycuoucoyyBBjvKBqxuBBfBABBIvoaBBBBuBBBBBlcAAiABbrBBqBpuArBBBKBBBBBBBBEBBBtBBBBBBBBBBEBBEzvvfaxgjb",163.439,17.97,50,5,5,115,17.72,3
"1000k","l",500,38,100000,1751128,"wzjagcDbuAEBADxvDBxvdHbyycuoirByvmEnqBKyvBBqBBvEKBffBBBbAmDbKwBBBsBrBBBBvBByBBBBBBsEBBBBBBBBBBBBByBoBBBBBBBBBBBzvvvAxgab",60.2169,18.13,57,6,6,116,18.01,3
"1000k","l",500,24,100000,1764659,"wHjagcGvedEvkwjBvuAvajJyycuopcurBBABBABvjBBBGvBBJIKBBBbByyEBtBacorByBBsuBByBBBBBEBBBuyBBBBBycpcBBBEBBBBBBBBBBBBzvvcvxgab",63.2749,17.97,50,3,3,117,18.01,3
"1000k","l",500,0,100000,1822732,"wqjagcuEeuEtqnvGJAvwlvcyycuoebuycGAfwfAEvGDbdrbBBCaBBxAyBBvjDbBBBqBBBBGBfpaEBBvuBBBucBBBBBBBBBBBBBBBBBBBBBBBBBBzvvvaxgab",52.6067,18.05,48,6,6,116,18.01,3
"1000k","l",200,26,100000,788296,"wfjagcIHCyEBpBDpmvrqAJwyycuopcuryBBBBBBBAuBABpbBIBBDBLgBBBwKBBnBGBBBBvBBBBeBBBvBvpBsBAByBtEABrBBBBBBEBBBBEBBBBBzvvfaxghb",48.0462,17.98,56,5,5,115,17.69,3
"10k","l",500,44,100000,1844497,"wpzagcmIIjEolswBsdEHcnGyycuopcureABBGBDqBfsofyBvyJAtDLtcvBfLvtvBjaEnBqApxsqDyBxBABAxJsErDGBBpBvkBBBtcvBBBBBBsBBzvvvhxgab",35.7153,18.11,30,7,7,115,18.01,3
"1000k","l",500,24,100000,1764659,"wnjagcGvedEvkweBvuAvawJyycuopcurBBABBABvdBBBGvBBJIKBBBbByyEJtBaAorByBBsyBByBBBBBEBBBuyBBBBBycpcBBBEBBBBBBBBBBBBzvvcvxgab",63.994,18,49,5,5,116,18,3
"100k","l",500,18,100000,1810680,"wzcagcyycLEBkBavyjsAjbdyycubucBytEABnBBxBnBBBvvDBBbBpBAqoBBBABBlAEJBKIBsBBurvByBLEvBBBvBBBBBBoBBBBBBBBsBKLBByBBzvvyvxgab",47.4531,18.12,48,6,6,115,18.22,3
"8k","l",500,15,100000,2363467,"whjagcCAEuEmEuiuvevsbDryycujrwuecBfaBBBxjvwBoqABBBBoJrupBBBIBjJcDBBBEbKAucBByBGsaBvsBoyBbBBBsrvcjBBBucBBBBBvIBzvvfcaxgab",7.24811,18.01,37,5,5,117,18.18,3
"10k","l",500,36,100000,1894821,"wzcagcDzCvEbBIfBwzAnbmIyycuopcucyByBjJtodyBBdBEtcBmBxyBBypBEBobBoEvlDLkscBDBffyxuBBfbdwBBBmnLAByBoBBHecfwedbBqzvvfcaxgab",15.1381,18.14,30,14,14,118,18.02,3
"100k","l",500,26,100000,1693496,"wzcagcCIJLEyczbCBvvHaayyycuopcuyyoqBbvawAJvLJvuJBrBmloBByBjABBAGBEBBxBvforBtcBjdBBEBBBBBBBBBBmxBBBBBxBBBBEywBBBzvvhvxgab",72.0368,17.95,41,4,4,117,18.16,3
"100k","l",500,18,100000,1810680,"wzcagciqfLEBkwavaGaApblyycuwucByLEABnBBxBsBBmvvmBBAIpBAAwBBBABBAaEJBqbBsBBurvByBbEvBBBvBBBBGBBBBBBBBBqsBwcBByBBzvvrvxgab",45.1548,17.97,43,3,3,113,18.02,3
"8k","l",500,28,100000,1808606,"wzcagcxExDErHCCvijAxzjywycuoucByynEAAmaBtvBAABGrBjBvBlpBBBuajmGsABBrBBGBBwsaBBBwuBBvrByBnxBBBEBIBBBnBABmaBmvBBvzvvvKxgab",27.8278,18.13,38,1,1,113,18.2,3
"100k","l",500,26,100000,1693496,"wzcagcpIJLEyjzbsmvvBaAtyycuopcuyyoqBbvaKDJvLJvuJBrBBBsBByBeABBBGBEBBxBvcArBtcBjBBBEBBBBBBBBBBmBBBBBBJBABBEBwBBBzvvhvxgab",70.4764,17.98,45,4,4,116,18.11,3
"1000k","l",500,48,100000,1916426,"wzcagcwyxjEABrqmIJuAJyuuyuuopcuycEGGvGIoeducIEBBrABfvyBBBwBBBdBGBvBpcBvBBBBBBBBBvBBvBBBBBBBpEBBBBBBBsBByBBBBBxBzvvvcxgab",67.8855,17.97,47,4,4,117,18.08,3
"1000k","l",200,26,100000,788296,"wfjagcIHCyEBlBGdmvuGAJwyycuopcuryBBBBBBBAuBfBpbBIBBDBLgBBBwKBBnBGBBBBvBBBBeBBBvBvpBsBAByBtEABrBBBBBBEBBBBEBBBBBzvvfaxgJb",47.7837,17.98,55,7,7,116,17.69,3
"8k","l",500,28,100000,1808606,"wzcagcxExDErHCCvijAxzjywycuoucByynEAAmaBtvBAABGrBjBvBlpBBBuajmGsABBrBBGBBwsaBBBwuBBvrjyBnxBBBEBIBBBnBABmaBmvBBvzvvvKxgab",0,18.02,37,1,1,113,18.2,3
"1000k","l",500,34,100000,1738796,"wzjagcsczIEGnkvvbBcCyBbyycuoucoyyBBBvKBqauBBfxABBbvoaBBBBuBBBBBlcAjfcBbrBBqKpuArBBBKBBBBBBBBEBBBtBBBlBBBBBBEBBEzvvfaxgib",157.333,18.09,48,6,6,117,17.72,3
"1000k","l",500,18,100000,1900532,"wzcagcptavEnDxHqfffCjbqyycuopcudIBadBEbvcxBaAdcqojrBvBBAEDEBxBBoyByBAABBBttrsByqAscBBBBBBBBBBBBBBBBBBBBBBBBBBBBzvvvaxgab",90.7964,18.11,46,6,6,115,17.82,3
"100k","l",200,33,100000,748466,"wzcagcDvEaExoDBcGHBcpvEyycucpaucABBpbLBqBBBBBBBIBBBBnurBBBBBBBBBBBBvBByBBBBBvBBBBBmEBBBBJBlBBBBnvBBBBBBeBBsyBvBzvvvCxgab",72.5519,17.97,62,2,2,119,18.05,3
"10k","l",500,31,100000,2078093,"wzcagcCtCtErqplwCKcpaEAyycuoucByBpBGEytnBxrBIBBBBBeKBwABDsBpBHABBJBmlurAucBIynBABBBABBBBubBBjcBEeGyBwBBbBByczmzvvfcaxgab",5.31425,18.11,38,5,5,114,17.6,3
"100k","l",500,30,100000,2171294,"wzcagcAABaEvfjbIbzfAvnyyycuefruycBasaAvBaidfEEIAqBaJABLyctJwxEBavGowoEbxwpovjrBBBBBBBBBBBnBmBBBBpJBGqBqyBBBBwBvzvvvCxgab",56.9428,18.06,30,7,7,114,18.14,3
"10k","l",500,46,100000,2021724,"wzcagcbvamEvcpEfvjLbtqdyycuopcucBIxBAEBDyBBqleBDocbwBDLqkAqBkJBytrBLBBBLvBwyBIBBAAABvEBsBBqJdBBBBBdfyyBpnBbBvtyzvvvaxgab",6.52185,18.12,32,10,10,115,18.11,3
"1000k","l",500,48,100000,1916426,"wzcagcwyxjEAirqjIJLAJyuuyuuopcuycEGGvjIoeKucIEBBrBBfvyBBBwBBbBBGBvBpcBvBIBBBBBBBvBBvBBBBBBBpEBBBBBBBsBByBBBBBBBzvvvcxgab",69.5166,18.13,47,4,4,118,18.08,3
"1000k","l",500,48,100000,1916426,"wzcagcwyxjEABrqmIJuAJyuuyuuopcuycEGGvGIoeducIEBBrABfvyBBBwBBBdBGBvBpcBvBBBBBBBBBvBBvBBBBBBBpEBBBBBBBsBByBBBBBBBzvvvcxgab",69.3072,17.99,48,4,4,117,18.08,3
"1000k","l",500,23,100000,2011901,"wzcagcHtdDEJtavADbzaHEoyycuopcucBBEBBBBBBBBBBBABBBBvykBBBBALBBvDvBBBBvwBBBoBBBBBBvEBBBynBBBtBBayBtABrBBEFBBBBBBzvvHvxgab",44.4742,18.01,57,2,2,116,18.06,3
"1000k","l",500,0,100000,1822732,"wqjagcwEcuElBmvqAAvfpvByycuoebuycxAoJfAEvGDbcrbBkemBBpByBBvjBdBbBqABBBGBfpaEBBvuBBwucBBBBBBBBBBBBBBBBBBBBBBBBBBzvvvaxgab",50.7256,18.07,46,6,6,115,18.15,3
"1000k","l",500,8,100000,2052056,"wzcagcurdAEjyuovoDrvpcmpyuuopcuycGqIvoBaBaerpBBBBBoBBedBbBBBBBvBKyjBvBBBBBBABBBvEBBBBdxEIJBBABBJEAAsdywkBDpBBBBzvvvGxgab",116.644,18.13,41,7,7,115,18.12,3
"100k","l",500,29,100000,1798794,"wnjagciqddEIyiAofwfjpAdyycuLwcucByfdIyBBEKBjBAuwsBvcmABoBarByBBBBBBvALJBBBlvBBvvsGBBBBEJfntBBBBvpoqBJBEByBqGBBnzvvAvxgab",0,18.08,34,11,11,114,18,3
"1000k","l",500,23,100000,2011901,"wzcagcHtdDEJtavjDbzapEoyycuopcucBBEBBBBBBBBBBBABBBBvykBBBBADBBvDvBBBBvLBBBoBBBBBBvEBBByBBrBtBBayBtABrBBEFBBBBBBzvvHvxgab",30.1277,18.05,58,2,2,117,18.06,3
"100k","l",500,29,100000,1798794,"wnjagceqtdEIyauIawfsKtcyycuLwcucByaBIyBBEKBBKAuwsBvamABoBarByBBBBBBvALzBjBlvBBvvmJBjBxEIfnBBBBBvpoyBJBEByBqGBBGzvvrvxgab",48.5102,18.01,33,9,9,117,18.22,3
"100k","l",500,26,100000,1693496,"wzcagcLuJLEyjBbCBvvyastyycuopcuyyoqBbvIwDJvoJvudBrfBBBBByBjABBAGBEBBBBvcArBtcBqBBBEBBBBBBBBBBmBBBBBBxBABBEAJBBBzvvcvxgab",63.7529,17.99,46,4,4,115,18.08,3
"100k","l",100,3,100000,413209,"wpjagcocIIEyADAnaeasAuayycucucdBBjEBBBfBBBBBxjuDaBnBqlsBvBbBbBBABjBBDBBABBBBBBBBBBBBpsBBucBByBKBBBBBBfmBEBBBBEBzvxvgGlab",46.4688,18.04,54,5,5,115,17.64,3
"1000k","l",500,34,100000,1738796,"wzjagcsczIEfnkvvbBwCyBbyycuAucoyyBBBvKBqxuBBfBABBIvoaBBBBuBBBBBlcAIiABbrBBqBpuArBBBKBBBBBBBBEBBBtBBBBBBBBBBEBBEzvvfaxgjb",164.695,18.07,51,5,5,115,17.72,3
"8k","l",500,15,100000,2363467,"wojagcpyEuEjEifxvevbDswyycdjrwuecBBaBBBxjvBBJqABBBjoArBpBBBIBjJBDABBEBdAucBByBItaBvBBoyBbBBBsrvBBBBBBIBBBpBvJBzvvfcaxgab",0,17.99,42,6,6,116,18.05,3
"100k","l",200,33,100000,748466,"wzcagcDvEaExtDBcrHqcqvEyycubpaucABBpbDBbBBBlBBBIBBBBnurBBBBBBBBBBBBvBByBBBBBvBBBBBKEBBBBJBBBBBBbvBBBwpBABBsyBvBzvvvaxgab",72.311,18.11,59,1,1,118,18.09,3
"100k","l",200,37,100000,759602,"GwjagcCkvvEGDDEdxrCbwkByycuopcuBBBBrBBBBBBBABBBeBBBBBBBBBfBBBBBBBBBDBBBBBBBBBBBBvyBBBBBBlvBGBBvBGBpEaBKIBvBEuaBzvvovxgax",0,18.13,65,4,4,119,18.01,3
"10k","l",500,46,100000,2021724,"wzcagcqvatEvHpEfvjLeIqnyycuopcucIIxBxEBDyBBjLqpDocBwBDLixAqBbJBytrBLBBBLvBwyBIBBAAoBvEBsBBqJrBBBBBubykBpnBxBvtyzvvvLxgab",0,17.96,31,8,8,117,18.25,3
"1000k","l",500,48,100000,1916426,"wzcagcwyxjEIirqmIJuAJyuuyuuopcuycEGGvGIoeducIEBBrABfvyBBBwBBBdBGBvBpcBvBBBBBBBtBvBBvBBBBBBBpEsBBBBBBsBByBBBBBBBzvvvcxgab",0,18.11,45,4,4,118,18.01,3
"10k","l",500,46,100000,2021724,"wmjagcDvHcEvxsEBvtLzIuayycuopcucBKIBAEKKyKBeBdAJcplcwfkjxtwBbJqytruLpxnJvanybAcAAxABvEBsBaqArBBBBBBdBBBBBBkBvryzvvvaxgHA",18.7532,17.95,23,10,10,112,18.21,3
"10k","l",500,36,100000,1894821,"wzcagcDzCvEbBIflAzAnbmIyycuopcucyByBjJtodyBBdBEtcBmBxyBBypBEBDbBoEvlDLkscBDBffyxuBBfbdwBBBmnLfByBqBBxecfwedbBqzvvfcaxgab",14.9515,17.97,30,15,15,118,18,3
"100k","l",500,18,100000,1810680,"wzcagcyrlLEsadavyjsljbdyycubucByLEABnBBxBnBBBvvDBBABpBxqJBBwABBlAEJBKwBsBBurvByBLEvBBBvBBBBBBbBBBBBBBBsBocBByBBzvvyvxgab",47.0087,18.07,45,6,6,116,18.26,3
"1000k","l",500,14,100000,1811270,"wzcagcsbBaEkEIjecndHvvCyycuopcuycAAdbrduBvBGpBsBBBBBvBBBBBvEBBBByBEjBBBBBBBBBvBBBKDtBytBaBBBaBrBBBBBBBBBBBBBBBBzvvBvxgab",0,17.99,56,5,5,118,18.16,3
"100k","l",500,29,100000,1798794,"wnjagciqddEIqaAJfLfjctdyycuLwducByfdIyIBEKBjBAuwsBvamABoBarBbBBBBBBvALEBBBlvBBvvmKBjBBEJBIBBBBBvpoqBbBEByBqGBBnzvvAvxgab",55.4091,18.08,34,13,13,115,18.03,3
"100k","l",100,3,100000,413209,"wpjagcocIIEyADAnaeasAuayycucucdBBjEBBBfBBBBBxjjDaBnBqAsBvBbBbBBABjBBDBBABBBBBBBBBBBBpsBBucBByBKBBBBBBfmBEBBBBEBzvxvgGlab",46.4688,18.04,54,5,5,114,17.64,3
"1000k","l",500,48,100000,1916426,"wzcagcwyxjEAirqjIJLAkyuuyuuopcuycEGGvjIoeKucIEBBrBBfvyBBBwBBBBBGBvBpcBvBIBBBBBBBvBBvBBBBBBBpEBBBBBBBsBByBBBBBBBzvvvcxgab",70.7289,17.99,48,4,4,118,18.08,3
"100k","l",500,26,100000,1693496,"wzcagcuIJLEyjzbsmvvBaatyycuopcuyyjqBbvaKDJvLJvuJBrBBJBBByBjABBBDBEBBbBvcArBtcBjBBBEBBBBBBBBBBmBBBBBBeBABBEBwBBBzvvhvxgab",68.1003,18.1,46,4,4,117,18.18,3
"1000k","l",500,14,100000,1811270,"wzcagcsbBaEkEBjecndmvvCyycuopcuycAAdbrduBvBGpBsBBBBBvABBBBvEBBBByBEjBBBBBBBBBvBBBKutBytDaBBBaBrBBBBBBBBBBBBBBBBzvvBvxgab",50.9632,18.09,55,5,5,117,18.23,3
"1000k","l",500,48,100000,1916426,"wzcagcwyxjEAirqjIJLAJyuuyuuopcuycEGGvjIoeKucIEBBrBBfvyBBBwBBBBBGBvBpcBvBIBBBBBBBvBBvBbBBBBBpEBBBBBBBsBByBBBBBBBzvvvcxgab",69.5166,18.05,47,4,4,118,18.08,3
"1000k","l",500,18,100000,1900532,"wzcagcptavEnjxHqfffCjbqyycuopcudIBadBEbvcxBaAdcqojrBvBBAEDEBxBBoyByBAABBBttrsByqAscBBBBBBBBBBBBBBBBBBBBBBBBBBBBzvvvaxgab",90.7964,18.11,45,6,6,115,17.82,3
"1000k","l",500,23,100000,2011901,"wzcagcHtbDEJtavjDbzanEoyycuopcucBBEBBBBBBBBBBBABBBBvykBBBBAkBBvDvBBBBvLBBGoBBBBBBvEBBByBBBBtBBayBtABrBBEFBBBBBBzvvHvxgab",0,18.07,57,1,1,117,18.19,3
"8k","l",500,15,100000,2363467,"wojagcpyEuEjEifxvevbbswyycujrwuecBBanBBxjvBBJqABBBjoArBpBBBIBjJBDABBEBdAucBBypItaBvBBoyBbBBBsrvBBBBBBIBBBpBvJBzvvfcaxgab",0.997794,18.14,39,5,5,116,17.97,3
"1000k","l",200,28,100000,921542,"wzcagcvxqqEyndawpvsbCyodycuoucByBBBptBBBBBBBBBByBBBlbvBBBAvkBBBorbtcBecvBBBvBBEBBwEByBoBpoBoLsJsItbbKBBBBKqBuEBzvJvvxgab",0,18,42,6,6,119,18.28,3
"10k","l",500,31,100000,2078093,"wzcagclymGEwCluqLyDDaEAyycuoucByBpBGEytnBxrBKoBBBJewtBJwKsBpBnBBBiBmAuAjucBBEnBBBBByBbBJuBBBjjBnfaBABBBytGyccJzvvfcaxgab",5.30263,18.11,35,6,6,116,17.63,3
"8k","l",500,15,100000,2363467,"wHjagcxrEsEbEBHkvtvxexkyycuopcueKDBxBKAdDvBoGGxBDIofwrBIBBBBBBByBBBBEBJAnpBDyrDcGJvAdtkICBBmIBvBJBdDycCBABBvBozvvfcaxgab",9.75518,18.09,36,9,9,116,17.96,3
"1000k","l",500,34,100000,1738796,"wzjagcsczIEfnkvvbBwCyBbcycuoucoyyBBBvKBqxuBBfBABBIvoaBBBBuBBBBBlcAAiABbrBBqBpuArBBBKBBBBBBBBEBBBtBBBBBBBBBBEBBEzvvfaxgjb",164.894,18.07,51,5,5,115,17.72,3
"1000k","l",500,38,100000,1751128,"wzcagcDbuAEBADxvDfxvdHbyycuoirByvmEnqBKyvBBqBBvEKBffBBBbAmDAKwBBBsBrBBBBvBByBBBBBBlEBBBBBBBBBBBBByBBBBBBBBBBBBBzvvvAxgab",59.7108,18.08,57,7,7,115,18.05,3
"100k","l",500,29,100000,1798794,"wnjagcsqddEIqaAJfLfjctdyycuLwducByfdqyIBEKBjBAuwsBvamABoBarBbBBBBBBvALEBBBlvBBvvmKBjBBEJBIBBBBBvpoqBbBEByBqGBBnzvvAvxgab",0,18.08,34,13,13,115,18.03,3
"10k","l",500,36,100000,1894821,"wzcagcJBGvEBjwCBAKbnLufyycuopcucyByBIJtobyBBBBEtcJuBfytBypoEBDBBoEvlDJkscBDBwfybuBAGsBwnBBBIKLryBbaBeoGdwedABqzvvfcaxgab",12.676,18.08,28,12,12,117,18.01,3
"100k","l",500,13,100000,1958228,"wzcagcmbfkEjAjiLCuqIeKcyycuowcuycrElbvBBBpAqBfBBABBByBlAptnjBrBvvBBByuJBBBByBBBBBBBBBBBpdBBBEBBBBBBBBBBBBEBBBBvzvvxgxcab",61.6071,17.99,50,6,6,116,17.72,3
"1000k","l",200,4,100000,738685,"wzcagcauICEaIssbwlvAjGuyycuopcucBBIBBBbBBByBEBBBBnBBBBGBpBBBkBBkvsGBaByBvtyjBtJBBBrBBLBBBBEBEBBBBBvpBBBBvuBBvBzvvfcaxgab",51.0545,18.09,50,2,2,119,18.07,3
"1000k","l",500,14,100000,1811270,"wzcagcsbBaEkEajecnsmvvCyycuopcuycAwdbrduBvBGpBsBBBBBvABBBBvEGBBByBEjBBBBBBBBBvBBBKDtBytBaBBBaBrBBBBBBBBBBBBBBBBzvvBvxgab",51.681,18,54,4,4,118,18.23,3
"100k","l",500,13,100000,1958228,"wzcagcmbfkEjojqxCuqIeKcyycuowcuycrElbvBBBuAqBBBBABBByBBAptnjBrBvvBBByuBBBBByBBBBBBBBdBBpdBBBEBBBBBBBBBBBkEBBBBvzvvxgxcab",0,18.09,51,5,5,117,17.79,3
"100k","l",500,39,100000,1723030,"wtjagcAuybEvddqjbHmLzzCyycuobcuycBaBEodvypyBjjbABucuBoyyaudxBlBvAkBeDBAvBbBDkvorpyEBpucBBByBEyBBBBBBBBvBBBBBByBzvvBvxgaj",0,18.02,35,6,6,116,18.2,3
"1000k","l",500,0,100000,1822732,"wojagcuEouElomvmhAvwlvtyycuoebuyciAfwfAEvaDbdrbBICaBBxAyBBvjDbBbBqBBBBGBfpBEBBvuBBBucBBBBBBBBBBBBBBBBBBBBBBBBBBzvvvaxgab",51.2776,17.99,47,5,5,116,17.97,3
"1000k","l",500,34,100000,1738796,"wzjagcsczIEfnkvvbBwCyBbyycuAucoyyBBBvKBqAuBBfBABBIvoaBBBBuBBBBBlcAIiABbrBBqBpuArBBBKBBBBBBBBEBBBtBBBBBBBBBBEBBEzvvfaxgjb",164.512,18.07,51,5,5,114,17.72,3
