genome,merit,task.0,task.1,task.2,task.3,task.4,task.5,task.6,task.7,task.8
"wzcagckAfEEycABcltksckCyycuopcurBBxBBBBBBEoBBBxBBBArBAvvrBBBBGBvBBBIBBBBBBBraAyafnKAqKApaBBBEpuBuBbvvjBBLcBbBBvzvfcaxgab",115.000000,0,2,39,0,0,0,0,0,0
"wzcagcveivFGlimFrBDpnlcyycuopcuIcIoBwvvFvdwejDABxvrLAyBxwapfryufBAxAAyBbBBdFtoBrBBBBBBBBBBBBBBaBBsBBDBvBdcKBdnBzvfcaxgab",112.000000,0,4,7,0,0,21,0,0,0
"wzcagcAqtAExAvvIftrvydCyycuDvBucBBBBBBBaBBBBBBBBBpBBGBBBBBkBsBBByxBBBBBBBBBEBEvBBBBAmBBBBBBovBDvBBBBoBEBvpvBBGBzvfcaxgab",117.000000,0,1,0,57,0,0,0,0,0
"wzcagcxzInEvDwvIrnjyjvlyycuoucyyBuBLxjKAABBBuAbroBBBBBBBBLByJuBBBqBBBByckjoesfCflyqBvEEpuiAkpapAAytLtjCLvnAxlkEzvfcaxgab",113.000000,0,1,0,6,16,0,0,0,0
"wzcagcCuyCErAAAEmACtAqAyGbuoeKucEpaGABvcBABqBquABByAwBBKBBBwmBBBBBtIpuBGBBBBBifflAABxHAAljLBEvvotAAJAAuvIAAAGAezvfcaxgab",114.000000,0,0,0,1,0,0,0,0,0
"wzcagcvAquEDiaDrDjpyuAeyycuBaauoJxBEBALErjGnGBLaByBnLBcpBABuAAxAbBykaBBtAfnrBBGpsBBBuBxBBjrjIBBBBBpsynBBBBdBBEBzvfcaxgab",117.000000,1,1,0,8,8,1,13,0,0
"wzcagcLLsaEJmbmGCfqakDxyycurbEurfxGvjqaDIyAmABEKBBxKvKtIKcByBjvvdBdBByaKBEABEJBKwBBIvBBoantAJJABrBBBBBBBBBBBBFBzvfcaxgab",116.000000,0,1,0,16,13,0,0,0,0
"wzcagccAJLECcHcICBudnBByycucEBuyfBuAAoBnAAAAEKAmuBuvAAAbetKBkbnwyAvBvABBIvBGAABvDJGABbBmvsAdruyBBBBsByBmBBEBycwzvfcaxgab",117.000000,0,12,0,2,1,10,0,0,0
"wzcagcAcCJEKqAvGyBdBrbiyycuoGcurylkwBBABeABBBBsAkaBvBdcwBBxEyrBvBBADvtAArBByBvBBBBdBvBABBEsABBLoBBBBBBBBbBAEyBBzvfcaxgab",115.000000,0,0,0,12,0,0,24,0,0
"wzcagcHJBwEHeruAbkeHzsuBycuopcuoDocBAKHmLalbnIBywBAaoIBuBEdvIqxKevurpBBuBDBxBucBBBBBxBdBBedBBBBBBBBkptfIEEBBBBBzvfcaxgab",114.000000,5,0,0,0,5,0,21,0,0
"wzcagccADAEpbDHHtKHuikeyycuoucdBBAyBBBKBzDvBAEBtBBBvBfBBBtBkBBJJxApAaBorGIBBdADEKstEBeBvBDsBbxBBBBKBzBAlLDvetAbzvfcaxgab",112.000000,0,11,0,5,0,0,0,0,0
"wzcagcvAquEDiaDrDjpyuAvyycuBaauoJxBEBALErjGnGBLaByBnLBApBABuAAxAbBykaBBtKfnrBBGpsBBBuBxBBjrjIBBBBBpsynBBBBdBBEBzvfcaxgab",116.000000,1,1,0,9,8,1,13,0,0
"wzcagcKmvmEKxomnHuAqoJFyycuoqcucEvBuDbouGBBAGKFAJBIoytpBxpfBIuAvEtrybDvAEBBeAeKsBaKdvaArBuEBBfBqpBBBuBrBBBDBBBBzvfcaxgab",114.000000,0,1,0,7,0,0,0,9,7
"wzcagcfDmdEImCJzlpAsHliyycuopcuyyApfAKrpvfEvymsAeFyavoIyuErsljABtAnpuIBBuIorBJABIBBAccABBBpLLBurBvEByBBBvBBBByBzvfcaxgab",114.000000,0,0,1,3,0,1,0,9,10
"wzcagcmJumExzcCEelEtvsCyycuopcurBBBBycLvyzvqAbblrulnaCBCaBbjBBvBxBKFwjBBBmBBEBBFBvABzACkELcBpGBBsyBBBBBBtmoBBnyzvfcaxgab",116.000000,0,1,5,0,0,0,0,0,0
"wzcagcjGvuEdzJBlpfoJAuqvycuopcByubexsmrwBfBBAuBrBryBJwBvBBvBJBLGBBvBEvBjBGBLxBpemBEBBlBBABJLBdBIcvcoqAxBzCHEvmozvfcaxgab",116.000000,2,0,0,0,2,0,26,0,0
"wzcagcqcAdEtLnymAEbbrsxyycuovourxBEaBBBuBkBtsBBBIItdsIAJBocnIvJGIjmvdepDdDBBGJmBpuydpDAcyAABnJuEBbscBBBBBByBBlvzvfcaxgab",116.000000,0,1,0,15,0,1,0,0,0
"wzcagczGAyEvklKvsIttfhpyycuodBucqyEBfKBAABmvedJBqpBfczEByLuDbBBLLmbswqrByBBmlLDBBBBBvBBBBBdBjBvIBwBysBEAALArwtnzvfcaxgab",113.000000,0,2,0,9,0,0,18,0,0
"wzcagcrHsJEElwvuDGKuEAAyycuopcuBBAxrBBBBeBIByvBxBxyGBBpIBExBlaAsqyvJBdBBBtcJaBoBdBpBBnBBbGABwbBpBxdBBBBujyABJBBzvfcaxgab",116.000000,0,3,17,0,0,17,0,0,0
"wzcagcoAvkEmdCvGAqAyjbBvycuopcuBaAJBBErjBBBBABBBABABBBBBBBvEByyBBBBBBjBBtBBBBByBGAwBBABBBBBBBtcBBBBBBBBBBEBBBBBzvfcaxgab",117.000000,0,3,40,0,0,16,0,0,0
"wzzagcdkGzElpijdadtDIsKyycuKucBylvBJBLvfjjAuLvBpKhmaotBqqDsAfIBBBedBuBIjlvBkEAvAGBBBxotEEryBBsBBBrByBIBBBBBBBBAzvfcaxgab",116.000000,0,1,0,15,10,6,0,0,0
"wzcagcIwvrEsEHndozhwksxvyruIucjyuDBucjApEBABDBkBEBuFBrABBBdBBBBeABBBBBdAEdBBByIBjBkoBBBBsjmBycivzAnziwHvnipJojczvfcaxgab",116.000000,1,0,0,0,7,0,0,0,0
"wzcagcHuCBEkwvkIkdBBxBAyycuoBvuGcvAJrnEpyBpAvBAmBbAufBsBBAdAbbpvjBIqBsEaquytAjJrApBftrBBBnBBBIBBBBBAAEByBxBoBBBzvfcaxgab",116.000000,0,1,0,7,1,1,17,0,0
"wzcagcAEAdEpoAtbbaAjGylcycuobauycrvjAJnEjnBApIExBEBABbdJAIjcBIoBubytJepBBnrsDBkftFtfBBdAxpBIBuwBarBBBABBBBAByBBzvfcaxgab",116.000000,0,0,0,8,6,0,0,0,11
"wzcagccxkpJlaitcbzjiyydfycuuucBycwfeALIKdiGIDBrBBmmspbuBuEBBrBBIBAdyEvABByIBBBsaBBBbqBKKctvBvEBBeGBaEvBBBaDBybBzvfcaxgab",117.000000,0,2,3,6,0,19,0,0,0
"wzcagcfnmJEvAmuwfGAhBKAyycuopcuyCymJALExqsAEABBvJLBBBecrBexBBbAiknjlBvBBdvBmGBBuBysBrdBeuylKfbEIpuucABpBBABIBBHzvfcaxgab",114.000000,0,5,1,0,0,3,0,0,0
"wzcagcBAdcEdobbCEauFDvyyycuoucehyEkBxLyybueuBetLAELduBByuyBuBLBuBaAaBrBBLBEBBxByBjyBpAAcBBBGABbsBAGmxurBxBBBBBszvfcaxgab",114.000000,0,1,0,9,14,0,0,0,6
"wnjagcxadxEIyanmfJfxKvfyycuLocucByLBIyBBEqBbBAuwsBvamABoBarBjBBBBbBvBLzBjkBvBBvvkJBDBxEmBnBBBjBvpoqBJBEByIqoBBzzBvCvxglb",116.000000,0,1,0,8,0,0,25,0,0
"wzcagchyDAEkAawjvAAuvqxyycuopcuBorboaKBEBBysBwkBBEBBGABqBmvlBxpyBtrBBBByBBjvnBvBBpBBvBBEBBBBfBBBBBBBBBBBBGpBBnvzvfcaxgab",113.000000,0,2,12,0,0,30,0,0,0
"wBjagcLBvpEqDDCHHxEjdvpyycuJGIurBBBEvEBmlJBbumBBBBnBeBmBpjBvqxvAuBjBBBABtkBqBBlDdtjkvBArBxBmBkBBBBBLlBBycjtJtcdzvfcaxgab",117.000000,0,0,0,22,0,11,0,0,0
"wzcagcpqzbEGLwADACnxqidyycuqscvrBjBqeKAvepmBJcEABBKbrBuyDBBBBLbwBpaBsaBABEBvkBBvAvBwAuBBkuAEBmBBBBBvvBBBBysBymBzvfcaxgab",114.000000,0,5,0,1,1,27,0,0,0
"wzcagcfxAdEEcuLKoryjBCvyycuspcuDLaIGwxvvBcrDbumvyyLsAtAApcAEBarApBkoBwBJBBbseBBuBrBBBBBBBEBBBrAyBCyCByBsBAnIoBizvfcaxgab",114.000000,0,0,0,0,0,0,0,0,0
"wzcagcDbrtEksCJyApsecfryycuopcuyEsBpIEfqpsfuAyDvBJqBDAuyBBAAAAbdfsBBvAAABbbvABBmbBaBaBrBBBBBocKBpABByBBExBBxBtAzvfcaxgab",116.000000,0,11,2,1,0,15,0,0,0
"wzcagcjuryEtAfnuswaaAseyycuBucBylkBJkAGAIjAdqADpjmfkAtBJoDsvqfDBBBABuffjLJIBEAvAGBBBwwtEEryBBsBABBryBIBddBABBBBzvfcaxgab",117.000000,0,1,0,12,7,6,0,0,0
"wEzagcKppiEiGjwiuIwpcjtyycuopvurdBBBBBftvpkmBABABByBvABmBBtBByqAjxBlDEBBBlBAoBBBBBwBAvBHayAIBsoxwBiCvLhakAwamEAzvfcaxgab",116.000000,0,0,0,29,0,0,0,0,0
"wzcagciAtCEHyAEoojGvddAiycuojauEaBBaADBcoCHcprAsykEbBvApvbDBBkBpBvonpvuBsBdkBmBBawyuABauvcrBBBBBBBBBuBBBqBIBBBDzvfcaxgab",117.000000,1,0,0,10,16,0,0,0,0
"wzcagcxmcmEfdclpslqyICKyycuopcucBByGGvBBBBxufAqjABEBBBnbBjBBBIwbdBIKBsDpBABAsBfkyvDaIBtEAytBBreBABBdBBvBBEBBBBdzvfcaxgab",117.000000,0,1,22,0,0,12,0,0,0
"wzcagcjcvIEbzJuipfAcwuIvycuopcByubersmrwBfBBfdBKBAyBJwBvnBnByBLGBvBBEBBbAGsLxBneKvEBBlBbABpBBLBBnvtKqrxyzCHEwmozvfcaxgab",115.000000,2,0,0,1,0,0,25,0,0
"wzcagcvEAdEpnAtbJaAkGylcycuobauycrvjAJnEjnBApIExBEBKBbdJAIjcBIoBubytBepBBnrnDBkfAFtfBBdAxpBIBuwBarBBBABBBBAByBBzvfcaxgab",116.000000,0,0,0,9,6,0,0,0,11
"wzcagcakAEEscjludCAyqDADycuopGuycqAGvAjGAvmcDvIIAGxABaiAAdoAIeIxBErynxBBtAGerBBbrBBBALHBBBBBBBBBFEBBABBBByBqBBEzvfvaxgab",116.000000,0,0,0,6,21,0,0,0,0
"wzjagckzrvEdAECvvBvnvKvyycuodvucjkpxBBBlpAvBBApBnBBDwuBrBBBBBBBBBBBBEBBBBvBBBynBBvBBBBBpBBsBBBBBByBBEBBBBBBBBBBzvfcaxgab",116.000000,0,0,0,10,0,47,0,0,0
"wzcagcxneIEvAkuwAGHvCHIyycuopcuyCymJALELbswEaBBvtCBBBeBrBBGABbABtBBdBvBBBvBIcBBuBysBrBBfvyBpmkElvuuyyuKBBeByBvdzvfcaxgab",115.000000,0,5,1,0,0,0,0,0,0
"wzcagcEBwBEvvCCAdbvBfbCyycuopcuyBIxfpAJyvLamABBBavBAjqBAGcaBsAycABarBsvwBJABoBBryBBwpBABvuBrjBBBEayBBBBBBBBBBEnzvfcaxgab",116.000000,0,7,1,0,6,7,13,0,0
"wzcagcLnypEvBbHeCfxJBsnyycurbEurvxLBoAoJIymkpGEKBlxAxKkovKbyBGvvBBbBAeajGEABEABawBBwxBBojrtIALABrkBBBBBBBBBBBFBzvfcaxgab",116.000000,0,2,0,11,0,0,12,0,0
"wzcagcslfjEAGlHxyGAecJbAycuopJumcdBrpjlkjmBBBBBBnBfvDBoBLBBBEABBwaIBBBBAKvdaBofsxBuGBrEBfKBEeBfBBBBBBBBBBBBvcBvzvfcaxgab",117.000000,0,0,0,21,0,16,0,0,0
"wIjagcqGCpEEsoEHAevxaCnyycuopcucBByBBBqaBBBBBBBuvBBBBJyEBtBByBxBvBvtcBBBBBBBBBBBBEBBGBBdBBLBBBBBmBrAAAvcAFyvmudzvfcaxgab",117.000000,0,1,22,0,0,26,0,0,0
"wzcagcAqrmwwmxqzAspHsHHyycuLBDucByIBBkyxFbBIEodxBbspAlKBIBGAJBqGnBBEwAkDBBavBLwAtEBrBBtBBqBEBBqBBxBDBEBLBBJBvvDzvfcaxgab",117.000000,0,1,0,13,15,0,0,0,0
"wzcagcvqAxEHGilxubxkAvpyycuopcuyyoBBBJBJBbBuBaqBBBaJyfBuBryuBBBBBBBBBEIBryuwAjbfEAvavEynKBjAqursvArybBBBBxkBinjzvfcaxgab",117.000000,0,11,1,15,0,0,0,0,0
"wzcagcuAlrEuAoGIBkCmAAsyycujAquyaAAGAEDvqAfrBIBKdBbGdAqABBABpABfxudcBAtBayAuErBIAADBAABBBBABBEGuBaBaoBaAcBaAmyAzvfcaxgab",117.000000,8,0,0,8,4,2,0,0,0
"wzcagcACpqEsJBaaueGqLKvyycuopdurBBBpdsBBaBBJBuBErkvBKAAcEsBBryxynCEwAoGkbvmysmqxIAvCIlxDApBGGADjokujlvtpBvtnBLAzvfcaxgab",114.000000,0,0,0,9,0,4,0,0,0
"wzcagcbycuEsCpEwLrcosJuyIcuGuaucvxBBaByBHaBEfkvvBGxajBBBJBBoJbBALAABABAkBBBbBoctBBGnAvIwyyBEBwLDpBybBuAjBABooBrzvfcaxgab",116.000000,0,0,0,0,0,0,0,0,0
"wzcagcvxycEfIvAvAyAAxwvvycuopcufKvBBoAxBrBBybByBABBABABBbwBBBEEtBBBBaIABBvrEByBBBBBBBBBBBBBBBBDBBBBBBBBBBBBBBBBzvfcaxgab",117.000000,0,4,18,0,0,34,0,0,0
"wzcagcawtpEqnELLcaAukvqmycuopcnntyKvoAcjvufwbKAEDvjuxBBywBDBBuAvoBAmLpaBsvucBrBaBIqBBJjfABBBoBEBBDBBdBdBBJcBBrdzvfcaxgab",115.000000,7,0,0,0,3,0,16,0,0
"wzcagcJJljEyaDKHizLAxzEyycurucuyBttBABmububJBkpBBmpxvlBBsBvurBBBJunEAEuBDBABvsbnBAqnpfLavBBwBvsBoBldakBAuyBBBBBzvfcaxgab",115.000000,0,1,0,10,0,18,0,0,0
"wzcagcGAnwELbpLtCrlADkayycuJuccBjBBABBfsDBBBsAEtBnwvpLnLEBBAtErqBBByuBAvjBmefGBnBBBBqbBAxBBBtvABBBBBDBdBmBABrAnzvfcaxgab",117.000000,0,0,0,12,0,23,0,0,0
"wzcagcCqLAEzdjafttkAKpvuycucEbcbfuABbxGnjjBBEByBuGDLdjrxdxBBBBBaABotfdDApuvoAAruBByxBApBBBBuryqBBBBvBBkdBBEnqBvzvfcaxgab",115.000000,7,0,0,5,8,0,9,0,0
"wzzagciAzaEvAjeIJqCmAvsyycuwAquyaAAGAEdvqAcrBIukdBAItBqcDBABpDBwdudjBBtBayAuEABxBvDBABrBBBAABEGuBaBaBBaicBavAyAzvfcaxgab",117.000000,5,0,0,12,5,2,0,0,0
"wzcaocKkdJEfmkAIoyExlpGyycuJgcujKGdrBBBxBbfGvABBBBjBjIJEALxBdsBmGyyxrbqtfscBaJEBucLvoAvyBAABBBrpcByBBBBBCCuzphbzvfcaxgab",115.000000,0,0,1,12,5,0,8,0,0
"wzcagczpaIEAvvwEjJAGvAAyycuvucByBBmBBBByuBLBBBBBBEBBsaAvuvBjdBrBBBvBbBBvBBBBBIBbEByKBBBBpBnBBBuqBrBBBBBBBBBBBbBzvfcaxgab",117.000000,0,1,0,19,22,0,12,0,0
"wzcagcGznLELbnLtCrxADkbyycGJucfBqBAABBfsDBBBsAEtBnwBpLnLEBBAtErdBBByABlvjBmBfBupBBBBAvBAxBBBtvvBBBBBBBBBmBABrvnzvfcaxgab",117.000000,0,12,26,0,0,0,0,0,0
"wzcagcdnyoEjjaBycuADfLGpvcuopcuxcABwBaBBBBABaAABGKwEBBDBwBBLAKAJBbEJdBfBABacLrBwBbLBBBBvBpBFsEBwrxBBBBBBBBrBEBBzvfcaxgab",115.000000,0,14,23,0,0,0,0,0,0
"wzcagcJcAdEmszFamduADvbuycuopcByEIsJfAdABubALBEByuEBwrBxtxBBsoBbxarmjwsAvrBBBBBBqtBBBBBByqBvjawuyfGBuaBBvEtJBBBzvfcaxgab",116.000000,6,0,0,4,0,1,19,0,0
"wzcagcDkDbEjDvdAJfeexDzyycuopcurAnGIkbBdKBGBDfxjyBmbuBBBBBAEBBBBAwtBetBAwBBmeEulBEBBBBjdLnsBDBGyBBGdBBwBBIqABBBzvfcaxgab",115.000000,0,0,33,0,0,0,0,0,0
"wzcagcwvqbEqdpEzofKfuIxyycuLzquGdbAfaJLrAeKxAIJxrpBBBBAlvbDBBkBBdypAvdBJBIsDucyBBBjBbxBoEvEsBrBBBBBBBJocBGBApybzvfcaxgab",113.000000,0,0,0,11,10,6,0,0,0
"wzcagcuaDpEdJjaBxJlteGvyycuKxouLjGFeuAEADbvLouEdrpydGBbBABtBvsBBBBraJntddvLBEwBBfkbEBByvBxuqBBAIauxrBBBBBBBBtxBzvfcaxgab",115.000000,0,1,0,16,9,0,0,0,0
"wzcagcCByoEjoaBycuADfLGwvcuopcuxcABwBaBDxBABaAABGKwEBADBABBLAKAJBbEJdBfBABaiLrBwBbLBBBBvBpBFsEBwrxBBBBBBBBBBEBBzvfcaxgab",115.000000,0,0,0,11,0,12,0,0,0
"wzcagcKBGfEBjHALHavrjbGyycuauducDBcBEDBIJAGEDwBxxBAAyLBbAEoaBBBJBqBBqnJBpIovBByuqBBGAABuBKrAByaBAdBJByBytnwBBBBzvvcaxgab",117.000000,0,4,0,19,9,0,0,0,0
"wzcagcCwcAEfBjjaABbBCaAyycuopcuycGAGAbAalAyqAAEAAADvuGferuEBArABvdAKpBBBxBnjatfBaryBBBBBvBBBBBBBBBBEBBBfdBsBBABzvfcaxgab",115.000000,0,2,0,6,0,0,0,0,0
"wxjagcHAlxEGvqnvdGwrqBAyycurvvurBbBBBByBvIBBBBABBBBBBBBBBBBsBBBBGByBBBBBdbjIBBBBBEvBKvBBEBBBvBtoBBnrvDBBEBBBikCzvfcaxgab",118.000000,0,1,0,46,5,0,0,0,0
"wzjagcEwsAEhfnwtEakbaxwyycuopcuIcBGBrLCBbBGbBxBoBvbbvBBBBBBBvwBDbGyvBBBBBAvBLmABDttvBBJvpbAyyvtKvrxBByBkABBEBBxzvfcaxgab",115.000000,0,4,23,0,0,7,0,0,0
"wzcagcJJljEyaDKHizLAxzEyycurucuyBttBABmububJBkpBBmpxvlBBsBvurBBBJunEAEuBDBsBvsbnBAqnpfLavBBwBvsBoBldakBAuyBBBBBzvfcaxgab",115.000000,0,1,0,10,0,18,0,0,0
"wzcaocKwdlExwwAqtyEimACyycuAgcuJoBdrBBBKBbBGvAxBBBjBcIJEfBoBjsjmDyyArbLtLscBaJEBucBvoAByBvABtBrpcByBBBBBkCuzecvzvfcaxgab",115.000000,0,0,1,10,6,0,8,0,0
"wzcagcDeutEntyponvznjHayycuopcuBBBBBBeABAABBvBJBrqJBomBBfEeBBnwBBvCaDylBdBlIBByABBBnBBKDBuEBpBkBlBBjBEnfDABBAkBzvfcaxgab",114.000000,0,12,26,0,0,0,0,0,0
"wsjagcGsBDEAHsyCucvjrtAyycuopcvBaovBryBBJxBpwyaBytvwIrEEBvBBAAxjBobKBBBBByBpjABBBBjyvEfBBsyBJqBtBBqAtosKKBmjKtnzvfcaxgab",115.000000,1,10,0,0,0,0,0,0,0
"wzcagcJwptEavEAAksClcAlyycuopcuycAxGCAqAyopwbAEwKJuAAurffaABBBGBABBoyHanBsBpwABdyBAAuxBBvynBBJBtEyBBBvGqBByAqBAzvfcaxgab",115.000000,0,2,1,21,1,0,0,0,0
"wzcagcrAvDEtvkyvHbmevxAyycuJuccyBBBBIKBBABBbBBBBBBBBEyaBBBBBpBBvABBBABBAcBBsBucvBBEBBBBBBBEBBBDBBBBBBBBBBBBBBivzvfcaxgab",116.000000,0,1,0,31,0,26,0,0,0
"wzcagcaGAAErBiFavkHCAvuzycuopGuyEpxaAjfjAtAdAnEeyuEfjructABBsBAocAvmBvsAvrBBwBABBBBBBBBBAbjByBCByBLBnBvvxEBBkBGzvfcaxgab",117.000000,2,0,21,5,0,0,0,0,0
"wzcagcpBLHEadwBkqCAByvjBycuopcuByqBpeupxDnkuyuoryuBBdBBEByKzlAlABpBvavvvbufrBABBBwBEjBBBBBdyBBquevyBBBBtEBBnGGBzvfcaxgab",115.000000,1,3,2,9,0,19,0,0,0
"wzcagcAEobEIDErtpKCewvJyycuopcuycBfiArmBytBBjBoBBatrGLxABcAABaJwfAeBsyBGLxfLxsAfAfrBBEBjeBBBBBqwpBBbBBBsuBrBBBBzvfcaxgab",116.000000,0,1,6,0,0,2,0,14,4
"wzcagcvsqCEmmCbLbvpAybAEycucucvbBBBwGBBBvsBBBBBvAEvBpBBBELBABujBBxBBtcBpBBdBBBBBBBwBAbBBsBBBBBBBBBBBBBBBBynBBIlzvfcaxgab",117.000000,0,0,0,21,0,32,0,0,0
"wzcagcwyyoEIDaiycuADpAGJJIuopcuxjABABaBbwBABadABGKwEBwGBAvBLBKAJBbEJdBfBABaiwrBuBssBBBBBBpBFCEBwrvBBBBBBBBBIEBBzvfcaxgab",116.000000,0,10,13,0,0,0,0,0,0
"wzcagcdrvbEvclbzxAbKqzzyyKuxucJyaBBGvxcBBdyAvBBBuBucevBEyBuGdBkKfBxeEBBABAdsDBEBfkfllBBbJBqABBpuxkvABAABtrBBBBBzvfcaxgab",114.000000,6,0,0,0,0,0,0,0,0
"wzcagcafviEKuoqofuoqHJFyycuoqcucEvAubbouGBBAGKDAwBIoyIpkxpJBIuAvEtrybDvAEBBeAeKsBaKdvaArBtEBBfBqpBBBuBrBBBDBBBBzvfcaxgab",115.000000,0,1,0,5,0,0,0,9,7
"wzcagcECEcExfecajjLqAvryycuopcurBBBydwBBBABJBBBfFBvBKCBvEmBBHBBGnAErAdIxAvnrAciBIArCvxADKvqjBDxAkaemjBABBnbGBCAzvfcaxgab",116.000000,0,1,17,0,0,0,0,0,0
"wzcagcumqmEfdcltslqwICKyycuopcucBByGDveIBBxufAqjABEBBBnbBjBjBLwAdBnKBsDpBABbsBqByvDaIBtEAytBBreBABBdBBvBqEBBBBdzvfcaxgab",115.000000,0,1,21,0,0,11,0,0,0
"wzcagcHEosEEuzlubyuEscvwywuopcBfkmvBHaydBbAvcxybJvqkaAAuBaBABucBBBBBBBpBBBBBBBBBBBBBBBBBBBBBBBBBBsBuBBryBBBBBBBzvvoLxgab",118.000000,5,0,0,1,37,0,7,0,0
"wzcagctAqvEvAEIyAIrvpAjyyuuopcuBBbqBjBBBrBBBBBBBBBBBBBBBBBBBBBBBjByBBBvBBBvGBBBABBsKjBBKBBIBBABBBBEBvobBAvpBBBEzvfcaxgab",117.000000,0,0,0,7,0,50,0,0,0
"wzcagclbfzEhlaGBjqIlbvEuycuopcaAAaGBrBmtlbqBsyBbvBfBjABBvvoGpwuAJxvEoEAAfBfAouDrBBBBBBAddBBwJABywBBnBBBBBBvBBLrzvfcaxgab",117.000000,10,0,0,0,19,0,0,0,0
"wGjagcujHAEBybHmlAnwJoAyycuxfquBadvrBBkBABlEBBBBqfBBAApBEvsmByGABAvByuBEBBBBBLvvqsmArBBBABBBByBBBBBBsBBBBBBCaBvzvfcaxgab",118.000000,0,0,0,22,0,0,20,0,0
"wzjagctAiaEblzyknABffpjyycuejFuncrfpvaBBBypBBuABGBdABvuwyubbLBBBBGAwEBBALKCEuvAoDAEAArBEjBAfByBBtABBBBBBfjBBmBBzvfcaxgab",117.000000,0,0,0,15,15,1,0,0,0
"wzcagcdvEnEAmAlCxanscaqyycuoLBupcfceoAvBAqxcBjBBbqrBstBEyBBABBFBdBABpBufBByEBBBBjDuGqwBwBEBurBBlaBBABByBBABBBxqzvfcaxgab",116.000000,0,5,0,20,11,1,0,0,0
