"res_ab","mut","pop","repl","upd","nbits","geno","fit","scf","msg","reg","sense","n_null","del_msg_scf","peak"
"10k","l",500,39,100000,1678474,"wzcagcAEAdEpoAtbbaAjGylcycuobauycrvjAJnEjnBApIExBEBABbdJAIjcBIoBubytJepBBnrsDBkftFtfBBdAxpBIBuwBarBBBABBBBAByBBzvfcaxgab",21.9912,13.5,25,7,7,109,13.25,1
"8k","l",200,22,100000,731013,"wzcagccxkpJlaitcbzjiyydfycuuucBycwfeALIKdiGIDBrBBmmspbuBuEBBrBBIBAdyEvABByIBBBsaBBBbqBKKctvBvEBBeGBaEvBBBaDBybBzvfcaxgab",23.6814,13.42,30,12,12,117,13.5,1
"10k","l",500,21,100000,1903465,"wzcagcfnmJEvAmuwfGAhBKAyycuopcuyCymJALExqsAEABBvJLBBBecrBexBBbAiknjlBvBBdvBmGBBuBysBrdBeuylKfbEIpuucABpBBABIBBHzvfcaxgab",0,13.39,25,13,13,111,13.59,1
"10k","l",500,14,100000,1728647,"wzcagcBAdcEdobbCEauFDvyyycuoucehyEkBxLyybueuBetLAELduBByuyBuBLBuBaAaBrBBLBEBBxByBjyBpAAcBBBGABbsBAGmxurBxBBBBBszvfcaxgab",21.4282,13.39,31,12,12,113,13.25,1
"100k","l",500,29,100000,1798794,"wnjagcxadxEIyanmfJfxKvfyycuLocucByLBIyBBEqBbBAuwsBvamABoBarBjBBBBbBvBLzBjkBvBBvvkJBDBxEmBnBBBjBvpoqBJBEByIqoBBzzBvCvxglb",71.7275,13.49,35,8,8,118,13.61,1
"100k","l",500,47,100000,1610389,"wzcagchyDAEkAawjvAAuvqxyycuopcuBorboaKBEBBysBwkBBEBBGABqBmvlBxpyBtrBBBByBBjvnBvBBpBBvBBEBBBBfBBBBBBBBBBBBGpBBnvzvfcaxgab",38.517,13.43,45,3,3,115,13.68,1
"8k","l",100,37,100000,357011,"wBjagcLBvpEqDDCHHxEjdvpyycuJGIurBBBEvEBmlJBbumBBBBnBeBmBpjBvqxvAuBjBBBABtkBqBBlDdtjkvBArBxBmBkBBBBBLlBBycjtJtcdzvfcaxgab",0,13.53,38,7,7,117,13.52,1
"10k","l",500,28,100000,1749552,"wzcagcpqzbEGLwADACnxqidyycuqscvrBjBqeKAvepmBJcEABBKbrBuyDBBBBLbwBpaBsaBABEBvkBBvAvBwAuBBkuAEBmBBBBBvvBBBBysBymBzvfcaxgab",15.2807,13.54,35,8,8,112,13.69,1
"8k","l",500,40,100000,1774482,"wzcagcfxAdEEcuLKoryjBCvyycuspcuDLaIGwxvvBcrDbumvyyLsAtAApcAEBarApBkoBwBJBBbseBBuBrBBBBBBBEBBBrAyBCyCByBsBAnIoBizvfcaxgab",12.6597,13.53,31,8,8,112,13.26,1
"10k","l",500,0,100000,1930071,"wzcagcDbrtEksCJyApsecfryycuopcuyEsBpIEfqpsfuAyDvBJqBDAuyBBAAAAbdfsBBvAAABbbvABBmbBaBaBrBBBBBocKBpABByBBExBBxBtAzvfcaxgab",11.2181,13.46,30,8,8,107,13.22,1
"8k","l",500,26,100000,1751101,"wzcagcjuryEtAfnuswaaAseyycuBucBylkBJkAGAIjAdqADpjmfkAtBJoDsvqfDBBBABuffjLJIBEAvAGBBBwwtEEryBBsBABBryBIBddBABBBBzvfcaxgab",5.56401,13.38,27,11,11,108,13.15,1
"8k","l",100,43,100000,360595,"wEzagcKppiEiGjwiuIwpcjtyycuopvurdBBBBBftvpkmBABABByBvABmBBtBByqAjxBlDEBBBlBAoBBBBBwBAvBHayAIBsoxwBiCvLhakAwamEAzvfcaxgab",11.0581,13.46,31,5,5,111,13.94,1
"8k","l",500,49,100000,1801439,"wzcagciAtCEHyAEoojGvddAiycuojauEaBBaADBcoCHcprAsykEbBvApvbDBBkBpBvonpvuBsBdkBmBBawyuABauvcrBBBBBBBBBuBBBqBIBBBDzvfcaxgab",6.86789,13.5,35,4,4,113,13.56,1
"8k","l",500,26,100000,1751101,"wzcagcxmcmEfdclpslqyICKyycuopcucBByGGvBBBBxufAqjABEBBBnbBjBBBIwbdBIKBsDpBABAsBfkyvDaIBtEAytBBreBABBdBBvBBEBBBBdzvfcaxgab",6.76671,13.36,36,11,11,114,13.42,1
"10k","l",500,34,100000,1830079,"wzcagcjcvIEbzJuipfAcwuIvycuopcByubersmrwBfBBfdBKBAyBJwBvnBnByBLGBvBBEBBbAGsLxBneKvEBBlBbABpBBLBBnvtKqrxyzCHEwmozvfcaxgab",15.1611,13.49,26,13,13,116,13.59,1
"10k","l",500,39,100000,1678474,"wzcagcvEAdEpnAtbJaAkGylcycuobauycrvjAJnEjnBApIExBEBKBbdJAIjcBIoBubytBepBBnrnDBkfAFtfBBdAxpBIBuwBarBBBABBBBAByBBzvfcaxgab",0,13.4,26,8,8,110,13.4,1
"8k","l",200,31,100000,732374,"wzcagcakAEEscjludCAyqDADycuopGuycqAGvAjGAvmcDvIIAGxABaiAAdoAIeIxBErynxBBtAGerBBbrBBBALHBBBBBBBBBFEBBABBBByBqBBEzvfvaxgab",16.5846,13.39,31,6,6,106,12.81,1
"1000k","l",500,22,100000,1677285,"wzjagckzrvEdAECvvBvnvKvyycuodvucjkpxBBBlpAvBBApBnBBDwuBrBBBBBBBBBBBBEBBBBvBBBynBBvBBBBBpBBsBBBBBByBBEBBBBBBBBBBzvfcaxgab",56.0052,13.53,58,4,4,117,13.71,1
"10k","l",500,21,100000,1903465,"wzcagcxneIEvAkuwAGHvCHIyycuopcuyCymJALELbswEaBBvtCBBBeBrBBGABbABtBBdBvBBBvBIcBBuBysBrBBfvyBpmkElvuuyyuKBBeByBvdzvfcaxgab",17.2659,13.53,31,10,10,115,13.74,1
"8k","l",200,7,100000,720009,"wzcagcEBwBEvvCCAdbvBfbCyycuopcuyBIxfpAJyvLamABBBavBAjqBAGcaBsAycABarBsvwBJABoBBryBBwpBABvuBrjBBBEayBBBBBBBBBBEnzvfcaxgab",44.3273,13.36,37,5,5,111,13.68,1
"10k","l",500,28,100000,1749552,"wzcagcLnypEvBbHeCfxJBsnyycurbEurvxLBoAoJIymkpGEKBlxAxKkovKbyBGvvBBbBAeajGEABEABawBBwxBBojrtIALABrkBBBBBBBBBBBFBzvfcaxgab",14.8292,13.51,28,10,10,113,13.3,1
"10k","l",100,33,100000,360648,"wzcagcslfjEAGlHxyGAecJbAycuopJumcdBrpjlkjmBBBBBBnBfvDBoBLBBBEABBwaIBBBBAKvdaBofsxBuGBrEBfKBEeBfBBBBBBBBBBBBvcBvzvfcaxgab",20.4968,13.5,39,13,13,115,13.89,1
"1000k","l",100,26,100000,346899,"wIjagcqGCpEEsoEHAevxaCnyycuopcucBByBBBqaBBBBBBBuvBBBBJyEBtBByBxBvBvtcBBBBBBBBBBBBEBBGBBdBBLBBBBBmBrAAAvcAFyvmudzvfcaxgab",39.5144,13.46,48,5,5,115,13.35,1
"10k","l",500,33,100000,1731291,"wzcagcAqrmwwmxqzAspHsHHyycuLBDucByIBBkyxFbBIEodxBbspAlKBIBGAJBqGnBBEwAkDBBavBLwAtEBrBBtBBqBEBBqBBxBDBEBLBBJBvvDzvfcaxgab",7.61052,13.37,34,6,6,114,13.31,1
"1000k","l",200,6,100000,749964,"wzcagcvqAxEHGilxubxkAvpyycuopcuyyoBBBJBJBbBuBaqBBBaJyfBuBryuBBBBBBBBBEIBryuwAjbfEAvavEynKBjAqursvArybBBBBxkBinjzvfcaxgab",18.5381,13.42,28,4,4,114,13.34,1
"10k","l",500,22,100000,1802513,"wzcagcuAlrEuAoGIBkCmAAsyycujAquyaAAGAEDvqAfrBIBKdBbGdAqABBABpABfxudcBAtBayAuErBIAADBAABBBBABBEGuBaBaoBaAcBaAmyAzvfcaxgab",8.36778,13.48,25,7,7,97,13.07,1
"10k","l",200,20,100000,744466,"wzcagcACpqEsJBaaueGqLKvyycuopdurBBBpdsBBaBBJBuBErkvBKAAcEsBBryxynCEwAoGkbvmysmqxIAvCIlxDApBGGADjokujlvtpBvtnBLAzvfcaxgab",7.7874,13.46,21,8,8,112,13.51,1
"10k","l",500,6,100000,1730975,"wzcagcbycuEsCpEwLrcosJuyIcuGuaucvxBBaByBHaBEfkvvBGxajBBBJBBoJbBALAABABAkBBBbBoctBBGnAvIwyyBEBwLDpBybBuAjBABooBrzvfcaxgab",0,13.48,29,5,5,112,13.32,1
"1000k","l",500,4,100000,1675410,"wzcagcvxycEfIvAvAyAAxwvvycuopcufKvBBoAxBrBBybByBABBABABBbwBBBEEtBBBBaIABBvrEByBBBBBBBBBBBBBBBBDBBBBBBBBBBBBBBBBzvfcaxgab",46.8529,13.44,55,4,4,111,13.67,1
"8k","l",500,4,100000,1689504,"wzcagcawtpEqnELLcaAukvqmycuopcnntyKvoAcjvufwbKAEDvjuxBBywBDBBuAvoBAmLpaBsvucBrBaBIqBBJjfABBBoBEBBDBBdBdBBJcBBrdzvfcaxgab",12.9074,13.46,28,11,11,114,13.56,1
"8k","l",500,33,100000,1773418,"wzcagcJJljEyaDKHizLAxzEyycurucuyBttBABmububJBkpBBmpxvlBBsBvurBBBJunEAEuBDBABvsbnBAqnpfLavBBwBvsBoBldakBAuyBBBBBzvfcaxgab",8.09805,13.55,29,6,6,114,13.62,1
"10k","l",500,17,100000,1746446,"wzcagcGAnwELbpLtCrlADkayycuJuccBjBBABBfsDBBBsAEtBnwvpLnLEBBAtErqBBByuBAvjBmefGBnBBBBqbBAxBBBtvABBBBBDBdBmBABrAnzvfcaxgab",16.8589,13.5,38,9,9,110,13.29,1
"8k","l",500,38,100000,1773497,"wzcagcCqLAEzdjafttkAKpvuycucEbcbfuABbxGnjjBBEByBuGDLdjrxdxBBBBBaABotfdDApuvoAAruBByxBApBBBBuryqBBBBvBBkdBBEnqBvzvfcaxgab",10.7652,13.38,30,12,12,112,13.43,1
"10k","l",500,22,100000,1802513,"wzzagciAzaEvAjeIJqCmAvsyycuwAquyaAAGAEdvqAcrBIukdBAItBqcDBABpDBwdudjBBtBayAuEABxBvDBABrBBBAABEGuBaBaBBaicBavAyAzvfcaxgab",9.03812,13.54,26,6,6,103,13.43,1
"8k","l",500,14,100000,1770993,"wzcaocKkdJEfmkAIoyExlpGyycuJgcujKGdrBBBxBbfGvABBBBjBjIJEALxBdsBmGyyxrbqtfscBaJEBucLvoAvyBAABBBrpcByBBBBBCCuzphbzvfcaxgab",10.0524,13.46,25,11,11,114,13.41,1
"100k","l",200,36,100000,690924,"wzcagczpaIEAvvwEjJAGvAAyycuvucByBBmBBBByuBLBBBBBBEBBsaAvuvBjdBrBBBvBbBBvBBBBBIBbEByKBBBBpBnBBBuqBrBBBBBBBBBBBbBzvfcaxgab",59.8356,13.52,52,4,4,115,13.75,1
"10k","l",500,17,100000,1746446,"wzcagcGznLELbnLtCrxADkbyycGJucfBqBAABBfsDBBBsAEtBnwBpLnLEBBAtErdBBByABlvjBmBfBupBBBBAvBAxBBBtvvBBBBBBBBBmBABrvnzvfcaxgab",14.359,13.37,40,10,10,111,13.69,1
"10k","l",500,15,100000,1724478,"wzcagcdnyoEjjaBycuADfLGpvcuopcuxcABwBaBBBBABaAABGKwEBBDBwBBLAKAJBbEJdBfBABacLrBwBbLBBBBvBpBFsEBwrxBBBBBBBBrBEBBzvfcaxgab",9.95965,13.53,40,11,11,112,13.67,1
"8k","l",500,46,100000,1705961,"wzcagcJcAdEmszFamduADvbuycuopcByEIsJfAdABubALBEByuEBwrBxtxBBsoBbxarmjwsAvrBBBBBBqtBBBBBByqBvjawuyfGBuaBBvEtJBBBzvfcaxgab",0,13.4,29,7,7,114,13.46,1
"8k","l",100,23,100000,359394,"wzcagcDkDbEjDvdAJfeexDzyycuopcurAnGIkbBdKBGBDfxjyBmbuBBBBBAEBBBBAwtBetBAwBBmeEulBEBBBBjdLnsBDBGyBBGdBBwBBIqABBBzvfcaxgab",10.8347,13.55,39,13,13,114,13.47,1
"10k","l",500,30,100000,1728826,"wzcagcwvqbEqdpEzofKfuIxyycuLzquGdbAfaJLrAeKxAIJxrpBBBBAlvbDBBkBBdypAvdBJBIsDucyBBBjBbxBoEvEsBrBBBBBBBJocBGBApybzvfcaxgab",9.16577,13.47,27,13,13,114,13.56,1
"10k","l",500,10,100000,1721994,"wzcagcuaDpEdJjaBxJlteGvyycuKxouLjGFeuAEADbvLouEdrpydGBbBABtBvsBBBBraJntddvLBEwBBfkbEBByvBxuqBBAIauxrBBBBBBBBtxBzvfcaxgab",8.46544,13.41,28,13,13,116,13.69,1
"10k","l",500,15,100000,1724478,"wzcagcCByoEjoaBycuADfLGwvcuopcuxcABwBaBDxBABaAABGKwEBADBABBLAKAJBbEJdBfBABaiLrBwBbLBBBBvBpBFsEBwrxBBBBBBBBBBEBBzvfcaxgab",0,13.5,41,10,10,110,13.67,1
"8k","l",500,31,100000,1779517,"wzcagcKBGfEBjHALHavrjbGyycuauducDBcBEDBIJAGEDwBxxBAAyLBbAEoaBBBJBqBBqnJBpIovBByuqBBGAABuBKrAByaBAdBJByBytnwBBBBzvvcaxgab",7.65843,13.36,33,7,7,111,13.18,1
"1000k","l",200,45,100000,709002,"wzcagcCwcAEfBjjaABbBCaAyycuopcuycGAGAbAalAyqAAEAAADvuGferuEBArABvdAKpBBBxBnjatfBaryBBBBBvBBBBBBBBBBEBBBfdBsBBABzvfcaxgab",28.2124,13.41,35,9,9,104,13.52,1
"100k","l",500,37,100000,1676841,"wxjagcHAlxEGvqnvdGwrqBAyycurvvurBbBBBByBvIBBBBABBBBBBBBBBBBsBBBBGByBBBBBdbjIBBBBBEvBKvBBEBBBvBtoBBnrvDBBEBBBikCzvfcaxgab",0,13.49,54,4,4,117,13.79,1
"10k","l",200,43,100000,725769,"wzjagcEwsAEhfnwtEakbaxwyycuopcuIcBGBrLCBbBGbBxBoBvbbvBBBBBBBvwBDbGyvBBBBBAvBLmABDttvBBJvpbAyyvtKvrxBByBkABBEBBxzvfcaxgab",0,13.41,34,5,5,115,13.67,1
"8k","l",500,33,100000,1773418,"wzcagcJJljEyaDKHizLAxzEyycurucuyBttBABmububJBkpBBmpxvlBBsBvurBBBJunEAEuBDBsBvsbnBAqnpfLavBBwBvsBoBldakBAuyBBBBBzvfcaxgab",9.51507,13.55,29,6,6,115,13.62,1
"8k","l",500,14,100000,1770993,"wzcaocKwdlExwwAqtyEimACyycuAgcuJoBdrBBBKBbBGvAxBBBjBcIJEfBoBjsjmDyyArbLtLscBaJEBucBvoAByBvABtBrpcByBBBBBkCuzecvzvfcaxgab",14.0981,13.49,28,9,9,113,13.51,1
"10k","l",500,30,100000,1728826,"wzcagcDeutEntyponvznjHayycuopcuBBBBBBeABAABBvBJBrqJBomBBfEeBBnwBBvCaDylBdBlIBByABBBnBBKDBuEBpBkBlBBjBEnfDABBAkBzvfcaxgab",9.35472,13.48,42,8,8,114,13.54,1
"8k","l",200,33,100000,735532,"wsjagcGsBDEAHsyCucvjrtAyycuopcvBaovBryBBJxBpwyaBytvwIrEEBvBBAAxjBobKBBBBByBpjABBBBjyvEfBBsyBJqBtBBqAtosKKBmjKtnzvfcaxgab",0,13.44,30,6,6,114,13.5,1
"100k","l",200,13,100000,772276,"wzcagcJwptEavEAAksClcAlyycuopcuycAxGCAqAyopwbAEwKJuAAurffaABBBGBABBoyHanBsBpwABdyBAAuxBBvynBBJBtEyBBBvGqBByAqBAzvfcaxgab",0,13.37,23,5,5,104,13.39,1
"1000k","l",200,11,100000,680153,"wzcagcrAvDEtvkyvHbmevxAyycuJuccyBBBBIKBBABBbBBBBBBBBEyaBBBBBpBBvABBBABBAcBBsBucvBBEBBBBBBBEBBBDBBBBBBBBBBBBBBivzvfcaxgab",44.4706,13.54,59,3,3,114,13.79,1
"8k","l",500,46,100000,1705961,"wzcagcaGAAErBiFavkHCAvuzycuopGuyEpxaAjfjAtAdAnEeyuEfjructABBsBAocAvmBvsAvrBBwBABBBBBBBBBAbjByBCByBLBnBvvxEBBkBGzvfcaxgab",11.3004,13.43,28,6,6,107,13.54,1
"8k","l",500,30,100000,1737653,"wzcagcpBLHEadwBkqCAByvjBycuopcuByqBpeupxDnkuyuoryuBBdBBEByKzlAlABpBvavvvbufrBABBBwBEjBBBBBdyBBquevyBBBBtEBBnGGBzvfcaxgab",11.9231,13.46,34,9,9,116,13.45,1
"8k","l",200,27,100000,711057,"wzcagcAEobEIDErtpKCewvJyycuopcuycBfiArmBytBBjBoBBatrGLxABcAABaJwfAeBsyBGLxfLxsAfAfrBBEBjeBBBBBqwpBBbBBBsuBrBBBBzvfcaxgab",40.9029,13.55,31,13,13,112,13.18,1
"100k","l",500,4,100000,1645417,"wzcagcvsqCEmmCbLbvpAybAEycucucvbBBBwGBBBvsBBBBBvAEvBpBBBELBABujBBxBBtcBpBBdBBBBBBBwBAbBBsBBBBBBBBBBBBBBBBynBBIlzvfcaxgab",33.2775,13.51,54,4,4,115,13.66,1
"10k","l",500,15,100000,1724478,"wzcagcwyyoEIDaiycuADpAGJJIuopcuxjABABaBbwBABadABGKwEBwGBAvBLBKAJBbEJdBfBABaiwrBuBssBBBBBBpBFCEBwrvBBBBBBBBBIEBBzvfcaxgab",0,13.46,38,7,7,111,13.47,1
"8k","l",500,21,100000,1771584,"wzcagcdrvbEvclbzxAbKqzzyyKuxucJyaBBGvxcBBdyAvBBBuBucevBEyBuGdBkKfBxeEBBABAdsDBEBfkfllBBbJBqABBpuxkvABAABtrBBBBBzvfcaxgab",0,13.38,30,13,13,112,13.78,1
"8k","l",500,45,100000,1755568,"wzcagcafviEKuoqofuoqHJFyycuoqcucEvAubbouGBBAGKDAwBIoyIpkxpJBIuAvEtrybDvAEBBeAeKsBaKdvaArBtEBBfBqpBBBuBrBBBDBBBBzvfcaxgab",27.0786,13.4,25,11,11,113,13.56,1
"10k","l",200,20,100000,744466,"wzcagcECEcExfecajjLqAvryycuopcurBBBydwBBBABJBBBfFBvBKCBvEmBBHBBGnAErAdIxAvnrAciBIArCvxADKvqjBDxAkaemjBABBnbGBCAzvfcaxgab",8.86015,13.5,29,10,10,109,13.82,1
