genome,scf,scf_no_int_bio
wzcagcvCvuEBJvAIeABdABmyycuopcuvcvAGrIEAyAlBlDAfjluAKBAlABBvvpAyBBAAAsEABBAtexJBAABBttryAJBvsrABBvBBsEBEBBInBBBzvfcaxgab,9.680000,9.510000
wzcagcEAoJCAaAcyCBFiafryycuwJduIoooyIvjvcHrymEvxlCtlABzttndAAEAcvAvCtsvBAdAJbAcpApArBBuBAABBBtBpAuGyBsdArkrEHwozvfcaxgab,9.600000,9.330000
wzcagczDBuEBxBmBvBdBnBByycuopcuKcesavBeoBaEBwxABrIBkfBAlBDlKwtAyyttrqyBerBABacdBxeAEsorEyAfvBBBpBBBBAoufKryBdBfzvfcaxgab,9.580000,13.480000
wzcagcEfpAEliHAaaAzcbzByycuouruynBbIwnmpBABBoBBBBBaABByJLBusemBBBacrABBBucGBAByBBulBBBlBBpBLEvuBarBbBBBABfgedFBzvfcaxgab,9.660000,0.000000
wzcagcEfpAEliHAajAtcbzByycuouruynBbIwnmpBABBoBBBBBaABByJLBusemBBBacrABBBucGBAByBBulBBBlBBpBLEvuBarBbBBBABfgeeFBzvfcaxgab,9.640000,0.630000
wzcagcEfpAEliHAajAtcbzByycuourtynBbIwnmpBABBoBBBBnaABByJLBusemBBBacrABBBucGBAByBBulBBBlBBpBLEvuBarBbBBBABfgeeFBzvfcaxgab,9.620000,0.620000
wzjagcAECjEtABqBsAAxwaAyycuoIrIqmABBIAAvAbsvAFaAAvdABobcIfvABaBarBEABBBBBBBBBBGBBBBeBpABABBbBBBBAEFBBBBJBBABByEzvfcaxgab,9.590000,9.230000
wsjagcmIywEudovLAbLlDxyfycuoKfucBvmamAElAKJwyBjBjpBybBwuburpuBBBBBrBBBBBbBBGBoBxBjBBdxByeKBEBJcpbLABBuBqovBqBBBzvfcaxgab,9.570000,9.790000
wzcagccyrAFvDAukvLDuKKLyycuopcuyBpBqAkGBvvKBlBBBJBBBsBAvBuLAByuEBwxjvLdBqAwvvAAuBrBBBbvBByBBBEBvBBBBEBBBBBBBBBIzvvyaxgab,9.640000,9.100000
wzcagcHityEtlcfGfzJKfvtyscuopcByBbvyABqBIoBoAfKDqbArvxaAJucBBBIGEbpBBuBbBdEBIvoBKouBEEBavevjrBBBBBBBBBvBBsBBBBBzvfcaxgab,9.730000,9.840000
wzcagcAAzEEfryjbGEJDBaBAycuopcuAfEBBvoBafEAofxABDfoBBvIyBbBsulBkBApKrBAyBAGIBBBBedBBBvtBABIBBBBxjcyDBBryyuddJuyzvfcaxgab,9.640000,9.150000
wzcagcKbafEDhlFmnApfmrjyycuopcucByvmBBvwvABBEpBuBBBpLlndABvouBBbLBqBBdByADaBBdBBtBBrBBBBBBvEBBsBBBBDmGwpBBfBBBBzvfcaxgab,9.730000,9.560000
wzcagctKvqExrHnjozrvyvEvcrufukvyurBubjwpEBfBDBBjEBuBBryBBBjuBBBnwBBBBeBAAdBBByBBwBtBBBBBKAEBbxBvlajbytHvjvprhjbzvfcaxgab,9.700000,9.340000
wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbBBwEABbAirIBABABkbnAKafAyytdrqyBbGBABocdBxfAEsorEyAfvBBBpBBBBIxufwrdBdBfzvfcaxgab,9.670000,13.390000
wzcagczsBGEBwBmBvBdbnBByycuopcupcvfavBdoBdEAdbABrlBfDBelBDlKwAAyyttrqyBbrBABocdBxeAEsorEyAfvBBBpBBBBIoufjruBdBfzvfcaxgab,9.650000,13.470000
wzcagczsakzckAbtpzBAkpByycuopruBrBBBBBBJDByBBIABBpBxAyABbLkoEdEBAExBBBAKBKuLIuoBfrBBByBBBBBBEvBBBBBdBBbBBfgJluwzvfcaxgab,9.610000,0.000000
wzcagcuaDpEfkcalJJjuAGvyycudxouBBGFeuAqwebveduEGrpysqBbBABtBmuBBkIraJAatLvABEcBBJdbEBBywBbuqBBABaubrBBBBBBBByuBzvfcaxgab,9.580000,9.360000
wzcagcAAAeEcvAzuBIoABtryycuuGcuKcGAGeAAobaKApxAeEwAcqAEvLLrBBBBBBLCBBBBLbfvBtlBkABbBmBBABEAubtIBBlawBBpBBAEBAmfzvfcaxgab,9.750000,12.260000
wzcagclzDqEuIIinppdebxEyycuopcurGBDBqbBdDBEAqyBBBBBBBvBEBwBBBwBGByBtrfJBrczDLEDpDIAIAwxeitjmvljuvetICkBypyaHwkvzvfcaxgab,9.630000,9.190000
wzcagczsBGEBwBmBvBdbeBByycuopcupcvfavBdoBdEAdbABrKBfDBAlBDlKwdAyyttrqyBbrBAIocdAxeAEsorEyAfvBBBpBBBBIoufjruBdBfzvfcaxgab,9.660000,13.530000
wzcagclmAdEEcuLLonyjBCvyycuspcuDLaIGwxvvBbrDbumwyyLswtAApcAEBarApBkoBwBJBpbsrBBuArBBBBBBBzdBBrByBCoCByBsBAnIoBizvfcaxgab,9.630000,9.230000
wzcagcycACyECoxfmqxbACoyycuopcuycbvqKAqwbBaGjoyrjrdaxejCaikbAAAjlvzbmxcpElAELaAhixJikBaArcbylozClfdveBeLBLeBzAAzvfcaxgab,9.670000,0.000000
wzcagcjAAexkvAzuABtGBaryycuopcuIcxfGeAAoyBKBpGAcEwAcAAEvAirIBnbBBLCBBBBABKvBmABBBBbBBBBaBEDAbtpdBlapBBpBBAEBAofzvfcaxgab,9.590000,13.220000
wzcagcmDpGEEpllBaiBbJlsyycuobcuyarEGdpwBfBodBBBLBBaBBBLAcAyvsyLsBBBAIBBDBABBBpByAdBByBtjjBAtBBBBfvBfBupBJrAokpyzvfcaxgab,9.590000,9.210000
wcjagcwvAaEimpqwAzltHveyycuxBBucxynfffyxAbBDEokDBBkpAlDBGBLxoBEInBjALbkjBvJbBejAtBarBBtBBfBEBBBBBdBtBEBtuBBBBvizvfcaxgab,9.560000,9.560000
wzcagcisvfEdxEockavjILIyycuopcujEBbBBBrIBkaBBxwEBAIDBBnyaeBBobkAqGJBBuBBBABBbBBBBJJsGtljyBBBBAwBxtytjAvyttrpDFAzvfcaxgab,9.590000,9.240000
wzcagcaauAEHbyEIzmzxvqhyycuvucByEEfBklIDBAcBAGutBvtAaLFAdcGJtBwBLjBIBDlAEBBBBBBbyBqBLFuLAxBmscBBBuBBBBIBBysBBBBzvfcaxgab,9.680000,2.520000
wzjagcajavKlhqKmnAzfLClyycuopcucByvmubbwvAoBEpBoBGBpxqndABqouBBwLBqBBABywGaBBBBBtJBrBBBBBBvEBBBBBBBqmEwcBbGBBBBzvfcaxgab,9.740000,9.430000
wzcagczsBIEBwBmBvBdbnBByycuopcupcvfavBdoBdEAdbABrKBfvBAlBDkKwAcyyttrqyBbrBABocdBDbAEsorEyAffBBBpBBBBIoufjruBdBfzvfcaxgab,9.660000,13.390000
wzcaCcIdEcEyKIJwFrAsnkAyycuogcucyxBBAjfBqBmBJBlBBJqEAAyGxEjGBxDjABAuABIvAAduceBBBlkByBBGvBBnKtBpvBBvurBBBBBBBByzvfcaxgab,9.610000,9.220000
wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbBBwEABbAirIBABABkbnApfAAyytdrqyBbGBABocdBxfAEsorEyAfvBBBpBBBBIxufwrGBdBfzvfcaxgab,9.670000,13.390000
wzcagcGuecEvDkIDnvCAGuxyycuopcuAaBBaKjwBAoBarBfBBIBABBBBfvBBBdyBpwByBBBABBtjcBBBqyBtcEBBFBBBBBBBBBBBJBEBBBBEBBBzvfcaxgab,9.610000,9.430000
wzcagcBAdcEdobbCEauFDvyyycuoucehyEkBBLyybuerBetLAELduBByuyBuBLbuBaAaBrBBLBEBBxBnBjyBpAAcBBBGABbsEAGmxurBxBBBBBszvfcaxgab,9.690000,9.680000
wzcagciiAtEKmcnKAtiarEjyycuopcDoDBBaowyBJBAvBJqBBAtvmAAvbmnByuerdBABBEsIEGIBpBAtGvtBpBpxdBBBuboDIucGBBiBBBBBBBBBvvvvxgab,9.580000,9.390000
wzcagctrDuGaEKBtlcdKExkyycuLpauvcvejeBArBmvBBxsmpBjbBBmBBkEBABBBvBndBwBkBsBBBBBBmBurBBoBxBypBGByBBABBBBBBBBEBBBzvLrvxgab,9.660000,9.470000
wzjagcpLpvELKBAyvJCvLcyJycuopcucBoJBEBJmBAGEyjuBwmAxesEyGEbGBBIqvbBBAKBtBatrqwBsByArKKscBBbBBBbpBBJAIDBkBBBBBBBzvfcaxgab,9.580000,9.480000
wzcaicgcxCEDksuBbefuAvByycuoAIucBBwGBwBDoebABwBBjeEEJBABBApBvwyyuBBdBBfBEucEBJBpDvdBBBBBjBuBBarBBBpBEvBBBzjvHIGzvfcaxgab,9.730000,9.370000
wzcagcLlypEnBBHeCfxJBInyycurbEurdxxfoBoJIybkpIEKBlxADKkjvKpyBGvIBBbBAeajBEABDABwABvexBBoJrtGwJABrBBBBBBBBBBBBFBzvfcaxgab,9.720000,9.490000
wzcagcEflAkbpHApEAobbzByycuoucuyaBbIxnmpBABBoBBBBBaAAByJLAusemBBBacAALABucBBaByBbulBBBlBBpBLEvuBarBBBBBByfgeeFBzvfcaxgab,9.730000,0.000000
wnjagckvAaEimpqwAzltHveyycuxBBucxynfffyxAbBDEokDBBkpAlDBGBLxoBEInBjALbkdBvJbBejAtBarBBtBBfBEBBBBBdBLBEBLuBBBBvizvfcaxgab,9.600000,9.560000
wzjagcJGuxEABdCIvcvccBkyycuobbuyjtAfJprABfBEucJccerBbbydBuecfBucBewxBLpqvuEABBuxArBBBBxcyBBBBBBKwBABEBmBBBEnafLzvfcaxgab,9.610000,9.540000
wzcagcGueCEvDkEInvCAGuxyycuopcuAvBBaKjjBAoBarBfBBIBABBBBfvBBBdyBpwByBBBABBtjcBBBqyBtcEBBBBBBBBBBBBBBJBEBBBBEBBBzvfcaxgab,9.580000,9.380000
wDjagcvGjvEECCjcBGbrAmAyycuopcuyBBdvBJBByEvDBvBABJuBaovrBDABBBBBEBpBBBEulBkrBBBBBBBaBBBBBBBBBBBBBBBBBBvBBByBBByzvfcaxgab,9.680000,9.140000
wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbfBwEABbAirIBABABkbnAKaAAyytdrqyBbGBABocdBxfAEsorEyAfvBBBpBBBBIxufwrdBdBfzvfcaxgab,9.620000,13.390000
wzjagcakwDEACjDAHAkdzvtyycuopcurBydtusBBbBfKAacByAouAxByKBBBAdBAfgABuBEcBDAxvAqAcAwjBGjwEyIvtAbcBwBjBBBBBBEBBbBzvfvaxgab,9.690000,0.550000
wzcagcAoDyEjzrGxkAizwvvyycuopcuBarbBBbBEBBjBBykBBEsBAkBGyBvaBApyBtrBBBByBBBkDBBBBIBBvBBxBBBBenBBBBBBcBBuBxlBBfxzvfcaxgab,9.650000,9.270000
wzcagcBehEECmADjsojBAEsyycuoucBBBGBGBbBBBBBBDAysxBBAlqnlIkLbIAfBlpBAynBuacpftJBBBBBlDJlDvBEHvaxvcxaELCuLLnJvolvzvfcaxgab,9.620000,9.760000
wzcagccmEpCemxcIuzALqAByucuoBcJpBAKoKcADBJeALoyurxwfbhfosALxmyAIllBEBpwGBABABABDrvvxuuaABBArKnBqGBsBBtBvBBBBtBfzvfcaxgab,9.680000,8.470000
wzcagcvDyzEyajDytKuwvIpyycuBucJyBBABBBvBFEByuGBucBBpBBBEBuuBBbvrBBBBBBBBBBBBBByBBbDBBEBBvuqBBBBBBBBBfrBBBvBBvsBzvfcaxgab,9.750000,9.630000
wzcagckfDcELAuCkAvbyuysyycuopoupcxIGGAAAAGdLfBaBAjverByEBBBABJBAllBBALfjlBBHaEBJnpuaBBEsBfuyuruBadBkBrdEBuABBBBzvfcaxgab,9.680000,9.500000
wzcagczsBIEBwBmBvBdiGBByycuopcupcvfavBdoBBEAfbdBrIaauBflpLlKwAAyyttrqyBbrBAeoadBxeAEsorEyAfvBBBpBBBBIoufyruBDBfzvfcaxgab,9.710000,13.300000
wzcagczsBIEBwBmBvBdiGBByycuopcupcvfavBdoBBEAfbABrIBxfBAcpLDKrAAyyttrsyBbrfAeobdJxeAEsorEyJfvBBBpBBBBIoufyruBdBfzvfcaxgab,9.610000,13.120000
wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbBBwEABbAirIBABABkbnApfAAyytdrqyBbGBdBocdBxfAEsorEyAfvBBBpBBBBIxufwrGBdBfzvfcaxgab,9.670000,13.390000
wGjagcJAhbEvnJEAHCDJvIEyycuoBbucBBBBBypBjBBxABoBBByBByBGjBbByvKABBvvGBBsBwABqAEEAvGytJaBAnyBocBlvBJmzGfGurvfomqzvfcaxgab,9.640000,9.610000
wzcagczBBIEBBfLIvsBxcmbyycuopcuJccLAcBLBBaEABbAArIBcBmqsBDAKuAuyydtcqyBdGBBxKddroeDEsorEyAfvBBBpBBBBAxufvrBByufzvfcaxgab,9.610000,13.470000
wzcagcEfpAEliHAaaAzcbzByycuouruynBbIwnmpBABBoBBBBBaABByJLBusemBBBacrABBBucGBAByBBulBBBlBBpBLEvuBprBbBBBABfgedFBzvfcaxgab,9.670000,0.000000
wzjagcvvJmEbrvvvuLumArwyycuDaEurBBBBBBBBBBBBBvBuyBBBBByBqBuByBqBIBBEBBEBBBvBvjBBBpsBBBBByvBBvBBBBBBvEBBBvBAGBvBzvfcaxgab,9.740000,9.270000
wzcawcACrBEwEHbdJAxuAAAyycuowcugcrjBABBBxcBBBLBEwBBpBBxvJBIBBbBBnBBBABbBABABABBoBvGbBAABqBBBvKepmLCBIjoBKyEyEpyzvfcaxgab,9.720000,9.340000
wzcagcKCjuEEpeacbGEInGoyycfupcuBaBAruBBvBABevBBdByBBBEpsBBBBlABtDwebIKJBBAbBrAEADGBvAjByAqKFBwccsyfbBLwABIdIzurzvfcaxgab,9.580000,9.130000
wzjagcJvKpEyqAnHGvablAkyycuopcuojBBEBBbAABABbEbrByBeBkDBDulyBBBIxwtFKrJBBuBBBEvkBkBuBalBmwdsBBBdBjvJyvBBqJIBilxzvfcaxgab,9.730000,9.370000
wzcagckfDcELAuCkAsbyuysyycuopoudcxIGGAAAAGdLfBaBAjverByEBBBABJBAllBBALfjlBBHaEBJnpuaBBEsBfuyuruBadBBBrdEBuABBBBzvfcaxgab,9.730000,9.810000
wzcagcnviLEbKkqdAjecurEyycuopcurmBylBvEAsadDsxGBwyjDvBBIBBkadtBBArBBkBvIItBIvBBqBBBBBBBBoBbBvnBlBKEyBBsBAryBBBBzvfcaxgab,9.660000,9.450000
wzcagcsEKmEExtkddkvvDxHyycucucuyGDBAKdDutDBjBAjnIyufyEqKwAdBbfroADtcBBuBBAjyBBvEvBBpuBBqBBBBxBBBoBqBJzBBxyvFEwBzvfcaxgab,9.690000,9.070000
wzcagcEwpGHiAazKsvyjvvAyycuopcuExrjBqvGBBdvoDBBvcBBBBBJydBJBIBjGytBBtrxBBBsABaBaxcABaybEsrBBBtlDAxypuBBrBBBByBozvfcaxgab,9.740000,9.930000
wzcagcBjCyEBnAHoAHpcsotyucuopcbyyxABxbBurAaucBBEBBBeByBBoBEBBBBBnBvBuwsBrBByAeCBmkEBmJkjqBvJvjnFkJKavnHmtzEDJEazvfcaxgab,9.640000,9.290000
wzcagcEfpAEldHAayAtcbzByycuouruynBbIwnmpBABBoBBwBBaABByJLBusemBBBacrBBBBucGBAByBBulBBBlBBpBLEvuBarBbBBBABfgeeFBzvfcaxgab,9.580000,0.000000
wzcagczsBGEBwBmBvBdbeBByycuopcupcvfavBdoBdEAdbABrKBfDBAlBDlKwdAyyttrqyBqrBABocdBxeAEsorEyAfvBBBpBBBBIoufjruBdBfzvfcaxgab,9.650000,13.350000
wzcagcjAAexkvAzuABtGBaryycuopcuIcxfGeAAoyBKBpGAcEwAcAAEvAirIBnbBBLCBBBBABxvBmABBBBbBBBBaBEDAbtpdBlapBBpBBAEBAofzvfcaxgab,9.590000,13.220000
lwjagcvlvAECFuvDtKicwjxyycuopcuBBDrBBBBBBvbBBByBBnkBBBEBdBBvdcBBBBuBBBBBvBBAeBBvBABEpBBAeBBBmEBBBsvsnBByBBBBBBBzvfcaxgab,9.630000,9.150000
wzcagczAJkzckdbmpzBAkpByycuopruBrBBBBBBJDByBBIcBBpbxAyABbLkoEdEBAExBBBAKBKuLIuoofrBBByBBBBBBEvBBBBBABBbABfgJCzwzvfcaxgab,9.690000,0.000000
wzcagcEflAEApiApjAobbzByycuoucuyaBbBwnmpBABBoBBBBBaABByJLAusemBBBacAALABucBBaByBbuDBBBlBBpBLEvuBarBBBBBByfgeeFBzvfcaxgab,9.710000,0.000000
whjagcHAlxECvqnvdGwrqBAyycurvvurBbBBBByBvpBBBBABBBBBBBBBBBBsBBBBGByEBBBBdbjIBBBBBEvBKvBBEBBBvBtBBBnrvDBBEBBBlkCzvfcaxgab,9.640000,9.310000
wzcagcedHrEJApwAvqmDsCByycuopcByBDBBoBvBGBAvvpmLBpDLnBuAyvBbBImxAEBJLvvosAFbABarBBBEBBLBBBBBBBBBBBBBBBBBBBBBBEBzvfcaxgab,9.740000,9.330000
wzcagcEfpAEliHAayAtcbzByycuouruynBbIwnmpBABBoBBwBBaABByJLBusemBBBaBrBBBBucGBAByBBulBBBlBBpqLEvuBarBbBBBABfgeeFBzvfcaxgab,9.650000,0.000000
wzcagcDAJkzckdbtpzBAkpByycuopruBrBBBBBBJbByBBIcBBpbxAyABbLkoEdEBAExBBBAKBKuLIuoofrBBByBBBBBBEvBBBBBABBbABfgJCzwzvfcaxgab,9.690000,0.000000
wzcagcvzocEGftjInAoztssyycuspcurBsBeDeBajyFeBAvDfJtclpJuBBABBEBEBBBBtcBBpaBBByEBsodyBBtBBbBBpvABwyBGedBvBBsypAtzvfcaxgab,9.630000,9.670000
wzcagcaAtenJvAzubAoeBtryBBuuucLycaIGeAAobAkspLfdEaAdAaEvAirfBsbBBLCBBBBeDAvBmBBkBBBBBBBsBEAeksmKBufcBBpBBAEBAmfzvfcaxgab,9.590000,13.030000
