genome,merit,task.0,task.1,task.2,task.3,task.4,task.5,task.6,task.7,task.8
"wzcagcAAncElAzbrmpCAABvyycuopcuyyuAGLKBBBovAyLrurBBEBByaBlBBEvIpsblBvxckdaAmBBAytpoKABIAoABwuArBoBDBBBBBBBBBBBEzvvmaxgab",117.000000,0,2,1,13,0,0,0,0,1
"wzcagcvHjmEAkfLxkjzcmrEyycurJjuoKrBBBBBBBABBAEBBkBbBBBBBvBdBBBBBAABBBDBbBBpBBBABBBBBEDBBAucBByBBBBvBBBBBBvBBoBBzvviaxgab",117.000000,0,39,0,1,0,0,0,0,0
"wzcagcwHsBEelGGqpuuvrycyucuopcurKBvEByysBryyBBuBDwBBBkBuBsBGDAsEpBApsfqAurABLxoBynGBBBvBEBpsBBBsmvBBqAIDyBsiyjAzvvdaxgab",116.000000,0,0,0,2,11,3,14,0,0
"wzjagcybEjEtrCwpBkBuklbyycuopcuyzIrvBAxBBjyBKtBBaABKBarBBDBBBBBBBBBBvBBBBBBEBBBBysBBABBBBBBBBBykBBBBBBvvBBBBEBBzvvnaxgab",119.000000,0,0,1,0,0,0,0,0,0
"wzcagcdrJcEvrLJylnlIBCKyycuopcuycAfrBBBbvBtdbBBkBBBxJBpBBmBIjBEoBEBBBBBBvBBBBkByBBBBAtBodEytvrpsBrBBByBbBBBBBBBzvvsaxgab",118.000000,0,1,31,0,0,3,0,11,0
"wzcagccyoxrcAttzmAIsszBypcudvAucBBBJBBoEBBBBBmBBBBBBBBsBBfgsjBmBBqBvGBvBBBslBJBtBEBBlBBBuxdfBvsjuBbBkBBxokBqaBBzvvvaxgab",118.000000,1,0,1,21,44,0,0,0,0
"wLjagcsGplEtLnCvoGupbpiyycuoucBBBBvBBBBDBBsBBBBBBEBBBBBvvBBBBBBvBBBBBBBBEBEBBBBBBBBBvvBBBBBvBBBBBBByclpyztAuzvdavfcaxgab",118.000000,0,1,0,58,0,0,0,0,0
"wzcagcatbCEmfEvmmEAyBwobycueucdBlBBBxvBBBBBdBBBBnBBsBBvBBBBBBBBBBBBvBBBBEBABBFBBvBBBeoBBBBBBvBABBEBvvBBBBBBmBulzvvehxgab",117.000000,0,0,0,58,0,0,0,0,0
"wzjagcjoHlFuCCHpuFkoyFbGycuxucLoBFAkkDBJLybmvxGyGDBBABnBBAvtDmafrBBByDBBpwBBGwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvsaxgab",119.000000,0,0,0,8,9,0,0,0,25
"wzcagcocmaEvdDqErBmsAbqyycuoucByDadyAAumDscBBkkxuEvBBLqnaBBAebvpBEvGqecDpBBBABvtaBfBBBBBBBtBqBLorBJpBBBuBByylkBzvvBcxgab",116.000000,0,1,0,1,0,0,20,65,1
"wzcagctaBaEuBrnqncrcljDyycuopcucdaaBBfBBEByBBBBBpvvaBBBBBBsBDJBBBBIBBjBBqABBBBBBBytAyBBBEBtcBBBBBEBBBBBBBBBBBBBzvvoaxgab",118.000000,0,1,37,0,0,19,0,0,0
"wzcagcjzxEEvoACCArDAJeLyycuoprurdBEBdfwBByBBEBBBBBBBAmBpBBBBBBsyBBfnrfwoBBvvBDBoBBAyIAGptABDnrBBBBBBBBBBvBBBjBBzvvhaxgab",117.000000,0,1,0,24,0,0,15,0,0
"wzcagcelEwEAaGGBowGrckzyycuoLcuqryBBtfvwuDnpjeABIsABwrbucdKeIBBEcyxlEBvkBKqAJsryBpBurBBBBByGAauBKueBuBBzBBBtaBBzvvDaxgab",115.000000,0,0,0,5,3,5,0,0,9
"wzcagcdrpoEvrxJyBmlIBCpyycuopcuyciArBoebvBtBBBBkBBBxJBBBBBBIcBEbBEBBBBBBvBBBxkByBBABAtBobEytvrpsorBBBBBABBBBBBBzvvsaxgab",118.000000,0,1,31,0,0,1,0,12,0
"wzcagcaAHHEHBtxjuJGxafjyycuopcucBBvDByBxBBBBqEBAxBBBBBfBBBboBAuEllevIDBABbuytByAAAxtKqBnBjaAmrbyBlBBDjBAqyBBBEBzvvraxgab",118.000000,0,1,24,0,0,9,0,0,0
"wzjagcjuHlFuCCHpuFkoyFbGycuxucLoBFAkkDBJLybmvxGyGDBBAznBBAvtDmafrBBByDBBpwBBGwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvsaxgab",119.000000,0,0,25,4,0,0,0,0,0
"wzcagcEACDEacGALuedltupyycuoucqysBxAbputxjByvqADjIJuvdfADfBAKIABALudGnaAArfALfBGyBbnkslpBBBqBwABurBBBEBBEBBBBBBzvvuaxgab",117.000000,0,1,0,5,7,1,0,0,11
"wzcagcBmnCEEJvoIiybIyqKDycuopcudbvBBdBBwABBBBrBBABBBBBBBvBwyBBBBBBAJBBABBdlBBByBBBABBBBBBBJtrBBBBvBBBEBBBBBBBBEzvvoaxgab",118.000000,0,9,33,0,0,15,0,0,0
"wzcagcunJBEDwlCbaAGBtaLyycuoucByBjABBBmBoBABBbxsABEBBBpyqIuBvmsBBvJGBrBBBBBBBBBBpBBBBBBsIBBBBBoEBBBBycEdcyvjpvyzvvmaxgab",118.000000,0,1,0,17,0,0,28,0,0
"wzcagcscIwEqayevACqroJfyycuopcuycLGGobrBytIfAoGdbbytcBjBByEBBBEBBbBpoBEoBsryBBFBBBBBBJBBBBBBBvBBBsEBBBBBpyBvBBBzvvycxgab",117.000000,0,1,1,0,0,14,0,27,0
"wzcagcjzxEEvoACCArDAJeLyycuopburuBEBdBwBByBBEBBBBBBBAmBpBBBBBBsyBIfnrfwoBBvvBDBoBBAyIAGptABDnrBBBBBBBBBBvBBBnBBzvvhaxgab",117.000000,0,1,0,24,0,0,15,0,0
"wzcagcpADAEcyrbjbDoxLeAyquuopcuyyBBuBvBByABBBABBABJBBBuBBBBBuBaBwABavjBBBaBEBrBBBBBBxBBEAEBBBBBBvqBBBBBBBvBBBBDzvvnaxgab",118.000000,0,1,0,24,28,1,0,0,0
"wzcagckGwsElCmuImuKmAlayycuoucyyBBABAcBAGBEndBnmAKItccABvBpuBaBBvBaIBrBBBBBBBBBBBBBBBBpBBBBBBBBBBBBEBEBBBsBByBBzvvlaxgab",118.000000,0,1,0,6,5,0,0,0,39
"wzcagcKsIbEamHvilvoCAvIyycuopcuycIqGEaxvjaBaookaedAAjqxdrBoyBEtrBBBBBBcytaBBBtBBBBBBBBBsBBBBBsrBjBBBBwEBByBBBBBzvvuaxgab",117.000000,0,1,4,0,12,23,0,0,0
"whjagcskuHElsBcIbAxqjEvyycuoJLuEcBaLIejBaxBrEcfLLByjByBtnvrBpsaurIcqyKBpBBvBBBmaBsBJxBjctDBBLBAsyqtBBBAwcBBBcvlzvvtaxgaq",118.000000,0,0,0,5,2,0,0,1,18
"wzcagcvLwIEAwAsECAEAmyAAycuopvuocBaKBaxJAAyrCBBrAwAxJcAcyjoICvBAlBGuBdJBBpBtBBBABzvAGIrKAhlfbJJqsnqDAmsEhsbKztuzvvnaxgab",116.000000,0,0,0,3,0,0,0,0,0
"wzjagcnksHEJfIcIDmxImEvyycuoJbuEcBBbIDjBaGBrEnaAuByBByBtnvrBpsaujdoqyKcpBBvBdbmjBsoJALucBLBBABABpqBBBpyrcBBBcvuzvvyaxgal",119.000000,0,1,0,5,5,0,0,0,2
"wzcagcKsAbEqmHviAvuCAvIyycuopcuycIAGEaxvjaBaeopaedAAAexcrBoyBEtrBBBBBBBytaBBBtBABBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvhaxgab",117.000000,0,1,4,0,14,24,0,0,0
"wzcagctalaEufrnpncrcljDyycuopcucdaaBJfBBEByBBBBBpvvLkBBBBBsBDJBBBBIbBABBBABBBBBBBytoyBBBEBtcBBBBBEBBBBBBBBBBBBBzvvoaxgab",118.000000,0,1,35,0,0,19,0,0,0
"wzcagcBmnyEEJvqIiybIyqKDycuopcudbvBBdBBwABBBBrBBABBBBBBBvBwyBBBBBBoJBBABBdlBBByBBBABBBBBBBJtrBBBBvBBBEBBBBBBBBEzvvoaxgab",118.000000,0,9,33,0,0,15,0,0,0
"wzcagccyoxrcAttwmAIsszBypcudvAucBBBJBBoEBBBBBmBBBBBBBBsBBfgsjBBBBqBvGBvBBBslBmBtBEBBBBBBuxdfBvojuBbBkBBxokBqaBBzvvvaxgab",118.000000,1,0,1,21,46,0,0,0,0
"wzcagcHpukEmbbwmyvAIlCqyycuopcBypsuGdBvyuABKvybacAajqJDBAucBpbJLsBBBBBucBBBBEEdcBBBBBBBGBoBBBBBBbBBBBBEBBBBBvLBzvvhaxgab",118.000000,0,5,1,7,0,29,0,0,0
"wzcagcioopEiyEjbyzzucIzoybnyucuuaEBvorBBpaGBxBBBAGAtaFrxcBBBEaDrAAyuamEBxBxaqlyunmBmfscsuBpdBqsaluIvxuIBBBBIBaJzvvBcxgab",118.000000,9,0,0,0,1,0,65,0,0
"wzcagcjlcbEGKAqzxHeDCtnyycuopcucGEBBABBBypkDABvccBEBAqBBBBBBBbBttBBBBdcBybavaBBwtAfroBpBAdyBtBABBBBKBBBBBBfBBEBzvvlaxgab",115.000000,0,1,24,0,0,16,0,0,0
"wzcagcBkblEAscdmAuGnjvysyucopcuDcyccIADbjjokaKqArdcudouGjAlcrBBBBBBBBBBBBvBBBEBBBBBABvBBBEBBBBBBBBvBBBBBBBEBBBBzvvoaxgab",118.000000,0,0,0,0,43,0,0,0,0
"wzcagcEAzbEpeccaDaJlpCpyycuoucqypBkIbputxBByvqADIIJuvLBADGBjBjAJABuIwAaAArfAeeBByBfDIIlpKBjABAdBurBBBEBBEBBBBBBzvvDaxgab",118.000000,0,1,0,8,6,1,0,0,11
"wzcagcduArqGyrtIjjrBABIyycuopcurjByBBBayttrBEBFwtBfjBlbefwBbGtEDbEwJmpLuaosjJoaEybBJvABIBsABEvAAcxoABrBpucBBBBBzvvlcxgab",118.000000,3,1,3,0,0,0,0,1,5
"wzcagcIyoxrcAttzmAIsBzBypcudvAucBBBJBBoEBBBBBmBBBBBBBBsBBfgsjBBBBqBvGBvBBBslBmBtBEBBlBBBDwdeBvsjuBbBkBBxokBmaBBzvvvaxgab",118.000000,1,0,1,21,45,0,0,0,0
"wzcagcpurAEbcKljvDAuvfByycuopcuBartBBKBEKBysBdcBBEBBKABqBmvLBLpybtrrBBByBBBIBBBBByBBBBBEBBBBsBBBBBnBBBBBBBpBBbvzvvyaxgab",114.000000,0,0,45,0,0,1,0,0,0
"wzcagcyqsGEEuGvIkjmayyoJycujJruBBxqrjayuDLsxyEKsBfBffdoBBABBBGLBjlBuBqdxBqbqdBpuBLvaBJBEAvaBucByBvByBBBBBBoBBIBzvvkaxgab",117.000000,1,3,0,16,12,0,0,0,0
"wzcagcdrJoEvrLJyAnlIBqKyycuopcuycAfrBBBbvBtBbBBkBBBxJBpBBmBIeBEbBEBBBBBBvBBBBkByBBABAtBodEytvrpsBrBBByBbBBBBBBBzvvsaxgab",118.000000,0,1,31,0,0,3,0,11,0
"wnzagcfKxAECnBABAjCaAAAyycuopcucEBBIsBnaBBBBABBBBBBBqeBBBAuBfByBBEBBpBBBBIAABBBqBBsABBByBBBtBryBvBBBBBBvBBArrEBzvvkaxgab",118.000000,0,1,41,0,0,10,0,0,0
"wzcagccyrAEvDAukvxDuKKLyycuopcuyBpBqAkBBvvIBkBBBJBBBsBAvBuLAByuEBwxjvLdBqAwvvAAuBrBBBbvIByBBBEBvBBBBEBBBBBBBBBIzvvyaxgab",117.000000,0,18,2,0,0,0,0,0,0
"wzcagcEAzbEpeccajaJlpCpyycuoucqypBkIbputxBByvqADIIJuvLBADGBjBjAJABuIwAaAArfAefBByBfDIIlpKBjABAdBurBBBEBBEBBBBBBzvvDaxgab",118.000000,0,1,0,8,6,1,0,0,11
"wzcagcKsAbEammviAvoCAvIyycuopcuycIqGEaxvjaBaooAaedAAAqxdrBoyBEtrBBBBBBByyaBBBtBABBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvuaxgab",117.000000,0,1,4,0,14,24,0,0,0
"wzjagcoxuaEitaDImbkkHAdyycuopcuypnBJABEbBuGGmnAfDywmAsAojwBvvEooqyuDqIqAfrBBqjEJpBdyBBBpBaAuAuaDBuprABBBBtBaBayzvvyaxgap",119.000000,0,4,2,7,0,7,0,1,3
"wzcagcxbIGEEujvIwjnBuyJJycujJruBBxqrjayuDLsxyEKsBfxffdoBBABBBGLBjlBuBqdkBqbkdBpuBLvaBDBEAvwJucBBBvByBBBBBBoBBwBzvvkaxgab",117.000000,1,3,0,14,13,0,0,0,0
"wzcagcpADAEcyrbxbDmxLaAyouuopauyyBBuBvqByABBBABBABJBBBuBBBBBuBaBwABavqBBBaBEBrBBBBBBBBBEBEBBBBBBvxBByBBGovBBBBkzvvnaxgab",118.000000,1,1,0,27,0,0,0,0,0
"wzcagcxcAtEjAaCfHywAHmlyycuqucByALdByGuAufBBaBrBBEBAlufvAEBEwBDcpwBBButeAAvBrBBBqvBBBByBAaBBBlBsBBeBvABBDBBDobAzvvmaxgab",117.000000,0,1,0,4,11,0,18,0,0
"wzcagcCciCEBqdvCHAGuxBoyycucaBuryyaaBksfBBBbBujvEpuGyBuAAbBuceBBdkIneBIAmDABpBApxbBoABABjfButBBrEBBBBEBBBjBBBBBzvvBaxgab",118.000000,0,2,0,7,11,1,12,0,0
"wzcagcAixwEroozvAAAcCwvyycuopcuycjLisaaqLfLaAfEcAfJcwGArEByBBBBBBIBBJJBBrBBBBtcyBBBBBsBBBBBBBBBBBBBBBBEyBBBBBBBzvvoaxgab",118.000000,0,1,12,0,0,0,0,0,0
"wzcagcIlEuEAaGIBBwArckzyycuoLzuqryBBwfvwuAnpjeABIsABwrbucdKeIBBEcyxlEBvkBKqAJsryBpBurBBBBByGAauBKucBfBrBBBBsaBBzvvmaxgab",115.000000,0,0,0,5,3,5,0,0,8
"wfjagcAnqvlIvGnvvKvlqbCyycuopcuBIBAbrBkyBBBAABwBBBBBBnyBoBBybBABBBvtBaBaErEvfBBEBBBBBBBABBBBBEByBBBBBBBBvBmBABBzvvpaxgab",119.000000,0,2,19,0,0,29,0,0,0
"wtjagcjiHlFuCCHpuFkyyFbGycuxucLoBFGkkDBJLybmvxGyGbBBABnBBAvtDmaBrBBByDBBpwBwDwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvHaxgab",119.000000,0,0,0,9,8,0,0,0,25
"wojagcuiIEEvvtGvfnbAvviyycuopDuyaboBacwyucABBoBjBBbuymdcBIABdBsLGytbJuBBswwBBJpswpcEJjbtcvBBBBBBBBBBBBBBBBBBBBBzvvvxggaF",116.000000,0,12,0,3,0,1,0,21,0
"wzcagcvrjqEAkfyxqAzcmBEyycurJjuoBrBBBBBBBABKAEBBBBABBBBBvByBBBBBAABBIBBbBBpBBBbBBBBBEwBBAucBByBBBBvBBBBBBvBBoBBzvviaxgab",117.000000,0,2,0,40,0,16,0,0,0
"wzcagcyqsGEEuGvIkjnayyoJycujJruBBxqrjayuDLsxyEKsBfBffdoBBABBBGLBjlBuBqdxBqbadBpuBLvaBDBEAvaBucByBvByBBBBBBoBBwBzvvkaxgab",117.000000,1,3,0,16,12,0,0,0,0
"wJjagcanbaEbtzufvehDhyDxucuopcByDemJBAwKycbuDBjBaIrfEBBBuAAarfADqBBBBpBBubEJspwdIBuBuEwrBABBBBLBBBBBkBBBKBpBBvBzvvtaxgaL",116.000000,4,0,0,4,8,0,16,0,0
"wLjagcsGpkEtLnCvGGupbpiyycuoucBBBBvBBBBBBBABzBBBBEBBBBBvvBBBBBBvBBBBBBBBEBEBBBBBBBBBvvBBBBBvBBBBBBByclpyztAuzvdavfcaxgab",118.000000,0,1,0,12,0,0,0,0,0
"wzcagcjlqHEzAwphbCAatBxyycuopcuyLABDbAwdAIuAIbEjxAAAAuGAAqyuAArvxADcvoFIAyAvKuqrsAqGJGEAwGAvoBmGbErBBBBBBBEBAcBzvvsaxgab",118.000000,1,2,1,0,0,0,9,0,0
"wzcagcruABqGyrtqjbrBAakyycuopcurjByBBBJyttrBEwFBBBvuBpbewwBbGtEDbEwJwpIpaJsrJoaEybBBvfBDBsABEIAAcJoABrBpucBBBBBzvvlcxgab",118.000000,0,1,4,0,0,0,0,1,5
"wzcagcKsAbEammviAvoCAvIyycuopcuycIqGEaxvjaBaooAaedAAAqxdrBoyBEarBBBBBBByyaBBBtBABBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvuaxgab",117.000000,0,1,4,0,0,0,0,0,0
"wkjagcfczAEDjnAoEDduAtuyycuoucByBBBBBBBqBbBAdBJraBBBEABEyuABeeuBryBBvBBBBBBBBBBBBBBBvBBBBBbBBBBBBBwBBBpBBBBBBtBzvvDaxgau",117.000000,0,1,0,18,39,0,0,0,0
"wzcagcbJKnwqvECrdkCABqxyycuopcuyBAtGecjIBByGAnaBBEfBvAfBBvGBEuABbBGBrBBvBEBBytBAABBBBBBAKnBBArBBBlBBBBABBByBmtizvvlaxgab",117.000000,0,13,1,14,11,0,0,0,0
"wzcagccknvEiCcfJezArJEyiycuoBauecjLiwKswAodceBbalakcyErpbBuEBfBBBvAowJruyBBBpfBBBpLGBDysBaBjBorpBucBBBmBtBBLBAAzvvlaxgab",115.000000,0,2,0,1,0,0,0,0,0
"wzcagcBkbAEAsDdmDuynjvysyucopcuDcyccIADbjjbkaKqArdcudouGGAlcrBBBBBBBBBBBBvBBBEBBBBBABvBBBEBBBBBBBBvBBBBBBBEBBBBzvvoaxgab",118.000000,0,0,0,0,43,0,0,0,0
"wzcagcDpuDEmoetBlvAIlCqyycuopcBwpsuIwBvyuABKvyLacAaAqBDBAucBpbJLsBBBBBucBBBBEEdyBBsrBBBGByBBBBBBbBBBBBEBBBBBvpBzvvBaxgab",117.000000,0,5,1,7,21,7,0,0,0
"wzcagcHEosEEuzlubyuEscvwywuopcBfkmvBHayDBbAvcxybJvqkaAAuBaBABucBBBBBBBpBBBBBBBqBBBBBBtBBBBBBBBBBBsBuBBryBBBBBBBzvvoaxgab",118.000000,5,0,0,1,35,0,0,0,0
"wzcagcjzxEEvoACCArDAJeLyycuopburdBEBdBwBByBBEBBBBBBBAmBpBBBBBBsyBBfnrfwoBBvvBDBoBBAyIAGptABDnrBBBBBBBBBBvBBBnBBzvvhaxgab",117.000000,0,0,0,25,0,0,15,0,0
"wzjagcjuplFuCCHpuFkyyFbGycuxucLoBFAkkDBJLybmvxGyGDBBABnBBAvtDmafrBBByDBBpwBBGwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvtaxgab",119.000000,0,0,0,8,9,0,0,0,25
"wzcagcKsIbEamHvilvoCAvIyycuopcuycIqGEaxvjaBaookaedAAjqxdrBoyBEtrBBBBBBBytaBBBtBBBBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvuaxgab",117.000000,0,1,4,0,14,25,0,0,0
"wzcagcCEfjEytyAarbasAsDyucuopcuycEjBaajbAibjooxvGBasAArABBBsBBAvBBBBABBEBBBBBBBBAypBByBBBBBBBBBBBBkBBBBpBBBBBByzvvyaxgab",118.000000,0,0,0,1,0,48,0,0,0
"wDjagcvGvvEECCjcBDbzAmAyycuopcuyBBIvBJBByEvDBwBABJuBaovrBDABBBBBEBpBBBvulBkrBBBBBBBaBBBBBBBBBBBsBBBBBBvBBByBBByzvvkaxgab",119.000000,0,8,1,13,0,29,0,0,0
"wzcagcbmKnwqvECrdkCABqxyycuopcuyBAfGecjIBByGAnaBBEfBvAfBBvGBEuABbBGBrBBvBEBBytBAABBBBBBAKnBBArBBBJBBBBABBByBmtizvvlaxgab",117.000000,0,13,1,15,11,0,0,0,0
"wzcagcdrJoEvrAJyAnlIBCKyycuopcuycAfrBBBbvBtBbBBkBBBxJBpBBmBIeBEbBEBBBBBBvBBBBkByBBABAtBodEytvrpsBrBBByBbBBBBBBBzvvsaxgab",118.000000,0,1,31,0,0,3,0,11,0
"wzcagcpurAEbcKljvHAuvCByycuopcuBaroBBKBEKBysBdcBBEBBAABqBmvsBLpybtrBBBByBBBIBBBBByBBBBBEBBBBsBBBBBnBBBBBBBuBBbvzvviaxgab",115.000000,0,1,12,0,0,35,0,0,0
"wzcagcDpuDEmHetBlvAIlCqyycuopcBwpsuIwBvyuABKvyLacAaAqBDBAucBpbJLsBBBBBucBBBBEEdyBBsrBBBGByBBBBBBbBBBBBEBBBBBvpBzvvBaxgab",117.000000,0,5,1,7,21,7,0,0,0
"wzcagcdbJdEvrkoodmoBBIoyycuopcuyciKrBBBbvBxBbBBkBBBLBBpBBmBIwBEbBEBBBBBBvBBBbkByBBABAtBoJEytvrpsorBBByBbBBBBBBBzvvsaxgab",117.000000,0,1,30,0,0,2,0,11,0
"wzcagcyqsHEEuGvIkjnayyoJycujJruBBxqrjayuDLsxyEKsBfBffdoBBABBBGLBJlBuBqdeBqbkdBpuBLvaBDBEAvaBucByBvByBBBBBBoBBwBzvvkaxgab",116.000000,1,3,0,15,12,0,0,0,0
"wzcagcmluCEiAElblBGCwoxlycmyucuuaEBvorBBEaBBbBBBBGAtaFrpLABBEjdrwDyuImEBxBbanlyunmBmfscsImpqBqsadGdvxutayBdbBFIzvvBcxgab",118.000000,0,4,0,11,1,0,3,0,0
"wzcagcHpukEmoCwBjvAIlCqyycuopcBypsuGwBvyufBKvybaAAajqBDBIucBpbJLsBBBBBucBBBBEEdcBBBBBBBGByBBBBBBbBBBBBEBBBBBvGBzvvhaxgab",118.000000,0,6,1,8,0,29,0,0,0
"wzcagcmGyAEkdkAnuAaBABcyycuopvuucBIJwBawBaGJDxDIBfBEDjbBwifDbDBjAxrsJypdBGbbBBvByAEBxBwmaEnBBdJBBBBBtrBBBBBBBBBzvvhaxgab",118.000000,0,4,0,15,9,0,0,0,0
"wzcagcxcAtEuAJCfHywAHmlyycuqucByALAByGuAuqBBaBrBBEBAlufvAEBEwBDcpwBBButeAAvBrBBBqvBBBByBAaBBBoBsBBeBvABBpBBDobAzvvmaxgab",117.000000,0,1,0,4,11,0,18,0,0
"wnjagcvqnIEAvoiEKsvAfvEyycuopcuycbvjoEmcvoBaibAysarwvvnvnfvxLHsnuvvAvvAAvvyuvJrcdrkIvvyJpvvyuByBCHcpIaBawBacDyszvfcaxgab",117.000000,0,3,6,1,0,0,0,0,0
"wzcagczqmfElEEbkcvoLfDbyycuvJDucBByBBbyBBbBBBBIBjctBBBBnBBaBABBaJGBrBBbcABBBBEBBBBBBoBBBBBBBBBoBBBBBBBBvlBxBBvBzvvkaxgab",118.000000,0,1,0,19,35,0,0,0,0
