genome,merit,task.0,task.1,task.2,task.3,task.4,task.5,task.6,task.7,task.8
"wzcagcwyxjEAirqjIJLAJyuuyuuopcuycEGGvjIoeKucIEBBrBBfvyBBBwBBBBBGBvBpcBvBIBBBBBBBvBBvBbBBBBBpEBBBBBBBsBByBBBBBBBzvvvcxgab",118.000000,0,0,0,5,0,46,0,0,0
"wzcagcptavEnjxHqfffCjbqyycuopcudIBadBEbvcxBaAdcqojrBvBBAEDEBxBBoyByBAABBBttrsByqAscBBBBBBBBBBBBBBBBBBBBBBBBBBBBzvvvaxgab",118.000000,0,2,13,0,0,1,0,28,0
"wzcagcHtbDEJtavjDbzanEoyycuopcucBBEBBBBBBBBBBBABBBBvykBBBBAkBBvDvBBBBvLBBGoBBBBBBvEBBByBBBBtBBayBtABrBBEFBBBBBBzvvHvxgab",118.000000,0,1,45,0,0,10,0,0,0
"wojagcpyEuEjEifxvevbbswyycujrwuecBBanBBxjvBBJqABBBjoArBpBBBIBjJBDABBEBdAucBBypItaBvBBoyBbBBBsrvBBBBBBIBBBpBvJBzvvfcaxgab",117.000000,0,8,0,1,0,0,0,0,0
"wzcagcvxqqEyndawpvsbCyodycuoucByBBBptBBBBBBBBBByBBBlbvBBBAvkBBBorbtcBecvBBBvBBEBBwEByBoBpoBoLsJsItbbKBBBBKqBuEBzvJvvxgab",118.000000,0,1,0,24,0,0,18,0,0
"wzcagclymGEwCluqLyDDaEAyycuoucByBpBGEytnBxrBKoBBBJewtBJwKsBpBnBBBiBmAuAjucBBEnBBBBByBbBJuBBBjjBnfaBABBBytGyccJzvvfcaxgab",114.000000,1,2,0,4,10,0,0,0,0
"wHjagcxrEsEbEBHkvtvxexkyycuopcueKDBxBKAdDvBoGGxBDIofwrBIBBBBBBByBBBBEBJAnpBDyrDcGJvAdtkICBBmIBvBJBdDycCBABBvBozvvfcaxgab",115.000000,0,5,15,0,0,0,0,0,0
"wzjagcsczIEfnkvvbBwCyBbcycuoucoyyBBBvKBqxuBBfBABBIvoaBBBBuBBBBBlcAAiABbrBBqBpuArBBBKBBBBBBBBEBBBtBBBBBBBBBBEBBEzvvfaxgjb",118.000000,0,1,0,18,3,0,0,0,26
"wzcagcDbuAEBADxvDfxvdHbyycuoirByvmEnqBKyvBBqBBvEKBffBBBbAmDAKwBBBsBrBBBBvBByBBBBBBlEBBBBBBBBBBBBByBBBBBBBBBBBBBzvvvAxgab",115.000000,0,14,0,0,0,0,0,0,0
"wnjagcsqddEIqaAJfLfjctdyycuLwducByfdqyIBEKBjBAuwsBvamABoBarBbBBBBBBvALEBBBlvBBvvmKBjBBEJBIBBBBBvpoqBbBEByBqGBBnzvvAvxgab",118.000000,0,1,0,6,0,0,29,0,0
"wzcagcJBGvEBjwCBAKbnLufyycuopcucyByBIJtobyBBBBEtcJuBfytBypoEBDBBoEvlDJkscBDBwfybuBAGsBwnBBBIKLryBbaBeoGdwedABqzvvfcaxgab",113.000000,0,1,6,1,0,7,0,10,0
"wzcagcmbfkEjAjiLCuqIeKcyycuowcuycrElbvBBBpAqBfBBABBByBlAptnjBrBvvBBByuJBBBByBBBBBBBBBBBpdBBBEBBBBBBBBBBBBEBBBBvzvvxgxcab",115.000000,0,1,0,13,0,38,0,0,0
"wzcagcauICEaIssbwlvAjGuyycuopcucBBIBBBbBBByBEBBBBnBBBBGBpBBBkBBkvsGBaByBvtyjBtJBBBrBBLBBBBEBEBBBBBvpBBBBvuBBvBzvvfcaxgab",117.000000,0,1,31,0,0,20,0,0,0
"wzcagcsbBaEkEajecnsmvvCyycuopcuycAwdbrduBvBGpBsBBBBBvABBBBvEGBBByBEjBBBBBBBBBvBBBKDtBytBaBBBaBrBBBBBBBBBBBBBBBBzvvBvxgab",117.000000,0,1,33,0,0,19,0,0,0
"wzcagcmbfkEjojqxCuqIeKcyycuowcuycrElbvBBBuAqBBBBABBByBBAptnjBrBvvBBByuBBBBByBBBBBBBBdBBpdBBBEBBBBBBBBBBBkEBBBBvzvvxgxcab",115.000000,0,0,0,15,0,37,0,0,0
"wtjagcAuybEvddqjbHmLzzCyycuobcuycBaBEodvypyBjjbABucuBoyyaudxBlBvAkBeDBAvBbBDkvorpyEBpucBBByBEyBBBBBBBBvBBBBBByBzvvBvxgaj",119.000000,0,7,0,5,0,0,0,0,0
"wojagcuEouElomvmhAvwlvtyycuoebuyciAfwfAEvaDbdrbBICaBBxAyBBvjDbBbBqBBBBGBfpBEBBvuBBBucBBBBBBBBBBBBBBBBBBBBBBBBBBzvvvaxgab",119.000000,0,0,0,18,0,26,0,0,0
"wzjagcsczIEfnkvvbBwCyBbyycuAucoyyBBBvKBqAuBBfBABBIvoaBBBBuBBBBBlcAIiABbrBBqBpuArBBBKBBBBBBBBEBBBtBBBBBBBBBBEBBEzvvfaxgjb",118.000000,0,1,0,18,3,0,0,0,26
"wfjagcIHCyEBpBGpmvuqAJwyycuopcuryBBBBBBBAuBABpbBIBBDBLgBBBwKBBnBGBBBBvBBBJeBBBvBvpBsBAByBtEABrBBBBBBEBBBBEBBBBBzvvfaxghb",117.000000,0,1,36,0,0,15,0,0,0
"wzcagcurqAEjyuovoDzvpcmpyuuopcuycIqIvoBaBaerpBBBBBoBBelBbBBBBBvBKyjBvBBBBBBABBBvEBBBBwBEmJBBABBBEAysdywkBDpaBBBzvvvaxgab",117.000000,1,0,0,1,1,0,41,0,0
"wzjagcsczIEfnkvvbBwCyBbcycuoucoyyBBBvtBqxuBBfBABBIvoaBBBBuBBBBBlcAAiABJrBBqBpuArBBBKBBBBBBBBEBBBtBBBBBBBBBBEBBEzvvfaxgjb",117.000000,0,1,0,18,0,0,0,0,0
"wzcagcCrqLEyjzbCBvvHastyycuopcuyyocBbvawdJvLJvuGBrBBBBBByBjABBAGaEBBxBvcArJtcBjBBBEBBBBBBBBBBmBBBBBBxBABBEAwBBBzvvGvxgab",118.000000,0,3,1,12,0,0,26,0,0
"wzcagcHpdDEJtavjytzaHECyycuopcucBBEBBBqBBBBBBBABBBBvykBBBBALBBvDvBBBBvLBBBbBBBBBBvEBBByBBBBtBBByBtABrBBEFBBBBBBzvvHvxgab",118.000000,0,1,47,0,0,9,0,0,0
"wzcagcurqAEjyuovcDzvpcmpyuuopcuycIqIvoBaBaerpBBBBBoBBelBbBBBBBvBKyjBvBBBBBBABBBvEBBBBwBEmJBBABBBEAysdywkBDpaBBBzvvvaxgab",117.000000,0,0,0,1,1,0,41,0,0
"wzcagcDbuGEBADxvDqxvdHtyycuoGrByvBEnqBtyvBBqBBvEKBffBBBbAmDGKwBBBsBrBBBBvBByBBBBBBsEBBBBBBBBBBBBByBBBBBBBBBBBBBzvvvaxgab",116.000000,0,15,0,0,1,38,0,0,0
"wzcagcybdaEBkBavyjlAszjyycuwucByLEABwBBxBsBBBvvnBBAIpBAqbBBBABBlAEJBKIBsBBurvByBbEvBBBvBBBBwBFBBBBBBBBsBwcBByEBzvvcvxgab",117.000000,0,1,0,21,1,22,0,0,0
