genome,scf,scf_no_int_bio
wzcagcdrJcEvrLJylnlIBCKyycuopcuycAfrBBBbvBtdbBBkBBBxJBpBBmBIjBEoBEBBBBBBvBBBBkByBBBBAtBodEytvrpsBrBBByBbBBBBBBBzvvsaxgab,15.270000,14.870000
wzcagccyoxrcAttzmAIsszBypcudvAucBBBJBBoEBBBBBmBBBBBBBBsBBfgsjBmBBqBvGBvBBBslBJBtBEBBlBBBuxdfBvsjuBbBkBBxokBqaBBzvvvaxgab,15.340000,0.000000
wLjagcsGplEtLnCvoGupbpiyycuoucBBBBvBBBBDBBsBBBBBBEBBBBBvvBBBBBBvBBBBBBBBEBEBBBBBBBBBvvBBBBBvBBBBBBByclpyztAuzvdavfcaxgab,15.410000,0.000000
wzcagcatbCEmfEvmmEAyBwobycueucdBlBBBxvBBBBBdBBBBnBBsBBvBBBBBBBBBBBBvBBBBEBABBFBBvBBBeoBBBBBBvBABBEBvvBBBBBBmBulzvvehxgab,15.260000,15.120000
wzjagcjoHlFuCCHpuFkoyFbGycuxucLoBFAkkDBJLybmvxGyGDBBABnBBAvtDmafrBBByDBBpwBBGwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvsaxgab,15.340000,14.890000
wzcagcocmaEvdDqErBmsAbqyycuoucByDadyAAumDscBBkkxuEvBBLqnaBBAebvpBEvGqecDpBBBABvtaBfBBBBBBBtBqBLorBJpBBBuBByylkBzvvBcxgab,15.410000,14.850000
wzcagctaBaEuBrnqncrcljDyycuopcucdaaBBfBBEByBBBBBpvvaBBBBBBsBDJBBBBIBBjBBqABBBBBBBytAyBBBEBtcBBBBBEBBBBBBBBBBBBBzvvoaxgab,15.320000,15.500000
wzcagcjzxEEvoACCArDAJeLyycuoprurdBEBdfwBByBBEBBBBBBBAmBpBBBBBBsyBBfnrfwoBBvvBDBoBBAyIAGptABDnrBBBBBBBBBBvBBBjBBzvvhaxgab,15.410000,14.590000
wzcagcelEwEAaGGBowGrckzyycuoLcuqryBBtfvwuDnpjeABIsABwrbucdKeIBBEcyxlEBvkBKqAJsryBpBurBBBBByGAauBKueBuBBzBBBtaBBzvvDaxgab,15.390000,14.670000
wzcagcdrpoEvrxJyBmlIBCpyycuopcuyciArBoebvBtBBBBkBBBxJBBBBBBIcBEbBEBBBBBBvBBBxkByBBABAtBobEytvrpsorBBBBBABBBBBBBzvvsaxgab,15.310000,14.800000
wzcagcaAHHEHBtxjuJGxafjyycuopcucBBvDByBxBBBBqEBAxBBBBBfBBBboBAuEllevIDBABbuytByAAAxtKqBnBjaAmrbyBlBBDjBAqyBBBEBzvvraxgab,15.410000,15.220000
wzjagcjuHlFuCCHpuFkoyFbGycuxucLoBFAkkDBJLybmvxGyGDBBAznBBAvtDmafrBBByDBBpwBBGwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvsaxgab,15.340000,14.970000
wzcagcEACDEacGALuedltupyycuoucqysBxAbputxjByvqADjIJuvdfADfBAKIABALudGnaAArfALfBGyBbnkslpBBBqBwABurBBBEBBEBBBBBBzvvuaxgab,15.270000,14.700000
wzcagcBmnCEEJvoIiybIyqKDycuopcudbvBBdBBwABBBBrBBABBBBBBBvBwyBBBBBBAJBBABBdlBBByBBBABBBBBBBJtrBBBBvBBBEBBBBBBBBEzvvoaxgab,15.260000,14.940000
wzcagcunJBEDwlCbaAGBtaLyycuoucByBjABBBmBoBABBbxsABEBBBpyqIuBvmsBBvJGBrBBBBBBBBBBpBBBBBBsIBBBBBoEBBBBycEdcyvjpvyzvvmaxgab,15.410000,0.000000
wzcagcscIwEqayevACqroJfyycuopcuycLGGobrBytIfAoGdbbytcBjBByEBBBEBBbBpoBEoBsryBBFBBBBBBJBBBBBBBvBBBsEBBBBBpyBvBBBzvvycxgab,15.350000,15.360000
wzcagcjzxEEvoACCArDAJeLyycuopburuBEBdBwBByBBEBBBBBBBAmBpBBBBBBsyBIfnrfwoBBvvBDBoBBAyIAGptABDnrBBBBBBBBBBvBBBnBBzvvhaxgab,15.320000,15.390000
wzcagcpADAEcyrbjbDoxLeAyquuopcuyyBBuBvBByABBBABBABJBBBuBBBBBuBaBwABavjBBBaBEBrBBBBBBxBBEAEBBBBBBvqBBBBBBBvBBBBDzvvnaxgab,15.440000,15.140000
wzcagckGwsElCmuImuKmAlayycuoucyyBBABAcBAGBEndBnmAKItccABvBpuBaBBvBaIBrBBBBBBBBBBBBBBBBpBBBBBBBBBBBBEBEBBBsBByBBzvvlaxgab,15.320000,14.980000
wzcagcKsIbEamHvilvoCAvIyycuopcuycIqGEaxvjaBaookaedAAjqxdrBoyBEtrBBBBBBcytaBBBtBBBBBBBBBsBBBBBsrBjBBBBwEBByBBBBBzvvuaxgab,15.410000,14.860000
whjagcskuHElsBcIbAxqjEvyycuoJLuEcBaLIejBaxBrEcfLLByjByBtnvrBpsaurIcqyKBpBBvBBBmaBsBJxBjctDBBLBAsyqtBBBAwcBBBcvlzvvtaxgaq,15.410000,0.000000
wzcagcvLwIEAwAsECAEAmyAAycuopvuocBaKBaxJAAyrCBBrAwAxJcAcyjoICvBAlBGuBdJBBpBtBBBABzvAGIrKAhlfbJJqsnqDAmsEhsbKztuzvvnaxgab,15.450000,0.350000
wzjagcnksHEJfIcIDmxImEvyycuoJbuEcBBbIDjBaGBrEnaAuByBByBtnvrBpsaujdoqyKcpBBvBdbmjBsoJALucBLBBABABpqBBBpyrcBBBcvuzvvyaxgal,15.360000,0.000000
wzcagcKsAbEqmHviAvuCAvIyycuopcuycIAGEaxvjaBaeopaedAAAexcrBoyBEtrBBBBBBBytaBBBtBABBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvhaxgab,15.390000,14.970000
wzcagctalaEufrnpncrcljDyycuopcucdaaBJfBBEByBBBBBpvvLkBBBBBsBDJBBBBIbBABBBABBBBBBBytoyBBBEBtcBBBBBEBBBBBBBBBBBBBzvvoaxgab,15.390000,14.990000
wzcagcBmnyEEJvqIiybIyqKDycuopcudbvBBdBBwABBBBrBBABBBBBBBvBwyBBBBBBoJBBABBdlBBByBBBABBBBBBBJtrBBBBvBBBEBBBBBBBBEzvvoaxgab,15.260000,14.940000
wzcagccyoxrcAttwmAIsszBypcudvAucBBBJBBoEBBBBBmBBBBBBBBsBBfgsjBBBBqBvGBvBBBslBmBtBEBBBBBBuxdfBvojuBbBkBBxokBqaBBzvvvaxgab,15.430000,0.000000
wzcagcHpukEmbbwmyvAIlCqyycuopcBypsuGdBvyuABKvybacAajqJDBAucBpbJLsBBBBBucBBBBEEdcBBBBBBBGBoBBBBBBbBBBBBEBBBBBvLBzvvhaxgab,15.420000,14.960000
wzcagcioopEiyEjbyzzucIzoybnyucuuaEBvorBBpaGBxBBBAGAtaFrxcBBBEaDrAAyuamEBxBxaqlyunmBmfscsuBpdBqsaluIvxuIBBBBIBaJzvvBcxgab,15.290000,15.010000
wzcagcjlcbEGKAqzxHeDCtnyycuopcucGEBBABBBypkDABvccBEBAqBBBBBBBbBttBBBBdcBybavaBBwtAfroBpBAdyBtBABBBBKBBBBBBfBBEBzvvlaxgab,15.320000,15.150000
wzcagcBkblEAscdmAuGnjvysyucopcuDcyccIADbjjokaKqArdcudouGjAlcrBBBBBBBBBBBBvBBBEBBBBBABvBBBEBBBBBBBBvBBBBBBBEBBBBzvvoaxgab,15.390000,14.910000
wzcagcEAzbEpeccaDaJlpCpyycuoucqypBkIbputxBByvqADIIJuvLBADGBjBjAJABuIwAaAArfAeeBByBfDIIlpKBjABAdBurBBBEBBEBBBBBBzvvDaxgab,15.300000,14.550000
wzcagcduArqGyrtIjjrBABIyycuopcurjByBBBayttrBEBFwtBfjBlbefwBbGtEDbEwJmpLuaosjJoaEybBJvABIBsABEvAAcxoABrBpucBBBBBzvvlcxgab,15.400000,14.800000
wzcagcIyoxrcAttzmAIsBzBypcudvAucBBBJBBoEBBBBBmBBBBBBBBsBBfgsjBBBBqBvGBvBBBslBmBtBEBBlBBBDwdeBvsjuBbBkBBxokBmaBBzvvvaxgab,15.330000,0.000000
wzcagcpurAEbcKljvDAuvfByycuopcuBartBBKBEKBysBdcBBEBBKABqBmvLBLpybtrrBBByBBBIBBBBByBBBBBEBBBBsBBBBBnBBBBBBBpBBbvzvvyaxgab,15.280000,0.000000
wzcagcyqsGEEuGvIkjmayyoJycujJruBBxqrjayuDLsxyEKsBfBffdoBBABBBGLBjlBuBqdxBqbqdBpuBLvaBJBEAvaBucByBvByBBBBBBoBBIBzvvkaxgab,15.280000,14.840000
wzcagcdrJoEvrLJyAnlIBqKyycuopcuycAfrBBBbvBtBbBBkBBBxJBpBBmBIeBEbBEBBBBBBvBBBBkByBBABAtBodEytvrpsBrBBByBbBBBBBBBzvvsaxgab,15.320000,14.750000
wnzagcfKxAECnBABAjCaAAAyycuopcucEBBIsBnaBBBBABBBBBBBqeBBBAuBfByBBEBBpBBBBIAABBBqBBsABBByBBBtBryBvBBBBBBvBBArrEBzvvkaxgab,15.400000,14.680000
wzcagccyrAEvDAukvxDuKKLyycuopcuyBpBqAkBBvvIBkBBBJBBBsBAvBuLAByuEBwxjvLdBqAwvvAAuBrBBBbvIByBBBEBvBBBBEBBBBBBBBBIzvvyaxgab,15.300000,14.870000
wzcagcEAzbEpeccajaJlpCpyycuoucqypBkIbputxBByvqADIIJuvLBADGBjBjAJABuIwAaAArfAefBByBfDIIlpKBjABAdBurBBBEBBEBBBBBBzvvDaxgab,15.300000,14.550000
wzcagcKsAbEammviAvoCAvIyycuopcuycIqGEaxvjaBaooAaedAAAqxdrBoyBEtrBBBBBBByyaBBBtBABBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvuaxgab,15.260000,15.300000
wzjagcoxuaEitaDImbkkHAdyycuopcuypnBJABEbBuGGmnAfDywmAsAojwBvvEooqyuDqIqAfrBBqjEJpBdyBBBpBaAuAuaDBuprABBBBtBaBayzvvyaxgap,15.380000,14.830000
wzcagcxbIGEEujvIwjnBuyJJycujJruBBxqrjayuDLsxyEKsBfxffdoBBABBBGLBjlBuBqdkBqbkdBpuBLvaBDBEAvwJucBBBvByBBBBBBoBBwBzvvkaxgab,15.390000,14.820000
wzcagcpADAEcyrbxbDmxLaAyouuopauyyBBuBvqByABBBABBABJBBBuBBBBBuBaBwABavqBBBaBEBrBBBBBBBBBEBEBBBBBBvxBByBBGovBBBBkzvvnaxgab,15.320000,15.160000
wzcagcxcAtEjAaCfHywAHmlyycuqucByALdByGuAufBBaBrBBEBAlufvAEBEwBDcpwBBButeAAvBrBBBqvBBBByBAaBBBlBsBBeBvABBDBBDobAzvvmaxgab,15.320000,14.780000
wzcagcCciCEBqdvCHAGuxBoyycucaBuryyaaBksfBBBbBujvEpuGyBuAAbBuceBBdkIneBIAmDABpBApxbBoABABjfButBBrEBBBBEBBBjBBBBBzvvBaxgab,15.360000,14.840000
wzcagcAixwEroozvAAAcCwvyycuopcuycjLisaaqLfLaAfEcAfJcwGArEByBBBBBBIBBJJBBrBBBBtcyBBBBBsBBBBBBBBBBBBBBBBEyBBBBBBBzvvoaxgab,15.330000,15.000000
wzcagcIlEuEAaGIBBwArckzyycuoLzuqryBBwfvwuAnpjeABIsABwrbucdKeIBBEcyxlEBvkBKqAJsryBpBurBBBBByGAauBKucBfBrBBBBsaBBzvvmaxgab,15.290000,14.760000
wfjagcAnqvlIvGnvvKvlqbCyycuopcuBIBAbrBkyBBBAABwBBBBBBnyBoBBybBABBBvtBaBaErEvfBBEBBBBBBBABBBBBEByBBBBBBBBvBmBABBzvvpaxgab,15.390000,14.930000
wtjagcjiHlFuCCHpuFkyyFbGycuxucLoBFGkkDBJLybmvxGyGbBBABnBBAvtDmaBrBBByDBBpwBwDwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvHaxgab,15.440000,14.620000
wojagcuiIEEvvtGvfnbAvviyycuopDuyaboBacwyucABBoBjBBbuymdcBIABdBsLGytbJuBBswwBBJpswpcEJjbtcvBBBBBBBBBBBBBBBBBBBBBzvvvxggaF,15.350000,14.740000
wzcagcvrjqEAkfyxqAzcmBEyycurJjuoBrBBBBBBBABKAEBBBBABBBBBvByBBBBBAABBIBBbBBpBBBbBBBBBEwBBAucBByBBBBvBBBBBBvBBoBBzvviaxgab,15.430000,14.890000
wzcagcyqsGEEuGvIkjnayyoJycujJruBBxqrjayuDLsxyEKsBfBffdoBBABBBGLBjlBuBqdxBqbadBpuBLvaBDBEAvaBucByBvByBBBBBBoBBwBzvvkaxgab,15.280000,14.840000
wJjagcanbaEbtzufvehDhyDxucuopcByDemJBAwKycbuDBjBaIrfEBBBuAAarfADqBBBBpBBubEJspwdIBuBuEwrBABBBBLBBBBBkBBBKBpBBvBzvvtaxgaL,15.310000,0.000000
wLjagcsGpkEtLnCvGGupbpiyycuoucBBBBvBBBBBBBABzBBBBEBBBBBvvBBBBBBvBBBBBBBBEBEBBBBBBBBBvvBBBBBvBBBBBBByclpyztAuzvdavfcaxgab,15.450000,0.000000
wzcagcjlqHEzAwphbCAatBxyycuopcuyLABDbAwdAIuAIbEjxAAAAuGAAqyuAArvxADcvoFIAyAvKuqrsAqGJGEAwGAvoBmGbErBBBBBBBEBAcBzvvsaxgab,15.280000,0.080000
wzcagcruABqGyrtqjbrBAakyycuopcurjByBBBJyttrBEwFBBBvuBpbewwBbGtEDbEwJwpIpaJsrJoaEybBBvfBDBsABEIAAcJoABrBpucBBBBBzvvlcxgab,15.430000,14.830000
wzcagcKsAbEammviAvoCAvIyycuopcuycIqGEaxvjaBaooAaedAAAqxdrBoyBEarBBBBBBByyaBBBtBABBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvuaxgab,15.440000,15.070000
wkjagcfczAEDjnAoEDduAtuyycuoucByBBBBBBBqBbBAdBJraBBBEABEyuABeeuBryBBvBBBBBBBBBBBBBBBvBBBBBbBBBBBBBwBBBpBBBBBBtBzvvDaxgau,15.320000,15.010000
wzcagcbJKnwqvECrdkCABqxyycuopcuyBAtGecjIBByGAnaBBEfBvAfBBvGBEuABbBGBrBBvBEBBytBAABBBBBBAKnBBArBBBlBBBBABBByBmtizvvlaxgab,15.410000,14.900000
wzcagccknvEiCcfJezArJEyiycuoBauecjLiwKswAodceBbalakcyErpbBuEBfBBBvAowJruyBBBpfBBBpLGBDysBaBjBorpBucBBBmBtBBLBAAzvvlaxgab,15.400000,15.190000
wzcagcBkbAEAsDdmDuynjvysyucopcuDcyccIADbjjbkaKqArdcudouGGAlcrBBBBBBBBBBBBvBBBEBBBBBABvBBBEBBBBBBBBvBBBBBBBEBBBBzvvoaxgab,15.390000,14.910000
wzcagcDpuDEmoetBlvAIlCqyycuopcBwpsuIwBvyuABKvyLacAaAqBDBAucBpbJLsBBBBBucBBBBEEdyBBsrBBBGByBBBBBBbBBBBBEBBBBBvpBzvvBaxgab,15.260000,15.280000
wzcagcHEosEEuzlubyuEscvwywuopcBfkmvBHayDBbAvcxybJvqkaAAuBaBABucBBBBBBBpBBBBBBBqBBBBBBtBBBBBBBBBBBsBuBBryBBBBBBBzvvoaxgab,15.260000,14.920000
wzcagcjzxEEvoACCArDAJeLyycuopburdBEBdBwBByBBEBBBBBBBAmBpBBBBBBsyBBfnrfwoBBvvBDBoBBAyIAGptABDnrBBBBBBBBBBvBBBnBBzvvhaxgab,15.390000,15.000000
wzjagcjuplFuCCHpuFkyyFbGycuxucLoBFAkkDBJLybmvxGyGDBBABnBBAvtDmafrBBByDBBpwBBGwBBubqrBBBBBBBBBBBBBBBBBBBBdBBBBBrzvvtaxgab,15.340000,14.890000
wzcagcKsIbEamHvilvoCAvIyycuopcuycIqGEaxvjaBaookaedAAjqxdrBoyBEtrBBBBBBBytaBBBtBBBBBBBBBsBBBBBsrBBBBBBBEBByBBBBBzvvuaxgab,15.320000,15.190000
wzcagcCEfjEytyAarbasAsDyucuopcuycEjBaajbAibjooxvGBasAArABBBsBBAvBBBBABBEBBBBBBBBAypBByBBBBBBBBBBBBkBBBBpBBBBBByzvvyaxgab,15.360000,15.420000
wDjagcvGvvEECCjcBDbzAmAyycuopcuyBBIvBJBByEvDBwBABJuBaovrBDABBBBBEBpBBBvulBkrBBBBBBBaBBBBBBBBBBBsBBBBBBvBBByBBByzvvkaxgab,15.410000,14.970000
wzcagcbmKnwqvECrdkCABqxyycuopcuyBAfGecjIBByGAnaBBEfBvAfBBvGBEuABbBGBrBBvBEBBytBAABBBBBBAKnBBArBBBJBBBBABBByBmtizvvlaxgab,15.300000,15.040000
wzcagcdrJoEvrAJyAnlIBCKyycuopcuycAfrBBBbvBtBbBBkBBBxJBpBBmBIeBEbBEBBBBBBvBBBBkByBBABAtBodEytvrpsBrBBByBbBBBBBBBzvvsaxgab,15.320000,14.750000
wzcagcpurAEbcKljvHAuvCByycuopcuBaroBBKBEKBysBdcBBEBBAABqBmvsBLpybtrBBBByBBBIBBBBByBBBBBEBBBBsBBBBBnBBBBBBBuBBbvzvviaxgab,15.260000,0.000000
wzcagcDpuDEmHetBlvAIlCqyycuopcBwpsuIwBvyuABKvyLacAaAqBDBAucBpbJLsBBBBBucBBBBEEdyBBsrBBBGByBBBBBBbBBBBBEBBBBBvpBzvvBaxgab,15.380000,14.910000
wzcagcdbJdEvrkoodmoBBIoyycuopcuyciKrBBBbvBxBbBBkBBBLBBpBBmBIwBEbBEBBBBBBvBBBbkByBBABAtBoJEytvrpsorBBByBbBBBBBBBzvvsaxgab,15.280000,14.810000
wzcagcyqsHEEuGvIkjnayyoJycujJruBBxqrjayuDLsxyEKsBfBffdoBBABBBGLBJlBuBqdeBqbkdBpuBLvaBDBEAvaBucByBvByBBBBBBoBBwBzvvkaxgab,15.390000,15.130000
wzcagcmluCEiAElblBGCwoxlycmyucuuaEBvorBBEaBBbBBBBGAtaFrpLABBEjdrwDyuImEBxBbanlyunmBmfscsImpqBqsadGdvxutayBdbBFIzvvBcxgab,15.330000,15.150000
wzcagcHpukEmoCwBjvAIlCqyycuopcBypsuGwBvyufBKvybaAAajqBDBIucBpbJLsBBBBBucBBBBEEdcBBBBBBBGByBBBBBBbBBBBBEBBBBBvGBzvvhaxgab,15.340000,15.240000
wzcagcmGyAEkdkAnuAaBABcyycuopvuucBIJwBawBaGJDxDIBfBEDjbBwifDbDBjAxrsJypdBGbbBBvByAEBxBwmaEnBBdJBBBBBtrBBBBBBBBBzvvhaxgab,15.270000,14.980000
wzcagcxcAtEuAJCfHywAHmlyycuqucByALAByGuAuqBBaBrBBEBAlufvAEBEwBDcpwBBButeAAvBrBBBqvBBBByBAaBBBoBsBBeBvABBpBBDobAzvvmaxgab,15.320000,14.780000
wnjagcvqnIEAvoiEKsvAfvEyycuopcuycbvjoEmcvoBaibAysarwvvnvnfvxLHsnuvvAvvAAvvyuvJrcdrkIvvyJpvvyuByBCHcpIaBawBacDyszvfcaxgab,15.300000,12.970000
wzcagczqmfElEEbkcvoLfDbyycuvJDucBByBBbyBBbBBBBIBjctBBBBnBBaBABBaJGBrBBbcABBBBEBBBBBBoBBBBBBBBBoBBBBBBBBvlBxBBvBzvvkaxgab,15.450000,0.000000
