"res_ab","mut","pop","repl","upd","nbits","geno","fit","scf","msg","reg","sense","n_null","del_msg_scf","peak"
"8k","l",500,13,100000,1438351,"wzcagczsBGEBwBmBvBdbnBByycuopcupcvfavBdoBdEAdbABrlBfDBelBDlKwAAyyttrqyBbrBABocdBxeAEsorEyAfvBBBpBBBBIoufjruBdBfzvfcaxgab",24.3078,9.65,28,15,15,113,9.63,0
"100k","l",500,46,100000,1317455,"wzcagczsakzckAbtpzBAkpByycuopruBrBBBBBBJDByBBIABBpBxAyABbLkoEdEBAExBBBAKBKuLIuoBfrBBByBBBBBBEvBBBBBdBBbBBfgJluwzvfcaxgab",59.271,9.61,41,9,9,113,9.51,0
"10k","l",500,10,100000,1721994,"wzcagcuaDpEfkcalJJjuAGvyycudxouBBGFeuAqwebveduEGrpysqBbBABtBmuBBkIraJAatLvABEcBBJdbEBBywBbuqBBABaubrBBBBBBBByuBzvfcaxgab",0,9.58,27,9,9,114,9.64,0
"8k","l",500,39,100000,1550105,"wzcagcAAAeEcvAzuBIoABtryycuuGcuKcGAGeAAobaKApxAeEwAcqAEvLLrBBBBBBLCBBBBLbfvBtlBkABbBmBBABEAubtIBBlawBBpBBAEBAmfzvfcaxgab",0,9.75,27,12,12,103,9.78,0
"8k","l",200,39,100000,720515,"wzcagclzDqEuIIinppdebxEyycuopcurGBDBqbBdDBEAqyBBBBBBBvBEBwBBBwBGByBtrfJBrczDLEDpDIAIAwxeitjmvljuvetICkBypyaHwkvzvfcaxgab",8.4349,9.63,28,8,8,117,9.67,0
"8k","l",500,13,100000,1438351,"wzcagczsBGEBwBmBvBdbeBByycuopcupcvfavBdoBdEAdbABrKBfDBAlBDlKwdAyyttrqyBbrBAIocdAxeAEsorEyAfvBBBpBBBBIoufjruBdBfzvfcaxgab",25.0351,9.66,26,17,17,112,9.67,0
"8k","l",500,40,100000,1774482,"wzcagclmAdEEcuLLonyjBCvyycuspcuDLaIGwxvvBbrDbumwyyLswtAApcAEBarApBkoBwBJBpbsrBBuArBBBBBBBzdBBrByBCoCByBsBAnIoBizvfcaxgab",0,9.63,29,7,7,113,9.7,0
"8k","l",100,33,100000,367901,"wzcagcycACyECoxfmqxbACoyycuopcuycbvqKAqwbBaGjoyrjrdaxejCaikbAAAjlvzbmxcpElAELaAhixJikBaArcbylozClfdveBeLBLeBzAAzvfcaxgab",0,9.67,10,13,13,109,9.64,0
"8k","l",500,39,100000,1550105,"wzcagcjAAexkvAzuABtGBaryycuopcuIcxfGeAAoyBKBpGAcEwAcAAEvAirIBnbBBLCBBBBABKvBmABBBBbBBBBaBEDAbtpdBlapBBpBBAEBAofzvfcaxgab",9.11151,9.59,30,9,9,104,9.62,0
"10k","l",200,2,100000,737517,"wzcagcmDpGEEpllBaiBbJlsyycuobcuyarEGdpwBfBodBBBLBBaBBBLAcAyvsyLsBBBAIBBDBABBBpByAdBByBtjjBAtBBBBfvBfBupBJrAokpyzvfcaxgab",16.8972,9.59,35,10,10,113,9.59,0
"10k","l",500,33,100000,1731291,"wcjagcwvAaEimpqwAzltHveyycuxBBucxynfffyxAbBDEokDBBkpAlDBGBLxoBEInBjALbkjBvJbBejAtBarBBtBBfBEBBBBBdBtBEBtuBBBBvizvfcaxgab",0,9.56,32,10,10,114,9.75,0
"8k","l",500,4,100000,1689504,"wzcagcisvfEdxEockavjILIyycuopcujEBbBBBrIBkaBBxwEBAIDBBnyaeBBobkAqGJBBuBBBABBbBBBBJJsGtljyBBBBAwBxtytjAvyttrpDFAzvfcaxgab",12.8228,9.59,30,5,5,114,9.51,0
"10k","l",200,14,100000,736994,"wzcagcaauAEHbyEIzmzxvqhyycuvucByEEfBklIDBAcBAGutBvtAaLFAdcGJtBwBLjBIBDlAEBBBBBBbyBqBLFuLAxBmscBBBuBBBBIBBysBBBBzvfcaxgab",21.0636,9.68,33,7,7,113,9.76,0
"10k","l",500,33,100000,1731291,"wzjagcajavKlhqKmnAzfLClyycuopcucByvmubbwvAoBEpBoBGBpxqndABqouBBwLBqBBABywGaBBBBBtJBrBBBBBBvEBBBBBBBqmEwcBbGBBBBzvfcaxgab",12.6118,9.74,37,7,7,116,9.71,0
"8k","l",500,13,100000,1438351,"wzcagczsBIEBwBmBvBdbnBByycuopcupcvfavBdoBdEAdbABrKBfvBAlBDkKwAcyyttrqyBbrBABocdBDbAEsorEyAffBBBpBBBBIoufjruBdBfzvfcaxgab",26.5256,9.66,28,15,15,113,9.58,0
"10k","l",500,27,100000,1708500,"wzcaCcIdEcEyKIJwFrAsnkAyycuogcucyxBBAjfBqBmBJBlBBJqEAAyGxEjGBxDjABAuABIvAAduceBBBlkByBBGvBBnKtBpvBBvurBBBBBBBByzvfcaxgab",0,9.61,32,7,7,110,9.72,0
"8k","l",500,13,100000,1438351,"wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbBBwEABbAirIBABABkbnApfAAyytdrqyBbGBABocdBxfAEsorEyAfvBBBpBBBBIxufwrGBdBfzvfcaxgab",25.5977,9.67,28,11,11,110,9.7,0
"100k","l",200,2,100000,679983,"wzcagcGuecEvDkIDnvCAGuxyycuopcuAaBBaKjwBAoBarBfBBIBABBBBfvBBBdyBpwByBBBABBtjcBBBqyBtcEBBFBBBBBBBBBBBJBEBBBBEBBBzvfcaxgab",0,9.61,50,6,6,115,9.5,0
"10k","l",500,14,100000,1728647,"wzcagcBAdcEdobbCEauFDvyyycuoucehyEkBBLyybuerBetLAELduBByuyBuBLbuBaAaBrBBLBEBBxBnBjyBpAAcBBBGABbsEAGmxurBxBBBBBszvfcaxgab",20.1912,9.69,30,12,12,113,9.68,0
"100k","l",500,40,100000,1511904,"wzcagciiAtEKmcnKAtiarEjyycuopcDoDBBaowyBJBAvBJqBBAtvmAAvbmnByuerdBABBEsIEGIBpBAtGvtBpBpxdBBBuboDIucGBBiBBBBBBBBBvvvvxgab",0,9.58,32,5,5,112,9.7,0
"100k","l",500,36,100000,1693814,"wzcagctrDuGaEKBtlcdKExkyycuLpauvcvejeBArBmvBBxsmpBjbBBmBBkEBABBBvBndBwBkBsBBBBBBmBurBBoBxBypBGByBBABBBBBBBBEBBBzvLrvxgab",28.7593,9.66,45,8,8,117,9.46,0
"8k","l",500,31,100000,1779517,"wzjagcpLpvELKBAyvJCvLcyJycuopcucBoJBEBJmBAGEyjuBwmAxesEyGEbGBBIqvbBBAKBtBatrqwBsByArKKscBBbBBBbpBBJAIDBkBBBBBBBzvfcaxgab",12.1487,9.58,31,9,9,114,9.59,0
"10k","l",100,22,100000,359397,"wzcaicgcxCEDksuBbefuAvByycuoAIucBBwGBwBDoebABwBBjeEEJBABBApBvwyyuBBdBBfBEucEBJBpDvdBBBBBjBuBBarBBBpBEvBBBzjvHIGzvfcaxgab",48.5858,9.73,39,8,8,115,9.89,0
"10k","l",500,28,100000,1749552,"wzcagcLlypEnBBHeCfxJBInyycurbEurdxxfoBoJIybkpIEKBlxADKkjvKpyBGvIBBbBAeajBEABDABwABvexBBoJrtGwJABrBBBBBBBBBBBBFBzvfcaxgab",0,9.72,32,11,11,114,9.53,0
"100k","l",500,5,100000,1377895,"wzcagcEflAkbpHApEAobbzByycuoucuyaBbIxnmpBABBoBBBBBaAAByJLAusemBBBacAALABucBBaByBbulBBBlBBpBLEvuBarBBBBBByfgeeFBzvfcaxgab",132.47,9.73,33,9,9,110,9.73,0
"10k","l",500,33,100000,1731291,"wnjagckvAaEimpqwAzltHveyycuxBBucxynfffyxAbBDEokDBBkpAlDBGBLxoBEInBjALbkdBvJbBejAtBarBBtBBfBEBBBBBdBLBEBLuBBBBvizvfcaxgab",8.48277,9.6,32,13,13,114,9.61,0
"8k","l",500,1,100000,1749064,"wzjagcJGuxEABdCIvcvccBkyycuobbuyjtAfJprABfBEucJccerBbbydBuecfBucBewxBLpqvuEABBuxArBBBBxcyBBBBBBKwBABEBmBBBEnafLzvfcaxgab",17.6672,9.61,28,13,13,114,9.7,0
"100k","l",200,2,100000,679983,"wzcagcGueCEvDkEInvCAGuxyycuopcuAvBBaKjjBAoBarBfBBIBABBBBfvBBBdyBpwByBBBABBtjcBBBqyBtcEBBBBBBBBBBBBBBJBEBBBBEBBBzvfcaxgab",36.6372,9.58,51,6,6,115,9.64,0
"1000k","l",500,5,100000,1633129,"wDjagcvGjvEECCjcBGbrAmAyycuopcuyBBdvBJBByEvDBvBABJuBaovrBDABBBBBEBpBBBEulBkrBBBBBBBaBBBBBBBBBBBBBBBBBBvBBByBBByzvfcaxgab",0,9.68,57,2,2,116,9.88,0
"8k","l",500,13,100000,1438351,"wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbfBwEABbAirIBABABkbnAKaAAyytdrqyBbGBABocdBxfAEsorEyAfvBBBpBBBBIxufwrdBdBfzvfcaxgab",26.3985,9.62,27,13,13,110,9.7,0
"8k","l",500,27,100000,1454141,"wzjagcakwDEACjDAHAkdzvtyycuopcurBydtusBBbBfKAacByAouAxByKBBBAdBAfgABuBEcBDAxvAqAcAwjBGjwEyIvtAbcBwBjBBBBBBEBBbBzvfvaxgab",12.935,9.69,29,8,8,106,10.12,0
"100k","l",500,47,100000,1610389,"wzcagcAoDyEjzrGxkAizwvvyycuopcuBarbBBbBEBBjBBykBBEsBAkBGyBvaBApyBtrBBBByBBBkDBBBBIBBvBBxBBBBenBBBBBBcBBuBxlBBfxzvfcaxgab",0,9.65,47,3,3,116,9.6,0
"10k","l",100,1,100000,368101,"wzcagcBehEECmADjsojBAEsyycuoucBBBGBGBbBBBBBBDAysxBBAlqnlIkLbIAfBlpBAynBuacpftJBBBBBlDJlDvBEHvaxvcxaELCuLLnJvolvzvfcaxgab",7.74191,9.62,30,8,8,114,9.99,0
"8k","l",500,32,100000,1492182,"wzcagccmEpCemxcIuzALqAByucuoBcJpBAKoKcADBJeALoyurxwfbhfosALxmyAIllBEBpwGBABABABDrvvxuuaABBArKnBqGBsBBtBvBBBBtBfzvfcaxgab",14.8932,9.68,25,12,12,108,9.83,0
"100k","l",500,24,100000,1662218,"wzcagcvDyzEyajDytKuwvIpyycuBucJyBBABBBvBFEByuGBucBBpBBBEBuuBBbvrBBBBBBBBBBBBBByBBbDBBEBBvuqBBBBBBBBBfrBBBvBBvsBzvfcaxgab",67.8998,9.75,55,3,3,119,9.62,0
"10k","l",500,26,100000,1754538,"wzcagckfDcELAuCkAvbyuysyycuopoupcxIGGAAAAGdLfBaBAjverByEBBBABJBAllBBALfjlBBHaEBJnpuaBBEsBfuyuruBadBkBrdEBuABBBBzvfcaxgab",0,9.68,26,12,12,109,9.53,0
"8k","l",500,13,100000,1438351,"wzcagczsBIEBwBmBvBdiGBByycuopcupcvfavBdoBBEAfbdBrIaauBflpLlKwAAyyttrqyBbrBAeoadBxeAEsorEyAfvBBBpBBBBIoufyruBDBfzvfcaxgab",23.4397,9.71,25,15,15,114,9.56,0
"8k","l",500,13,100000,1438351,"wzcagczsBIEBwBmBvBdiGBByycuopcupcvfavBdoBBEAfbABrIBxfBAcpLDKrAAyyttrsyBbrfAeobdJxeAEsorEyJfvBBBpBBBBIoufyruBdBfzvfcaxgab",26.0375,9.61,24,16,16,113,9.59,0
"8k","l",500,13,100000,1438351,"wzcagczBByEBxBDIvBdknBByycuopcupcvfavBbBBwEABbAirIBABABkbnApfAAyytdrqyBbGBdBocdBxfAEsorEyAfvBBBpBBBBIxufwrGBdBfzvfcaxgab",24.9075,9.67,28,12,12,111,9.7,0
"10k","l",100,42,100000,361458,"wGjagcJAhbEvnJEAHCDJvIEyycuoBbucBBBBBypBjBBxABoBBByBByBGjBbByvKABBvvGBBsBwABqAEEAvGytJaBAnyBocBlvBJmzGfGurvfomqzvfcaxgab",0,9.64,30,4,4,112,9.83,0
"8k","l",500,13,100000,1438351,"wzcagczBBIEBBfLIvsBxcmbyycuopcuJccLAcBLBBaEABbAArIBcBmqsBDAKuAuyydtcqyBdGBBxKddroeDEsorEyAfvBBBpBBBBAxufvrBByufzvfcaxgab",18.7193,9.61,26,15,15,112,9.46,0
"100k","l",500,5,100000,1377895,"wzcagcEfpAEliHAaaAzcbzByycuouruynBbIwnmpBABBoBBBBBaABByJLBusemBBBacrABBBucGBAByBBulBBBlBBpBLEvuBprBbBBBABfgedFBzvfcaxgab",0,9.67,36,8,8,112,9.63,0
"100k","l",200,44,100000,687829,"wzjagcvvJmEbrvvvuLumArwyycuDaEurBBBBBBBBBBBBBvBuyBBBBByBqBuByBqBIBBEBBEBBBvBvjBBBpsBBBBByvBBvBBBBBBvEBBBvBAGBvBzvfcaxgab",31.0816,9.74,55,2,2,118,10.27,0
"10k","l",100,24,100000,362690,"wzcawcACrBEwEHbdJAxuAAAyycuowcugcrjBABBBxcBBBLBEwBBpBBxvJBIBBbBBnBBBABbBABABABBoBvGbBAABqBBBvKepmLCBIjoBKyEyEpyzvfcaxgab",12.7183,9.72,37,7,7,108,9.6,0
"8k","l",500,14,100000,1770993,"wzcagcKCjuEEpeacbGEInGoyycfupcuBaBAruBBvBABevBBdByBBBEpsBBBBlABtDwebIKJBBAbBrAEADGBvAjByAqKFBwccsyfbBLwABIdIzurzvfcaxgab",9.46344,9.58,28,12,12,111,9.65,0
"8k","l",200,2,100000,718895,"wzjagcJvKpEyqAnHGvablAkyycuopcuojBBEBBbAABABbEbrByBeBkDBDulyBBBIxwtFKrJBBuBBBEvkBkBuBalBmwdsBBBdBjvJyvBBqJIBilxzvfcaxgab",13.2402,9.73,31,6,6,115,9.7,0
"10k","l",500,26,100000,1754538,"wzcagckfDcELAuCkAsbyuysyycuopoudcxIGGAAAAGdLfBaBAjverByEBBBABJBAllBBALfjlBBHaEBJnpuaBBEsBfuyuruBadBBBrdEBuABBBBzvfcaxgab",0,9.73,27,13,13,109,9.71,0
"10k","l",200,31,100000,738662,"wzcagcnviLEbKkqdAjecurEyycuopcurmBylBvEAsadDsxGBwyjDvBBIBBkadtBBArBBkBvIItBIvBBqBBBBBBBBoBbBvnBlBKEyBBsBAryBBBBzvfcaxgab",0,9.66,36,8,8,116,9.73,0
"8k","l",500,12,100000,1751184,"wzcagcsEKmEExtkddkvvDxHyycucucuyGDBAKdDutDBjBAjnIyufyEqKwAdBbfroADtcBBuBBAjyBBvEvBBpuBBqBBBBxBBBoBqBJzBBxyvFEwBzvfcaxgab",0,9.69,31,10,10,115,9.74,0
"10k","l",200,37,100000,702658,"wzcagcEwpGHiAazKsvyjvvAyycuopcuExrjBqvGBBdvoDBBvcBBBBBJydBJBIBjGytBBtrxBBBsABaBaxcABaybEsrBBBtlDAxypuBBrBBBByBozvfcaxgab",0,9.74,33,4,4,115,9.62,0
"10k","l",100,41,100000,367798,"wzcagcBjCyEBnAHoAHpcsotyucuopcbyyxABxbBurAaucBBEBBBeByBBoBEBBBBBnBvBuwsBrBByAeCBmkEBmJkjqBvJvjnFkJKavnHmtzEDJEazvfcaxgab",0,9.64,29,4,4,115,9.63,0
"100k","l",500,5,100000,1377895,"wzcagcEfpAEldHAayAtcbzByycuouruynBbIwnmpBABBoBBwBBaABByJLBusemBBBacrBBBBucGBAByBBulBBBlBBpBLEvuBarBbBBBABfgeeFBzvfcaxgab",133.957,9.58,36,9,9,113,9.66,0
"8k","l",500,13,100000,1438351,"wzcagczsBGEBwBmBvBdbeBByycuopcupcvfavBdoBdEAdbABrKBfDBAlBDlKwdAyyttrqyBqrBABocdBxeAEsorEyAfvBBBpBBBBIoufjruBdBfzvfcaxgab",24.0963,9.65,28,17,17,113,9.67,0
"8k","l",500,39,100000,1550105,"wzcagcjAAexkvAzuABtGBaryycuopcuIcxfGeAAoyBKBpGAcEwAcAAEvAirIBnbBBLCBBBBABxvBmABBBBbBBBBaBEDAbtpdBlapBBpBBAEBAofzvfcaxgab",6.91621,9.59,30,8,8,104,9.62,0
"100k","l",100,8,100000,351210,"lwjagcvlvAECFuvDtKicwjxyycuopcuBBDrBBBBBBvbBBByBBnkBBBEBdBBvdcBBBBuBBBBBvBBAeBBvBABEpBBAeBBBmEBBBsvsnBByBBBBBBBzvfcaxgab",27.2308,9.63,54,6,6,116,9.58,0
"100k","l",500,46,100000,1317455,"wzcagczAJkzckdbmpzBAkpByycuopruBrBBBBBBJDByBBIcBBpbxAyABbLkoEdEBAExBBBAKBKuLIuoofrBBByBBBBBBEvBBBBBABBbABfgJCzwzvfcaxgab",55.3781,9.69,39,9,9,112,9.46,0
"100k","l",500,5,100000,1377895,"wzcagcEflAEApiApjAobbzByycuoucuyaBbBwnmpBABBoBBBBBaABByJLAusemBBBacAALABucBBaByBbuDBBBlBBpBLEvuBarBBBBBByfgeeFBzvfcaxgab",134.459,9.71,36,9,9,110,9.73,0
"100k","l",500,37,100000,1676841,"whjagcHAlxECvqnvdGwrqBAyycurvvurBbBBBByBvpBBBBABBBBBBBBBBBBsBBBBGByEBBBBdbjIBBBBBEvBKvBBEBBBvBtBBBnrvDBBEBBBlkCzvfcaxgab",0,9.64,55,4,4,117,9.79,0
