genome,scf,scf_no_int_bio
wzcagcorCxEbuHitJotbrfqyycuopcuEBLqJwyjlbBBBuLBLJyoLwBwwBLdDuoDErBByEnDwjdaIfcsIIIIxBDwKBBuBAdBJrscByBBBBBBBBBBzvvvvxgab,21.430000,21.430000
wzcagcKBbbEECBBkaEnAAAByycuopcucJBebwdylByBtyBBBBBAABtBrBBBBBBBsBBABBycrkcCIbABBaqyycfoGeDCBBAaBBBABByKBBBBABEBzvvvvxgab,21.460000,21.460000
wzcagcrDimEbapjCAccBjBByycuIucGyKIBBBnBBBpBBEBblBBBnaIBIBkBBBBBEBBBBBABBBbkBBBBBBABBBBBBBBBJBsBABBBucBBBBBBBEBqzvvvvxgab,21.490000,21.490000
wIzagczAAjEEoaicEBoykaGyycuopcuBaqJrBBBIBBBBBBBBxBBBjfBJoBJcBaBByyBtBoBIytcBBBEBBBdnpBBKBBBBBBBBJBBBBBBBBBscBBBzvvvvxgab,21.460000,21.460000
wzcagcGdbAEECBDkkEyAAAByycuopcucJBBBwqyLByBtyBBBBBBBBtBrBBBBBBlsBBABBycrkcCIbAcBadyyczoGqDCBBAGBBBABByKBBBBnBEBzvvvvxgab,21.330000,21.320000
wzcagcCAJBEEfJfcEEycmGByycurbIucGDpwKsyDcjBBxGBBDBByxBdaaBEBxnBqfKtIrBpBBBBkuBABBAqBBuorBBBBBBGoBIBBBBBBBBjyABBzvvvvxgab,21.330000,21.330000
wzcagcwtjqEjhaiamaiEzEGyycuJroucBwDuExmxBBcdBxBbkypABAdDBBAutrBadqocjjyjsBaBBwBdBrBBBABGjwBBBByBxBBBoxBBuBnBBBBzvvvvxgab,21.490000,21.490000
wzcagcjCGuEEjBkkBEddqpByycuopcuccBLBBeywBydtyBBBBbABBtBrBBqBBABsBBABBycducCjrKABaAAfyCIBBaCBBABByBJBBBDBBBBBBEBzvvvvxgab,21.370000,21.370000
wzcagcCAJBEEfJfcEECzmGByycurbIucGDpwKsyDcjBBxGeBDBByxBxaqBEBxnBqfKtIrBpBBBBKuBABBAqBBuorBBBBBBjoBBBxBBBBBBjyABBzvvvvxgab,21.430000,21.430000
wzcagcwtjqEjhaiamaiEzEGyycuJroucBwDuExmxBBcdBxBDkypABAdDBBAutrBadqocjjyjsBaBBwBdBrBBBABGjwBBBByBxBBBoxBBuBnBBBBzvvvvxgab,21.410000,21.410000
wzcagcofamEhhtfxuqiAeEJyycuopcujBqAjGBBBBoAdBAaBIaIBBErjcjxExBABBjnBbBBDBBBBpABBqArBBAJBLfLBGfeerBBBBBBJBJiyztszvvvvxgab,21.350000,21.350000
wzjagcDkHlEtbscEtxHjlJAyycuoBaurBBtBoGnBBABqBftBBepekGAEuBGeKBnBGoEBBBempABmDtBArBBBfBBBebBJBbBByfBBBBLbBBBBxaBzvvvvxgCb,21.370000,21.370000
wzjagcDkHlEtbscEtxHjlJAyycuoBaurBBtBoGLBBABqBAtBBepjkcAEuBGeKBnBGoEBBBemeABmDtBArBBBfBBBebBJBoBByfBBBBLbBBBBxaBzvvvvxgCb,21.320000,21.320000
wzzagcGlDAEKcyklCGprckBnycuopcoyBAABIecBBdBayABfAjaJuquBqBrGBABBGyABBtpBEBBABxmpEBIBeoJBuBItowryBBBAEprByBBBBBBzvvvvxgtb,21.420000,21.420000
wzcagcjCAfEEjBkkpEAAqpByycuopcuccBLBBedIBybtyBBBBBABBtBrBBqBBtBsBBABBycdKcCBrKABaAAfyCIBBaCBBABBynbBBBDBBBBBBEBzvvvvxgab,21.420000,21.420000
wzcagcGtlbEvyCBuEvdAioyyycuqocuycowAAEAAqGxarBBDBBBBBBBDqBJBApBABByBBrBBwBvBbtBaErJBBvBBBBBBByBBxBAoBycvnzvvvncvvfcaxgab,21.380000,0.000000
wzcagcjCAaEEjBxkBEAAqpByycuopcuccBCBBeyIBybtyBBBBBABBtBrBBBBBtBsBBABBycdccCBrKABaAAfyCIBBaCBBABBynbBBBDBBBBBBEBzvvvvxgab,21.490000,21.490000
wzcagcEjDJEqyiDAylaAEoryyauopcuyBAuGAsBBtbBBwdDGuuABqqqtsrBxBBBAdBBjBBBBApuBdIuBbKJBErBLBBBBBBBBBLBBBBBBByycudDzvvvvxgab,21.320000,21.320000
wzcagcjCAfEEjBkkBEAAqpByycuopcuccBLBBeyIByotyBBBBBABBtBrBBBBBtBsBBABBycdcyCBrKABaAAfyCIBBaCBBABBynbBBBDBBBBBBEBzvvvvxgab,21.350000,21.350000
wmzagcckraEKxyntscpAezjnycuopcJyBAABIIBxBGBpaGGfBLJJuGuKJBrlBLBBBpABoBABEBAoseCpEBIBGoxBuBAtowryBBBAEBfBABBBBBBzvvvvxgBb,21.340000,21.340000
wzcagcDbrBEdtpqItKuADieyycuopcuroBByJkfBuBptnybABbtfEBoytryEAnAEBulBByejdBpscBpBBBwBBtBoeBLDBbBnrBdyBBBBBmoBBBIzvvvvxgab,21.490000,21.490000
wzzagcaDsAEKcwhlfzprcjBnycuopcoyBAABIqcGBABaAIBfADaJuquBqBrBBABKAjABBypBEBGAJlmpEBIBeoJBuBItowryBBBsEprByBBBBBBzvvvvxgtb,21.440000,21.440000
wzcagcrDimEiapjCAccBjBByycuIucGyKIBBBnBBBpBBEBbmBBBnaaBIBkBBBBBEBBBBBoBBBbkBBBBBBABBBBBBBBBJBsBABBBucBBBBBbBEBqzvvvvxgab,21.330000,21.330000
wzzagcaDsAEKcwhlfGprckBnycuopcoyBAABIqcGBABaxIBfADaJuquBqBrBBABBALABBypBEBGAJlkpEBIBqoJBuBItowryBBBsEpyByBBBBBBzvvvvxgtb,21.480000,21.480000
wzcagcwtjpEjhaiamaiEAEGyycuJroucBwDuExmuBBcdBxJDkypABAIqBBAutrBadqocjjyjsBaBBwBdBrBBBABGjwBBBByBxBBBoxBBuBnBBBBzvvvvxgab,21.440000,21.440000
wzcagcjCAfEEjBkkpEAAqpByycuopcuccBLBBeyIBybtyBBBBBABBtBrBBqBBtBsBBABBycdKcCBrKABaAAfyCIBBaCBBABBynbBBBDBBBBBBEBzvvvvxgab,21.360000,21.360000
wzcagcjLxuEyajGInomAHwbKycurucaEBtdBxydnjBmBBdauGyudwBBKABaBuwGErxByEnGaBqIBBBxwGBBIBBBBBDuBdDBABsccBBBkBBBBDlBzvvvvxgab,21.350000,21.350000
wzcagcGBbbEECBDkaEnAAAByycuopcucJBebwdylByBtyBBBBBJABtBrBBBBBBxsBBABBycrkcCIbABBaqyycfoGeDCBBAaBBBABByKBBBBABEBzvvvvxgab,21.410000,21.410000
wzcagcjCAfEEjBkkBEAAqpByycuopcuccBLBBeyIBybtyBBBBBABBtBrBBBBBtBsBBABBycdccCBrKABaAAfyCIBBalBBABBynbBBBDBBBBBBEBzvvvvxgab,21.410000,21.410000
wzcagcjCAfEEjBkkBEAAqpByycuopcuccBLBBeyIBybtyBBBBBABBtBrBBBBBtBsBBABBycdccCBrKABaAAfyCIBBaCBBABBynbBBBDBpBBBBEBzvvvvxgab,21.450000,21.450000
wzcagclJwAEmmrCyGwxdGEJyycuowAurBBBBtBBBBBurBEjaoBrABBbBBABBABBBpynBytrBfyeGswpIsBrEBnuBBBBBBBBBBBBBBrBBBBBBBBbzvvvvxgab,21.310000,21.310000
wzjagcDkHlEtbscEtxHjlJAyycuoBaurBBtBoGLBBABqBAtBBepjkCAEuBGeKBnBGoEBBBemeABmDtBArBBBfBBBebBJBoBByfBBBBLbBBBBxaBzvvvvxgCb,21.350000,21.350000
wzzagcawDAEKKyklfDprckcnycuopcoyBeABaecGBABuyABfJjaJuquBqorGBABqpyABBtpBEBBpKempEBIBeoJBuBItowryBBBDEprByBGBBBBzvvvvxgtb,21.310000,21.310000
wzcagccjxdEywaDynomAwqeKycurucqEBufBbyufjBmpBdwGjyuBoBBAfBaBuABErxByEnLDBJdBBBAcJBBadcBBBeuBdDBLBsccBBBBBBBBBsBzvvvvxgab,21.380000,21.380000
wzcagcofamEhhtfxuqiAeEJyycuopcujBqAjGBBBBoAdBAaBIaIBBErjcjxExBABBjnBbBBDBBBBpABBqArBBAJBLfLBGfeerBBBBIBJBJiyztszvvvvxgab,21.380000,21.380000
wzzagcaDsBEKcyhlfAprckBnycuopcoyBAABIqjGBABaAIBfADaJuquBaBrBBABBAjABBypBEBeAJsmpEBxBtpJBuBItowryBBBDEpJByBBBBBBzvvvvxgtb,21.330000,21.330000
wzjagceobjEbhmyyIkqzwpnAycuopcGytGAwBEwuuqqcfpsfryALaBuAesoorAwuAwdBBBaBBJBbByByBpBEBuBrBBByBtBBBEBBBBBAGyBJpLBzvvvvxgab,21.480000,21.480000
wzcagcGtlbEvyCBuEvdAiotyycdqocuycowAAEAAqGxarBjBBBBBBBBDqBJBApBABByBBrBBwBvBbtBaErJBBvBBBBBBByBBxBAoBycvnzvvvncvvfcaxgab,21.450000,0.000000
wzcagcuIdHEyqztBxvHxdlqyycuopcuBBoBvArjBuBjEEjBBpfyLeAodvnumjBnJdIJBBBEkBBkBwmvBABwlGBoyBtyfJdBotrBGBBBBBBBBBGBzvvvvxgab,21.440000,21.310000
wzcagcGrCxEbuHitAotbrfqyycuopcuEBLqJwyjlbBBBuLBLJyoLwBfwnLdDuoDErBByEnDfjdaIfcsIIIIxBDwKBBuBAdBJrscByBBBBBBBBBBzvvvvxgab,21.440000,21.440000
wzzagcqDraEKJynlscpAejjnycuopcJymAABIABxBGBpaGBfByJJuGuKnBrGBLBBBpABoBABEBAoseCpEBIBGoxBuBAtowryBBBAEBfBABBBBBBzvvvvxgab,21.440000,21.440000
wzcagcGtmwEvyCBuEvJAmotyycuqocuycowAAEAAqGxarBBBBBBBBBBDqBJBApBABByBBrBBwBvBbtBaErJBBvBBBBBBBBBBxBAoBycvnzvvvhcvvfcaxgab,21.450000,0.000000
wzcagcrDimEbapkCAccBjBByycuIucGyKIBBBsBBBpBBEBbjBBBnaIBIBmBBBBBEBBBBBABBBbkBBBBmBABBBGBBBBBJBsBABBBucBBBBBbBEBqzvvvvxgab,21.400000,21.400000
wzcagcEjDJEqyiDAylaAEoryyauopcuyBAuGAsBBtbBBadDGuuABqqqtsrBxBBBAdBBjBBBBApuBdIuBbKJBErBLBBBBBBBBBLBBBBBBByycudDzvvvvxgab,21.380000,21.380000
wzzagcckraEKxyntscpAezjnycuopcJyBAABIIBxBGBpaGGfBLJJuGuKJBrlBLBBBpABoBABEBAoseCpEBIBGoxBuBAtowryBBBAEBfBABBBBBBzvvvvxgBb,21.340000,21.340000
wzcagclJwAEmmrCyGwndGEJyycuowAurBBBBtBBBBBurBEjaoBrABBbBBABBABBBpynBytrBfyeGswpIsBrEBnuBBBBBBBBBBBBBBrBBBBBBBBbzvvvvxgab,21.310000,21.310000
wzcagcmlnxEHakcjbGBELiyyycurEBuDcBobBwbHcahbbhsEhscujBaByBBBBBBpBBBBbBBBqucBBByBBsBBBBBBBBBBBBBByBBBBBBBBBBBBBBzvvvvxgab,21.310000,21.310000
whjagchbaxEICGJHArqzwqnLycuopcdloBlAjElCILDAqanGnyyIuoueejborBDBxcfBBBwBBbBJcyBBtpBEBuLrBjByBBBBBEpBBBBBKhBBBdBzvvvvxgak,21.330000,21.450000
wzcagcAazDEkaiDprIyrmbJyucuopcucEBExByDBBBbBauJBtxBBqmBBBBIwBLlnBByAmwsBBEIBBnBrBbBwyBylwBepBBwBduBABuBrBBBBBxBzvvvvxgab,21.330000,21.330000
wzcagcDkrBEIsuBItKAADilyycuopcurJBByJkfBABptnyBABbtAEBoytryEAGAEBGlBByBjdBpscBpBBBwqItBoeBLoBbBnrBdyBBBBBmoBBBBzvvvvxgab,21.390000,21.390000
wzcagcwtjpEjhahaaaiEGEkyycueroucBwDJExmABBcdBxBDkypABAdqaBAutrBadqocjjyjsBaBBwBdBrBBBkByjwBBBByBxBBByxBBuBnBBBBzvvvvxgab,21.380000,21.380000
wzcagcCdbAEEDBDkjEGsAAByycuopcucJBABwqyLByBtyBBBBBfBBtBrBBBBBBBsBBABBycrkcCIbAcBadyyczAGqDCBBAGBBBABByKBBBBABEBzvvvvxgab,21.400000,21.250000
wzcagcDyrBEInuBItKAADilyycuopcurJGByJkfBABptnyBABbtAEBoytryEAGAEBGlBByBjdBpscBpBBBwqBtBoeBLoBbBnrBdyBBBBBmoBBBBzvvvvxgab,21.350000,21.350000
wyzagctaKzEhotaEDpEItDyJycuoLruyaeBGEBoBdrmAcBpAxccxBBBKvxBardnIqAxGroxucBBqBBBcaruuytBBnGqBIxxrBBBGtpBBurBBBBBzvvvvxgub,21.360000,21.600000
wzcagccjxdEywDDmnoxAxbeKycurucBEuufBbyBGjotBBdwulyuBoBBAABaBuABErxByEnLDBBfBBBAcJBBIGcBBBeuBdDBjBsccBBBBBBBBBoBzvvvvxgab,21.460000,21.460000
wzcagcCdbAEECwDkaEGAAAByycuopcucJBABwqyLByBtyBBBBBxBBtBrBBtBBBBsBBAtBycHkcCIbAcBadlyczoGqDCBByGBBBABByxBBBBJBEBzvvvvxgab,21.400000,21.270000
wzcagckrqxEittAtdKGrdfqyycuopcuEcqGJwyjdbBuBBLBmJyjLwBfDxxdAuoaErBByEnDcjdaafcsIbIfxBDwoBGuBAcBfrscByBBBBBBBBBBzvvvvxgab,21.480000,21.480000
wijagclbtuEqpBanjwdmwlnLycuopcBuBBAdaEfkKsGoqdjknyxcuBuwfjborBDudcfBBBaBBbBJByjwxpBEBuBrBbxfBLBBBEBBBBBBBBBBBuBzvvvvxgvG,21.430000,21.430000
wtjagcfbtaEqdoanjKdmwfnLycuopcoyBBALsEGkDsDuqdsGnyxIuBoecgborBDudcfBBBBBBbBJBysKypBEqufrBbBfyxBGBEBBBBBBBkBBBuBzvvvvxgay,21.500000,21.500000
wzcagcorqxEittbtdzGrrfqyycuopcuEBqGJayjdbBuABLGmJyjLwBfDxxdAuoGErBLyEnDcjdaafcmIbIqxBDwoBGuBAcBqrscByBBBBBBBBBBzvvvvxgab,21.450000,21.450000
wzcagctdlGEbCAJbixeIwpnyycuopcucydELpdJjubLBmpnIeEpmBBBeBoByJBBBojaoBBBBEtJeaBrBBwBfBBBfcDcAsBBBDDBBBBBBwuBBBBBzvvvvxgab,21.380000,21.380000
wzcagckrqxEittAtdKGrrfqyycuopcuEqqGJByjdbBuBBLcmJyjLwBfDxxdAuoaErBByEnDcjdaafcsIbIfxBDwoBGuBAcBfrscByBBBBBBBBBBzvvvvxgab,21.420000,21.420000
wzzagcaDsAEKcwhlfGprckBnycuopcoyBAABIqcGBABaxIBfADaJuquBqBrBBABBAjABBypBEBGAJlkpEBIBqoJBuBItowryBBBsEpyByBBBBBBzvvvvxgtb,21.480000,21.480000
wyzagciHDzExLtiEDGEdtJyfycuoxruyawAGEBoBBrBAcBpAxJKyBjGKsJBarBDGqAAjBBwucfBqBBBnaAuuytjBnwDBaxorBBBaBpBBurBBBBBzvvvvxgxb,21.410000,21.410000
wzcagcmlnxEHakcjbGuELzyyycurEBuDcBobBwbHcahbbxsEhscujBaByBBBBBBpBBBBbBBBqucBBByBBsBBBBBBBBBBBBAByBBBBBBBBBBBBBBzvvvvxgab,21.390000,21.390000
wzcagcorCxEbCHitAotbrfqyycuopcuEBLqJwyjlbBBBuLBLJyoLwBfwBLdDuoDErBByEnDfjdaLfcsIIIIxBDwKBBuBAdBJrscByBBBBBBBBBBzvvvvxgab,21.430000,21.430000
wzcagcJDAaEEjukkBEAGshByycuopcuccBLBBBydmydtyBBBBABBBtBrBBjBBABsoBABBycAucCAbAABwAAeyCIBBaCBBABByBKBALABnBmBBEBzvvvvxgab,21.420000,21.420000
wzcagcArzCEHbHrdatkxawfyycubrBucBBEcIojuyDqBfwwqcEcyoBBuBBBBBBBBBbqJurnbEBBAwBwBBxByjBBBwGxpBjBksBBGdbijIuBaBBazvvvvxgab,21.410000,21.410000
wzcagcuIdHEyqztBxvHxdlqyycuopcuBBoBvArjBuBjEEjBBpfyLeADdvnumjBnJdIJBBBEkBBkBwmvBABwlGBoyBtyfJdBotrBGBBBBBBBBBGBzvvvvxgab,21.440000,21.310000
wzcagcGtlbEvyCBuEvdAioyyycuqocuycowAAEAAqGxarBBBBBBBBBBDqBJBApBABBbBBrBBwBvBbtBaErJBBvBBBBBBByBBxBAoBycvnzvvvncvvfcaxgab,21.480000,0.000000
wzcagcjLxuEyajGInomAHwbKycuructEBtdBxymnjGmBBdawGyudwBBKABaBuwGErxByEnGaBqxBBBxwGBBeBBBBBDuBdDBABsccBBBkBBBBBlBzvvvvxgab,21.460000,21.460000
wzcagckrxdEywfDynomAxbeKycurucqEBufBbyBfjBtBBdwulyuboBBAABaBuABErxByEnLDBBwBBBAcJBBAacBBBeuBdDBjBscADBBBBBBBBoBzvvvvxgab,21.390000,21.390000
wzcagcjCGuEEjBkkBEddqpByycuopcuccBLBBeywfywtyBBBBbABBtBrBBqBBABsBBABBycducCjrKABaAAfyCIBBaCBBABByBJBBBDBBBBBBEBzvvvvxgab,21.440000,21.440000
wzcagcGtlbEvyCBuEvdAiotyycuqocuycowAAEAAqGxarBBBBBBBBBBeqBJBApBABByBBrBBwBvBbtBaErJBBvBBBBBBByBBxBAoBycvnzvvvncvvfcaxgab,21.420000,0.000000
wzcagcuedbEyqotBtvHxolqyycuopcuBBoBvbrjBuBjEEjBBpfyLlADdvJBmjBpJdIJeBBEbBBkBwmvBpBwlGBoyBtyBJdBotrBGBBBBBBBBBGBzvvvvxgab,21.330000,21.030000
wzcagcjLxuEyajGInomAHwbKycuructEBtdBxydnjBmBBdauGyudwBBKABaBuwGErxnyEnGaBqIBBBxwGBBIBBBBBDuBdDBABsccBBBkBBBBDlBzvvvvxgab,21.370000,21.370000
wzcagcorCxEbuHitAotbrfqyycuopcuEBLqJwyjlbBBBuLBLJyoLwBfwnLdDuoDErBByEnDfjdaIfcsIIIIxBDwKBBuBAdBJrscByBBBBBBBBBBzvvvvxgab,21.440000,21.440000
wzcagcCdbAEECwDkaEGAAAByycuopcucJBABwqyLByBtyBBBBBxBBtBrBBBBBBBsBBABBycHkcCIbAoBadyyczxGoDCBBAGBBBoBByKBBBBJBEBzvvvvxgab,21.460000,21.330000
wyzagctaKzEhotaEDpEItDyJycuoLruyaeBGEBoBdrmAcBpAxccxBBBKvxBcrdnIqAxGroxucBBqBBBdaruuytBBnGxBaxxrBBBGtpBBurBBBBBzvvvvxgub,21.350000,21.550000
wzcagccjxdEywDDynozAxbeKycurucBEuufBbyBGjBtBBdwulyuBoBBAABaBuABErxByEnLDBBfBBBAcJBBIqcBBBeuBdDBjBsccBBBBBBBBBoBzvvvvxgab,21.360000,21.300000
