init_genome,repl,update,evolved_genome,scf,merit,mum
wujagcoyKxulzbDDkckysscLyuuwpcuAGrEEaLBpfIEBybBsaaHaLLlvvdBwJwJmGmyaysDrLLwBBbfEwvpqvdABuurujqDBlBBtBsBsBlyxyaBzvvvvxgmm,3,0,wujagcoyKxulzbDDkckysscLyuuwpcuAGrEEaLBpfIEBybBsaaHaLLlvvdBwJwJmGmyaysDrLLwBBbfEwvpqvdABuurujqDBlBBtBsBsBlyxyaBIoKfpcrkb,0.000000,120.000000,0.000000
wujagcoyKxulzbDDkckysscLyuuwpcuAGrEEaLBpfIEBybBsaaHaLLlvvdBwJwJmGmyaysDrLLwBBbfEwvpqvdABuurujqDBlBBtBsBsBlyxyaBzvvvvxgmm,4,0,wujagcoyKxulzbDDkckysscLyuuwpcuAGrEEaLBpfIEBybBsaaHaLLlvvdBwJwJmGmyaysDrLLwBBbfEwvpqvdABuurujqDBlBBtBsBsBlyxyaBIoKfpcrkb,0.000000,120.000000,0.000000
wsjagcABsHurnmFtCckybFryyuuopcuBddDroytoxDlaceGJIxAJJJIoyyBcwJGjBsrwIlnByFbBJBLkeBapjKvfBFIKuucxafBbBBBBwBBBBBBzvvvvxgGw,0,0,wsjagcABsHurnmFtCckybFryyuuopcuBddDroytoxDlaceGJIxAJJJIoyyBcwJGjBsrwIlnByFbBJBLkeBapjKvfBFIKuucxafBbBBBBwBBBBBBIoKfpcrkb,0.000000,120.000000,0.000000
wsjagcABsHurnmFtCckybFryyuuopcuBddDroytoxDlaceGJIxAJJJIoyyBcwJGjBsrwIlnByFbBJBLkeBapjKvfBFIKuucxafBbBBBBwBBBBBBzvvvvxgGw,1,0,wsjagcABsHurnmFtCckybFryyuuopcuBddDroytoxDlaceGJIxAJJJIoyyBcwJGjBsrwIlnByFbBJBLkeBapjKvfBFIKuucxafBbBBBBwBBBBBBIoKfpcrkb,0.000000,120.000000,0.000000
wsjagcABsHurnmFtCckybFryyuuopcuBddDroytoxDlaceGJIxAJJJIoyyBcwJGjBsrwIlnByFbBJBLkeBapjKvfBFIKuucxafBbBBBBwBBBBBBzvvvvxgGw,2,0,wsjagcABsHurnmFtCckybFryyuuopcuBddDroytoxDlaceGJIxAJJJIoyyBcwJGjBsrwIlnByFbBJBLkeBapjKvfBFIKuucxafBbBBBBwBBBBBBIoKfpcrkb,0.000000,120.000000,0.000000
wsjagcABsHurnmFtCckybFryyuuopcuBddDroytoxDlaceGJIxAJJJIoyyBcwJGjBsrwIlnByFbBJBLkeBapjKvfBFIKuucxafBbBBBBwBBBBBBzvvvvxgGw,3,0,wsjagcABsHurnmFtCckybFryyuuopcuBddDroytoxDlaceGJIxAJJJIoyyBcwJGjBsrwIlnByFbBJBLkeBapjKvfBFIKuucxafBbBBBBwBBBBBBIoKfpcrkb,0.000000,120.000000,0.000000
wsjagcABsHurnmFtCckybFryyuuopcuBddDroytoxDlaceGJIxAJJJIoyyBcwJGjBsrwIlnByFbBJBLkeBapjKvfBFIKuucxafBbBBBBwBBBBBBzvvvvxgGw,4,0,wsjagcABsHurnmFtCckybFryyuuopcuBddDroytoxDlaceGJIxAJJJIoyyBcwJGjBsrwIlnByFbBJBLkeBapjKvfBFIKuucxafBbBBBBwBBBBBBIoKfpcrkb,0.000000,120.000000,0.000000
wFjagcwwGLLIrHFczytGJLryubukaoucoAyJdDxBffKCapfoyyscaebynBomayBjsFklmppKhreKcctcuBIABBkmBqKBBxoBIsobeuGBIFBBBDDzvvvvxgKJ,0,0,wFjagcwwGLLIrHFczytGJLryubukaoucoAyJdDxBffKCapfoyyscaebynBomayBjsFklmppKhreKcctcuBIABBkmBqKBBxoBIsobeuGBIFBBBDDIoKfpcrkb,0.000000,120.000000,0.000000
wFjagcwwGLLIrHFczytGJLryubukaoucoAyJdDxBffKCapfoyyscaebynBomayBjsFklmppKhreKcctcuBIABBkmBqKBBxoBIsobeuGBIFBBBDDzvvvvxgKJ,1,0,wFjagcwwGLLIrHFczytGJLryubukaoucoAyJdDxBffKCapfoyyscaebynBomayBjsFklmppKhreKcctcuBIABBkmBqKBBxoBIsobeuGBIFBBBDDIoKfpcrkb,0.000000,120.000000,0.000000
wFjagcwwGLLIrHFczytGJLryubukaoucoAyJdDxBffKCapfoyyscaebynBomayBjsFklmppKhreKcctcuBIABBkmBqKBBxoBIsobeuGBIFBBBDDzvvvvxgKJ,2,0,wFjagcwwGLLIrHFczytGJLryubukaoucoAyJdDxBffKCapfoyyscaebynBomayBjsFklmppKhreKcctcuBIABBkmBqKBBxoBIsobeuGBIFBBBDDIoKfpcrkb,0.000000,120.000000,0.000000
wFjagcwwGLLIrHFczytGJLryubukaoucoAyJdDxBffKCapfoyyscaebynBomayBjsFklmppKhreKcctcuBIABBkmBqKBBxoBIsobeuGBIFBBBDDzvvvvxgKJ,3,0,wFjagcwwGLLIrHFczytGJLryubukaoucoAyJdDxBffKCapfoyyscaebynBomayBjsFklmppKhreKcctcuBIABBkmBqKBBxoBIsobeuGBIFBBBDDIoKfpcrkb,0.000000,120.000000,0.000000
wFjagcwwGLLIrHFczytGJLryubukaoucoAyJdDxBffKCapfoyyscaebynBomayBjsFklmppKhreKcctcuBIABBkmBqKBBxoBIsobeuGBIFBBBDDzvvvvxgKJ,4,0,wFjagcwwGLLIrHFczytGJLryubukaoucoAyJdDxBffKCapfoyyscaebynBomayBjsFklmppKhreKcctcuBIABBkmBqKBBxoBIsobeuGBIFBBBDDIoKfpcrkb,0.000000,120.000000,0.000000
JwjagcEwtnbbBqhfHbmlsHzyycurDBumcftaIcIKnnlKGlfreILgxdbfeiIaErqBysbEeambspAayrAejAEtbxrtAJBBBjBBBABmwBBBBBBtBBBzvvvvxgda,0,0,JwjagcEwtnbbBqhfHbmlsHzyycurDBumcftaIcIKnnlKGlfreILgxdbfeiIaErqBysbEeambspAayrAejAEtbxrtAJBBBjBBBABmwBBBBBBtBBBIoKfpcrkb,0.000000,120.000000,0.000000
JwjagcEwtnbbBqhfHbmlsHzyycurDBumcftaIcIKnnlKGlfreILgxdbfeiIaErqBysbEeambspAayrAejAEtbxrtAJBBBjBBBABmwBBBBBBtBBBzvvvvxgda,1,0,JwjagcEwtnbbBqhfHbmlsHzyycurDBumcftaIcIKnnlKGlfreILgxdbfeiIaErqBysbEeambspAayrAejAEtbxrtAJBBBjBBBABmwBBBBBBtBBBIoKfpcrkb,0.000000,120.000000,0.000000
JwjagcEwtnbbBqhfHbmlsHzyycurDBumcftaIcIKnnlKGlfreILgxdbfeiIaErqBysbEeambspAayrAejAEtbxrtAJBBBjBBBABmwBBBBBBtBBBzvvvvxgda,2,0,JwjagcEwtnbbBqhfHbmlsHzyycurDBumcftaIcIKnnlKGlfreILgxdbfeiIaErqBysbEeambspAayrAejAEtbxrtAJBBBjBBBABmwBBBBBBtBBBIoKfpcrkb,0.000000,120.000000,0.000000
JwjagcEwtnbbBqhfHbmlsHzyycurDBumcftaIcIKnnlKGlfreILgxdbfeiIaErqBysbEeambspAayrAejAEtbxrtAJBBBjBBBABmwBBBBBBtBBBzvvvvxgda,3,0,JwjagcEwtnbbBqhfHbmlsHzyycurDBumcftaIcIKnnlKGlfreILgxdbfeiIaErqBysbEeambspAayrAejAEtbxrtAJBBBjBBBABmwBBBBBBtBBBIoKfpcrkb,0.000000,120.000000,0.000000
JwjagcEwtnbbBqhfHbmlsHzyycurDBumcftaIcIKnnlKGlfreILgxdbfeiIaErqBysbEeambspAayrAejAEtbxrtAJBBBjBBBABmwBBBBBBtBBBzvvvvxgda,4,0,JwjagcEwtnbbBqhfHbmlsHzyycurDBumcftaIcIKnnlKGlfreILgxdbfeiIaErqBysbEeambspAayrAejAEtbxrtAJBBBjBBBABmwBBBBBBtBBBIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcpkyHqpFuHwurEEyEGmnduxufucGIwBecrwvElsbypnoBDqrkaubBvcjrkBBBJBkIBGLieHqEBfBBvfdaBBnABDyBwBooGBBBGBDyIivLbzvvvvxgab,0,0,wzcagcpkyHqpFuHwurEEyEGmnduxufucGIwBecrwvElsbypnoBDqrkaubBvcjrkBBBJBkIBGLieHqEBfBBvfdaBBnABDyBwBooGBBBGBDyIivLbIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcpkyHqpFuHwurEEyEGmnduxufucGIwBecrwvElsbypnoBDqrkaubBvcjrkBBBJBkIBGLieHqEBfBBvfdaBBnABDyBwBooGBBBGBDyIivLbzvvvvxgab,1,0,wzcagcpkyHqpFuHwurEEyEGmnduxufucGIwBecrwvElsbypnoBDqrkaubBvcjrkBBBJBkIBGLieHqEBfBBvfdaBBnABDyBwBooGBBBGBDyIivLbIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcpkyHqpFuHwurEEyEGmnduxufucGIwBecrwvElsbypnoBDqrkaubBvcjrkBBBJBkIBGLieHqEBfBBvfdaBBnABDyBwBooGBBBGBDyIivLbzvvvvxgab,2,0,wzcagcpkyHqpFuHwurEEyEGmnduxufucGIwBecrwvElsbypnoBDqrkaubBvcjrkBBBJBkIBGLieHqEBfBBvfdaBBnABDyBwBooGBBBGBDyIivLbIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcpkyHqpFuHwurEEyEGmnduxufucGIwBecrwvElsbypnoBDqrkaubBvcjrkBBBJBkIBGLieHqEBfBBvfdaBBnABDyBwBooGBBBGBDyIivLbzvvvvxgab,3,0,wzcagcpkyHqpFuHwurEEyEGmnduxufucGIwBecrwvElsbypnoBDqrkaubBvcjrkBBBJBkIBGLieHqEBfBBvfdaBBnABDyBwBooGBBBGBDyIivLbIoKfpcrkb,0.000000,120.000000,0.000000
wzcagcpkyHqpFuHwurEEyEGmnduxufucGIwBecrwvElsbypnoBDqrkaubBvcjrkBBBJBkIBGLieHqEBfBBvfdaBBnABDyBwBooGBBBGBDyIivLbzvvvvxgab,4,0,wzcagcpkyHqpFuHwurEEyEGmnduxufucGIwBecrwvElsbypnoBDqrkaubBvcjrkBBBJBkIBGLieHqEBfBBvfdaBBnABDyBwBooGBBBGBDyIivLbIoKfpcrkb,0.000000,120.000000,0.000000
owjagcHzEEthErcFzuyHuvqlwxzhyucJfuerjqyoJKrcxbuurKcoEnIqpnvvcLduJrnvyjbBsBEnwBdBoBBfBxvvBBBqBIBAdKbBBoBBBmxbzwDzvvxvvgmJ,0,0,owjagcHzEEthErcFzuyHuvqlwxzhyucJfuerjqyoJKrcxbuurKcoEnIqpnvvcLduJrnvyjbBsBEnwBdBoBBfBxvvBBBqBIBAdKbBBoBBBmxbzwDIoKfpcrkb,0.000000,120.000000,0.000000
owjagcHzEEthErcFzuyHuvqlwxzhyucJfuerjqyoJKrcxbuurKcoEnIqpnvvcLduJrnvyjbBsBEnwBdBoBBfBxvvBBBqBIBAdKbBBoBBBmxbzwDzvvxvvgmJ,1,0,owjagcHzEEthErcFzuyHuvqlwxzhyucJfuerjqyoJKrcxbuurKcoEnIqpnvvcLduJrnvyjbBsBEnwBdBoBBfBxvvBBBqBIBAdKbBBoBBBmxbzwDIoKfpcrkb,0.000000,120.000000,0.000000
owjagcHzEEthErcFzuyHuvqlwxzhyucJfuerjqyoJKrcxbuurKcoEnIqpnvvcLduJrnvyjbBsBEnwBdBoBBfBxvvBBBqBIBAdKbBBoBBBmxbzwDzvvxvvgmJ,2,0,owjagcHzEEthErcFzuyHuvqlwxzhyucJfuerjqyoJKrcxbuurKcoEnIqpnvvcLduJrnvyjbBsBEnwBdBoBBfBxvvBBBqBIBAdKbBBoBBBmxbzwDIoKfpcrkb,0.000000,120.000000,0.000000
owjagcHzEEthErcFzuyHuvqlwxzhyucJfuerjqyoJKrcxbuurKcoEnIqpnvvcLduJrnvyjbBsBEnwBdBoBBfBxvvBBBqBIBAdKbBBoBBBmxbzwDzvvxvvgmJ,3,0,owjagcHzEEthErcFzuyHuvqlwxzhyucJfuerjqyoJKrcxbuurKcoEnIqpnvvcLduJrnvyjbBsBEnwBdBoBBfBxvvBBBqBIBAdKbBBoBBBmxbzwDIoKfpcrkb,0.000000,120.000000,0.000000
owjagcHzEEthErcFzuyHuvqlwxzhyucJfuerjqyoJKrcxbuurKcoEnIqpnvvcLduJrnvyjbBsBEnwBdBoBBfBxvvBBBqBIBAdKbBBoBBBmxbzwDzvvxvvgmJ,4,0,owjagcHzEEthErcFzuyHuvqlwxzhyucJfuerjqyoJKrcxbuurKcoEnIqpnvvcLduJrnvyjbBsBEnwBdBoBBfBxvvBBBqBIBAdKbBBoBBBmxbzwDIoKfpcrkb,0.000000,120.000000,0.000000
wsjalBygcADyEqmiqnusIyrJKAyblkLuIadajjKfBarsocKJJmyarLEyfyscefDoGsaefeBpJBALmBtDEfeLpByaEouBfrByaIBByLuBBBBABpuzvvvvxgoD,0,0,wsjalBygcADyEqmiqnusIyrJKAyblkLuIadajjKfBarsocKJJmyarLEyfyscefDoGsaefeBpJBALmBtDEfeLpByaEouBfrByaIBByLuBBBBABpuIoKfpcrkb,0.000000,120.000000,0.000000
wsjalBygcADyEqmiqnusIyrJKAyblkLuIadajjKfBarsocKJJmyarLEyfyscefDoGsaefeBpJBALmBtDEfeLpByaEouBfrByaIBByLuBBBBABpuzvvvvxgoD,1,0,wsjalBygcADyEqmiqnusIyrJKAyblkLuIadajjKfBarsocKJJmyarLEyfyscefDoGsaefeBpJBALmBtDEfeLpByaEouBfrByaIBByLuBBBBABpuIoKfpcrkb,0.000000,120.000000,0.000000
wsjalBygcADyEqmiqnusIyrJKAyblkLuIadajjKfBarsocKJJmyarLEyfyscefDoGsaefeBpJBALmBtDEfeLpByaEouBfrByaIBByLuBBBBABpuzvvvvxgoD,2,0,wsjalBygcADyEqmiqnusIyrJKAyblkLuIadajjKfBarsocKJJmyarLEyfyscefDoGsaefeBpJBALmBtDEfeLpByaEouBfrByaIBByLuBBBBABpuIoKfpcrkb,0.000000,120.000000,0.000000
wsjalBygcADyEqmiqnusIyrJKAyblkLuIadajjKfBarsocKJJmyarLEyfyscefDoGsaefeBpJBALmBtDEfeLpByaEouBfrByaIBByLuBBBBABpuzvvvvxgoD,3,0,wsjalBygcADyEqmiqnusIyrJKAyblkLuIadajjKfBarsocKJJmyarLEyfyscefDoGsaefeBpJBALmBtDEfeLpByaEouBfrByaIBByLuBBBBABpuIoKfpcrkb,0.000000,120.000000,0.000000
wsjalBygcADyEqmiqnusIyrJKAyblkLuIadajjKfBarsocKJJmyarLEyfyscefDoGsaefeBpJBALmBtDEfeLpByaEouBfrByaIBByLuBBBBABpuzvvvvxgoD,4,0,wsjalBygcADyEqmiqnusIyrJKAyblkLuIadajjKfBarsocKJJmyarLEyfyscefDoGsaefeBpJBALmBtDEfeLpByaEouBfrByaIBByLuBBBBABpuIoKfpcrkb,0.000000,120.000000,0.000000
wxjagcBaoEEyyrjGquDlEycyucuosdaEAaaBLEkJDLABsGFAywyscwapeerbtrdByoBEFLDjcxBsBnBoDBBDBtaxaBjBtBJbtmbBnfBycJbKkCozvvvvxgGe,0,0,wxjagcBaoEEyyrjGquDlEycyucuosdaEAaaBLEkJDLABsGFAywyscwapeerbtrdByoBEFLDjcxBsBnBoDBBDBtaxaBjBtBJbtmbBnfBycJbKkCoIoKfpcrkb,0.000000,120.000000,0.000000
wxjagcBaoEEyyrjGquDlEycyucuosdaEAaaBLEkJDLABsGFAywyscwapeerbtrdByoBEFLDjcxBsBnBoDBBDBtaxaBjBtBJbtmbBnfBycJbKkCozvvvvxgGe,1,0,wxjagcBaoEEyyrjGquDlEycyucuosdaEAaaBLEkJDLABsGFAywyscwapeerbtrdByoBEFLDjcxBsBnBoDBBDBtaxaBjBtBJbtmbBnfBycJbKkCoIoKfpcrkb,0.000000,120.000000,0.000000
wxjagcBaoEEyyrjGquDlEycyucuosdaEAaaBLEkJDLABsGFAywyscwapeerbtrdByoBEFLDjcxBsBnBoDBBDBtaxaBjBtBJbtmbBnfBycJbKkCozvvvvxgGe,2,0,wxjagcBaoEEyyrjGquDlEycyucuosdaEAaaBLEkJDLABsGFAywyscwapeerbtrdByoBEFLDjcxBsBnBoDBBDBtaxaBjBtBJbtmbBnfBycJbKkCoIoKfpcrkb,0.000000,120.000000,0.000000
wxjagcBaoEEyyrjGquDlEycyucuosdaEAaaBLEkJDLABsGFAywyscwapeerbtrdByoBEFLDjcxBsBnBoDBBDBtaxaBjBtBJbtmbBnfBycJbKkCozvvvvxgGe,3,0,wxjagcBaoEEyyrjGquDlEycyucuosdaEAaaBLEkJDLABsGFAywyscwapeerbtrdByoBEFLDjcxBsBnBoDBBDBtaxaBjBtBJbtmbBnfBycJbKkCoIoKfpcrkb,0.000000,120.000000,0.000000
wxjagcBaoEEyyrjGquDlEycyucuosdaEAaaBLEkJDLABsGFAywyscwapeerbtrdByoBEFLDjcxBsBnBoDBBDBtaxaBjBtBJbtmbBnfBycJbKkCozvvvvxgGe,4,0,wxjagcBaoEEyyrjGquDlEycyucuosdaEAaaBLEkJDLABsGFAywyscwapeerbtrdByoBEFLDjcxBsBnBoDBBDBtaxaBjBtBJbtmbBnfBycJbKkCoIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcEDIBqpckyoEyeiBEDoycuupcIALkLBtcuBezBmAxBomqxBBaLqjBBpBBBEBGKnByJBAlBpJBBKDBpbyBLBnBpJeykBsmywmLBjbBwDpJBzvvvvxgfi,0,0,wIjagcEDIBqpckyoEyeiBEDoycuupcIALkLBtcuBezBmAxBomqxBBaLqjBBpBBBEBGKnByJBAlBpJBBKDBpbyBLBnBpJeykBsmywmLBjbBwDpJBIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcEDIBqpckyoEyeiBEDoycuupcIALkLBtcuBezBmAxBomqxBBaLqjBBpBBBEBGKnByJBAlBpJBBKDBpbyBLBnBpJeykBsmywmLBjbBwDpJBzvvvvxgfi,1,0,wIjagcEDIBqpckyoEyeiBEDoycuupcIALkLBtcuBezBmAxBomqxBBaLqjBBpBBBEBGKnByJBAlBpJBBKDBpbyBLBnBpJeykBsmywmLBjbBwDpJBIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcEDIBqpckyoEyeiBEDoycuupcIALkLBtcuBezBmAxBomqxBBaLqjBBpBBBEBGKnByJBAlBpJBBKDBpbyBLBnBpJeykBsmywmLBjbBwDpJBzvvvvxgfi,2,0,wIjagcEDIBqpckyoEyeiBEDoycuupcIALkLBtcuBezBmAxBomqxBBaLqjBBpBBBEBGKnByJBAlBpJBBKDBpbyBLBnBpJeykBsmywmLBjbBwDpJBIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcEDIBqpckyoEyeiBEDoycuupcIALkLBtcuBezBmAxBomqxBBaLqjBBpBBBEBGKnByJBAlBpJBBKDBpbyBLBnBpJeykBsmywmLBjbBwDpJBzvvvvxgfi,3,0,wIjagcEDIBqpckyoEyeiBEDoycuupcIALkLBtcuBezBmAxBomqxBBaLqjBBpBBBEBGKnByJBAlBpJBBKDBpbyBLBnBpJeykBsmywmLBjbBwDpJBIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcEDIBqpckyoEyeiBEDoycuupcIALkLBtcuBezBmAxBomqxBBaLqjBBpBBBEBGKnByJBAlBpJBBKDBpbyBLBnBpJeykBsmywmLBjbBwDpJBzvvvvxgfi,4,0,wIjagcEDIBqpckyoEyeiBEDoycuupcIALkLBtcuBezBmAxBomqxBBaLqjBBpBBBEBGKnByJBAlBpJBBKDBpbyBLBnBpJeykBsmywmLBjbBwDpJBIoKfpcrkb,0.000000,120.000000,0.000000
wGjaBAygcwABEdAJknffLyrbLeywlkDuIIuaDqaoxwrsocLuJmyarBEyBysraJxoBDGmfwtpjEyIxwBGEBeupbBajoubqrBxBGBjABfBnBItJcBzvvvvxgly,0,0,wGjaBAygcwABEdAJknffLyrbLeywlkDuIIuaDqaoxwrsocLuJmyarBEyBysraJxoBDGmfwtpjEyIxwBGEBeupbBajoubqrBxBGBjABfBnBItJcBIoKfpcrkb,0.000000,120.000000,0.000000
wGjaBAygcwABEdAJknffLyrbLeywlkDuIIuaDqaoxwrsocLuJmyarBEyBysraJxoBDGmfwtpjEyIxwBGEBeupbBajoubqrBxBGBjABfBnBItJcBzvvvvxgly,1,0,wGjaBAygcwABEdAJknffLyrbLeywlkDuIIuaDqaoxwrsocLuJmyarBEyBysraJxoBDGmfwtpjEyIxwBGEBeupbBajoubqrBxBGBjABfBnBItJcBIoKfpcrkb,0.000000,120.000000,0.000000
wGjaBAygcwABEdAJknffLyrbLeywlkDuIIuaDqaoxwrsocLuJmyarBEyBysraJxoBDGmfwtpjEyIxwBGEBeupbBajoubqrBxBGBjABfBnBItJcBzvvvvxgly,2,0,wGjaBAygcwABEdAJknffLyrbLeywlkDuIIuaDqaoxwrsocLuJmyarBEyBysraJxoBDGmfwtpjEyIxwBGEBeupbBajoubqrBxBGBjABfBnBItJcBIoKfpcrkb,0.000000,120.000000,0.000000
wGjaBAygcwABEdAJknffLyrbLeywlkDuIIuaDqaoxwrsocLuJmyarBEyBysraJxoBDGmfwtpjEyIxwBGEBeupbBajoubqrBxBGBjABfBnBItJcBzvvvvxgly,3,0,wGjaBAygcwABEdAJknffLyrbLeywlkDuIIuaDqaoxwrsocLuJmyarBEyBysraJxoBDGmfwtpjEyIxwBGEBeupbBajoubqrBxBGBjABfBnBItJcBIoKfpcrkb,0.000000,120.000000,0.000000
wGjaBAygcwABEdAJknffLyrbLeywlkDuIIuaDqaoxwrsocLuJmyarBEyBysraJxoBDGmfwtpjEyIxwBGEBeupbBajoubqrBxBGBjABfBnBItJcBzvvvvxgly,4,0,wGjaBAygcwABEdAJknffLyrbLeywlkDuIIuaDqaoxwrsocLuJmyarBEyBysraJxoBDGmfwtpjEyIxwBGEBeupbBajoubqrBxBGBjABfBnBItJcBIoKfpcrkb,0.000000,120.000000,0.000000
wzcagclIHcwhdmczleEGzycywuuopcuLCobrdydtJxCaDFAknAFBBfFjyyABGfAwIscIqtIGyfldKJBBfaBFDJkbpBqquurBsBBAIBqBlBBBqBBzvvvvxgab,0,0,wzcagclIHcwhdmczleEGzycywuuopcuLCobrdydtJxCaDFAknAFBBfFjyyABGfAwIscIqtIGyfldKJBBfaBFDJkbpBqquurBsBBAIBqBlBBBqBBIoKfpcrkb,0.000000,120.000000,0.000000
wzcagclIHcwhdmczleEGzycywuuopcuLCobrdydtJxCaDFAknAFBBfFjyyABGfAwIscIqtIGyfldKJBBfaBFDJkbpBqquurBsBBAIBqBlBBBqBBzvvvvxgab,1,0,wzcagclIHcwhdmczleEGzycywuuopcuLCobrdydtJxCaDFAknAFBBfFjyyABGfAwIscIqtIGyfldKJBBfaBFDJkbpBqquurBsBBAIBqBlBBBqBBIoKfpcrkb,0.000000,120.000000,0.000000
wzcagclIHcwhdmczleEGzycywuuopcuLCobrdydtJxCaDFAknAFBBfFjyyABGfAwIscIqtIGyfldKJBBfaBFDJkbpBqquurBsBBAIBqBlBBBqBBzvvvvxgab,2,0,wzcagclIHcwhdmczleEGzycywuuopcuLCobrdydtJxCaDFAknAFBBfFjyyABGfAwIscIqtIGyfldKJBBfaBFDJkbpBqquurBsBBAIBqBlBBBqBBIoKfpcrkb,0.000000,120.000000,0.000000
wzcagclIHcwhdmczleEGzycywuuopcuLCobrdydtJxCaDFAknAFBBfFjyyABGfAwIscIqtIGyfldKJBBfaBFDJkbpBqquurBsBBAIBqBlBBBqBBzvvvvxgab,3,0,wzcagclIHcwhdmczleEGzycywuuopcuLCobrdydtJxCaDFAknAFBBfFjyyABGfAwIscIqtIGyfldKJBBfaBFDJkbpBqquurBsBBAIBqBlBBBqBBIoKfpcrkb,0.000000,120.000000,0.000000
wzcagclIHcwhdmczleEGzycywuuopcuLCobrdydtJxCaDFAknAFBBfFjyyABGfAwIscIqtIGyfldKJBBfaBFDJkbpBqquurBsBBAIBqBlBBBqBBzvvvvxgab,4,0,wzcagclIHcwhdmczleEGzycywuuopcuLCobrdydtJxCaDFAknAFBBfFjyyABGfAwIscIqtIGyfldKJBBfaBFDJkbpBqquurBsBBAIBqBlBBBqBBIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdzvvvvxghJ,0,0,wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdzvvvvxghJ,1,0,wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdzvvvvxghJ,2,0,wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdzvvvvxghJ,3,0,wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdIoKfpcrkb,0.000000,120.000000,0.000000
wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdzvvvvxghJ,4,0,wIjagcDjCeIHKsaEbJfnapGyycureaumcJtruxunoepkKAnosmfmILLbxLElqjpkyapxfJEEksKjyrbJaajtAErBBBBeBBBpBBBjBBBBBBBBBBdIoKfpcrkb,0.000000,120.000000,0.000000
wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECzvvvvxgex,0,0,wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECIoKfpcrkb,0.000000,120.000000,0.000000
wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECzvvvvxgex,1,0,wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECIoKfpcrkb,0.000000,120.000000,0.000000
wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECzvvvvxgex,2,0,wujagcoeswyDJHmlddytEsckyuujpcuiqrDbfGbdkBELybtCaGKbBBBvvBpjLBBkLvynysGrJGBueBBjLwpdvwAFsurtpfBBEBdBBEBBlBeDBECIoKfpcrkb,0.000000,120.000000,0.000000
